r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link_x,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,track_id,sp_song,sp_artist,id,sp_link_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_genres,sp_artist_popularity,sp_follower_count
"MF DOOM - Hoe Cakes [Hip Hop, Rap]",Hoe Cakes,2022-11-29,0.95,862.0,MF DOOM,Hoe Cakes,,,"hip hop, rap",youtube,,https://www.youtube.com/watch?v=rNB5eIiIsUc,rNB5eIiIsUc,,,,,Hoe Cakes,MF DOOM,4b82tXj35SycILuILcgBQ6,,0.511,0.613,1.0,-6.371,1.0,0.321,0.0987,0.0,0.144,0.95,92.184,audio_features,spotify:track:4b82tXj35SycILuILcgBQ6,https://api.spotify.com/v1/tracks/4b82tXj35SycILuILcgBQ6,https://api.spotify.com/v1/audio-analysis/4b82tXj35SycILuILcgBQ6,234147.0,4.0,https://i.scdn.co/image/ab67616d0000b27352f194d02c39909d1b284799,2004-11-16,2004.0,True,71.0,https://p.scdn.co/mp3-preview/15c0be2f9a9fccd2153a12147c434d4ee632409d?cid=484c8fc1e0c54669ac770f80991a8280,"'alternative hip hop', 'east coast hip hop', 'hip hop', 'rap'",75,1636719
Metallica - Lux Æterna [Metal] [New Release],Metallica: Lux Æterna (Official Music Video),2022-11-28,0.87,592.0,Metallica,Lux Æterna,Metallica,Lux Æterna,"metal, new release",youtube,,https://www.youtube.com/watch?v=_u-7rWKnVVo,_u-7rWKnVVo,,,,,Lux Æterna,Metallica,3pwmJJRlr8nXNN9PFD18np,,0.386,0.996,11.0,-2.96,0.0,0.0754,1.15e-05,0.000836,0.116,0.188,130.573,audio_features,spotify:track:3pwmJJRlr8nXNN9PFD18np,https://api.spotify.com/v1/tracks/3pwmJJRlr8nXNN9PFD18np,https://api.spotify.com/v1/audio-analysis/3pwmJJRlr8nXNN9PFD18np,205680.0,4.0,https://i.scdn.co/image/ab67616d0000b2737d93afd348df87d9298c1e5a,2022-11-28,2022.0,False,56.0,https://p.scdn.co/mp3-preview/7b7cbec7e7d4c742afae35048aea509076dbf232?cid=484c8fc1e0c54669ac770f80991a8280,"'hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal'",81,22832459
Gabba -- Overcurrent [Post Rock] (2022),Gabba - Overcurrent (Official Music Video),2022-11-27,0.91,420.0,Gabba,Overcurrent,Gabba,Overcurrent,post rock,youtube,,https://www.youtube.com/watch?v=cwDYRXDoW20,cwDYRXDoW20,,,,,Overcurrent,Gabba,5RKaXA4WTduN1XxpZyBeIM,,0.646,0.868,8.0,-5.75,1.0,0.0301,0.0161,0.878,0.191,0.619,133.05,audio_features,spotify:track:5RKaXA4WTduN1XxpZyBeIM,https://api.spotify.com/v1/tracks/5RKaXA4WTduN1XxpZyBeIM,https://api.spotify.com/v1/audio-analysis/5RKaXA4WTduN1XxpZyBeIM,215188.0,4.0,https://i.scdn.co/image/ab67616d0000b273feb59bf1e921436f28c32812,2022-11-27,2022.0,False,15.0,https://p.scdn.co/mp3-preview/6c52e3c0d1ff5d76ac2c04ff763ce2bd62a36944?cid=484c8fc1e0c54669ac770f80991a8280,"'contemporary country', 'country', 'country pop'",64,249427
Son House - Preachin’ Blues [Delta Blues] (1935),Preachin' Blues,2022-11-26,0.95,354.0,Son House,Preachin’ Blues,,,delta blues,youtube,,https://www.youtube.com/watch?v=zmR7jjOoFOw,zmR7jjOoFOw,,,,,Preachin' Blues,Son House,4YEoVkvvzx5eavtE2u5qG0,,0.595,0.349,8.0,-7.902,1.0,0.153,0.797,2.97e-06,0.103,0.231,172.417,audio_features,spotify:track:4YEoVkvvzx5eavtE2u5qG0,https://api.spotify.com/v1/tracks/4YEoVkvvzx5eavtE2u5qG0,https://api.spotify.com/v1/audio-analysis/4YEoVkvvzx5eavtE2u5qG0,316360.0,4.0,https://i.scdn.co/image/ab67616d0000b273294ffc8b2fd60e89bafe6bf2,2021-12-15,2021.0,False,35.0,,"'acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues'",34,142917
Spiritworld — Committee of Buzzards [Thrash Metal] (2022),Committee of Buzzards,2022-11-29,0.9,323.0,Spiritworld,Committee of Buzzards,,,thrash metal,youtube,,https://www.youtube.com/watch?v=yWRCMLXKkek,yWRCMLXKkek,,,,,Committee of Buzzards,Spiritworld,079o5pRQLK6OPJAY1TWd6Y,,0.449,0.99,2.0,-3.112,1.0,0.126,0.000516,0.00123,0.0582,0.194,93.479,audio_features,spotify:track:079o5pRQLK6OPJAY1TWd6Y,https://api.spotify.com/v1/tracks/079o5pRQLK6OPJAY1TWd6Y,https://api.spotify.com/v1/audio-analysis/079o5pRQLK6OPJAY1TWd6Y,293267.0,4.0,https://i.scdn.co/image/ab67616d0000b2738263ca4e7d86c570c8fbf480,2022-11-25,2022.0,False,31.0,https://p.scdn.co/mp3-preview/405e0c2a8984d656e4e14fd58954d963b00e2863?cid=484c8fc1e0c54669ac770f80991a8280,,34,6670
Boris - She is Burning [Stoner Metal/J-Rock] (2022),BORIS - She is Burning (Official Music Video),2022-11-25,0.88,299.0,Boris,She is Burning,BORIS,She is Burning,"stoner metal, j-rock",youtube,,https://www.youtube.com/watch?v=PdkcZlmwrYw,PdkcZlmwrYw,,,,,She is burning,Boris,57UHVvxFs3nvjH5rZc7xHs,,0.168,0.967,5.0,-2.495,0.0,0.143,5.85e-06,0.864,0.0736,0.2,148.284,audio_features,spotify:track:57UHVvxFs3nvjH5rZc7xHs,https://api.spotify.com/v1/tracks/57UHVvxFs3nvjH5rZc7xHs,https://api.spotify.com/v1/audio-analysis/57UHVvxFs3nvjH5rZc7xHs,221000.0,4.0,https://i.scdn.co/image/ab67616d0000b273fc92bf2a0ddd481ee2a0c60a,2022-08-12,2022.0,False,24.0,https://p.scdn.co/mp3-preview/fd3c53bece9c12365e7e628f63f1a3b9c9aa8451?cid=484c8fc1e0c54669ac770f80991a8280,'drama',54,7271
Eddie Grant - Electric Avenue [R&B/Reggae],Eddy Grant - Electric Avenue,2022-11-29,0.96,280.0,Eddie Grant,Electric Avenue,Eddy Grant,Electric Avenue,"r&b, reggae",youtube,,https://www.youtube.com/watch?v=Yxep-9BQ6Uo,Yxep-9BQ6Uo,,,,,Electric Avenue (Made Famous by Eddie Grant),Cardio Workout Crew,4wmtEopwYDUwCi4tOjKwMA,,0.91,0.622,9.0,-6.904,1.0,0.0799,0.0134,3.03e-06,0.0288,0.915,121.568,audio_features,spotify:track:4wmtEopwYDUwCi4tOjKwMA,https://api.spotify.com/v1/tracks/4wmtEopwYDUwCi4tOjKwMA,https://api.spotify.com/v1/audio-analysis/4wmtEopwYDUwCi4tOjKwMA,198437.0,4.0,https://i.scdn.co/image/ab67616d0000b273507b3bd01038ab5620e1e6b6,2011-02-01,2011.0,False,8.0,https://p.scdn.co/mp3-preview/d22ab7092ef36d3ccdda38827117d91dcbcf846a?cid=484c8fc1e0c54669ac770f80991a8280,,0,85
Phoebe Sanders -- Sugar Hill [Americana] (2022),Sugar hill - clawhammer banjo,2022-11-26,0.92,278.0,Phoebe Sanders,Sugar Hill,Sugar hill,clawhammer banjo,americana,youtube,,https://www.youtube.com/watch?v=1vu9smEBh2c,1vu9smEBh2c,,,,,Sugar Hill,AZ,0lZWjBImx6kNe3WtOA09Xu,,0.682,0.647,8.0,-7.332,1.0,0.189,0.000693,5.97e-06,0.0693,0.529,181.86,audio_features,spotify:track:0lZWjBImx6kNe3WtOA09Xu,https://api.spotify.com/v1/tracks/0lZWjBImx6kNe3WtOA09Xu,https://api.spotify.com/v1/audio-analysis/0lZWjBImx6kNe3WtOA09Xu,249760.0,4.0,https://i.scdn.co/image/ab67616d0000b273c04fefa8d26c027f5f52c84c,1995-10-10,1995.0,True,51.0,,"'alternative r&b', 'dance pop', 'escape room', 'hip house', 'lgbtq+ hip hop', 'pop', 'rap', 'trap queen', 'viral rap'",61,906140
Focus - Hocus Pocus [Psychedelic Rock] Live NBC's Midnight Special,Focus - Hocus Pocus Live '73,2022-11-30,0.94,271.0,Focus,Hocus Pocus,Focus,Hocus Pocus Live '73,psychedelic rock,youtube,,https://www.youtube.com/watch?v=g4ouPGGLI6Q,g4ouPGGLI6Q,,,,,Hocus Pocus - Extended Version,Focus,6iZtDWu3FTuxu7AprIqA3Y,,0.267,0.722,2.0,-7.344,1.0,0.102,0.00596,0.893,0.35,0.347,184.093,audio_features,spotify:track:6iZtDWu3FTuxu7AprIqA3Y,https://api.spotify.com/v1/tracks/6iZtDWu3FTuxu7AprIqA3Y,https://api.spotify.com/v1/audio-analysis/6iZtDWu3FTuxu7AprIqA3Y,402560.0,4.0,https://i.scdn.co/image/ab67616d0000b2737d9ab0d82ab62be45e1b00fb,1971-01-01,1971.0,False,52.0,https://p.scdn.co/mp3-preview/6a1ee90b248ab4e7a186074338fb8c1e490fb9cc?cid=484c8fc1e0c54669ac770f80991a8280,,45,5836
Drowners — Let Me Finish [Alternative/Indie Rock] (2014),Drowners - Let Me Finish,2022-11-28,0.89,211.0,Drowners,Let Me Finish,Drowners,Let Me Finish,"alternative, indie rock",youtube,,https://www.youtube.com/watch?v=thyWUjijBOI,thyWUjijBOI,,,,,Let Me Finish,Drowners,5guXwK8ut6xYlAjyy8IFW0,,0.313,0.89,7.0,-4.06,1.0,0.108,4.39e-05,0.00881,0.143,0.505,179.831,audio_features,spotify:track:5guXwK8ut6xYlAjyy8IFW0,https://api.spotify.com/v1/tracks/5guXwK8ut6xYlAjyy8IFW0,https://api.spotify.com/v1/audio-analysis/5guXwK8ut6xYlAjyy8IFW0,151026.0,4.0,https://i.scdn.co/image/ab67616d0000b2735eac273b513b5cfd9c995fbc,2014-01-28,2014.0,False,22.0,https://p.scdn.co/mp3-preview/d7f11bcd2112b77c55907e7a6cd7bba1d423b3d3?cid=484c8fc1e0c54669ac770f80991a8280,'garage rock revival',31,33263
