r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
The Specials - A Message To You Rudy [Ska],The Specials - A Message To You Rudy (Official Music Video),2022-12-20,0.97,2677.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'The Specials - A Message To You Rudy (Official Music Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/cntvEDbagAw?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""The Specials - A Message To You Rudy (Official Music Video)""></iframe>', 'author_name': 'TheSpecialsOfficVEVO', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/cntvEDbagAw/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@thespecialsofficvevo3211'}}",The Specials,A Message To You Rudy,The Specials,A Message To You Rudy,ska,youtube,,https://www.youtube.com/watch?v=cntvEDbagAw,cntvEDbagAw,,,,The Specials - A Message To You Rudy (Official Music Video),TheSpecialsOfficVEVO,2009-03-13T12:32:44Z,PT2M48S,30829979,https://i.ytimg.com/vi/cntvEDbagAw/hqdefault.jpg,188369,6693,"['The Specials', 'The Specials AKA', 'The Special AKA', 'Ska', 'Two tone', 'Rude Boys', 'Rude Boyz', 'Skank', 'Jerry Dammers', 'Terry Hall', 'Neville Staple', 'Neville Staples', 'John Bradbury', 'Free Nelson Mandela', 'Roddy Radiation', 'Horace Gentleman', 'Lynval Golding', 'Coventry', 'More Specials', 'The Specials A Message To You Rudy', 'A Message To You Rudy', 'Message', 'To', 'You', 'Rudy', 'A Message To You Rudy Official Music Video', 'A Message To You Rudy Lyrics', 'Lyrics', 'The Specials Music Videos', 'Stop your messing around']",30.8M,188K,6.69K,02:48,2009-03-13,2.68K
Björk - Army Of Me [Experimental Pop],björk : army of me (HD),2022-12-20,0.92,827.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'björk : army of me (HD)', 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/jPeheoBa2_Y?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""björk : army of me (HD)""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'version': '1.0', 'author_name': 'björk', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/jPeheoBa2_Y/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@Bjork'}, 'type': 'youtube.com'}",Björk,Army Of Me,björk,army of me,experimental pop,youtube,,https://www.youtube.com/watch?v=jPeheoBa2_Y,jPeheoBa2_Y,,,,björk : army of me (HD),björk,2019-09-30T11:46:54Z,PT4M27S,5631148,https://i.ytimg.com/vi/jPeheoBa2_Y/hqdefault.jpg,122865,5024,"['bjork', 'army of me', 'army of me bjork', 'bjork cornucopia', 'bjork post', 'bjork live', 'bjork army of me live', 'bjork army of me']",5.63M,123K,5.02K,04:27,2019-09-30,827
E-Z Rollers - Walk this Land [Jungle] (1998),E-Z Rollers - Walk this Land,2022-12-17,0.93,483.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'E-Z Rollers - Walk this Land', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/PCoCVYrJWYU?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""E-Z Rollers - Walk this Land""></iframe>', 'author_name': 'Bjorn Wallerström', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/PCoCVYrJWYU/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@BjornWallerstrom'}}",E-Z Rollers,Walk this Land,E-Z Rollers,Walk this Land,jungle,youtube,,https://www.youtube.com/watch?v=PCoCVYrJWYU,PCoCVYrJWYU,,,,E-Z Rollers - Walk this Land,Bjorn Wallerström,2013-08-21T18:19:34Z,PT3M52S,800339,https://i.ytimg.com/vi/PCoCVYrJWYU/hqdefault.jpg,7883,208,"['Drum & Bass', 'Soundtrack', 'Jungle', 'E-Z Rollers (Musical Group)', 'Lock Stock & Two Smoking Barrels']",800K,7.88K,208,03:52,2013-08-21,483
Aesop Rock - DayLight / NightLight [Hip hop],Aesop Rock- DayLight / NightLight,2022-12-19,0.92,377.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Aesop Rock- DayLight / NightLight', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/7HEq8UqrujM?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Aesop Rock- DayLight / NightLight""></iframe>', 'author_name': 'MetalFaceKing17', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/7HEq8UqrujM/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@MetalFaceKing17'}}",Aesop Rock,DayLight / NightLight,Aesop Rock,DayLight / NightLight,hip hop,youtube,,https://www.youtube.com/watch?v=7HEq8UqrujM,7HEq8UqrujM,,,,Aesop Rock- DayLight / NightLight,MetalFaceKing17,2010-11-23T23:21:09Z,PT8M36S,5018946,https://i.ytimg.com/vi/7HEq8UqrujM/hqdefault.jpg,37021,2360,"['Aesop', 'Rock', 'Daylight', 'Nightlight', 'EP', 'Rap', 'Hip', 'Hop']",5.02M,37K,2.36K,08:36,2010-11-23,377
Los Diablos Rojos -- Cenizas [Peruvian cumbia] (1983),LOS DIABLOS ROJOS - cenizas,2022-12-15,0.93,359.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'LOS DIABLOS ROJOS - cenizas', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/ktwAf6qCdA4?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""LOS DIABLOS ROJOS - cenizas""></iframe>', 'author_name': 'Jairo Delgado', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/ktwAf6qCdA4/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@jairodelgado7005'}}",Los Diablos Rojos,Cenizas,LOS DIABLOS ROJOS,cenizas,peruvian cumbia,youtube,,https://www.youtube.com/watch?v=ktwAf6qCdA4,ktwAf6qCdA4,,,,LOS DIABLOS ROJOS - cenizas,Jairo Delgado,2020-07-27T01:41:00Z,PT4M20S,9222,https://i.ytimg.com/vi/ktwAf6qCdA4/hqdefault.jpg,104,2,,9.22K,104,2,04:20,2020-07-27,359
The Specials - Pressure Drop (Cover of Toots and the Maytals) [Ska],The Specials - Pressure Drop,2022-12-20,0.93,289.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'The Specials - Pressure Drop', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/IWweHBpscDU?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""The Specials - Pressure Drop""></iframe>', 'author_name': 'ktm016', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/IWweHBpscDU/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@ktm016'}}",The Specials,Pressure Drop,The Specials,Pressure Drop,ska,youtube,,https://www.youtube.com/watch?v=IWweHBpscDU,IWweHBpscDU,,,,The Specials - Pressure Drop,ktm016,2012-10-23T07:24:21Z,PT4M18S,2585812,https://i.ytimg.com/vi/IWweHBpscDU/hqdefault.jpg,15667,863,"['pressure', 'drop', 'ska', 'The Specials (Musical Group)', 'reggae toots maytals', 'music', 'Reggae']",2.59M,15.7K,863,04:18,2012-10-23,289
Lazy Laser -- Lost In A Trippy Desert [synthwave/western] (2022),Lazy Laser - Lost In A Trippy Desert,2022-12-20,0.93,283.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Lazy Laser - Lost In A Trippy Desert', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/7iahxa1AMSU?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Lazy Laser - Lost In A Trippy Desert""></iframe>', 'author_name': 'Lazy Laser', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/7iahxa1AMSU/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@lazylasermusic'}}",Lazy Laser,Lost In A Trippy Desert,Lazy Laser,Lost In A Trippy Desert,"synthwave, western",youtube,,https://www.youtube.com/watch?v=7iahxa1AMSU,7iahxa1AMSU,,,,Lazy Laser - Lost In A Trippy Desert,Lazy Laser,2022-07-15T22:08:27Z,PT6M20S,2353,https://i.ytimg.com/vi/7iahxa1AMSU/hqdefault.jpg,88,20,,2.35K,88,20,06:20,2022-07-15,283
thaïs - Vieux-Port [Indie / Pop] (2022),thaïs - Vieux-Port [vidéoclip officiel],2022-12-19,0.89,279.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'thaïs - Vieux-Port [vidéoclip officiel]', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/dg2G99D7hhw?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""thaïs - Vieux-Port [vidéoclip officiel]""></iframe>', 'author_name': 'thaïs', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/dg2G99D7hhw/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@thais6358'}}",thaïs,Vieux-Port,thaïs,Vieux-Port,"indie, pop",youtube,,https://www.youtube.com/watch?v=dg2G99D7hhw,dg2G99D7hhw,,,,thaïs - Vieux-Port [vidéoclip officiel],thaïs,2022-04-22T04:00:24Z,PT3M48S,13449,https://i.ytimg.com/vi/dg2G99D7hhw/hqdefault.jpg,173,11,"['vieux-port', 'vieux', 'port', 'thaïs', 'bravo musique', 'bravo', 'musique', 'vieux-port vidéoclip', 'vieux-port thaïs', 'thaïs vieux-port']",13.4K,173,11,03:48,2022-04-22,279
Mehdi Yarrahi -- Women's Anthem [Iranian Protest Music] (2022),Soroode Zan (Woman's Anthem) - With English Translation | سرود زن - مهدی یراحی,2022-12-18,0.88,256.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""Soroode Zan (Woman's Anthem) - With English Translation | سرود زن - مهدی یراحی"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/y9Wd0tdM-rU?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Soroode Zan (Woman&#39;s Anthem) - With English Translation | سرود زن - مهدی یراحی""></iframe>', 'author_name': 'Mehdi Yarrahi', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/y9Wd0tdM-rU/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@MehdiYarrahiYouTube'}}",Mehdi Yarrahi,Womens Anthem,,,iranian protest music,youtube,,https://www.youtube.com/watch?v=y9Wd0tdM-rU,y9Wd0tdM-rU,,,,Soroode Zan (Woman's Anthem) - With English Translation | سرود زن - مهدی یراحی,Mehdi Yarrahi,2022-10-04T08:30:45Z,PT2M1S,375070,https://i.ytimg.com/vi/y9Wd0tdM-rU/hqdefault.jpg,8230,1789,,375K,8.23K,1.79K,02:01,2022-10-04,256
本多信介 Shinsuke Honda - プエノス ホノオ [Balearic Ambient] (1983),"本多信介 Shinsuke Honda - プエノス ホノオ [Japan] Balearic Ambient, Psych Fusion (1983)",2022-12-17,0.92,224.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': '本多信介 Shinsuke Honda - プエノス ホノオ [Japan] Balearic Ambient, Psych Fusion (1983)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/vDRU6pJDaUk?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""本多信介 Shinsuke Honda - プエノス ホノオ [Japan] Balearic Ambient, Psych Fusion (1983)""></iframe>', 'author_name': 'Music for empty rooms', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/vDRU6pJDaUk/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@Musicforemptyrooms'}}",本多信介 Shinsuke Honda,プエノス ホノオ,本多信介 Shinsuke Honda,プエノス ホノオ,balearic ambient,youtube,,https://www.youtube.com/watch?v=vDRU6pJDaUk,vDRU6pJDaUk,,,,"本多信介 Shinsuke Honda - プエノス ホノオ [Japan] Balearic Ambient, Psych Fusion (1983)",Music for empty rooms,2022-12-07T17:00:34Z,PT5M14S,3769,https://i.ytimg.com/vi/vDRU6pJDaUk/hqdefault.jpg,264,10,"['obscure music', 'vintage', 'obscure records', 'the homecoming', 'vintage obscure music', 'rare records', 'obscure jazz', 'jazz', 'library music', 'obscure library music', 'rare library', 'lp', 'obscure funk', 'funk', 'loner folk', 'obscure experimental', 'outsider music', 'obscure psych', 'ambient', 'avant garde', 'samples', 'sample', 'jazz sample', 'andre navarro II', 'andre navarro', 'soul sample', '70s', 'soul', 'free sample', 'beat sample', 'beat samples', 'psych', 'prog', 'trap sample', 'free beat', 'Xerf Xpec', 'XerfXpec', 'digging', 'crate']",3.77K,264,10,05:14,2022-12-07,224
