r_title,r_post_song,r_post_artist,r_media_song,r_media_artist,sp_song,sp_artist,r_genres,sp_genres,r_media_title,r_post_date,r_upvote_ratio,r_score,bc_embed_link,link_source,sc_embed_link,sc_link,sp_link,yt_link,yt_video_id,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_artist_popularity,sp_follower_count
"José Gonzales - Heartbeats [Acoustic, live]",Heartbeats,José Gonzales,Heartbeats | Other Voices,José Gonzales,Heartbeats,José González,"acoustic, live","'gothenburg indie', 'indie folk', 'stomp and holler', 'swedish indie folk', 'swedish indie pop', 'swedish singer-songwriter'",José Gonzales - Heartbeats | Other Voices,2022-12-15,31.1,760.0,,youtube,,,,https://www.youtube.com/watch?v=HxJhYpTIrl8,HxJhYpTIrl8,5YqpHuXpFjDVZ7tY1ClFll,17.7,-1489.1,Eb,-14.891,1.0,58.9,3.25,97.7,71.4,9.58,88,audio_features,spotify:track:5YqpHuXpFjDVZ7tY1ClFll,https://api.spotify.com/v1/tracks/5YqpHuXpFjDVZ7tY1ClFll,https://api.spotify.com/v1/audio-analysis/5YqpHuXpFjDVZ7tY1ClFll,02:41,4.0,https://i.scdn.co/image/ab67616d0000b2731017779b8f5fe0ccd77bf886,2006-04-03,2006.0,False,63.0,https://p.scdn.co/mp3-preview/7036bdc107591ac54e01ac24da34dcccc18f8493?cid=484c8fc1e0c54669ac770f80991a8280,64,1038252
Nada Surf - Popular [Alternative],Popular,Nada Surf,Popular,Nada Surf,Popular,Nada Surf,alternative,"'pop rock', 'power pop'",Nada Surf – Popular (Official Video) [Remastered in HD],2022-12-14,29.6,670.0,,youtube,,,,https://www.youtube.com/watch?v=hAFuD-S-e_E,hAFuD-S-e_E,48sJGpBLqQTs0sZ2ImHJof,88.4,-610.4,G,-6.104,1.0,44.4,11.9,0.75,0.01,11.6,94,audio_features,spotify:track:48sJGpBLqQTs0sZ2ImHJof,https://api.spotify.com/v1/tracks/48sJGpBLqQTs0sZ2ImHJof,https://api.spotify.com/v1/audio-analysis/48sJGpBLqQTs0sZ2ImHJof,03:40,4.0,https://i.scdn.co/image/ab67616d0000b273a46129f913a7293b208dcc7b,1996-06-18,1996.0,False,57.0,https://p.scdn.co/mp3-preview/473aeae47f3735071723b9005720b8277140d5f1?cid=484c8fc1e0c54669ac770f80991a8280,48,169243
Tank! - Seatbelts [Jazz/Blues Anime OST],Seatbelts,Tank!,,,Tank!,SEATBELTS,"jazz, blues anime ost",,Tank!,2022-12-14,58.0,643.0,,youtube,,,,https://www.youtube.com/watch?v=UFFa0QoHWvE,UFFa0QoHWvE,2Wi5ubKr8zSk8L3CLemyS4,90.2,-681.4,C,-6.814,1.0,40.1,15.4,2.96,91.8,61.4,137,audio_features,spotify:track:2Wi5ubKr8zSk8L3CLemyS4,https://api.spotify.com/v1/tracks/2Wi5ubKr8zSk8L3CLemyS4,https://api.spotify.com/v1/audio-analysis/2Wi5ubKr8zSk8L3CLemyS4,03:30,4.0,https://i.scdn.co/image/ab67616d0000b273e90a54d6e31d9ff3f1d566fa,1998-05-21,1998.0,False,62.0,https://p.scdn.co/mp3-preview/de3473afa15c739702f57f3d85e1149e4511579a?cid=484c8fc1e0c54669ac770f80991a8280,54,86202
"INXS - Never Tear Us Apart [Pop rock, 1988]",Never Tear Us Apart,INXS,Never Tear Us Apart,INXS,Never Tear Us Apart,INXS,"pop rock, 1988","'australian rock', 'classic rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock'",INXS - Never Tear Us Apart (Official Music Video),2022-12-15,27.5,507.0,,youtube,,,,https://www.youtube.com/watch?v=AIBv2GEnXlc,AIBv2GEnXlc,1qQSRy9DjrGh3jtsSCU6B1,68.6,-584.9,C,-5.849,1.0,66.5,2.68,5.18,0.02,17.4,96,audio_features,spotify:track:1qQSRy9DjrGh3jtsSCU6B1,https://api.spotify.com/v1/tracks/1qQSRy9DjrGh3jtsSCU6B1,https://api.spotify.com/v1/audio-analysis/1qQSRy9DjrGh3jtsSCU6B1,03:05,3.0,https://i.scdn.co/image/ab67616d0000b2734053ce7818f114a4e8dde08f,1987-01-01,1987.0,False,63.0,https://p.scdn.co/mp3-preview/94c6a14b6abbc09d8499ff4ee3329450554c0d28?cid=484c8fc1e0c54669ac770f80991a8280,69,2234710
Subhumans - 'Til The Pigs Come Round [Anarcho-punk](1983),Til The Pigs Come Round,Subhumans,'Til The Pigs Come Round,Subhumans,'Til the Pigs Come Round,Subhumans,anarcho-punk,"'anarcho-punk', 'crust punk', 'dub punk', 'hardcore punk', 'oi', 'punk', 'thrash core', 'uk82'",Subhumans // 'Til The Pigs Come Round,2022-12-11,47.2,483.0,,youtube,,,,https://www.youtube.com/watch?v=tKyAUwdQeHo,tKyAUwdQeHo,4raAtGD6JeOsVlK9wmE0N9,93.2,-1219.1,B/Cb,-12.191,0.0,30.3,10.9,0.24,0.02,17.0,141,audio_features,spotify:track:4raAtGD6JeOsVlK9wmE0N9,https://api.spotify.com/v1/tracks/4raAtGD6JeOsVlK9wmE0N9,https://api.spotify.com/v1/audio-analysis/4raAtGD6JeOsVlK9wmE0N9,02:01,4.0,https://i.scdn.co/image/ab67616d0000b273f0e718bf57dea72adabf141d,1983-01-01,1983.0,False,25.0,https://p.scdn.co/mp3-preview/311f94e9da5ae6b51d2fd23796b86ecbe7ae1c8e?cid=484c8fc1e0c54669ac770f80991a8280,39,112241
Pan Amerikan Native Front -- Indigenous Blood Revival [Black metal] (2022),Indigenous Blood Revival,Pan Amerikan Native Front,Indigenous Blood Revival,Pan Amerikan Native Front,Indigenous Blood Revival,Pan-Amerikan Native Front,black metal,,Pan Amerikan Native Front - Indigenous Blood Revival (Live on KEXP),2022-12-12,13.2,467.0,,youtube,,,,https://www.youtube.com/watch?v=v7KbuWiK1f0,v7KbuWiK1f0,3bp1v7br43x43j4XxTrgTw,91.4,-764.3,Ab,-7.643,1.0,32.5,6.05,0.0,92.6,38.1,130,audio_features,spotify:track:3bp1v7br43x43j4XxTrgTw,https://api.spotify.com/v1/tracks/3bp1v7br43x43j4XxTrgTw,https://api.spotify.com/v1/audio-analysis/3bp1v7br43x43j4XxTrgTw,05:50,4.0,https://i.scdn.co/image/ab67616d0000b2739ccb25952b1c0d3e7ebf6fc0,2016-10-06,2016.0,False,13.0,https://p.scdn.co/mp3-preview/1fbc498199467f5845da2c197a450866f32eb764?cid=484c8fc1e0c54669ac770f80991a8280,15,2340
Mouse on the Keys -- Forgotten Children [instrumental jazz rock] (2009),Forgotten Children,Mouse on the Keys,,,forgotten children,mouse on the keys,instrumental jazz rock,"'instrumental math rock', 'japanese jazz fusion', 'japanese post-rock', 'math rock', 'modern jazz trio'",forgotten children,2022-12-12,28.3,455.0,,youtube,,,,https://www.youtube.com/watch?v=dT67I4t_8Eo,dT67I4t_8Eo,7LOiJvlFubjiQoW8rflOmC,80.7,-807.6,Ab,-8.076,1.0,46.6,3.89,62.2,95.2,31.3,126,audio_features,spotify:track:7LOiJvlFubjiQoW8rflOmC,https://api.spotify.com/v1/tracks/7LOiJvlFubjiQoW8rflOmC,https://api.spotify.com/v1/audio-analysis/7LOiJvlFubjiQoW8rflOmC,04:18,4.0,https://i.scdn.co/image/ab67616d0000b273dd43bf787c5e91e21d89d5a4,2009-01-01,2009.0,False,26.0,https://p.scdn.co/mp3-preview/825c7f91fb4599cc892114746a6d59592d1300c5?cid=484c8fc1e0c54669ac770f80991a8280,40,55734
Whale - Hobo Humpin Slobo Babe [Alternative Rock],Hobo Humpin Slobo Babe,Whale,Hobo Humpin Slobo Babe,Whale,Hobo Humpin' Slobo Babe,Whale,alternative rock,"'bass trap', 'dubstep', 'gaming edm'",Whale - Hobo Humpin Slobo Babe,2022-12-16,45.2,433.0,,youtube,,,,https://www.youtube.com/watch?v=2up7su7CeMU,2up7su7CeMU,4Zjf4XQZushvULDYoYq7VG,90.3,-617.6,C,-6.176,1.0,34.3,9.56,0.03,43.5,70.2,170,audio_features,spotify:track:4Zjf4XQZushvULDYoYq7VG,https://api.spotify.com/v1/tracks/4Zjf4XQZushvULDYoYq7VG,https://api.spotify.com/v1/audio-analysis/4Zjf4XQZushvULDYoYq7VG,03:59,4.0,https://i.scdn.co/image/ab67616d0000b27374eafe75bc1009a5922b592e,1995-01-01,1995.0,False,40.0,https://p.scdn.co/mp3-preview/e5563445ef6ffe9de5066df574496679e8e81f0c?cid=484c8fc1e0c54669ac770f80991a8280,58,33236
Moozy — Most Any Drug [indie rock] (2022),Most Any Drug,Moozy,Most Any Drug,Moozy,Most Any Drug,Moozy,indie rock,"'cali rap', 'pop rap', 'sacramento hip hop', 'southern hip hop', 'trap'",Moozy - Most Any Drug,2022-12-13,92.5,389.0,,youtube,,,,https://www.youtube.com/watch?v=yT790lh3iIs,yT790lh3iIs,3JgDeCsCx6lGbveYodRyzG,61.7,-718.4,A,-7.184,1.0,71.1,3.34,1.75,0.0,7.7,139,audio_features,spotify:track:3JgDeCsCx6lGbveYodRyzG,https://api.spotify.com/v1/tracks/3JgDeCsCx6lGbveYodRyzG,https://api.spotify.com/v1/audio-analysis/3JgDeCsCx6lGbveYodRyzG,03:22,4.0,https://i.scdn.co/image/ab67616d0000b27319ff7170a4e8000c99192bbf,2022-09-29,2022.0,False,9.0,https://p.scdn.co/mp3-preview/70b71db06750852587b182a5c190ec0061f9b6aa?cid=484c8fc1e0c54669ac770f80991a8280,66,680452
Los Diablos Rojos -- Cenizas [Peruvian cumbia] (1983),Cenizas,Los Diablos Rojos,cenizas,LOS DIABLOS ROJOS,cenizas,Los Diablos Rojos,peruvian cumbia,'chicha',LOS DIABLOS ROJOS - cenizas,2022-12-15,90.9,358.0,,youtube,,,,https://www.youtube.com/watch?v=ktwAf6qCdA4,ktwAf6qCdA4,1Z2oI3XDxBmuV1FsaIk8oI,71.6,-782.4,C,-7.824,1.0,58.8,5.43,43.5,0.0,15.2,104,audio_features,spotify:track:1Z2oI3XDxBmuV1FsaIk8oI,https://api.spotify.com/v1/tracks/1Z2oI3XDxBmuV1FsaIk8oI,https://api.spotify.com/v1/audio-analysis/1Z2oI3XDxBmuV1FsaIk8oI,04:14,4.0,https://i.scdn.co/image/ab67616d0000b273f1cebce649924ac97e9cfca6,2013-02-15,2013.0,False,8.0,https://p.scdn.co/mp3-preview/dfa438ec28d1e13f57d19eb98d992640cbf188bf?cid=484c8fc1e0c54669ac770f80991a8280,29,24469
