sp_song,sp_artist,r_title,r_media_title,r_post_song,r_post_artist,r_media_song,r_media_artist,id,sp_link,r_score,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview
ANDY KAUFMAN,Anime Yxngoat,"Mos Def - Auditorium (ft. Slick Rick) [Hip Hop, Rap]",Mos Def  - Auditorium (feat. Slick Rick),Auditorium,Mos Def,Auditorium,Mos Def,3uGYhrfZ05MmLYXKO3NXBM,,844.0,0.617,0.61,0,-9.549,1,0.274,0.192,0.0,0.638,0.0751,114.767,audio_features,spotify:track:3uGYhrfZ05MmLYXKO3NXBM,https://api.spotify.com/v1/tracks/3uGYhrfZ05MmLYXKO3NXBM,https://api.spotify.com/v1/audio-analysis/3uGYhrfZ05MmLYXKO3NXBM,139946,4,https://i.scdn.co/image/ab67616d0000b273ce3d10a904a340adfdbf9dcb,2021-04-19,2021,True,0,https://p.scdn.co/mp3-preview/1ed0bfd4493a578d9cc690e2f8fe46f9edce196f?cid=484c8fc1e0c54669ac770f80991a8280
ANDY KAUFMAN,Anime Yxngoat,"Mos Def - Auditorium (ft. Slick Rick) [Hip Hop, Rap]",Mos Def  - Auditorium (feat. Slick Rick),Auditorium,Mos Def,Auditorium,Mos Def,3uGYhrfZ05MmLYXKO3NXBM,,844.0,0.617,0.61,0,-9.549,1,0.274,0.192,0.0,0.638,0.0751,114.767,audio_features,spotify:track:3uGYhrfZ05MmLYXKO3NXBM,https://api.spotify.com/v1/tracks/3uGYhrfZ05MmLYXKO3NXBM,https://api.spotify.com/v1/audio-analysis/3uGYhrfZ05MmLYXKO3NXBM,139946,4,https://i.scdn.co/image/ab67616d0000b273ce3d10a904a340adfdbf9dcb,2021-04-19,2021,True,0,https://p.scdn.co/mp3-preview/1ed0bfd4493a578d9cc690e2f8fe46f9edce196f?cid=484c8fc1e0c54669ac770f80991a8280
Police In Helicopter,John Holt,John Holt -- Police in Helicopter [reggae] (1983),John Holt Police in Helicopter - 'Police in Helicopter' Reggae classics,Police in Helicopter,John Holt,Police in Helicopter,John Holt Police in Helicopter,0mD19MC6H0OzHvEUADHypU,,595.0,0.683,0.653,9,-7.586,0,0.113,0.0326,8.42e-06,0.0578,0.501,143.224,audio_features,spotify:track:0mD19MC6H0OzHvEUADHypU,https://api.spotify.com/v1/tracks/0mD19MC6H0OzHvEUADHypU,https://api.spotify.com/v1/audio-analysis/0mD19MC6H0OzHvEUADHypU,219160,4,https://i.scdn.co/image/ab67616d0000b27340107fefea4bea8968e643cc,1983-01-01,1983,False,57,https://p.scdn.co/mp3-preview/da0e556a0e4a29a4b7544e30a450e6142e2db0b1?cid=484c8fc1e0c54669ac770f80991a8280
Police In Helicopter,John Holt,John Holt -- Police in Helicopter [reggae] (1983),John Holt Police in Helicopter - 'Police in Helicopter' Reggae classics,Police in Helicopter,John Holt,Police in Helicopter,John Holt Police in Helicopter,0mD19MC6H0OzHvEUADHypU,,595.0,0.683,0.653,9,-7.586,0,0.113,0.0326,8.42e-06,0.0578,0.501,143.224,audio_features,spotify:track:0mD19MC6H0OzHvEUADHypU,https://api.spotify.com/v1/tracks/0mD19MC6H0OzHvEUADHypU,https://api.spotify.com/v1/audio-analysis/0mD19MC6H0OzHvEUADHypU,219160,4,https://i.scdn.co/image/ab67616d0000b27340107fefea4bea8968e643cc,1983-01-01,1983,False,57,https://p.scdn.co/mp3-preview/da0e556a0e4a29a4b7544e30a450e6142e2db0b1?cid=484c8fc1e0c54669ac770f80991a8280
Texas Sun,Khruangbin,"Khruangbin - Texas Sun [rock, soul, funk] - full album vinyl rip",Texas Sun - Khruangbin & Leon Bridges (full album vinyl rip),Texas Sun,Khruangbin,Khruangbin & Leon Bridges,Texas Sun,24ntSW3QVJzR79lHAAOTaY,,578.0,0.636,0.634,7,-10.01,1,0.0342,0.0364,0.147,0.0998,0.599,111.563,audio_features,spotify:track:24ntSW3QVJzR79lHAAOTaY,https://api.spotify.com/v1/tracks/24ntSW3QVJzR79lHAAOTaY,https://api.spotify.com/v1/audio-analysis/24ntSW3QVJzR79lHAAOTaY,252812,4,https://i.scdn.co/image/ab67616d0000b273ff26bd277274b27f249cc638,2020-02-07,2020,False,73,https://p.scdn.co/mp3-preview/6cffd3cdff9ad9ea48885877f62d25a1fdb61404?cid=484c8fc1e0c54669ac770f80991a8280
Texas Sun,Khruangbin,"Khruangbin - Texas Sun [rock, soul, funk] - full album vinyl rip",Texas Sun - Khruangbin & Leon Bridges (full album vinyl rip),Texas Sun,Khruangbin,Khruangbin & Leon Bridges,Texas Sun,24ntSW3QVJzR79lHAAOTaY,,578.0,0.636,0.634,7,-10.01,1,0.0342,0.0364,0.147,0.0998,0.599,111.563,audio_features,spotify:track:24ntSW3QVJzR79lHAAOTaY,https://api.spotify.com/v1/tracks/24ntSW3QVJzR79lHAAOTaY,https://api.spotify.com/v1/audio-analysis/24ntSW3QVJzR79lHAAOTaY,252812,4,https://i.scdn.co/image/ab67616d0000b273ff26bd277274b27f249cc638,2020-02-07,2020,False,73,https://p.scdn.co/mp3-preview/6cffd3cdff9ad9ea48885877f62d25a1fdb61404?cid=484c8fc1e0c54669ac770f80991a8280
"Mama Loi, Papa Loi",Exuma,"Exuma - Mama Loi, Papa Loi [Psychdelic Folk] (1970)","Mama Loi, Papa Loi","Mama Loi, Papa Loi",Exuma,,,1qCKZwiZGDTTZ1FMszvNYs,,505.0,0.401,0.902,2,-5.909,1,0.203,0.0727,0.0,0.127,0.306,103.434,audio_features,spotify:track:1qCKZwiZGDTTZ1FMszvNYs,https://api.spotify.com/v1/tracks/1qCKZwiZGDTTZ1FMszvNYs,https://api.spotify.com/v1/audio-analysis/1qCKZwiZGDTTZ1FMszvNYs,274840,4,https://i.scdn.co/image/ab67616d0000b273ddad47b8ed3402b7ec3ee048,1970-01-01,1970,False,35,
Oasis,Grim Fables,Grim Fairies - Off With Her Head [Industrial/Goth] (2001),GRIM FAERIES- Off With Her Head!,Off With Her Head,Grim Fairies,Off With Her Head!,GRIM FAERIES,4mntJHifpsTzYAjdK11MAO,,404.0,0.345,0.971,11,-1.791,1,0.0812,0.00144,0.857,0.32,0.0566,110.035,audio_features,spotify:track:4mntJHifpsTzYAjdK11MAO,https://api.spotify.com/v1/tracks/4mntJHifpsTzYAjdK11MAO,https://api.spotify.com/v1/audio-analysis/4mntJHifpsTzYAjdK11MAO,305793,4,https://i.scdn.co/image/ab67616d0000b2732aa210d9d3cf3131c80df526,2018-07-16,2018,False,30,https://p.scdn.co/mp3-preview/86f965fa23dc6b34da683db3a40a6486ee9fb69d?cid=484c8fc1e0c54669ac770f80991a8280
Off With Their Heads,Mori Calliope,Grim Fairies - Off With Her Head [Industrial/Goth] (2001),GRIM FAERIES- Off With Her Head!,Off With Her Head,Grim Fairies,Off With Her Head!,GRIM FAERIES,1ffXf7HjLCHvNZngkQpGTR,,404.0,0.585,0.88,11,-3.74,0,0.271,0.134,0.0,0.444,0.399,175.243,audio_features,spotify:track:1ffXf7HjLCHvNZngkQpGTR,https://api.spotify.com/v1/tracks/1ffXf7HjLCHvNZngkQpGTR,https://api.spotify.com/v1/audio-analysis/1ffXf7HjLCHvNZngkQpGTR,218270,4,https://i.scdn.co/image/ab67616d0000b2736f98d8da9d85e339441adc7c,2021-02-02,2021,False,51,https://p.scdn.co/mp3-preview/f27c27b2374939465994077ce61606a091e82b3a?cid=484c8fc1e0c54669ac770f80991a8280
Shadowboxin',GZA,GZA - Shadowboxin' ft. Method Man [Rap],GZA - Shadowboxin' (Feat. Method Man),Shadowboxin ft. Method Man,GZA,Shadowboxin,GZA,7bp5DfkdK1OAvNJ1U4HfDA,,268.0,0.704,0.642,1,-10.11,1,0.39,0.00704,1.43e-06,0.161,0.72,92.09,audio_features,spotify:track:7bp5DfkdK1OAvNJ1U4HfDA,https://api.spotify.com/v1/tracks/7bp5DfkdK1OAvNJ1U4HfDA,https://api.spotify.com/v1/audio-analysis/7bp5DfkdK1OAvNJ1U4HfDA,209973,4,https://i.scdn.co/image/ab67616d0000b27384b6abc19fb31fb382378bbc,1995-11-07,1995,True,66,
