sp_song,sp_artist,r_title,r_media_title,r_post_song,r_post_artist,r_media_song,r_media_artist,id,sp_link,r_score,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview
Lump,The Presidents Of The United States Of America,The Presidents Of The United States Of America - Lump [Alt Rock] (1995),Lump,Lump,The Presidents Of The United States Of America,,,2JdzB67NvIa90K4gEZPLeX,https://open.spotify.com/track/2JdzB67NvIa90K4gEZPLeX,3793.0,0.499,0.873,6,-3.902,1,0.0386,0.00468,0.0,0.165,0.864,142.726,audio_features,spotify:track:2JdzB67NvIa90K4gEZPLeX,https://api.spotify.com/v1/tracks/2JdzB67NvIa90K4gEZPLeX,https://api.spotify.com/v1/audio-analysis/2JdzB67NvIa90K4gEZPLeX,134200,4,https://i.scdn.co/image/ab67616d0000b273a82d10a00b1821ce323645c0,1995-01-01,1995,False,68,https://p.scdn.co/mp3-preview/b6f31966484cfbc599f908ac151e656a3343b439?cid=484c8fc1e0c54669ac770f80991a8280
93 'Til Infinity,Souls Of Mischief,Souls Of Mischief - 93’ Til Infinity [90s hip-hop],93 'Til Infinity,93’ Til Infinity,Souls Of Mischief,,,0PV1TFUMTBrDETzW6KQulB,,1210.0,0.59,0.672,1,-11.792,1,0.412,0.125,1.04e-06,0.147,0.688,206.247,audio_features,spotify:track:0PV1TFUMTBrDETzW6KQulB,https://api.spotify.com/v1/tracks/0PV1TFUMTBrDETzW6KQulB,https://api.spotify.com/v1/audio-analysis/0PV1TFUMTBrDETzW6KQulB,286440,4,https://i.scdn.co/image/ab67616d0000b27343969ecfe687484121805478,1993-02-13,1993,False,70,https://p.scdn.co/mp3-preview/2dfe3962b972754876f6a054cacff108e52923ae?cid=484c8fc1e0c54669ac770f80991a8280
チョイス,Mone Kamishiraishi,"Mone Kamishiraishi -- Choice [Bluegrass, J-pop] (2022)",チョイス,Choice,Mone Kamishiraishi,,,6PXpgjdHRWQUTdmSQNvGkg,,499.0,0.444,0.582,2,-6.562,1,0.0269,0.751,0.00117,0.313,0.605,180.048,audio_features,spotify:track:6PXpgjdHRWQUTdmSQNvGkg,https://api.spotify.com/v1/tracks/6PXpgjdHRWQUTdmSQNvGkg,https://api.spotify.com/v1/audio-analysis/6PXpgjdHRWQUTdmSQNvGkg,210707,4,https://i.scdn.co/image/ab67616d0000b273cbdf78423725e5cf744fa0b2,2022-07-13,2022,False,27,
Ba Pahnai Shab Tera,Bashir Asem,"Bibars Appesh, Astemir Marshenkulov, Bashir Hatsuk, Shan Issac -- Si Paq [Circassian Folk Music] (2022)",Си Пакъ. Черкесская песня,Si Paq,"Bibars Appesh, Astemir Marshenkulov, Bashir Hatsuk, Shan Issac",,,2CQcRQ2KuTo7ZgZmhpF2MK,,490.0,0.587,0.762,1,-5.034,0,0.031,0.633,1.69e-06,0.211,0.646,132.022,audio_features,spotify:track:2CQcRQ2KuTo7ZgZmhpF2MK,https://api.spotify.com/v1/tracks/2CQcRQ2KuTo7ZgZmhpF2MK,https://api.spotify.com/v1/audio-analysis/2CQcRQ2KuTo7ZgZmhpF2MK,270184,3,https://i.scdn.co/image/ab67616d0000b273302981c027ad371344976ca3,2017-08-15,2017,False,0,https://p.scdn.co/mp3-preview/2d8c198996b69dfb7375318cb837edaebfab7225?cid=484c8fc1e0c54669ac770f80991a8280
Rain In The City,Imber Levis,"柏木玲子 Reiko Kashiwagi - Rain In The City [Jazz, Fusion, Synth-Pop] (1984)","柏木玲子 Reiko Kashiwagi - Rain In The City [Japan] Jazz, Fusion, Synth-Pop (1984)",Rain In The City,柏木玲子 Reiko Kashiwagi,Rain In The City,柏木玲子 Reiko Kashiwagi,54AMBJCCT4TuLsEFTgbnC8,,389.0,0.189,0.948,9,-24.869,1,0.0423,0.89,0.823,0.951,1e-05,83.508,audio_features,spotify:track:54AMBJCCT4TuLsEFTgbnC8,https://api.spotify.com/v1/tracks/54AMBJCCT4TuLsEFTgbnC8,https://api.spotify.com/v1/audio-analysis/54AMBJCCT4TuLsEFTgbnC8,208000,4,https://i.scdn.co/image/ab67616d0000b2733be0a84390439c38f3d15660,2021-09-03,2021,False,30,https://p.scdn.co/mp3-preview/befbfed0812361a5431cd1df9289ca9c8a7a7f08?cid=484c8fc1e0c54669ac770f80991a8280
Rain In The City,Imber Levis,"柏木玲子 Reiko Kashiwagi - Rain In The City [Jazz, Fusion, Synth-Pop] (1984)","柏木玲子 Reiko Kashiwagi - Rain In The City [Japan] Jazz, Fusion, Synth-Pop (1984)",Rain In The City,柏木玲子 Reiko Kashiwagi,Rain In The City,柏木玲子 Reiko Kashiwagi,54AMBJCCT4TuLsEFTgbnC8,,389.0,0.189,0.948,9,-24.869,1,0.0423,0.89,0.823,0.951,1e-05,83.508,audio_features,spotify:track:54AMBJCCT4TuLsEFTgbnC8,https://api.spotify.com/v1/tracks/54AMBJCCT4TuLsEFTgbnC8,https://api.spotify.com/v1/audio-analysis/54AMBJCCT4TuLsEFTgbnC8,208000,4,https://i.scdn.co/image/ab67616d0000b2733be0a84390439c38f3d15660,2021-09-03,2021,False,30,https://p.scdn.co/mp3-preview/befbfed0812361a5431cd1df9289ca9c8a7a7f08?cid=484c8fc1e0c54669ac770f80991a8280
September,"Earth, Wind & Fire","Earth, Wind & Fire - September [R&B] (Live - Japan 1990)","Earth, Wind & Fire - September (Live)",September,"Earth, Wind & Fire",September,"Earth, Wind & Fire",2grjqo0Frpf2okIBiifQKs,,320.0,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,audio_features,spotify:track:2grjqo0Frpf2okIBiifQKs,https://api.spotify.com/v1/tracks/2grjqo0Frpf2okIBiifQKs,https://api.spotify.com/v1/audio-analysis/2grjqo0Frpf2okIBiifQKs,215093,4,https://i.scdn.co/image/ab67616d0000b2734dd033f4cf3a0a58059cde69,1978-11-23,1978,False,82,https://p.scdn.co/mp3-preview/0537091c76250e4c5909f088134788a5c4101985?cid=484c8fc1e0c54669ac770f80991a8280
September,"Earth, Wind & Fire","Earth, Wind & Fire - September [R&B] (Live - Japan 1990)","Earth, Wind & Fire - September (Live)",September,"Earth, Wind & Fire",September,"Earth, Wind & Fire",2grjqo0Frpf2okIBiifQKs,,320.0,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,audio_features,spotify:track:2grjqo0Frpf2okIBiifQKs,https://api.spotify.com/v1/tracks/2grjqo0Frpf2okIBiifQKs,https://api.spotify.com/v1/audio-analysis/2grjqo0Frpf2okIBiifQKs,215093,4,https://i.scdn.co/image/ab67616d0000b2734dd033f4cf3a0a58059cde69,1978-11-23,1978,False,82,https://p.scdn.co/mp3-preview/0537091c76250e4c5909f088134788a5c4101985?cid=484c8fc1e0c54669ac770f80991a8280
Always Look On The Bright Side Of Life - The Unofficial England Football Anthem,Monty Python,Monty Python - Always Look on the Bright Side of Life [Funny],Monty Python - Always Look on the Bright Side of Life,Always Look on the Bright Side of Life,Monty Python,Always Look on the Bright Side of Life,Monty Python,6eHuj3HhZ4jS9nyNVV03ET,,273.0,0.74,0.32,7,-17.453,1,0.0501,0.0119,0.000105,0.178,0.643,121.237,audio_features,spotify:track:6eHuj3HhZ4jS9nyNVV03ET,https://api.spotify.com/v1/tracks/6eHuj3HhZ4jS9nyNVV03ET,https://api.spotify.com/v1/audio-analysis/6eHuj3HhZ4jS9nyNVV03ET,181454,4,https://i.scdn.co/image/ab67616d0000b273c0e3609ec09bd302030fb6e0,2014-07-08,2014,True,48,
Always Look On The Bright Side Of Life - The Unofficial England Football Anthem,Monty Python,Monty Python - Always Look on the Bright Side of Life [Funny],Monty Python - Always Look on the Bright Side of Life,Always Look on the Bright Side of Life,Monty Python,Always Look on the Bright Side of Life,Monty Python,6eHuj3HhZ4jS9nyNVV03ET,,273.0,0.74,0.32,7,-17.453,1,0.0501,0.0119,0.000105,0.178,0.643,121.237,audio_features,spotify:track:6eHuj3HhZ4jS9nyNVV03ET,https://api.spotify.com/v1/tracks/6eHuj3HhZ4jS9nyNVV03ET,https://api.spotify.com/v1/audio-analysis/6eHuj3HhZ4jS9nyNVV03ET,181454,4,https://i.scdn.co/image/ab67616d0000b273c0e3609ec09bd302030fb6e0,2014-07-08,2014,True,48,
