r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link_x,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,track_id,sp_song,sp_artist,id,sp_link_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_genres,sp_artist_popularity,sp_follower_count
Beastie Boys (ft.Q-tip) - Get It Together [East Coast Hip-Hop],Get It Together,2023-01-01,0.96,778.0,,,,,east coast hip hop,youtube,,https://www.youtube.com/watch?v=0bkMtWL-5vM,0bkMtWL-5vM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'folk rock', 'sunshine pop'",64,383957
FLIPPENDO ! — Space Cartel [chiptune] (2022),FLIPPENDO !   Space Cartel (CHIPTUNE / CBRPNK / GAME BOY),2022-12-29,0.93,406.0,FLIPPENDO !,Space Cartel,,,chiptune,youtube,,https://www.youtube.com/watch?v=_bfzAr7m5CM,_bfzAr7m5CM,,,,,Codicia,Space Castorz,4XdlPRcZPewuyk2kHjFQIu,,0.756,0.779,0.0,-7.172,0.0,0.0523,0.0158,0.0131,0.0379,0.258,126.055,audio_features,spotify:track:4XdlPRcZPewuyk2kHjFQIu,https://api.spotify.com/v1/tracks/4XdlPRcZPewuyk2kHjFQIu,https://api.spotify.com/v1/audio-analysis/4XdlPRcZPewuyk2kHjFQIu,200476.0,4.0,https://i.scdn.co/image/ab67616d0000b273bca942085b545270b93ff039,2022-10-28,2022.0,False,24.0,https://p.scdn.co/mp3-preview/7d7e42a81a680fe743c188e28322437645c62a29?cid=484c8fc1e0c54669ac770f80991a8280,,14,118
Gaerea - Salve [Black Metal] (2022),GAEREA - 'Salve' (official music video) 2022,2022-12-26,0.91,345.0,Gaerea,Salve,GAEREA,Salve,black metal,youtube,,https://www.youtube.com/watch?v=kIAoJxmRFQc,kIAoJxmRFQc,,,,,Salve,Gaerea,3MV9rmFHKTu4LbHGwVA1lu,,0.163,0.932,4.0,-2.066,1.0,0.0926,2.88e-06,0.369,0.254,0.33,199.527,audio_features,spotify:track:3MV9rmFHKTu4LbHGwVA1lu,https://api.spotify.com/v1/tracks/3MV9rmFHKTu4LbHGwVA1lu,https://api.spotify.com/v1/audio-analysis/3MV9rmFHKTu4LbHGwVA1lu,325473.0,4.0,https://i.scdn.co/image/ab67616d0000b2735670d0a9e4bb4cc3eda4b9c6,2022-09-23,2022.0,False,40.0,https://p.scdn.co/mp3-preview/83bef29bf498a4d8bbff14be02c1a1ad7feab388?cid=484c8fc1e0c54669ac770f80991a8280,"'portuguese metal', 'post-black metal', 'voidgaze'",35,31616
BZAAT - BZAAT [instrumental psychogagi metal] (2022),BZAAT - BZAAT (OFFICIAL AUDIO),2023-01-01,0.87,326.0,BZAAT,BZAAT,BZAAT,BZAAT,instrumental psychogagi metal,youtube,,https://www.youtube.com/watch?v=zYs2-G4Ojjw,zYs2-G4Ojjw,,,,,Bulrul,Bzaat,2B9d8CA14E91o3cPOvO2q6,,0.313,0.984,2.0,-4.685,1.0,0.141,0.0003,0.851,0.0644,0.0847,140.939,audio_features,spotify:track:2B9d8CA14E91o3cPOvO2q6,https://api.spotify.com/v1/tracks/2B9d8CA14E91o3cPOvO2q6,https://api.spotify.com/v1/audio-analysis/2B9d8CA14E91o3cPOvO2q6,394750.0,4.0,https://i.scdn.co/image/ab67616d0000b2730249fa1d73085ed1f9400825,2022-06-03,2022.0,False,8.0,https://p.scdn.co/mp3-preview/2417ccd05b01771421ceec47c4fff9761a0aa55a?cid=484c8fc1e0c54669ac770f80991a8280,'tropical house',57,10017
"JFDR -- White Sun, live on kexp [electronic / indie / low fi] (2016)",JFDR - White Sun (Live on KEXP),2022-12-27,0.92,297.0,JFDR,"White Sun, live on kexp",JFDR,White Sun,"electronic, indie, low fi",youtube,,https://www.youtube.com/watch?v=DXluz_6sewE,DXluz_6sewE,,,,,White Sun,JFDR,5ROW9ymB6dGoQzDRNxaJC6,,0.488,0.239,9.0,-13.305,0.0,0.029,0.929,0.0012,0.107,0.181,112.848,audio_features,spotify:track:5ROW9ymB6dGoQzDRNxaJC6,https://api.spotify.com/v1/tracks/5ROW9ymB6dGoQzDRNxaJC6,https://api.spotify.com/v1/audio-analysis/5ROW9ymB6dGoQzDRNxaJC6,268098.0,5.0,https://i.scdn.co/image/ab67616d0000b2737cb9e0da360e780099d72692,2017-03-17,2017.0,False,32.0,https://p.scdn.co/mp3-preview/849625d143b3695ccf5950f456778ce0552f067a?cid=484c8fc1e0c54669ac770f80991a8280,'icelandic indie',36,21564
Bob Vylan - GDP [Grime Punk] (2021),Bob Vylan - GDP (Official Visual),2023-01-01,0.8,265.0,Bob Vylan,GDP,Bob Vylan,GDP,grime punk,youtube,,https://www.youtube.com/watch?v=st6qnWeePDY,st6qnWeePDY,,,,,GDP,Bob Vylan,0nQivvsZFERbPwGO6gp4KL,,0.68,0.76,9.0,-3.925,0.0,0.0414,0.00288,2.25e-06,0.221,0.505,105.025,audio_features,spotify:track:0nQivvsZFERbPwGO6gp4KL,https://api.spotify.com/v1/tracks/0nQivvsZFERbPwGO6gp4KL,https://api.spotify.com/v1/audio-analysis/0nQivvsZFERbPwGO6gp4KL,202098.0,4.0,https://i.scdn.co/image/ab67616d0000b273cd64c0a60474b6aba27813ca,2022-04-22,2022.0,True,37.0,https://p.scdn.co/mp3-preview/6d95029e230a783becedbd3f992f30c4fcbbdb6e?cid=484c8fc1e0c54669ac770f80991a8280,'black punk',43,36824
Possessed By Paul James - There Will Be Nights When I Am Lonely [Alt Country] (2013),"Possessed by Paul -  ""There Will Be Nights When I Am Lonely""",2023-01-02,0.9,236.0,Possessed By Paul James,There Will Be Nights When I Am Lonely,Possessed by Paul,There Will Be Nights When I Am Lonely,alt country,youtube,,https://www.youtube.com/watch?v=WjKwcDKe988,WjKwcDKe988,,,,,There Will Be Nights When I'm Lonely,Possessed by Paul James,75Zk4L3RkFB8uQIZXZAKSq,,0.376,0.672,0.0,-7.677,1.0,0.0579,0.879,4.02e-05,0.221,0.705,126.843,audio_features,spotify:track:75Zk4L3RkFB8uQIZXZAKSq,https://api.spotify.com/v1/tracks/75Zk4L3RkFB8uQIZXZAKSq,https://api.spotify.com/v1/audio-analysis/75Zk4L3RkFB8uQIZXZAKSq,233160.0,3.0,https://i.scdn.co/image/ab67616d0000b273f418f58fc0aa70de6a8254bc,2013-10-29,2013.0,False,26.0,https://p.scdn.co/mp3-preview/2da73b96b1050bf59d2bc2734eba05caf293f43a?cid=484c8fc1e0c54669ac770f80991a8280,"'deathgrass', 'deep new americana', 'garage punk blues', 'new americana', 'one-person band', 'stomp and holler'",31,19832
Mazhar & Fuat -- Seni Seviyorum Canim [Anatolian Rock] (1973),Mazhar & Fuat - Seviyorum Seni Canım (1973),2022-12-27,0.9,236.0,Mazhar & Fuat,Seni Seviyorum Canim,Mazhar & Fuat,Seviyorum Seni Canım,anatolian rock,youtube,,https://www.youtube.com/watch?v=XAQXEoa9ptY,XAQXEoa9ptY,,,,,Seviyorum Seni,İzmirli Necati,63wJ33CHG1aI65qbxCz1fB,,0.561,0.909,0.0,-4.367,1.0,0.223,0.118,0.000429,0.0894,0.658,156.087,audio_features,spotify:track:63wJ33CHG1aI65qbxCz1fB,https://api.spotify.com/v1/tracks/63wJ33CHG1aI65qbxCz1fB,https://api.spotify.com/v1/audio-analysis/63wJ33CHG1aI65qbxCz1fB,264347.0,3.0,https://i.scdn.co/image/ab67616d0000b2732562b63b12d27116dddc3045,2022-03-22,2022.0,False,5.0,https://p.scdn.co/mp3-preview/3dc24eb83bbee0c1124538cdc5590ef5a313f7b6?cid=484c8fc1e0c54669ac770f80991a8280,,20,43
Korn - Twisted Transistor [Nu-Metal],Twisted Transistor - Korn (Official Video),2023-01-01,0.86,219.0,Korn,Twisted Transistor,Twisted Transistor,Korn,nu-metal,youtube,,https://www.youtube.com/watch?v=DAweVTT-2cw,DAweVTT-2cw,,,,,Twisted Transistor,Korn,05NpeTQWnzXS1d8ZqL4YFZ,,0.581,0.983,5.0,-3.291,0.0,0.0636,0.00043,0.00654,0.0806,0.417,110.038,audio_features,spotify:track:05NpeTQWnzXS1d8ZqL4YFZ,https://api.spotify.com/v1/tracks/05NpeTQWnzXS1d8ZqL4YFZ,https://api.spotify.com/v1/audio-analysis/05NpeTQWnzXS1d8ZqL4YFZ,188933.0,4.0,https://i.scdn.co/image/ab67616d0000b27374c1560b64750a1774495144,2005-12-06,2005.0,True,71.0,https://p.scdn.co/mp3-preview/6db3b8c2c012dd31579c2166ab27fda4578be6ce?cid=484c8fc1e0c54669ac770f80991a8280,"'alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rock'",75,5919354
Earth Radio - Stop Calling Me [Future Soul] (2021),Stop Calling Me - Earth Radio (Live from Third Coast Recording Company),2022-12-31,0.88,212.0,Earth Radio,Stop Calling Me,Stop Calling Me,Earth Radio,future soul,youtube,,https://www.youtube.com/watch?v=0K11MtIiN04,0K11MtIiN04,,,,,Stop Calling Me (Acoustic),Brent Morgan,0ouUnebxKTVkoQMBGY3YZp,,0.59,0.434,0.0,-7.951,1.0,0.0328,0.688,0.000355,0.109,0.506,82.615,audio_features,spotify:track:0ouUnebxKTVkoQMBGY3YZp,https://api.spotify.com/v1/tracks/0ouUnebxKTVkoQMBGY3YZp,https://api.spotify.com/v1/audio-analysis/0ouUnebxKTVkoQMBGY3YZp,183273.0,4.0,https://i.scdn.co/image/ab67616d0000b2734ae3b7aac7909e1d7aae1ba0,2022-12-16,2022.0,False,51.0,https://p.scdn.co/mp3-preview/462cd23381c1d8ffe76ce5559b49bd738e704cb4?cid=484c8fc1e0c54669ac770f80991a8280,'gen z singer-songwriter',60,226748
