sp_song,sp_artist,r_title,r_media_title,r_post_song,r_post_artist,r_media_song,r_media_artist,id,sp_link,r_score,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview
Glycerine,Bush,Bush - Glycerine [post-grunge] 1995,Bush - Glycerine,Glycerine,Bush,Glycerine,Bush,7wpYSigAhQeZp3cdsMQ3Af,,2822.0,0.437,0.337,5,-11.439,1,0.0326,0.0371,0.000946,0.0981,0.0784,114.239,audio_features,spotify:track:7wpYSigAhQeZp3cdsMQ3Af,https://api.spotify.com/v1/tracks/7wpYSigAhQeZp3cdsMQ3Af,https://api.spotify.com/v1/audio-analysis/7wpYSigAhQeZp3cdsMQ3Af,266493,4,https://i.scdn.co/image/ab67616d0000b273b915466e715e0bf6c3da35a1,2014-10-14,2014,False,65,
Glycerine,Bush,Bush - Glycerine [post-grunge] 1995,Bush - Glycerine,Glycerine,Bush,Glycerine,Bush,7wpYSigAhQeZp3cdsMQ3Af,,2822.0,0.437,0.337,5,-11.439,1,0.0326,0.0371,0.000946,0.0981,0.0784,114.239,audio_features,spotify:track:7wpYSigAhQeZp3cdsMQ3Af,https://api.spotify.com/v1/tracks/7wpYSigAhQeZp3cdsMQ3Af,https://api.spotify.com/v1/audio-analysis/7wpYSigAhQeZp3cdsMQ3Af,266493,4,https://i.scdn.co/image/ab67616d0000b273b915466e715e0bf6c3da35a1,2014-10-14,2014,False,65,
My Curse,Killswitch Engage,Killswitch Engage - My Curse [Metalcore],Killswitch Engage - My Curse (WITH LYRICS IN DESCRIPTION),My Curse,Killswitch Engage,My Curse,Killswitch Engage,6zKF4293k44ItKWJJgrhXv,,1207.0,0.197,0.956,10,-2.908,0,0.0663,7.61e-05,0.00992,0.261,0.209,177.018,audio_features,spotify:track:6zKF4293k44ItKWJJgrhXv,https://api.spotify.com/v1/tracks/6zKF4293k44ItKWJJgrhXv,https://api.spotify.com/v1/audio-analysis/6zKF4293k44ItKWJJgrhXv,244773,3,https://i.scdn.co/image/ab67616d0000b273cc5bb1a3f809896baf67dba4,2006-01-21,2006,False,67,https://p.scdn.co/mp3-preview/7decd366692b8cee986717fca446c3fdadaea6ed?cid=484c8fc1e0c54669ac770f80991a8280
My Curse,Killswitch Engage,Killswitch Engage - My Curse [Metalcore],Killswitch Engage - My Curse (WITH LYRICS IN DESCRIPTION),My Curse,Killswitch Engage,My Curse,Killswitch Engage,6zKF4293k44ItKWJJgrhXv,,1207.0,0.197,0.956,10,-2.908,0,0.0663,7.61e-05,0.00992,0.261,0.209,177.018,audio_features,spotify:track:6zKF4293k44ItKWJJgrhXv,https://api.spotify.com/v1/tracks/6zKF4293k44ItKWJJgrhXv,https://api.spotify.com/v1/audio-analysis/6zKF4293k44ItKWJJgrhXv,244773,3,https://i.scdn.co/image/ab67616d0000b273cc5bb1a3f809896baf67dba4,2006-01-21,2006,False,67,https://p.scdn.co/mp3-preview/7decd366692b8cee986717fca446c3fdadaea6ed?cid=484c8fc1e0c54669ac770f80991a8280
Sex And Candy,Marcy Playground,Marcy Playground - Sex And Candy [post-grunge] 1997 (Official Music Video),Marcy Playground - Sex And Candy (Official Music Video),Sex And Candy,Marcy Playground,Sex And Candy,Marcy Playground,3hAaCXvutknQugsPFogh8H,,550.0,0.55,0.702,11,-5.693,0,0.0281,0.046,1.4e-06,0.119,0.515,159.968,audio_features,spotify:track:3hAaCXvutknQugsPFogh8H,https://api.spotify.com/v1/tracks/3hAaCXvutknQugsPFogh8H,https://api.spotify.com/v1/audio-analysis/3hAaCXvutknQugsPFogh8H,172486,4,https://i.scdn.co/image/ab67616d0000b27338f580fe24a5313feb7593a6,2012-01-01,2012,False,60,
Sex And Candy,Marcy Playground,Marcy Playground - Sex And Candy [post-grunge] 1997 (Official Music Video),Marcy Playground - Sex And Candy (Official Music Video),Sex And Candy,Marcy Playground,Sex And Candy,Marcy Playground,3hAaCXvutknQugsPFogh8H,,550.0,0.55,0.702,11,-5.693,0,0.0281,0.046,1.4e-06,0.119,0.515,159.968,audio_features,spotify:track:3hAaCXvutknQugsPFogh8H,https://api.spotify.com/v1/tracks/3hAaCXvutknQugsPFogh8H,https://api.spotify.com/v1/audio-analysis/3hAaCXvutknQugsPFogh8H,172486,4,https://i.scdn.co/image/ab67616d0000b27338f580fe24a5313feb7593a6,2012-01-01,2012,False,60,
Hot Blooded,New Constellations,New Constellations -- Hot Blooded [Nu wave vapor] (2022),New Constellations - Hot Blooded (Official Music Video),Hot Blooded,New Constellations,Hot Blooded,New Constellations,6BI2GDwlQV32JZLgYPMlFM,,534.0,0.626,0.523,1,-8.49,0,0.0304,0.00356,0.0036,0.169,0.23,99.893,audio_features,spotify:track:6BI2GDwlQV32JZLgYPMlFM,https://api.spotify.com/v1/tracks/6BI2GDwlQV32JZLgYPMlFM,https://api.spotify.com/v1/audio-analysis/6BI2GDwlQV32JZLgYPMlFM,287000,4,https://i.scdn.co/image/ab67616d0000b273f4575614e55b7a8e577eb047,2021-01-01,2021,False,61,https://p.scdn.co/mp3-preview/38bf99a01af7d72c774eafe06357514549495929?cid=484c8fc1e0c54669ac770f80991a8280
Hot Blooded,New Constellations,New Constellations -- Hot Blooded [Nu wave vapor] (2022),New Constellations - Hot Blooded (Official Music Video),Hot Blooded,New Constellations,Hot Blooded,New Constellations,6BI2GDwlQV32JZLgYPMlFM,,534.0,0.626,0.523,1,-8.49,0,0.0304,0.00356,0.0036,0.169,0.23,99.893,audio_features,spotify:track:6BI2GDwlQV32JZLgYPMlFM,https://api.spotify.com/v1/tracks/6BI2GDwlQV32JZLgYPMlFM,https://api.spotify.com/v1/audio-analysis/6BI2GDwlQV32JZLgYPMlFM,287000,4,https://i.scdn.co/image/ab67616d0000b273f4575614e55b7a8e577eb047,2021-01-01,2021,False,61,https://p.scdn.co/mp3-preview/38bf99a01af7d72c774eafe06357514549495929?cid=484c8fc1e0c54669ac770f80991a8280
You're Dead,Norma Tanega,Norma Tanega - You're Dead [American folk] 1966,You're Dead Norma Tanega 1966,Youre Dead,Norma Tanega,,,72T5smavl9ONfOwI0gHf1A,,511.0,0.627,0.539,0,-8.529,0,0.0328,0.346,0.0,0.192,0.754,112.259,audio_features,spotify:track:72T5smavl9ONfOwI0gHf1A,https://api.spotify.com/v1/tracks/72T5smavl9ONfOwI0gHf1A,https://api.spotify.com/v1/audio-analysis/72T5smavl9ONfOwI0gHf1A,143067,5,https://i.scdn.co/image/ab67616d0000b273c517087e3144cd07e3b3f28a,1966-04-12,1966,False,58,https://p.scdn.co/mp3-preview/4da8803e59a36ae283a148c707791dbd31020427?cid=484c8fc1e0c54669ac770f80991a8280
Kuulen ääniä maan alta,Oranssi Pazuzu,Oranssi Pazuzu - Kuulen aania maan alta [psychedelic black metal] (2020),Kuulen ääniä maan alta,Kuulen aania maan alta,Oranssi Pazuzu,,,40qkJsDyHXK7toRHMmLEdh,,435.0,0.502,0.891,2,-7.749,1,0.0479,0.000111,0.832,0.115,0.0388,131.942,audio_features,spotify:track:40qkJsDyHXK7toRHMmLEdh,https://api.spotify.com/v1/tracks/40qkJsDyHXK7toRHMmLEdh,https://api.spotify.com/v1/audio-analysis/40qkJsDyHXK7toRHMmLEdh,432080,3,https://i.scdn.co/image/ab67616d0000b2739ee0364821e0866eecea16ce,2020-04-17,2020,False,25,https://p.scdn.co/mp3-preview/e38da83525b195726763ca426fd078ee7238e329?cid=484c8fc1e0c54669ac770f80991a8280
