r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link_x,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,track_id,sp_song,sp_artist,id,sp_link_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_genres,sp_artist_popularity,sp_follower_count
Suicidal Tendencies - Institutionalized [West Coast Punk] 1983 All he wanted was a Pepsi... just one Pepsi.,"Suicidal Tendencies - ""Institutionalized"" Frontier Records - Official Music Video",2023-02-20,0.93,6556.0,Suicidal Tendencies,Institutionalized,Suicidal Tendencies,Institutionalized,west coast punk,youtube,,https://www.youtube.com/watch?v=LoF_a0-7xVQ,LoF_a0-7xVQ,,,,,Institutionalized,Suicidal Tendencies,7G83ZwD2msTtFaBQExc8QB,,0.358,0.804,0.0,-8.534,1.0,0.302,0.0404,0.0,0.111,0.625,91.842,audio_features,spotify:track:7G83ZwD2msTtFaBQExc8QB,https://api.spotify.com/v1/tracks/7G83ZwD2msTtFaBQExc8QB,https://api.spotify.com/v1/audio-analysis/7G83ZwD2msTtFaBQExc8QB,229960.0,3.0,https://i.scdn.co/image/ab67616d0000b273ff66248fdc73fb872acf7087,1983-01-01,1983.0,False,55.0,https://p.scdn.co/mp3-preview/11071ccc17ac69d016b6f652c36a3331af7c2711?cid=484c8fc1e0c54669ac770f80991a8280,"'alternative metal', 'california hardcore', 'crossover thrash', 'funk metal', 'hardcore punk', 'metal', 'nu metal', 'old school thrash', 'punk', 'rap rock', 'rock', 'thrash metal'",56,612875
Spiritualized - Ladies and Gentlemen We Are Floating In Space [Dream Pop],Spiritualized-Ladies And Gentlemen We Are Floating In Space,2023-02-19,0.94,1466.0,Spiritualized,Ladies and Gentlemen We Are Floating In Space,Spiritualized,Ladies And Gentlemen We Are Floating In Space,dream pop,youtube,,https://www.youtube.com/watch?v=iB7E1D_3Na4,iB7E1D_3Na4,,,,,Ladies and gentlemen we are floating in space,Spiritualized,0fOjUafaAhJV16oRBgCtz7,,0.376,0.41,2.0,-11.452,1.0,0.034,0.753,0.000543,0.234,0.171,100.031,audio_features,spotify:track:0fOjUafaAhJV16oRBgCtz7,https://api.spotify.com/v1/tracks/0fOjUafaAhJV16oRBgCtz7,https://api.spotify.com/v1/audio-analysis/0fOjUafaAhJV16oRBgCtz7,234053.0,3.0,https://i.scdn.co/image/ab67616d0000b2734ff03e0f8b9c600b6e48b382,1997-06-16,1997.0,False,51.0,https://p.scdn.co/mp3-preview/19dc70baa2801c00d8ed2e63d5ed5e34078433c8?cid=484c8fc1e0c54669ac770f80991a8280,"'alternative rock', 'art pop', 'art rock', 'britpop', 'noise pop', 'post-rock', 'shoegaze', 'spacegrunge'",47,226277
Soul Coughing - Super Bon Bon [ALT Rock] - (1996),Soul Coughing - Super Bon Bon original video.mpg,2023-02-19,0.93,506.0,Soul Coughing,Super Bon Bon,Soul Coughing,Super Bon Bon original,alt rock,youtube,,https://www.youtube.com/watch?v=TRqP52c0OLU,TRqP52c0OLU,,,,,Super Bon Bon,Soul Coughing,4H1ttBCmT7cqvGJLqfHbED,,0.689,0.723,1.0,-8.689,1.0,0.0313,0.000579,0.106,0.12,0.915,98.584,audio_features,spotify:track:4H1ttBCmT7cqvGJLqfHbED,https://api.spotify.com/v1/tracks/4H1ttBCmT7cqvGJLqfHbED,https://api.spotify.com/v1/audio-analysis/4H1ttBCmT7cqvGJLqfHbED,211040.0,4.0,https://i.scdn.co/image/ab67616d0000b273d751e610eee72fb33818163b,1996-09-20,1996.0,False,45.0,https://p.scdn.co/mp3-preview/339e43b2268dcae72ca90485478bea6fe488c4f6?cid=484c8fc1e0c54669ac770f80991a8280,"'alternative rock', 'pop rock'",44,110987
SENZO - Tsugaru Burst [Shamisen] (2022),Tsugaru Burst,2023-02-16,0.93,501.0,SENZO,Tsugaru Burst,,,shamisen,youtube,,https://www.youtube.com/watch?v=QFxhbsBsY8U,QFxhbsBsY8U,,,,,Tsugaru Burst,Exyz,3o4PFjUBqS6lnkXcBBQS62,,0.563,0.974,2.0,-2.268,1.0,0.0471,0.000174,0.935,0.558,0.453,172.015,audio_features,spotify:track:3o4PFjUBqS6lnkXcBBQS62,https://api.spotify.com/v1/tracks/3o4PFjUBqS6lnkXcBBQS62,https://api.spotify.com/v1/audio-analysis/3o4PFjUBqS6lnkXcBBQS62,136744.0,4.0,https://i.scdn.co/image/ab67616d0000b273d4f2c75be9fd2d7ca9d57079,2021-10-08,2021.0,False,32.0,https://p.scdn.co/mp3-preview/d8fb155ef7abb92dc7bff0b7df8a736f55c01eea?cid=484c8fc1e0c54669ac770f80991a8280,'samurai trap',40,7699
Conor Ryan Hennessy -- East Palestine Ohio [indie folk] (2023),East Palestine Ohio,2023-02-20,0.9,477.0,Conor Ryan Hennessy,East Palestine Ohio,,,indie folk,youtube,,https://www.youtube.com/watch?v=wfchikpfXAU,wfchikpfXAU,,,,,Ain't Got No Home,Conor Ryan Hennessy,2rZRUUdHLaT2dLApJB3yYv,,0.677,0.253,9.0,-10.828,1.0,0.0331,0.878,0.0,0.105,0.313,123.607,audio_features,spotify:track:2rZRUUdHLaT2dLApJB3yYv,https://api.spotify.com/v1/tracks/2rZRUUdHLaT2dLApJB3yYv,https://api.spotify.com/v1/audio-analysis/2rZRUUdHLaT2dLApJB3yYv,232716.0,4.0,https://i.scdn.co/image/ab67616d0000b27348759e72fa551749cbf72247,2016-05-18,2016.0,False,1.0,https://p.scdn.co/mp3-preview/3bd4f9d771d5a62adf908a822a97cf64f94efa2e?cid=484c8fc1e0c54669ac770f80991a8280,,2,134
Living Colour - Cult Of Personality [Rock],Living Colour - Cult Of Personality (Official Video),2023-02-20,0.89,367.0,Living Colour,Cult Of Personality,Living Colour,Cult Of Personality,rock,youtube,,https://www.youtube.com/watch?v=7xxgRUyzgs0,7xxgRUyzgs0,,,,,Cult of Personality,Living Colour,5e3YOg6fIkP0wD5TyxcHOH,,0.504,0.918,0.0,-3.463,1.0,0.0517,0.00164,2.12e-05,0.78,0.539,92.031,audio_features,spotify:track:5e3YOg6fIkP0wD5TyxcHOH,https://api.spotify.com/v1/tracks/5e3YOg6fIkP0wD5TyxcHOH,https://api.spotify.com/v1/audio-analysis/5e3YOg6fIkP0wD5TyxcHOH,294827.0,4.0,https://i.scdn.co/image/ab67616d0000b27377e8bc992e6a1c607cf82fb5,1988-01-01,1988.0,False,63.0,https://p.scdn.co/mp3-preview/a93fc07f136a6e73812012245cdd4262ea5e2bec?cid=484c8fc1e0c54669ac770f80991a8280,"'alternative metal', 'funk metal', 'funk rock', 'hard rock', 'rap rock', 'rock'",54,339316
Sleeping Village - For A Brief Moment [ Doom / Experimental Rock ] (2022),Sleeping Village - For A Brief Moment (Official Music Video),2023-02-17,0.89,366.0,Sleeping Village,For A Brief Moment,Sleeping Village,For A Brief Moment," doom, experimental rock ",youtube,,https://www.youtube.com/watch?v=RAZ8qWPSeYw,RAZ8qWPSeYw,,,,,For A Brief Moment,Sleeping Village,6fKJtCvIA7gQkhqJRhtCpQ,,0.281,0.614,9.0,-9.272,1.0,0.053,0.0247,0.681,0.0919,0.059,108.064,audio_features,spotify:track:6fKJtCvIA7gQkhqJRhtCpQ,https://api.spotify.com/v1/tracks/6fKJtCvIA7gQkhqJRhtCpQ,https://api.spotify.com/v1/audio-analysis/6fKJtCvIA7gQkhqJRhtCpQ,346290.0,3.0,https://i.scdn.co/image/ab67616d0000b273774ed072b3cd3b313b779d37,2022-11-16,2022.0,False,4.0,https://p.scdn.co/mp3-preview/204ddf5e9ab5db687d541b1960d2445d5ec66dfb?cid=484c8fc1e0c54669ac770f80991a8280,,3,139
Bedemon - Enslaver of Humanity [Doom Metal] (1974),Bedemon - Enslavers of Humanity (Circa 1973),2023-02-15,0.9,188.0,Bedemon,Enslaver of Humanity,Bedemon,Enslavers of Humanity,doom metal,youtube,,https://www.youtube.com/watch?v=3ZgWz07-uqs,3ZgWz07-uqs,,,,,Enslaver of Humanity,Bedemon,2x06MERCQkpLFbVVMLGqon,,0.253,0.664,3.0,-8.015,1.0,0.0439,0.956,0.38,0.266,0.309,134.77,audio_features,spotify:track:2x06MERCQkpLFbVVMLGqon,https://api.spotify.com/v1/tracks/2x06MERCQkpLFbVVMLGqon,https://api.spotify.com/v1/audio-analysis/2x06MERCQkpLFbVVMLGqon,174987.0,4.0,https://i.scdn.co/image/ab67616d0000b273a29d39d0eb273a79a025829e,2006-01-01,2006.0,False,6.0,https://p.scdn.co/mp3-preview/2944f7be70a269a162252dbac6ac15e01070cc32?cid=484c8fc1e0c54669ac770f80991a8280,'doom metal',11,3460
The Action - Something To Say [Garage Rock] (1968),The Action- Something To Say,2023-02-18,0.94,169.0,The Action,Something To Say,The Action,Something To Say,garage rock,youtube,,https://www.youtube.com/watch?v=OwfqWOP7HJY,OwfqWOP7HJY,,,,,Something To Say,The Action,5ybWVKZ2FfX2Irg8ZhTRIY,,0.482,0.872,0.0,-4.458,1.0,0.0263,0.0213,0.00475,0.656,0.637,101.102,audio_features,spotify:track:5ybWVKZ2FfX2Irg8ZhTRIY,https://api.spotify.com/v1/tracks/5ybWVKZ2FfX2Irg8ZhTRIY,https://api.spotify.com/v1/audio-analysis/5ybWVKZ2FfX2Irg8ZhTRIY,197120.0,4.0,https://i.scdn.co/image/ab67616d0000b27321a60f9b1aa80c7738a9ae5e,2002-07-30,2002.0,False,19.0,https://p.scdn.co/mp3-preview/681e1ce675ea559e70241e6c2f01454f9122c273?cid=484c8fc1e0c54669ac770f80991a8280,"'british blues', 'classic garage rock', 'freakbeat', 'psychedelic rock'",26,13660
Hexsystem -- Amanita Ocreata [downtempo/electronic] (2023),Music to Escape the Backrooms,2023-02-17,0.88,164.0,Hexsystem,Amanita Ocreata,,,"downtempo, electronic",youtube,,https://www.youtube.com/watch?v=mo5JbStEZjY,mo5JbStEZjY,,,,,Light,Hexsystem,7yrdEcr68fOG0fAZsiUdph,,0.323,0.102,0.0,-18.461,1.0,0.0368,0.971,0.959,0.0841,0.191,63.892,audio_features,spotify:track:7yrdEcr68fOG0fAZsiUdph,https://api.spotify.com/v1/tracks/7yrdEcr68fOG0fAZsiUdph,https://api.spotify.com/v1/audio-analysis/7yrdEcr68fOG0fAZsiUdph,96686.0,3.0,https://i.scdn.co/image/ab67616d0000b2738c0913dad2321faf100c894e,2023-02-17,2023.0,False,11.0,https://p.scdn.co/mp3-preview/5a70c960a9ac5c2abc9a82b1cc9525c205348d87?cid=484c8fc1e0c54669ac770f80991a8280,,31,7681
