r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
Killswitch Engage - My Curse [Metalcore],Killswitch Engage - My Curse (WITH LYRICS IN DESCRIPTION),2022-09-17,0.95,1210.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Killswitch Engage - My Curse (WITH LYRICS IN DESCRIPTION)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/NUDls2PgDUY?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Killswitch Engage - My Curse (WITH LYRICS IN DESCRIPTION)""></iframe>', 'author_name': 'deadman9101', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/NUDls2PgDUY/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/deadman9101'}}",Killswitch Engage,My Curse,Killswitch Engage,My Curse,metalcore,youtube,,https://www.youtube.com/watch?v=NUDls2PgDUY,NUDls2PgDUY,,,,Killswitch Engage - My Curse (WITH LYRICS IN DESCRIPTION),deadman9101,2008-10-25T03:02:10Z,PT4M5S,16515535,https://i.ytimg.com/vi/NUDls2PgDUY/hqdefault.jpg,100497,4081,"['Killswitch', 'engage', 'rock', 'lol', 'gears', 'of', 'war', 'halo', 'funny']",16.5M,100K,4.08K,04:05,2008-10-25,1.21K
Del tha Funky Homosapien - Mistadobalina [Hip Hop],Del tha Funky Homosapien - Mistadobalina (original),2022-09-18,0.97,667.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Del tha Funky Homosapien - Mistadobalina (original)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/9Bku7gXlkoo?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Del tha Funky Homosapien - Mistadobalina (original)""></iframe>', 'author_name': 'VideosChannel', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/9Bku7gXlkoo/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/VideosChannelDE'}}",Del tha Funky Homosapien,Mistadobalina,Del tha Funky Homosapien,Mistadobalina,hip hop,youtube,,https://www.youtube.com/watch?v=9Bku7gXlkoo,9Bku7gXlkoo,,,,Del tha Funky Homosapien - Mistadobalina (original),VideosChannel,2013-07-17T09:53:55Z,PT4M27S,1724496,https://i.ytimg.com/vi/9Bku7gXlkoo/hqdefault.jpg,21697,902,"['Mistadobalina', 'Del tha Funky Homosapien', '1991', 'Original', 'Hip Hop', 'R&B', 'Soul', 'Funk', 'LBC', 'New York', 'Los Angeles', 'West Coast', 'Gangsta', 'Lowrider', 'Games', 'Trailer', 'Old School', 'Rap', 'East', 'Real', ""90's"", 'G-Funk', 'America', 'Romania', 'Germany', 'Westside', 'Customs', 'Music', 'Video', 'HD', 'HQ', '2 pac']",1.72M,21.7K,902,04:27,2013-07-17,667
New Constellations -- Hot Blooded [Nu wave vapor] (2022),New Constellations - Hot Blooded (Official Music Video),2022-09-16,0.93,545.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'New Constellations - Hot Blooded (Official Music Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/9uIAB_GNmGw?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""New Constellations - Hot Blooded (Official Music Video)""></iframe>', 'author_name': 'New Constellations', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/9uIAB_GNmGw/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/NewConstellations'}}",New Constellations,Hot Blooded,New Constellations,Hot Blooded,nu wave vapor,youtube,,https://www.youtube.com/watch?v=9uIAB_GNmGw,9uIAB_GNmGw,,,,New Constellations - Hot Blooded (Official Music Video),New Constellations,2022-09-16T03:30:11Z,PT4M29S,26191,https://i.ytimg.com/vi/9uIAB_GNmGw/hqdefault.jpg,659,80,,26.2K,659,80,04:29,2022-09-16,545
Norma Tanega - You're Dead [American folk] 1966,You're Dead Norma Tanega 1966,2022-09-17,0.96,511.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""You're Dead Norma Tanega 1966"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/ImAlx0amAIc?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""You\'re Dead Norma Tanega 1966""></iframe>', 'author_name': 'thelatepetercook', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/ImAlx0amAIc/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/thelatepetercook'}}",Norma Tanega,Youre Dead,,,american folk,youtube,,https://www.youtube.com/watch?v=ImAlx0amAIc,ImAlx0amAIc,,,,You're Dead Norma Tanega 1966,thelatepetercook,2010-11-02T14:56:28Z,PT2M26S,3846941,https://i.ytimg.com/vi/ImAlx0amAIc/hqdefault.jpg,78653,2992,"['Cult Folk', 'death', 'dying', 'freak folk']",3.85M,78.7K,2.99K,02:26,2010-11-02,511
Oranssi Pazuzu - Kuulen aania maan alta [psychedelic black metal] (2020),Kuulen ääniä maan alta,2022-09-14,0.92,442.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Kuulen ääniä maan alta', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/bp7Ai4IyOLM?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Kuulen ääniä maan alta""></iframe>', 'author_name': 'Oranssi Pazuzu - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/bp7Ai4IyOLM/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UC7FBIp5L3xebGGKmRLcXi9Q'}}",Oranssi Pazuzu,Kuulen aania maan alta,,,psychedelic black metal,youtube,,https://www.youtube.com/watch?v=bp7Ai4IyOLM,bp7Ai4IyOLM,,,,Kuulen ääniä maan alta,Oranssi Pazuzu - Topic,2020-04-16T11:13:57Z,PT7M13S,37102,https://i.ytimg.com/vi/bp7Ai4IyOLM/hqdefault.jpg,692,24,"['Oranssi Pazuzu', 'Niko Lehdontie', 'Toni Hietamäki', 'Ville Leppilahti', 'Jarkko Salo', 'Juho Vanhanen', 'Mestarin kynsi', 'Kuulen ääniä maan alta']",37.1K,692,24,07:13,2020-04-16,442
Mansions - Dig Up The Dead [Alt Rock] (2011),Dig Up the Dead,2022-09-15,0.94,425.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Dig Up the Dead', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/JfOeVTSZSJM?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Dig Up the Dead""></iframe>', 'author_name': 'Mansions - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/JfOeVTSZSJM/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCISkyv_ZLlgYthz5VjjHyhQ'}}",Mansions,Dig Up The Dead,,,alt rock,youtube,,https://www.youtube.com/watch?v=JfOeVTSZSJM,JfOeVTSZSJM,,,,Dig Up the Dead,Mansions - Topic,2020-07-15T16:28:24Z,PT3M59S,10749,https://i.ytimg.com/vi/JfOeVTSZSJM/hqdefault.jpg,221,0,"['Mansions', 'Dig Up the Dead']",10.7K,221,0,03:59,2020-07-15,425
Sneaker Pimps - 6 Underground [Trip Hop] (1996),Sneaker Pimps - 6 Underground,2022-09-18,0.96,375.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Sneaker Pimps - 6 Underground', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/OL4gpjoSeI4?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Sneaker Pimps - 6 Underground""></iframe>', 'author_name': 'Ixnay on the Hombre', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/OL4gpjoSeI4/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCZyoOijdUvzzd6xyRwac9CA'}}",Sneaker Pimps,6 Underground,Sneaker Pimps,6 Underground,trip hop,youtube,,https://www.youtube.com/watch?v=OL4gpjoSeI4,OL4gpjoSeI4,,,,Sneaker Pimps - 6 Underground,Ixnay on the Hombre,2020-05-17T05:00:10Z,PT4M11S,31798,https://i.ytimg.com/vi/OL4gpjoSeI4/hqdefault.jpg,590,45,"['Sneaker Pimps', '6 Underground', 'Becoming X', '1997', '2020', 'Hartlepool', 'England', 'Kelli Dayton', 'Chris Corner', 'Liam Howe', 'Joe Wilson', 'Dave Westlake', 'Tesko Suicide', 'Roll On', 'Spin Spin Sugar', 'Post-Modern Sleaze', 'Billboard', '200', 'Electronica', 'Trip Hop', 'Dance', 'Rock', 'Downtempo', 'Clean Up', 'Virgin', 'Tommy Boy', 'Records', 'Chris Farley', 'David Spade', 'Beverly Hills', '90210', ""Can't Hardly Wait"", 'Laura Prepon', ""That 70's Show"", 'Red', 'Forman', 'Eric', 'Kelso', 'Fez', 'Titans', 'GTA V', 'Grand Theft Auto', 'Lego', 'Space', 'Kitty', 'Hyde', 'Jackie']",31.8K,590,45,04:11,2020-05-17,375
Weird Al - Bedrock Anthem - [rock],"""Weird Al"" Yankovic - Bedrock Anthem",2022-09-18,0.92,355.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': '""Weird Al"" Yankovic - Bedrock Anthem', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/BtV_nQKhkdY?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""""Weird Al"" Yankovic - Bedrock Anthem""></iframe>', 'author_name': 'alyankovicVEVO', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/BtV_nQKhkdY/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/alyankovicVEVO'}}",Weird Al,Bedrock Anthem,"Weird Al"" Yankovic",Bedrock Anthem,rock,youtube,,https://www.youtube.com/watch?v=BtV_nQKhkdY,BtV_nQKhkdY,,,,"""Weird Al"" Yankovic - Bedrock Anthem",alyankovicVEVO,2009-10-03T07:45:12Z,PT3M52S,5725435,https://i.ytimg.com/vi/BtV_nQKhkdY/hqdefault.jpg,37448,2646,"['Weird Al Yankovic', 'Bedrock Anthem', 'Pop', 'Volcano']",5.73M,37.4K,2.65K,03:52,2009-10-03,355
Common Rider - Castaways [Punk Rock] (1999),Castaways,2022-09-16,0.96,303.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Castaways', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/wA5jrYuubUo?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Castaways""></iframe>', 'author_name': 'Common Rider - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/wA5jrYuubUo/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCQEV-T31kjv2MXtG8OYKasg'}}",Common Rider,Castaways,,,punk rock,youtube,,https://www.youtube.com/watch?v=wA5jrYuubUo,wA5jrYuubUo,,,,Castaways,Common Rider - Topic,2015-08-23T18:53:18Z,PT2M15S,24943,https://i.ytimg.com/vi/wA5jrYuubUo/hqdefault.jpg,294,2,"['Common', 'Rider', 'Last', 'Wave', 'Rockers', 'Castaways']",24.9K,294,2,02:15,2015-08-23,303
wednesday - bull believer [post-punk/shoe-gaze/grunge] (2022),Wednesday - Bull Believer (Official Video),2022-09-16,0.92,285.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Wednesday - Bull Believer (Official Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/0MawIv5pDFE?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Wednesday - Bull Believer (Official Video)""></iframe>', 'author_name': 'WednesdayVEVO', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/0MawIv5pDFE/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCkRryHXTD-9R76z8xNM6e0A'}}",wednesday,bull believer,Wednesday,Bull Believer,"post-punk, shoe-gaze, grunge",youtube,,https://www.youtube.com/watch?v=0MawIv5pDFE,0MawIv5pDFE,,,,Wednesday - Bull Believer (Official Video),WednesdayVEVO,2022-09-08T14:00:10Z,PT8M46S,21917,https://i.ytimg.com/vi/0MawIv5pDFE/hqdefault.jpg,914,100,"['Wednesday', 'Bull', 'Believer', '(Official', 'Video)', 'Dead', 'Oceans', 'Alternative']",21.9K,914,100,08:46,2022-09-08,285
