r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
Alice in Chains - Got Me Wrong (MTV Unplugged) [Grunge],Alice In Chains - Got Me Wrong (From MTV Unplugged),2023-03-08,0.94,1510.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Alice In Chains - Got Me Wrong (From MTV Unplugged)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/jmtRHsriJTQ?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Alice In Chains - Got Me Wrong (From MTV Unplugged)""></iframe>', 'author_name': 'AliceInChainsVEVO', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/jmtRHsriJTQ/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@AliceInChainsVEVO'}}",Alice in Chains,Got Me Wrong,Alice In Chains,Got Me Wrong,grunge,youtube,,https://www.youtube.com/watch?v=jmtRHsriJTQ,jmtRHsriJTQ,,,,Alice In Chains - Got Me Wrong (From MTV Unplugged),AliceInChainsVEVO,2018-10-10T07:00:03Z,PT4M22S,7074497,https://i.ytimg.com/vi/jmtRHsriJTQ/hqdefault.jpg,43123,3060,"['got me wrong alice in chains', 'alice in chains unplugged', 'alice in chains got me wrong', 'alice in chains', 'got me wrong', 'got me wrong unplugged', 'alice in chains got me wrong unplugged', 'alice in chains unplugged got me wrong', 'alice in chains mtv unplugged', 'you got me wrong', 'unplugged alice in chains', 'mtv unplugged', 'got me wrong live', 'aic', 'nutshell alice in chains', 'rooster', 'them bones', 'soundgarden', 'stone temple pilots', 'nirvana', 'official', 'alice']",7.07M,43.1K,3.06K,04:22,2018-10-10,1.51K
The Toadies - Possum Kingdom [Grunge],The Toadies - Possum Kingdom (Official Music Video),2023-03-08,0.95,996.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'The Toadies - Possum Kingdom (Official Music Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/EkwD5rQ-_d4?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""The Toadies - Possum Kingdom (Official Music Video)""></iframe>', 'author_name': 'TheToadiesVEVO', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/EkwD5rQ-_d4/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@TheToadiesVEVO'}}",The Toadies,Possum Kingdom,The Toadies,Possum Kingdom,grunge,youtube,,https://www.youtube.com/watch?v=EkwD5rQ-_d4,EkwD5rQ-_d4,,,,The Toadies - Possum Kingdom (Official Music Video),TheToadiesVEVO,2009-11-21T12:34:50Z,PT5M8S,39729505,https://i.ytimg.com/vi/EkwD5rQ-_d4/hqdefault.jpg,241087,12519,"['THE TOADIES', 'THE TOADIES POSSUM KINGDOM', 'POSSUM KINGDOM', 'POSSUM KINGDOM THE TOADIES', 'POSSUM KINGDOM official music video', 'POSSUM KINGDOM remastered video', 'THE TOADIES remastered', 'THE TOADIES remastered videos', '#remastered', 'hd music videos', 'remastered music videos', '90’S', '90’S HITS']",39.7M,241K,12.5K,05:08,2009-11-21,996
THE CHATS - SMOKO [Alternative],THE CHATS - SMOKO  (OFFICIAL VIDEO),2023-03-08,0.95,440.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'THE CHATS - SMOKO  (OFFICIAL VIDEO)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/j58V2vC9EPc?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""THE CHATS - SMOKO  (OFFICIAL VIDEO)""></iframe>', 'author_name': 'The Chats', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/j58V2vC9EPc/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@TheChatslovebeer'}}",THE CHATS,SMOKO,THE CHATS,SMOKO,alternative,youtube,,https://www.youtube.com/watch?v=j58V2vC9EPc,j58V2vC9EPc,,,,THE CHATS - SMOKO  (OFFICIAL VIDEO),The Chats,2017-10-03T08:25:57Z,PT3M,18272467,https://i.ytimg.com/vi/j58V2vC9EPc/hqdefault.jpg,330011,17996,,18.3M,330K,18K,03:,2017-10-03,440
The Anti-Queens - Worse Than Death [Punk] (2019),The Anti-Queens - Worse Than Death (official video),2023-03-08,0.87,434.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'The Anti-Queens - Worse Than Death (official video)', 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/rW_oxZBQDfk?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""The Anti-Queens - Worse Than Death (official video)""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'version': '1.0', 'author_name': 'Stomp Records', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/rW_oxZBQDfk/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@StompRecordsCanada'}, 'type': 'youtube.com'}",The Anti-Queens,Worse Than Death,The Anti-Queens,Worse Than Death,punk,youtube,,https://www.youtube.com/watch?v=rW_oxZBQDfk,rW_oxZBQDfk,,,,The Anti-Queens - Worse Than Death (official video),Stomp Records,2019-08-29T07:01:00Z,PT2M55S,83636,https://i.ytimg.com/vi/rW_oxZBQDfk/hqdefault.jpg,2043,102,"['The Anti-Queens', 'Alternative', 'Punk', 'Stomp Records', 'punk rock', 'Worse Than Death', 'rock', 'girrrl power', 'the distillers', 'brody dalle', 'joan jett', 'L7', 'babes in toyland']",83.6K,2.04K,102,02:55,2019-08-29,434
Hollow Hand - All My Love [Indie/Psych Rock] (2023),Hollow Hand - All My Love (Official Video),2023-03-05,0.89,428.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Hollow Hand - All My Love (Official Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/nWVySi586Rk?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Hollow Hand - All My Love (Official Video)""></iframe>', 'author_name': 'Hollow Hand', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/nWVySi586Rk/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@hollowhand'}}",Hollow Hand,All My Love,Hollow Hand,All My Love,"indie, psych rock",youtube,,https://www.youtube.com/watch?v=nWVySi586Rk,nWVySi586Rk,,,,Hollow Hand - All My Love (Official Video),Hollow Hand,2023-01-17T09:57:12Z,PT4M6S,3049,https://i.ytimg.com/vi/nWVySi586Rk/hqdefault.jpg,,15,,3.05K,,,04:06,2023-01-17,428
Worlds End Girlfriend -- Ghost of a Horse Under the Chandelier シャンデリアの下の馬の幽霊 [Breakcore] (2007),Ghost of a Horse Under the Chandelier シャンデリアの下の馬の幽霊,2023-03-08,0.92,334.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Ghost of a Horse Under the Chandelier シャンデリアの下の馬の幽霊', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/Zp_e2O1at90?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Ghost of a Horse Under the Chandelier シャンデリアの下の馬の幽霊""></iframe>', 'author_name': ""World's End Girlfriend - Topic"", 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/Zp_e2O1at90/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCyJhOCoMalsFK8vnNnPGuiA'}}",Worlds End Girlfriend,Ghost of a Horse Under the Chandelier シャンデリアの下の馬の幽霊,,,breakcore,youtube,,https://www.youtube.com/watch?v=Zp_e2O1at90,Zp_e2O1at90,,,,Ghost of a Horse Under the Chandelier シャンデリアの下の馬の幽霊,World's End Girlfriend - Topic,2014-11-21T19:49:25Z,PT8M,20578,https://i.ytimg.com/vi/Zp_e2O1at90/hqdefault.jpg,523,1,"[""world's end girlfriend"", 'Hurtbreak Wonderland', 'Ghost of a Horse Under the Chandelier シャンデリアの下の馬の幽霊']",20.6K,523,1,08:,2014-11-21,334
"Death - Born Dead [death metal, USA] (1988)",Born Dead,2023-03-07,0.94,325.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Born Dead', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/TC7PKKKglfg?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Born Dead""></iframe>', 'author_name': 'Death - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/TC7PKKKglfg/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCBtumM97cGWGtM0n2A9A8NQ'}}",Death,Born Dead,,,"death metal, usa",youtube,,https://www.youtube.com/watch?v=TC7PKKKglfg,TC7PKKKglfg,,,,Born Dead,Death - Topic,2015-08-28T19:42:56Z,PT3M28S,382187,https://i.ytimg.com/vi/TC7PKKKglfg/hqdefault.jpg,6309,55,"['Death', 'Leprosy', '(Reissue)', 'Born', 'Dead']",382K,6.31K,55,03:28,2015-08-28,325
Scatterbrain -- Don't Call Me Dude [Thrash Metal] (1990),Scatterbrain - Don't Call Me Dude,2023-03-06,0.91,319.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""Scatterbrain - Don't Call Me Dude"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/M3S-r4Mzvu8?list=PLtmtieLeqtYTfiw-tJ6_KbdvrbfJ_W-50"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>', 'author_name': 'Scorps151', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/M3S-r4Mzvu8/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@Scorps151'}}",Scatterbrain,Dont Call Me Dude,Scatterbrain,Don't Call Me Dude,thrash metal,youtube,,https://www.youtube.com/watch?v=M3S-r4Mzvu8,M3S-r4Mzvu8,,,,Scatterbrain - Don't Call Me Dude,Scorps151,2012-06-18T05:22:35Z,PT5M16S,72142,https://i.ytimg.com/vi/M3S-r4Mzvu8/hqdefault.jpg,851,82,"['Scatterbrain', ""Don't"", 'Call', 'Me', 'Dude']",72.1K,851,82,05:16,2012-06-18,319
Faith No More - Last Cup of Sorrow [Alternative Metal],Last Cup of Sorrow,2023-03-08,0.93,292.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Last Cup of Sorrow', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/tx72qy4qkhw?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Last Cup of Sorrow""></iframe>', 'author_name': 'Faith No More - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/tx72qy4qkhw/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCw0J9lusvvGJ7VVZDuQnotA'}}",Faith No More,Last Cup of Sorrow,,,alternative metal,youtube,,https://www.youtube.com/watch?v=tx72qy4qkhw,tx72qy4qkhw,,,,Last Cup of Sorrow,Faith No More - Topic,2014-11-09T03:55:59Z,PT4M21S,1345561,https://i.ytimg.com/vi/tx72qy4qkhw/hqdefault.jpg,17514,189,"['Faith No More', 'Album of the Year', 'Last Cup of Sorrow']",1.35M,17.5K,189,04:21,2014-11-09,292
Howard Jones - Things Can Only Get Better [Synth Pop],Howard Jones - Things Can Only Get Better,2023-03-07,0.95,199.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Howard Jones - Things Can Only Get Better', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/-OO9LloDSJo?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Howard Jones - Things Can Only Get Better""></iframe>', 'author_name': 'howardjonesmusic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/-OO9LloDSJo/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@howardjonesmusic'}}",Howard Jones,Things Can Only Get Better,Howard Jones,Things Can Only Get Better,synth pop,youtube,,https://www.youtube.com/watch?v=-OO9LloDSJo,-OO9LloDSJo,,,,Howard Jones - Things Can Only Get Better,howardjonesmusic,2010-03-23T23:14:55Z,PT4M16S,15166177,https://i.ytimg.com/vi/-OO9LloDSJo/hqdefault.jpg,103437,7125,"['Howard', 'Jones', 'Things', 'Can', 'Only', 'Get', 'Better']",15.2M,103K,7.12K,04:16,2010-03-23,199
