r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
Harvey Danger - Flagpole Sitta [alternative/rock],Harvey Danger - Flagpole Sitta (Official Music Video),2022-10-31,0.91,866.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Harvey Danger - Flagpole Sitta (Official Music Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/wYsMjEeEg4g?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Harvey Danger - Flagpole Sitta (Official Music Video)""></iframe>', 'author_name': 'No Sleep Records', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/wYsMjEeEg4g/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/nosleeprecordstube'}}",Harvey Danger,Flagpole Sitta,Harvey Danger,Flagpole Sitta,"alternative, rock",youtube,,https://www.youtube.com/watch?v=wYsMjEeEg4g,wYsMjEeEg4g,,,,Harvey Danger - Flagpole Sitta (Official Music Video),No Sleep Records,2014-05-06T18:49:26Z,PT3M43S,8239153,https://i.ytimg.com/vi/wYsMjEeEg4g/hqdefault.jpg,77979,4694,"['no', 'sleep', 'records', 'hardcore', 'indie', 'pop', 'punk', 'screamo', 'alternative', 'run', 'for', 'cover', 'topshelf', 'deathwish', 'inc', 'la', 'dispute', 'balance', 'and', 'composure', 'the', 'wonder', 'years', 'touche', 'amore']",8.24M,78K,4.69K,03:43,2014-05-06,866
The Used - The Taste Of Ink [Emo],The Used - The Taste Of Ink Lyrics (HD),2022-10-29,0.93,645.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'The Used - The Taste Of Ink Lyrics (HD)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/2_J2HmI48N4?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""The Used - The Taste Of Ink Lyrics (HD)""></iframe>', 'author_name': 'Takashi White', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/2_J2HmI48N4/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/TakA7x1999'}}",The Used,The Taste Of Ink,The Used,The Taste Of Ink,emo,youtube,,https://www.youtube.com/watch?v=2_J2HmI48N4,2_J2HmI48N4,,,,The Used - The Taste Of Ink Lyrics (HD),Takashi White,2013-05-06T04:07:48Z,PT3M31S,131066,https://i.ytimg.com/vi/2_J2HmI48N4/hqdefault.jpg,1225,36,"['Self Titled Album', 'Maybe Memories', 'The', 'Used', 'The Used (Musical Group)', 'Hardcore', 'Quinn Allman', 'Bert Mcracken', 'Jeph Howard', 'https://www.youtube.com/results?search_query=the+used+the+taste+of+ink+lyrics', 'The Taste Of Ink Lyrics', 'HD', 'The Used The Taste Of Ink Lyrics HD', 'The Used - The Taste Of Ink', 'First Video The Used The Taste Of Ink']",131K,1.22K,36,03:31,2013-05-06,645
"The Verve - Lucky Man [Britpop, 1997]",The Verve - Lucky Man (Official Music Video),2022-10-31,0.93,642.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'The Verve - Lucky Man (Official Music Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/MH6TJU0qWoY?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""The Verve - Lucky Man (Official Music Video)""></iframe>', 'author_name': 'TheVerveVEVO', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/MH6TJU0qWoY/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/TheVerveVEVO'}}",The Verve,Lucky Man,The Verve,Lucky Man,"britpop, 1997",youtube,,https://www.youtube.com/watch?v=MH6TJU0qWoY,MH6TJU0qWoY,,,,The Verve - Lucky Man (Official Music Video),TheVerveVEVO,2009-02-28T08:20:50Z,PT4M53S,91764773,https://i.ytimg.com/vi/MH6TJU0qWoY/hqdefault.jpg,378293,17026,"['the verve', 'lucky man', 'the verve lucky man video', 'the verve lucky man', 'lucky man the verve', 'the verve karaoke', 'the verve lucky man acoustic', 'the verve lucky man lyrics', 'lucky man unplugged', 'lucky man karaoke', 'lucky man instrumental', 'lucky man live', 'the verve lucky man official video', 'lucky man cover', 'lucky man remix', 'lucky man chords', 'lucky man guitar', 'lucky man espanol', 'lucky man subtitulada', 'hombre con suerte', 'lucky man haigh hall', 'lucky', 'man']",91.8M,378K,17K,04:53,2009-02-28,642
"Alexandra Viloteau & Elizabeth Boardman — ""I'll Fly Away"" [American folk] (2022)","""I'll Fly Away"" - Alexandra Viloteau & Elizabeth Boardman",2022-10-31,0.87,439.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': '""I\'ll Fly Away"" - Alexandra Viloteau & Elizabeth Boardman', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/EZKLNeaP7g0?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""&quot;I&#39;ll Fly Away&quot; - Alexandra Viloteau &amp; Elizabeth Boardman""></iframe>', 'author_name': 'Alexandra Iranfar-Viloteau', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/EZKLNeaP7g0/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UChwP-VLw-TGNUAjwF2NbIXA'}}",Alexandra Viloteau & Elizabeth Boardman,Ill Fly Away,,I'll Fly Away,american folk,youtube,,https://www.youtube.com/watch?v=EZKLNeaP7g0,EZKLNeaP7g0,,,,"""I'll Fly Away"" - Alexandra Viloteau & Elizabeth Boardman",Alexandra Iranfar-Viloteau,2022-10-07T16:21:30Z,PT3M28S,3374,https://i.ytimg.com/vi/EZKLNeaP7g0/hqdefault.jpg,71,5,,3.37K,71,5,03:28,2022-10-07,439
John Carpenter - Halloween Theme [Electronic] - Happy Halloween everybody!,John Carpenter - Halloween 1978  (main Theme),2022-10-31,0.94,369.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'John Carpenter - Halloween 1978  (main Theme)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/pT4FY3NrhGg?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""John Carpenter - Halloween 1978  (main Theme)""></iframe>', 'author_name': 'Rodrigo Cantillano', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/pT4FY3NrhGg/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/RodrigoCantillano'}}",John Carpenter,Halloween Theme,John Carpenter,Halloween 1978,electronic,youtube,,https://www.youtube.com/watch?v=pT4FY3NrhGg,pT4FY3NrhGg,,,,John Carpenter - Halloween 1978  (main Theme),Rodrigo Cantillano,2014-01-10T02:04:22Z,PT2M56S,3498074,https://i.ytimg.com/vi/pT4FY3NrhGg/hqdefault.jpg,51268,3013,"['John Carpenter (Musical Artist)', 'Halloween (Film)', '1978']",3.5M,51.3K,3.01K,02:56,2014-01-10,369
"Dave Dee, Dozy, Beaky, Mick & Tich -- She's So Good [Rock/Mod] (1966)","Dave Dee,Dozy,Beaky,Mick & Titch -She`s So Good",2022-10-30,0.91,284.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Dave Dee,Dozy,Beaky,Mick & Titch -She`s So Good', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/HBpeVevpefg?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Dave Dee,Dozy,Beaky,Mick &amp; Titch -She`s So Good""></iframe>', 'author_name': 'bside100', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/HBpeVevpefg/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/bside100'}}","Dave Dee, Dozy, Beaky, Mick & Tich",Shes So Good,"Dave Dee,Dozy,Beaky,Mick & Titch",She`s So Good,"rock, mod",youtube,,https://www.youtube.com/watch?v=HBpeVevpefg,HBpeVevpefg,,,,"Dave Dee,Dozy,Beaky,Mick & Titch -She`s So Good",bside100,2008-12-12T20:09:41Z,PT2M25S,22654,https://i.ytimg.com/vi/HBpeVevpefg/hqdefault.jpg,86,9,"['pop', 'beat', 'dave', 'dee', 'dozy', 'beaky', 'mick', 'and', 'titch', 'side', '60s', 'sixties']",22.7K,86,9,02:25,2008-12-12,284
Good Funk Shui - Not the Droid You're Looking For [Funk] (2022),Good Funk Shui - 'Not the Droid You're Looking For' Official Music Video,2022-11-01,0.89,231.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""Good Funk Shui - 'Not the Droid You're Looking For' Official Music Video"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/KtO2pqM6DvI?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Good Funk Shui - &#39;Not the Droid You&#39;re Looking For&#39; Official Music Video""></iframe>', 'author_name': 'Nate Wong', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/KtO2pqM6DvI/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/NateWongMusic'}}",Good Funk Shui,Not the Droid Youre Looking For,Good Funk Shui,Not the Droid You're Looking For,funk,youtube,,https://www.youtube.com/watch?v=KtO2pqM6DvI,KtO2pqM6DvI,,,,Good Funk Shui - 'Not the Droid You're Looking For' Official Music Video,Nate Wong,2022-03-14T11:01:04Z,PT6M16S,2821,https://i.ytimg.com/vi/KtO2pqM6DvI/hqdefault.jpg,101,10,"['good feng shui', 'nate wong', 'popper', 'popping', 'dance']",2.82K,101,10,06:16,2022-03-14,231
Makaha Sons -- Sailors of Fortune [Hawaiian](1992),Sailors of Fortune - The Makaha Sons of Ni'ihau - Live 1992 - マカハサンズ,2022-10-28,0.94,188.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""Sailors of Fortune - The Makaha Sons of Ni'ihau - Live 1992 - マカハサンズ"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/L0PwyTGGSt8?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Sailors of Fortune - The Makaha Sons of Ni&#39;ihau - Live 1992 - マカハサンズ""></iframe>', 'author_name': 'KOKUA FILMS HAWAII', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/L0PwyTGGSt8/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/KOKUAFILMSHAWAII'}}",Makaha Sons,Sailors of Fortune,Sailors of Fortune,The Makaha Sons of Ni'ihau - Live 1992 - マカハサンズ,hawaiian,youtube,,https://www.youtube.com/watch?v=L0PwyTGGSt8,L0PwyTGGSt8,,,,Sailors of Fortune - The Makaha Sons of Ni'ihau - Live 1992 - マカハサンズ,KOKUA FILMS HAWAII,2013-01-24T09:46:12Z,PT4M53S,489849,https://i.ytimg.com/vi/L0PwyTGGSt8/hqdefault.jpg,3582,154,"['louis moon kauakahi', 'the makaha sons of niihau', ""israel kamakawiwio'ole"", 'jerome koko', 'john koko', 'マカハサンズ', ""Makaha Sons Of Ni'ihau (Musical Group)"", 'Niihau (Island)', 'yt:crop=16:10']",490K,3.58K,154,04:53,2013-01-24,188
Fly My Pretties - Quiet Girl [Folk/Roots] (2019),Quiet Girl,2022-10-31,0.89,160.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Quiet Girl', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/Bj1DJcT4uoA?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Quiet Girl""></iframe>', 'author_name': 'Fly My Pretties - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/Bj1DJcT4uoA/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCtZNgSfwORYGf4mKIjs7fqA'}}",Fly My Pretties,Quiet Girl,,,"folk, roots",youtube,,https://www.youtube.com/watch?v=Bj1DJcT4uoA,Bj1DJcT4uoA,,,,Quiet Girl,Fly My Pretties - Topic,2022-09-07T19:43:40Z,PT4M4S,649,https://i.ytimg.com/vi/Bj1DJcT4uoA/hqdefault.jpg,16,0,"['Fly My Pretties Samuel Flynn Scott The Studio Recordings', 'Pt. 1 Quiet Girl']",649,16,0,04:04,2022-09-07,160
Radost Moja -- Unyvaj dusa moja [Electronic/Witch House] (2014),Radost Moja - Unyvaj dusa moja (REMASTERED VIDEO),2022-10-30,0.87,76.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Radost Moja - Unyvaj dusa moja (REMASTERED VIDEO)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/Wms2ZVoK0Sw?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Radost Moja - Unyvaj dusa moja (REMASTERED VIDEO)""></iframe>', 'author_name': 'GAZMIKA', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/Wms2ZVoK0Sw/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/GAZMIKA'}}",Radost Moja,Unyvaj dusa moja,Radost Moja,Unyvaj dusa moja,"electronic, witch house",youtube,,https://www.youtube.com/watch?v=Wms2ZVoK0Sw,Wms2ZVoK0Sw,,,,Radost Moja - Unyvaj dusa moja (REMASTERED VIDEO),GAZMIKA,2019-02-07T22:23:32Z,PT3M18S,11938,https://i.ytimg.com/vi/Wms2ZVoK0Sw/hqdefault.jpg,322,18,"['Radost Moja', 'Radost Moja - Unyvaj dusa moja', 'GAZMIKA', 'Witch House']",11.9K,322,18,03:18,2019-02-07,76
