sp_song,sp_artist,r_title,r_media_title,r_post_song,r_post_artist,r_media_song,r_media_artist,id,sp_link,r_score,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview
Police In Helicopter,John Holt,John Holt -- Police in Helicopter [reggae] (1983),John Holt Police in Helicopter - 'Police in Helicopter' Reggae classics,Police in Helicopter,John Holt,Police in Helicopter,John Holt Police in Helicopter,0mD19MC6H0OzHvEUADHypU,,592.0,0.683,0.653,9,-7.586,0,0.113,0.0326,8.42e-06,0.0578,0.501,143.224,audio_features,spotify:track:0mD19MC6H0OzHvEUADHypU,https://api.spotify.com/v1/tracks/0mD19MC6H0OzHvEUADHypU,https://api.spotify.com/v1/audio-analysis/0mD19MC6H0OzHvEUADHypU,219160,4,https://i.scdn.co/image/ab67616d0000b27340107fefea4bea8968e643cc,1983-01-01,1983,False,57,https://p.scdn.co/mp3-preview/da0e556a0e4a29a4b7544e30a450e6142e2db0b1?cid=484c8fc1e0c54669ac770f80991a8280
Police In Helicopter,John Holt,John Holt -- Police in Helicopter [reggae] (1983),John Holt Police in Helicopter - 'Police in Helicopter' Reggae classics,Police in Helicopter,John Holt,Police in Helicopter,John Holt Police in Helicopter,0mD19MC6H0OzHvEUADHypU,,592.0,0.683,0.653,9,-7.586,0,0.113,0.0326,8.42e-06,0.0578,0.501,143.224,audio_features,spotify:track:0mD19MC6H0OzHvEUADHypU,https://api.spotify.com/v1/tracks/0mD19MC6H0OzHvEUADHypU,https://api.spotify.com/v1/audio-analysis/0mD19MC6H0OzHvEUADHypU,219160,4,https://i.scdn.co/image/ab67616d0000b27340107fefea4bea8968e643cc,1983-01-01,1983,False,57,https://p.scdn.co/mp3-preview/da0e556a0e4a29a4b7544e30a450e6142e2db0b1?cid=484c8fc1e0c54669ac770f80991a8280
"Mama Loi, Papa Loi",Exuma,"Exuma - Mama Loi, Papa Loi [Psychdelic Folk] (1970)","Mama Loi, Papa Loi","Mama Loi, Papa Loi",Exuma,,,1qCKZwiZGDTTZ1FMszvNYs,,500.0,0.401,0.902,2,-5.909,1,0.203,0.0727,0.0,0.127,0.306,103.434,audio_features,spotify:track:1qCKZwiZGDTTZ1FMszvNYs,https://api.spotify.com/v1/tracks/1qCKZwiZGDTTZ1FMszvNYs,https://api.spotify.com/v1/audio-analysis/1qCKZwiZGDTTZ1FMszvNYs,274840,4,https://i.scdn.co/image/ab67616d0000b273ddad47b8ed3402b7ec3ee048,1970-01-01,1970,False,35,
Oasis,Grim Fables,Grim Fairies - Off With Her Head [Industrial/Goth] (2001),GRIM FAERIES- Off With Her Head!,Off With Her Head,Grim Fairies,Off With Her Head!,GRIM FAERIES,4mntJHifpsTzYAjdK11MAO,,408.0,0.345,0.971,11,-1.791,1,0.0812,0.00144,0.857,0.32,0.0566,110.035,audio_features,spotify:track:4mntJHifpsTzYAjdK11MAO,https://api.spotify.com/v1/tracks/4mntJHifpsTzYAjdK11MAO,https://api.spotify.com/v1/audio-analysis/4mntJHifpsTzYAjdK11MAO,305793,4,https://i.scdn.co/image/ab67616d0000b2732aa210d9d3cf3131c80df526,2018-07-16,2018,False,31,https://p.scdn.co/mp3-preview/86f965fa23dc6b34da683db3a40a6486ee9fb69d?cid=484c8fc1e0c54669ac770f80991a8280
Off With Their Heads,Mori Calliope,Grim Fairies - Off With Her Head [Industrial/Goth] (2001),GRIM FAERIES- Off With Her Head!,Off With Her Head,Grim Fairies,Off With Her Head!,GRIM FAERIES,1ffXf7HjLCHvNZngkQpGTR,,408.0,0.585,0.88,11,-3.74,0,0.271,0.134,0.0,0.444,0.399,175.243,audio_features,spotify:track:1ffXf7HjLCHvNZngkQpGTR,https://api.spotify.com/v1/tracks/1ffXf7HjLCHvNZngkQpGTR,https://api.spotify.com/v1/audio-analysis/1ffXf7HjLCHvNZngkQpGTR,218270,4,https://i.scdn.co/image/ab67616d0000b2736f98d8da9d85e339441adc7c,2021-02-02,2021,False,51,https://p.scdn.co/mp3-preview/f27c27b2374939465994077ce61606a091e82b3a?cid=484c8fc1e0c54669ac770f80991a8280
Committee of Buzzards,Spiritworld,Spiritworld — Committee of Buzzards [Thrash Metal] (2022),Committee of Buzzards,Committee of Buzzards,Spiritworld,,,079o5pRQLK6OPJAY1TWd6Y,,324.0,0.449,0.99,2,-3.112,1,0.126,0.000516,0.00123,0.0582,0.194,93.479,audio_features,spotify:track:079o5pRQLK6OPJAY1TWd6Y,https://api.spotify.com/v1/tracks/079o5pRQLK6OPJAY1TWd6Y,https://api.spotify.com/v1/audio-analysis/079o5pRQLK6OPJAY1TWd6Y,293267,4,https://i.scdn.co/image/ab67616d0000b2738263ca4e7d86c570c8fbf480,2022-11-25,2022,False,36,https://p.scdn.co/mp3-preview/405e0c2a8984d656e4e14fd58954d963b00e2863?cid=484c8fc1e0c54669ac770f80991a8280
"Bleed the Freak - Live at the Moore Theatre, Seattle, WA - December 1990",Alice In Chains,Alice In Chains - Live at the Moore - 1990 [grunge],Alice In Chains-Live At The Moore 1990 (Full Show) (In Color),Live at the Moore - 1990,Alice In Chains,Live At The Moore 1990,Alice In Chains,39JQkBrKRTYUby0gixMpmi,,269.0,0.202,0.843,8,-6.009,1,0.0622,0.000539,0.103,0.992,0.31,116.619,audio_features,spotify:track:39JQkBrKRTYUby0gixMpmi,https://api.spotify.com/v1/tracks/39JQkBrKRTYUby0gixMpmi,https://api.spotify.com/v1/audio-analysis/39JQkBrKRTYUby0gixMpmi,273627,4,https://i.scdn.co/image/ab67616d0000b27372932110e91890674ff24a83,2000-12-05,2000,False,25,https://p.scdn.co/mp3-preview/7cf1af28acabdce1703abc4c48229bfd04fda229?cid=484c8fc1e0c54669ac770f80991a8280
"Bleed the Freak - Live at the Moore Theatre, Seattle, WA - December 1990",Alice In Chains,Alice In Chains - Live at the Moore - 1990 [grunge],Alice In Chains-Live At The Moore 1990 (Full Show) (In Color),Live at the Moore - 1990,Alice In Chains,Live At The Moore 1990,Alice In Chains,39JQkBrKRTYUby0gixMpmi,,269.0,0.202,0.843,8,-6.009,1,0.0622,0.000539,0.103,0.992,0.31,116.619,audio_features,spotify:track:39JQkBrKRTYUby0gixMpmi,https://api.spotify.com/v1/tracks/39JQkBrKRTYUby0gixMpmi,https://api.spotify.com/v1/audio-analysis/39JQkBrKRTYUby0gixMpmi,273627,4,https://i.scdn.co/image/ab67616d0000b27372932110e91890674ff24a83,2000-12-05,2000,False,25,https://p.scdn.co/mp3-preview/7cf1af28acabdce1703abc4c48229bfd04fda229?cid=484c8fc1e0c54669ac770f80991a8280
Rearview,The French Tips,The French Tips -- Rearview [garage rock] (2022),The French Tips - Rearview (Official Music Video),Rearview,The French Tips,Rearview,The French Tips,32pH9DdEwhIPOveHnBDASw,,263.0,0.435,0.596,2,-9.633,1,0.0775,0.00375,0.87,0.168,0.476,137.351,audio_features,spotify:track:32pH9DdEwhIPOveHnBDASw,https://api.spotify.com/v1/tracks/32pH9DdEwhIPOveHnBDASw,https://api.spotify.com/v1/audio-analysis/32pH9DdEwhIPOveHnBDASw,205560,4,https://i.scdn.co/image/ab67616d0000b273dc4e16c5aafbd133804cdbc1,2022-05-13,2022,False,7,https://p.scdn.co/mp3-preview/bb8712e3d9787ffc0a5a555e9fe1ddf2471b226f?cid=484c8fc1e0c54669ac770f80991a8280
Rearview,The French Tips,The French Tips -- Rearview [garage rock] (2022),The French Tips - Rearview (Official Music Video),Rearview,The French Tips,Rearview,The French Tips,32pH9DdEwhIPOveHnBDASw,,263.0,0.435,0.596,2,-9.633,1,0.0775,0.00375,0.87,0.168,0.476,137.351,audio_features,spotify:track:32pH9DdEwhIPOveHnBDASw,https://api.spotify.com/v1/tracks/32pH9DdEwhIPOveHnBDASw,https://api.spotify.com/v1/audio-analysis/32pH9DdEwhIPOveHnBDASw,205560,4,https://i.scdn.co/image/ab67616d0000b273dc4e16c5aafbd133804cdbc1,2022-05-13,2022,False,7,https://p.scdn.co/mp3-preview/bb8712e3d9787ffc0a5a555e9fe1ddf2471b226f?cid=484c8fc1e0c54669ac770f80991a8280
