r_title,r_post_song,r_post_artist,r_media_song,r_media_artist,sp_song,sp_artist,r_genres,sp_genres,r_media_title,r_post_date,r_upvote_ratio,r_score,bc_embed_link,link_source,sc_embed_link,sc_link,sp_link,yt_link,yt_video_id,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_artist_popularity,sp_follower_count
Chevelle - The Red [Alternative Metal],The Red,Chevelle,The Red,Chevelle,The Red,Chevelle,alternative metal,"'alternative metal', 'alternative rock', 'christian rock', 'nu metal', 'post-grunge', 'rap rock', 'rock'",Chevelle - The Red (Official HD Video),2023-02-28,33.2,660.0,,youtube,,,,https://www.youtube.com/watch?v=trinU3VD1Zo,trinU3VD1Zo,1gyee1JuFFiP476LQpRMYU,84.3,-331.8,D,-3.318,0.0,50.9,4.88,0.07,0.08,34.8,140,audio_features,spotify:track:1gyee1JuFFiP476LQpRMYU,https://api.spotify.com/v1/tracks/1gyee1JuFFiP476LQpRMYU,https://api.spotify.com/v1/audio-analysis/1gyee1JuFFiP476LQpRMYU,03:58,3.0,https://i.scdn.co/image/ab67616d0000b273bd444869348f556430c21890,2002-01-01,2002.0,False,66.0,https://p.scdn.co/mp3-preview/217d527b14f68d25d89c9a46ba70dfd22d38a40b?cid=484c8fc1e0c54669ac770f80991a8280,66,1666134
Protect Ya Neck - Wu-Tang Clan [East Coast Hip Hop],Wu-Tang Clan,Protect Ya Neck,,,"Protect Ya Neck (feat. RZA, Method Man, Inspectah Deck, Raekwon, U-God, Ol' Dirty Bastard, Ghostface Killah & GZA)",Wu-Tang Clan,east coast hip hop,"'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap'",Protect Ya Neck,2023-02-27,80.8,598.0,,youtube,,,,https://www.youtube.com/watch?v=Xvbb7F2CCOU,Xvbb7F2CCOU,1Sgj10byiGzPpI2IrXSFEn,55.2,-1080.0,Ab,-10.8,0.0,81.7,38.5,3.18,0.0,82.6,102,audio_features,spotify:track:1Sgj10byiGzPpI2IrXSFEn,https://api.spotify.com/v1/tracks/1Sgj10byiGzPpI2IrXSFEn,https://api.spotify.com/v1/audio-analysis/1Sgj10byiGzPpI2IrXSFEn,04:51,4.0,https://i.scdn.co/image/ab67616d0000b2735901aaa980d3e714bf01171c,1993-11-09,1993.0,True,64.0,https://p.scdn.co/mp3-preview/f3bd6e0e0fa351131d48d0d3cf3c19b59969d850?cid=484c8fc1e0c54669ac770f80991a8280,71,2634579
CHTHONIC -- PATTONKAN [symphonic black metal] (2023),PATTONKAN,CHTHONIC,,,Patek,Throne Seekers,symphonic black metal,'ottawa rap',CHTHONIC閃靈【PATTONKAN 護國山】,2023-02-28,17.9,279.0,,youtube,,,,https://www.youtube.com/watch?v=vn0AECFOlUs,vn0AECFOlUs,6cxg5uaRx7AAZQWTcDOH28,65.8,-696.4,Ab,-6.964,0.0,45.9,20.5,7.52,0.0,8.07,97,audio_features,spotify:track:6cxg5uaRx7AAZQWTcDOH28,https://api.spotify.com/v1/tracks/6cxg5uaRx7AAZQWTcDOH28,https://api.spotify.com/v1/audio-analysis/6cxg5uaRx7AAZQWTcDOH28,02:52,4.0,https://i.scdn.co/image/ab67616d0000b273ed5bf95a88e546d5822766f7,2021-11-05,2021.0,False,40.0,https://p.scdn.co/mp3-preview/1d5623c8f29e70728449f58f5a9c9140f8c1f060?cid=484c8fc1e0c54669ac770f80991a8280,32,1515
Betty Machete and the Angry Cougars — Don’t Stop [punk](2023),Don’t Stop,Betty Machete and the Angry Cougars,Don't Stop,Angry Cougars,Black Cat,Betty Machete and the Angry Cougars,punk,,Angry Cougars - Don't Stop video,2023-02-24,55.2,263.0,,youtube,,,,https://www.youtube.com/watch?v=9-DK0cerNmQ,9-DK0cerNmQ,3gzLRPmJkrrEiHH3XXNUJK,97.5,-601.9,C,-6.019,1.0,35.2,5.82,0.0,81.1,43.2,108,audio_features,spotify:track:3gzLRPmJkrrEiHH3XXNUJK,https://api.spotify.com/v1/tracks/3gzLRPmJkrrEiHH3XXNUJK,https://api.spotify.com/v1/audio-analysis/3gzLRPmJkrrEiHH3XXNUJK,01:25,4.0,https://i.scdn.co/image/ab67616d0000b2733960e4e0d037e1698cc6500c,2022-10-31,2022.0,False,2.0,https://p.scdn.co/mp3-preview/1be67c6406e9da20a6f8646991e94280e0462de4?cid=484c8fc1e0c54669ac770f80991a8280,3,124
"Dozer - Ex-Human, Now Beast [Stoner Rock] (2023)","Ex-Human, Now Beast",Dozer,"Ex-Human, Now Beast",Dozer,"Ex-Human, Now Beast",Dozer,stoner rock,"'psychedelic doom', 'retro metal', 'space rock', 'stoner metal', 'stoner rock', 'swedish stoner rock'","Dozer ""Ex-Human, Now Beast"" Official Music Video",2023-02-24,44.8,244.0,,youtube,,,,https://www.youtube.com/watch?v=zNnTjnPuO7I,zNnTjnPuO7I,50WKLFqJQ9kSsmgyc8VrfH,91.2,-577.8,E,-5.778,0.0,24.6,8.5,0.01,79.6,20.6,125,audio_features,spotify:track:50WKLFqJQ9kSsmgyc8VrfH,https://api.spotify.com/v1/tracks/50WKLFqJQ9kSsmgyc8VrfH,https://api.spotify.com/v1/audio-analysis/50WKLFqJQ9kSsmgyc8VrfH,04:29,5.0,https://i.scdn.co/image/ab67616d0000b273ff79b6dc3669ce3f47116647,2023-02-21,2023.0,False,25.0,https://p.scdn.co/mp3-preview/b2f1db6f6969d88402ba95c364d5e96e69a5e88b?cid=484c8fc1e0c54669ac770f80991a8280,41,48052
Franz Ferdinand - Take Me Out [Indie Rock],Take Me Out,Franz Ferdinand,Take Me Out,Franz Ferdinand,Take Me Out,Franz Ferdinand,indie rock,"'alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock', 'scottish rock'",Franz Ferdinand - Take Me Out (Video),2023-03-01,52.7,144.0,,youtube,,,,https://www.youtube.com/watch?v=Ijk4j-r7qPA,Ijk4j-r7qPA,20I8RduZC2PWMWTDCZuuAN,66.3,-882.1,E,-8.821,0.0,27.7,3.77,0.04,0.05,13.6,104,audio_features,spotify:track:20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/tracks/20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/audio-analysis/20I8RduZC2PWMWTDCZuuAN,03:57,4.0,https://i.scdn.co/image/ab67616d0000b27309a90531b85be7899c3234c4,2004-02-16,2004.0,False,75.0,https://p.scdn.co/mp3-preview/750206fbd2c99e8f14ac9c1c000e6e9b5babb075?cid=484c8fc1e0c54669ac770f80991a8280,69,2388839
Team Tremolo - Beneath [Alternative Rock/Shoegaze] (2023),Beneath,Team Tremolo,,,Beneath,Team Tremolo,"alternative rock, shoegaze",'kansas indie',Beneath,2023-02-27,14.7,136.0,,youtube,,,,https://www.youtube.com/watch?v=yC7waWUtj0s,yC7waWUtj0s,55ZfPLLI9i8IXyobU9vEgp,84.2,-534.9,A,-5.349,1.0,46.2,4.71,0.3,41.7,47.2,145,audio_features,spotify:track:55ZfPLLI9i8IXyobU9vEgp,https://api.spotify.com/v1/tracks/55ZfPLLI9i8IXyobU9vEgp,https://api.spotify.com/v1/audio-analysis/55ZfPLLI9i8IXyobU9vEgp,04:38,4.0,https://i.scdn.co/image/ab67616d0000b273eb4262122260db8fcf3d5498,2023-02-23,2023.0,False,2.0,https://p.scdn.co/mp3-preview/a08d3b4d3b9f88eeb2c6dab78fe4e697e785698d?cid=484c8fc1e0c54669ac770f80991a8280,2,139
Elton John - Goodbye Yellow Brick Road [Pop Rock],Goodbye Yellow Brick Road,Elton John,,,Goodbye Yellow Brick Road - Remastered 2014,Elton John,pop rock,"'glam rock', 'mellow gold', 'piano rock'",Goodbye Yellow Brick Road (Remastered 2014),2023-02-27,39.7,136.0,,youtube,,,,https://www.youtube.com/watch?v=wy709iNG6i8,wy709iNG6i8,4IRHwIZHzlHT1FQpRa5RdE,47.3,-771.2,F,-7.712,1.0,55.9,2.79,44.6,0.14,15.4,121,audio_features,spotify:track:4IRHwIZHzlHT1FQpRa5RdE,https://api.spotify.com/v1/tracks/4IRHwIZHzlHT1FQpRa5RdE,https://api.spotify.com/v1/audio-analysis/4IRHwIZHzlHT1FQpRa5RdE,03:12,4.0,https://i.scdn.co/image/ab67616d0000b273f72f1e38e9bd48f18a17ed9b,1973-10-05,1973.0,False,73.0,,86,11087985
Cristian Nevola - Ci Sarai [italian music],Ci Sarai,Cristian Nevola,,,Ci sarai,Cristian Nevola,italian music,,"Cristian Nevola Ci sarai, Musica Italiana Youtube, Pop Rock Music",2023-02-28,64.2,124.0,,youtube,,,,https://www.youtube.com/watch?v=6AtLTg0XQnc,6AtLTg0XQnc,7xN7eHnbSE3Xjst7CkbpBA,87.3,-582.7,Db/C#,-5.827,1.0,61.1,3.85,45.7,0.0,17.8,93,audio_features,spotify:track:7xN7eHnbSE3Xjst7CkbpBA,https://api.spotify.com/v1/tracks/7xN7eHnbSE3Xjst7CkbpBA,https://api.spotify.com/v1/audio-analysis/7xN7eHnbSE3Xjst7CkbpBA,03:20,3.0,https://i.scdn.co/image/ab67616d0000b27383b493f72061a2c3cd766b41,2018-08-03,2018.0,False,0.0,https://p.scdn.co/mp3-preview/38aa00a51a7171ecac8b1b069480dd10c6331923?cid=484c8fc1e0c54669ac770f80991a8280,8,498
Tears for Fears - Everybody Wants to Rule the World [Synthpop / New Wave],Everybody Wants to Rule the World,Tears for Fears,Everybody Wants To Rule The World,Tears For Fears,Everybody Wants To Rule The World,Tears For Fears,"synthpop, new wave","'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'sophisti-pop', 'synthpop'",Tears For Fears - Everybody Wants To Rule The World (Official Archive Video),2023-03-01,53.5,112.0,,youtube,,,,https://www.youtube.com/watch?v=znDgBy2mHbc,znDgBy2mHbc,4RvWPyQ5RL0ao9LPZeSouE,79.5,-1209.5,G,-12.095,1.0,64.5,5.27,34.7,0.39,10.4,112,audio_features,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,04:11,4.0,https://i.scdn.co/image/ab67616d0000b27322463d6939fec9e17b2a6235,1985-02-25,1985.0,False,83.0,,75,2719343
