r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
Abstract Orchestra - Bistro [Jazz/Hip-Hop] (2018),Bistro,2022-11-20,0.96,741.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Bistro', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/JXyqCSBPwtA?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Bistro""></iframe>', 'author_name': 'Abstract Orchestra - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/JXyqCSBPwtA/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UC-J-IxUNe9TsWYCrTywbuYw'}}",Abstract Orchestra,Bistro,,,"jazz, hip hop",youtube,,https://www.youtube.com/watch?v=JXyqCSBPwtA,JXyqCSBPwtA,,,,Bistro,Abstract Orchestra - Topic,2018-11-01T10:45:29Z,PT2M26S,55852,https://i.ytimg.com/vi/JXyqCSBPwtA/hqdefault.jpg,1050,14,"['Abstract Orchestra Madvillain', 'Vol. 1 Bistro']",55.9K,1.05K,14,02:26,2018-11-01,741
"Trailer Trash - Modest Mouse [Indie Rock] Happy 25th Anniversary to the album the Lonesome Crowded West, released November 18th 1997",Modest Mouse - Trailer Trash,2022-11-18,0.95,610.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Modest Mouse - Trailer Trash', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/OjecIllOEio?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Modest Mouse - Trailer Trash""></iframe>', 'author_name': 'spoonyfork', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/OjecIllOEio/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@spoonyfork'}}",Trailer Trash,Modest Mouse,Modest Mouse,Trailer Trash,indie rock,youtube,,https://www.youtube.com/watch?v=OjecIllOEio,OjecIllOEio,,,,Modest Mouse - Trailer Trash,spoonyfork,2010-07-13T04:24:37Z,PT5M50S,2983835,https://i.ytimg.com/vi/OjecIllOEio/hqdefault.jpg,13444,973,"['modest', 'mouse', 'trailer', 'trash', 'The', 'Lonesome', 'Crowded', 'West']",2.98M,13.4K,973,05:50,2010-07-13,610
Philip Glass - Koyaanisqatsi [Classical],Koyaanisqatsi - Ending Scene (Best Quality),2022-11-20,0.94,460.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Koyaanisqatsi - Ending Scene (Best Quality)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/OacVy8_nJi0?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Koyaanisqatsi - Ending Scene (Best Quality)""></iframe>', 'author_name': 'RikkiiZ', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/OacVy8_nJi0/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@RikkiiZ'}}",Philip Glass,Koyaanisqatsi,Koyaanisqatsi,Ending Scene,classical,youtube,,https://www.youtube.com/watch?v=OacVy8_nJi0,OacVy8_nJi0,,,,Koyaanisqatsi - Ending Scene (Best Quality),RikkiiZ,2014-07-30T22:24:36Z,PT5M28S,836076,https://i.ytimg.com/vi/OacVy8_nJi0/hqdefault.jpg,11187,1287,,836K,11.2K,1.29K,05:28,2014-07-30,460
Wormrot - Behind Closed Doors [Grindcore] (2022),Wormrot - Behind Closed Doors (Official Video),2022-11-16,0.89,329.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'Wormrot - Behind Closed Doors (Official Video)', 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/yJGYqFAzsHc?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Wormrot - Behind Closed Doors (Official Video)""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'version': '1.0', 'author_name': 'Earache Records', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/yJGYqFAzsHc/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/earacherecords'}, 'type': 'youtube.com'}",Wormrot,Behind Closed Doors,Wormrot,Behind Closed Doors,grindcore,youtube,,https://www.youtube.com/watch?v=yJGYqFAzsHc,yJGYqFAzsHc,,,,Wormrot - Behind Closed Doors (Official Video),Earache Records,2022-03-16T08:59:15Z,PT1M30S,128163,https://i.ytimg.com/vi/yJGYqFAzsHc/hqdefault.jpg,5183,324,"['wormrot', 'behind closed doors', 'official', 'video', 'music video', 'hiss']",128K,5.18K,324,01:30,2022-03-16,329
Paysage d'Hiver - Paysage d'Hiver [Atmospheric Black Metal] (1999),Paysage d'Hiver - Paysage d'Hiver (Full Demo),2022-11-19,0.9,291.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""Paysage d'Hiver - Paysage d'Hiver (Full Demo)"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/ftJpAjEI9F8?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Paysage d&#39;Hiver - Paysage d&#39;Hiver (Full Demo)""></iframe>', 'author_name': 'Black Metal Forest', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/ftJpAjEI9F8/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@BlackMetalForest'}}",Paysage dHiver,Paysage dHiver,Paysage dHiver,Paysage dHiver,atmospheric black metal,youtube,,https://www.youtube.com/watch?v=ftJpAjEI9F8,ftJpAjEI9F8,,,,Paysage d'Hiver - Paysage d'Hiver (Full Demo),Black Metal Forest,2019-12-21T18:16:54Z,PT54M23S,30180,https://i.ytimg.com/vi/ftJpAjEI9F8/hqdefault.jpg,876,123,"[""Paysage d'Hiver"", 'black metal', 'ambient', 'black metal forest']",30.2K,876,123,54:23,2019-12-21,291
Mutefish -- Old Reggae [gaelic/ pop rock] (2010),MUTEFISH - Old Reggae,2022-11-16,0.95,250.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'MUTEFISH - Old Reggae', 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/kMcpwGyMVJU?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""MUTEFISH - Old Reggae""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'version': '1.0', 'author_name': 'Mutefish', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/kMcpwGyMVJU/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@nonstopMUTEFISHdance'}, 'type': 'youtube.com'}",Mutefish,Old Reggae,MUTEFISH,Old Reggae,"gaelic, pop rock",youtube,,https://www.youtube.com/watch?v=kMcpwGyMVJU,kMcpwGyMVJU,,,,MUTEFISH - Old Reggae,Mutefish,2016-04-23T13:33:52Z,PT2M27S,8925,https://i.ytimg.com/vi/kMcpwGyMVJU/hqdefault.jpg,103,4,"['mutefish', 'old reggae', 'on draught', 'official audio']",8.92K,103,4,02:27,2016-04-23,250
Jakey - DRIVE OFF A BRIDGE [rap/hip-hop] (2022),DRIVE OFF A BRIDGE,2022-11-18,0.88,194.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'DRIVE OFF A BRIDGE', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/imgOcekUvVg?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""DRIVE OFF A BRIDGE""></iframe>', 'author_name': 'Jakey - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/imgOcekUvVg/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UC_3aC-0yV6vJh_sHYrz2kRA'}}",Jakey,DRIVE OFF A BRIDGE,,,"rap, hip hop",youtube,,https://www.youtube.com/watch?v=imgOcekUvVg,imgOcekUvVg,,,,DRIVE OFF A BRIDGE,Jakey - Topic,2022-11-17T12:38:45Z,PT3M22S,34302,https://i.ytimg.com/vi/imgOcekUvVg/hqdefault.jpg,1681,0,"['Jakey', 'ROMCOM', 'DRIVE OFF A BRIDGE']",34.3K,1.68K,0,03:22,2022-11-17,194
Otis Redding - (Sittin' On) The Dock of the Bay [Soul],[Sittin' On] the Dock of the Bay,2022-11-19,0.94,157.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""[Sittin' On] the Dock of the Bay"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/Zu5chXCp1Ag?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""[Sittin&#39; On] the Dock of the Bay""></iframe>', 'author_name': 'Otis Redding - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/Zu5chXCp1Ag/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCqgDLm2XV81s2IdoF4Skgbg'}}",Otis Redding,,,,soul,youtube,,https://www.youtube.com/watch?v=Zu5chXCp1Ag,Zu5chXCp1Ag,,,,[Sittin' On] the Dock of the Bay,Otis Redding - Topic,2016-04-08T00:43:43Z,PT2M47S,33378292,https://i.ytimg.com/vi/Zu5chXCp1Ag/hqdefault.jpg,461219,112,"['Otis Redding', 'The Dock of the Bay', ""(Sittin' On) the Dock of the Bay""]",33.4M,461K,112,02:47,2016-04-08,157
Phantom Handshakes -- Stuck in a Fantasy [dream pop] (2022),Phantom Handshakes - Stuck in a Fantasy (Official Video),2022-11-17,0.9,122.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'Phantom Handshakes - Stuck in a Fantasy (Official Video)', 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/j15SUbKxpGc?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Phantom Handshakes - Stuck in a Fantasy (Official Video)""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'version': '1.0', 'author_name': 'Phantom Handshakes', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/j15SUbKxpGc/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCq1FgNwgIkjOTvuHXAw2UaA'}, 'type': 'youtube.com'}",Phantom Handshakes,Stuck in a Fantasy,Phantom Handshakes,Stuck in a Fantasy,dream pop,youtube,,https://www.youtube.com/watch?v=j15SUbKxpGc,j15SUbKxpGc,,,,Phantom Handshakes - Stuck in a Fantasy (Official Video),Phantom Handshakes,2022-10-06T05:00:10Z,PT3M23S,2151,https://i.ytimg.com/vi/j15SUbKxpGc/hqdefault.jpg,103,18,,2.15K,103,18,03:23,2022-10-06,122
Sunni Colón - Provide [R&b/Soul] (2021),Sunni Colón - PROVIDE (Official Video),2022-11-19,0.89,111.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Sunni Colón - PROVIDE (Official Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/vP2D1rRIQk8?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Sunni Colón - PROVIDE (Official Video)""></iframe>', 'author_name': 'Sunni Colón', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/vP2D1rRIQk8/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UC_rhtDUqaWoHZoYiz1AUzbg'}}",Sunni Colón,Provide,Sunni Colón,PROVIDE,"r&b, soul",youtube,,https://www.youtube.com/watch?v=vP2D1rRIQk8,vP2D1rRIQk8,,,,Sunni Colón - PROVIDE (Official Video),Sunni Colón,2021-04-09T17:08:45Z,PT4M33S,884514,https://i.ytimg.com/vi/vP2D1rRIQk8/hqdefault.jpg,39042,810,,885K,39K,810,04:33,2021-04-09,111
