r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
Pelican -- Australasia [post-rock / post-metal / stoner rock] (2003),Pelican - Australasia - Australasia,2022-11-06,0.95,639.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Pelican - Australasia - Australasia', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/LarwAMC_lNE?start=290&feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Pelican - Australasia - Australasia""></iframe>', 'author_name': 'MechanicalRainWolf', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/LarwAMC_lNE/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/MechanicalRainWolf'}}",Pelican,Australasia,Pelican,Australasia - Australasia,"post-rock, post-metal, stoner rock",youtube,,https://www.youtube.com/watch?v=LarwAMC_lNE,LarwAMC_lNE,,,,Pelican - Australasia - Australasia,MechanicalRainWolf,2009-08-30T07:53:28Z,PT10M49S,61724,https://i.ytimg.com/vi/LarwAMC_lNE/hqdefault.jpg,422,32,"['Pelican', 'Australasia', 'Metal', 'Post-Metal', 'Post-Rock', 'Instrumental', 'Music', 'Hydra', 'Head', 'Records']",61.7K,422,32,10:49,2009-08-30,639
"The Raconteurs - Steady, as She Goes [Rock]","The Raconteurs – Steady, As She Goes (Official Music Video - Jim Jarmusch Version)",2022-11-08,0.92,538.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'The Raconteurs – Steady, As She Goes (Official Music Video - Jim Jarmusch Version)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/DXAidGQUuns?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""The Raconteurs – Steady, As She Goes (Official Music Video - Jim Jarmusch Version)""></iframe>', 'author_name': 'The Raconteurs', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/DXAidGQUuns/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/theraconteurs'}}",The Raconteurs,"Steady, as She Goes",The Raconteurs,"Steady, As She Goes",rock,youtube,,https://www.youtube.com/watch?v=DXAidGQUuns,DXAidGQUuns,,,,"The Raconteurs – Steady, As She Goes (Official Music Video - Jim Jarmusch Version)",The Raconteurs,2008-08-29T14:09:55Z,PT3M50S,7990459,https://i.ytimg.com/vi/DXAidGQUuns/hqdefault.jpg,92291,1936,"['steady as she goes', 'the raconteurs', 'the raconteurs steady as she goes', 'raconteurs', 'raconteurs steady as she goes', 'steady as she goes the raconteurs', 'jack white', 'jack white steady as she goes', 'white stripes', 'jack white raconteurs', ""now that you're gone"", 'the white stripes', 'hardest button to button', 'rock music', 'garage rock', ""jack white I'm shakin'"", 'icky thump', 'seven nation army', 'my doorbell']",7.99M,92.3K,1.94K,03:50,2008-08-29,538
Nomeansno - Dark Ages[Post-Hardcore](1988),Dark Ages - Nomeansno,2022-11-09,0.93,367.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Dark Ages - Nomeansno', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/vmBDkYGVqGQ?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Dark Ages - Nomeansno""></iframe>', 'author_name': 'stoneygraved', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/vmBDkYGVqGQ/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/stoneygraved'}}",Nomeansno,Dark Ages,Dark Ages,Nomeansno,post-hardcore,youtube,,https://www.youtube.com/watch?v=vmBDkYGVqGQ,vmBDkYGVqGQ,,,,Dark Ages - Nomeansno,stoneygraved,2010-06-17T21:04:39Z,PT5M22S,90091,https://i.ytimg.com/vi/vmBDkYGVqGQ/hqdefault.jpg,818,69,"['DarkAges', 'Nomeansno (Musical Group)', 'Music (TV Genre)']",90.1K,818,69,05:22,2010-06-17,367
Interpol - Obstacle 1 [Post-punk revival],Obstacle 1,2022-11-07,0.96,363.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Obstacle 1', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/E7dDkcFo3R8?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Obstacle 1""></iframe>', 'author_name': 'Interpol - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/E7dDkcFo3R8/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCTz1LbApOPI1byhP61ktXdw'}}",Interpol,Obstacle 1,,,post-punk revival,youtube,,https://www.youtube.com/watch?v=E7dDkcFo3R8,E7dDkcFo3R8,,,,Obstacle 1,Interpol - Topic,2020-01-03T11:15:35Z,PT4M12S,1640578,https://i.ytimg.com/vi/E7dDkcFo3R8/hqdefault.jpg,30218,91,"['Interpol', 'Turn On The Bright Lights', 'Obstacle 1']",1.64M,30.2K,91,04:12,2020-01-03,363
H.G. Williams -- Sweet Marie [Ballad] (1893),"""Sweet Marie"" H. G. Williams = brown wax cylinder from Ohio Phonograph Company, 1890s James L. Andem",2022-11-07,0.94,322.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': '""Sweet Marie"" H. G. Williams = brown wax cylinder from Ohio Phonograph Company, 1890s James L. Andem', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/c0dJc7kP4pM?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""&quot;Sweet Marie&quot; H. G. Williams = brown wax cylinder from Ohio Phonograph Company, 1890s James L. Andem""></iframe>', 'author_name': 'Tim Gracyk', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/c0dJc7kP4pM/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCtRvrDqERePGnsZbXwHbQtA'}}",H.G. Williams,Sweet Marie,,Sweet Marie,ballad,youtube,,https://www.youtube.com/watch?v=c0dJc7kP4pM,c0dJc7kP4pM,,,,"""Sweet Marie"" H. G. Williams = brown wax cylinder from Ohio Phonograph Company, 1890s James L. Andem",Tim Gracyk,2022-06-27T21:08:44Z,PT2M39S,1292,https://i.ytimg.com/vi/c0dJc7kP4pM/hqdefault.jpg,22,4,,1.29K,22,4,02:39,2022-06-27,322
Regina Spektor - Ballad of a Politician [antifolk],"Regina Spektor - ""Ballad Of A Politician"" LIVE Studio Session",2022-11-07,0.9,308.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Regina Spektor - ""Ballad Of A Politician"" LIVE Studio Session', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/Mr3RaL3dXOA?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Regina Spektor - &quot;Ballad Of A Politician&quot; LIVE Studio Session""></iframe>', 'author_name': 'Billboard', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/Mr3RaL3dXOA/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/Billboard'}}",Regina Spektor,Ballad of a Politician,Regina Spektor,Ballad Of A Politician,antifolk,youtube,,https://www.youtube.com/watch?v=Mr3RaL3dXOA,Mr3RaL3dXOA,,,,"Regina Spektor - ""Ballad Of A Politician"" LIVE Studio Session",Billboard,2012-09-11T22:40:34Z,PT2M29S,100503,https://i.ytimg.com/vi/Mr3RaL3dXOA/hqdefault.jpg,1764,65,"['Regina Spektor', 'regina', 'spektor', 'piano', 'Regina Spektor (Singer)', 'Ballad of a politician', 'The party', 'how', 'mophonics nyc', 'billboard', 'billboardtv', 'concert', 'studio', 'acoustic session', 'studio session']",101K,1.76K,65,02:29,2012-09-11,308
"Live - Lightning Crashes (Live on 2 Meter Sessions, 1995) [Alternative rock]","Live - Lightning Crashes (Live on 2 Meter Sessions, 1995)",2022-11-09,0.94,255.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Live - Lightning Crashes (Live on 2 Meter Sessions, 1995)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/4try6D9PBrw?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Live - Lightning Crashes (Live on 2 Meter Sessions, 1995)""></iframe>', 'author_name': '2metersessions', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/4try6D9PBrw/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/2metersessies'}}",Live,Lightning Crashes,Live,Lightning Crashes,alternative rock,youtube,,https://www.youtube.com/watch?v=4try6D9PBrw,4try6D9PBrw,,,,"Live - Lightning Crashes (Live on 2 Meter Sessions, 1995)",2metersessions,2020-12-27T09:48:04Z,PT5M34S,102132,https://i.ytimg.com/vi/4try6D9PBrw/hqdefault.jpg,1701,71,"['Live', 'Lightning Crashes', 'Throwing copper', 'rock', ""90's rock"", 'nineties rock', 'alternative rock', 'alternative', 'Ed Kowalczyk', 'holland', 'television', 'twee meter sessies', 'two meters']",102K,1.7K,71,05:34,2020-12-27,255
N'Gou Bagayoko - Kulu [World / African] (2002),Kulu,2022-11-05,0.9,239.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Kulu', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/rbULF2nrix0?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Kulu""></iframe>', 'author_name': ""N'Gou Bagayoko - Topic"", 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/rbULF2nrix0/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCiL4S2krZX_NJgbVhjvCzNA'}}",NGou Bagayoko,Kulu,,,"world, african",youtube,,https://www.youtube.com/watch?v=rbULF2nrix0,rbULF2nrix0,,,,Kulu,N'Gou Bagayoko - Topic,2015-01-28T20:18:38Z,PT3M46S,21765,https://i.ytimg.com/vi/rbULF2nrix0/hqdefault.jpg,402,1,"[""N'Gou"", 'Bagayoko', 'Kulu']",21.8K,402,1,03:46,2015-01-28,239
JW Francis - Dream House [lofi rock jangle pop] (2022),JW Francis - Dream House (Official Music Video),2022-11-09,0.91,214.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'JW Francis - Dream House (Official Music Video)', 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/I8i7MQbowwM?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""JW Francis - Dream House (Official Music Video)""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'version': '1.0', 'author_name': 'JW Francis', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/I8i7MQbowwM/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/JWFrancis'}, 'type': 'youtube.com'}",JW Francis,Dream House,JW Francis,Dream House,lofi rock jangle pop,youtube,,https://www.youtube.com/watch?v=I8i7MQbowwM,I8i7MQbowwM,,,,JW Francis - Dream House (Official Music Video),JW Francis,2022-11-09T07:04:30Z,PT2M57S,2854,https://i.ytimg.com/vi/I8i7MQbowwM/hqdefault.jpg,87,16,,2.85K,87,16,02:57,2022-11-09,214
Sigur Rós - Svefn-g-englar [Post-Rock],Svefn-g-englar,2022-11-09,0.95,198.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Svefn-g-englar', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/VCVtqwu3_vg?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Svefn-g-englar""></iframe>', 'author_name': 'Sigur Rós - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/VCVtqwu3_vg/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCgI0KusPV2kAfsflrsAunUw'}}",Sigur Rós,Svefn-g-englar,Svefn,g-englar,post-rock,youtube,,https://www.youtube.com/watch?v=VCVtqwu3_vg,VCVtqwu3_vg,,,,Svefn-g-englar,Sigur Rós - Topic,2018-12-19T19:20:24Z,PT10M7S,1707476,https://i.ytimg.com/vi/VCVtqwu3_vg/hqdefault.jpg,25494,220,"['Sigur Rós', 'Ágætis byrjun', 'Svefn-g-englar']",1.71M,25.5K,220,10:07,2018-12-19,198
