sp_song,sp_artist,r_title,r_media_title,r_post_song,r_post_artist,r_media_song,r_media_artist,id,sp_link,r_score,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview
Lazy Eye,Silversun Pickups,Silverspun Pickups - Lazy Eye [Alt Rock] (2006),Silversun Pickups - Lazy Eye (Official Video),Lazy Eye,Silverspun Pickups,Lazy Eye,Silversun Pickups,1aDLUzCyYpRXgrjwUWzV2X,,5460.0,0.633,0.831,4,-5.053,1,0.0461,0.0401,0.693,0.117,0.243,127.397,audio_features,spotify:track:1aDLUzCyYpRXgrjwUWzV2X,https://api.spotify.com/v1/tracks/1aDLUzCyYpRXgrjwUWzV2X,https://api.spotify.com/v1/audio-analysis/1aDLUzCyYpRXgrjwUWzV2X,354360,4,https://i.scdn.co/image/ab67616d0000b2739caa0b7bb4d3966f6fb2a266,2006-07-25,2006,False,62,https://p.scdn.co/mp3-preview/f0db82852cf6eff29fa200047e7a47c82d901cc7?cid=484c8fc1e0c54669ac770f80991a8280
Lazy Eye,Silversun Pickups,Silverspun Pickups - Lazy Eye [Alt Rock] (2006),Silversun Pickups - Lazy Eye (Official Video),Lazy Eye,Silverspun Pickups,Lazy Eye,Silversun Pickups,1aDLUzCyYpRXgrjwUWzV2X,,5460.0,0.633,0.831,4,-5.053,1,0.0461,0.0401,0.693,0.117,0.243,127.397,audio_features,spotify:track:1aDLUzCyYpRXgrjwUWzV2X,https://api.spotify.com/v1/tracks/1aDLUzCyYpRXgrjwUWzV2X,https://api.spotify.com/v1/audio-analysis/1aDLUzCyYpRXgrjwUWzV2X,354360,4,https://i.scdn.co/image/ab67616d0000b2739caa0b7bb4d3966f6fb2a266,2006-07-25,2006,False,62,https://p.scdn.co/mp3-preview/f0db82852cf6eff29fa200047e7a47c82d901cc7?cid=484c8fc1e0c54669ac770f80991a8280
Long Long Time,Linda Ronstadt,Linda Ronstadt - Long Long Time [Country],Long Long Time,Long Long Time,Linda Ronstadt,,,1khA4hwhZD4HMecyE1e9U1,,429.0,0.427,0.192,9,-14.611,1,0.0285,0.795,2.55e-06,0.314,0.272,91.088,audio_features,spotify:track:1khA4hwhZD4HMecyE1e9U1,https://api.spotify.com/v1/tracks/1khA4hwhZD4HMecyE1e9U1,https://api.spotify.com/v1/audio-analysis/1khA4hwhZD4HMecyE1e9U1,263400,4,https://i.scdn.co/image/ab67616d0000b2734de8bcd79e1f0f4a23b4f007,1970-04-13,1970,False,65,
Fortune Teller,Say She She,Say She She - Fortune Teller [Soul] (2022),Say She She - Fortune Teller [OFFICIAL VIDEO],Fortune Teller,Say She She,Fortune Teller,Say She She,2G01T828C7rQXDjn0v24Ku,,406.0,0.681,0.498,11,-8.491,0,0.0318,0.251,0.00066,0.0842,0.875,89.688,audio_features,spotify:track:2G01T828C7rQXDjn0v24Ku,https://api.spotify.com/v1/tracks/2G01T828C7rQXDjn0v24Ku,https://api.spotify.com/v1/audio-analysis/2G01T828C7rQXDjn0v24Ku,199578,4,https://i.scdn.co/image/ab67616d0000b273c643bcbaec728b040dfccbfa,2022-10-07,2022,False,41,https://p.scdn.co/mp3-preview/098a09057887f1fb3897ff2c8d4f6b9fba3c265f?cid=484c8fc1e0c54669ac770f80991a8280
Fortune Teller,Say She She,Say She She - Fortune Teller [Soul] (2022),Say She She - Fortune Teller [OFFICIAL VIDEO],Fortune Teller,Say She She,Fortune Teller,Say She She,2G01T828C7rQXDjn0v24Ku,,406.0,0.681,0.498,11,-8.491,0,0.0318,0.251,0.00066,0.0842,0.875,89.688,audio_features,spotify:track:2G01T828C7rQXDjn0v24Ku,https://api.spotify.com/v1/tracks/2G01T828C7rQXDjn0v24Ku,https://api.spotify.com/v1/audio-analysis/2G01T828C7rQXDjn0v24Ku,199578,4,https://i.scdn.co/image/ab67616d0000b273c643bcbaec728b040dfccbfa,2022-10-07,2022,False,41,https://p.scdn.co/mp3-preview/098a09057887f1fb3897ff2c8d4f6b9fba3c265f?cid=484c8fc1e0c54669ac770f80991a8280
I'm a Banana,Onision,"アンナ・バナナ Anna Banana - Follow Me I [Soul, Jazz, Citypop] (1991)",アンナ・バナナ Anna Banana - Follow Me I (1991),Follow Me I,アンナ・バナナ Anna Banana,Follow Me I,アンナ・バナナ Anna Banana,315YiOWf8Yy7gOEOLpyWQs,,383.0,0.625,0.705,2,-3.444,1,0.122,0.0748,7.77e-06,0.493,0.48,129.875,audio_features,spotify:track:315YiOWf8Yy7gOEOLpyWQs,https://api.spotify.com/v1/tracks/315YiOWf8Yy7gOEOLpyWQs,https://api.spotify.com/v1/audio-analysis/315YiOWf8Yy7gOEOLpyWQs,90227,4,https://i.scdn.co/image/ab67616d0000b273287e1ea1aed899427489e0be,2010-10-01,2010,False,45,https://p.scdn.co/mp3-preview/d69564ed6ba773c43aa508cf62cfb0b9938b79bd?cid=484c8fc1e0c54669ac770f80991a8280
I'm a Banana,Onision,"アンナ・バナナ Anna Banana - Follow Me I [Soul, Jazz, Citypop] (1991)",アンナ・バナナ Anna Banana - Follow Me I (1991),Follow Me I,アンナ・バナナ Anna Banana,Follow Me I,アンナ・バナナ Anna Banana,315YiOWf8Yy7gOEOLpyWQs,,383.0,0.625,0.705,2,-3.444,1,0.122,0.0748,7.77e-06,0.493,0.48,129.875,audio_features,spotify:track:315YiOWf8Yy7gOEOLpyWQs,https://api.spotify.com/v1/tracks/315YiOWf8Yy7gOEOLpyWQs,https://api.spotify.com/v1/audio-analysis/315YiOWf8Yy7gOEOLpyWQs,90227,4,https://i.scdn.co/image/ab67616d0000b273287e1ea1aed899427489e0be,2010-10-01,2010,False,45,https://p.scdn.co/mp3-preview/d69564ed6ba773c43aa508cf62cfb0b9938b79bd?cid=484c8fc1e0c54669ac770f80991a8280
Trouble in Mind,Bud Grant,Bud Grant - Trouble in Mind [Blues] (1969),Bud Grant - Trouble In Mind,Trouble in Mind,Bud Grant,Trouble In Mind,Bud Grant,561pqz0fiS4ab7vThh6J1j,,286.0,0.668,0.153,8,-16.151,1,0.0422,0.906,0.0259,0.13,0.623,101.368,audio_features,spotify:track:561pqz0fiS4ab7vThh6J1j,https://api.spotify.com/v1/tracks/561pqz0fiS4ab7vThh6J1j,https://api.spotify.com/v1/audio-analysis/561pqz0fiS4ab7vThh6J1j,177440,4,https://i.scdn.co/image/ab67616d0000b273020d44ca31f176c50e81822a,2007-01-02,2007,False,1,https://p.scdn.co/mp3-preview/01d2c8cc8b5ebb67907b3b3ed06fcf58803f3c18?cid=484c8fc1e0c54669ac770f80991a8280
Trouble in Mind,Bud Grant,Bud Grant - Trouble in Mind [Blues] (1969),Bud Grant - Trouble In Mind,Trouble in Mind,Bud Grant,Trouble In Mind,Bud Grant,561pqz0fiS4ab7vThh6J1j,,286.0,0.668,0.153,8,-16.151,1,0.0422,0.906,0.0259,0.13,0.623,101.368,audio_features,spotify:track:561pqz0fiS4ab7vThh6J1j,https://api.spotify.com/v1/tracks/561pqz0fiS4ab7vThh6J1j,https://api.spotify.com/v1/audio-analysis/561pqz0fiS4ab7vThh6J1j,177440,4,https://i.scdn.co/image/ab67616d0000b273020d44ca31f176c50e81822a,2007-01-02,2007,False,1,https://p.scdn.co/mp3-preview/01d2c8cc8b5ebb67907b3b3ed06fcf58803f3c18?cid=484c8fc1e0c54669ac770f80991a8280
Casimir Pulaski Day,Sufjan Stevens,Sufjan Stevens - Casimir Pulaski Day [Indie Folk],Casimir Pulaski Day,Casimir Pulaski Day,Sufjan Stevens,,,53TIOhzNpRpl8xKdscSQSv,,281.0,0.685,0.172,8,-14.979,1,0.0412,0.909,0.00154,0.286,0.563,133.902,audio_features,spotify:track:53TIOhzNpRpl8xKdscSQSv,https://api.spotify.com/v1/tracks/53TIOhzNpRpl8xKdscSQSv,https://api.spotify.com/v1/audio-analysis/53TIOhzNpRpl8xKdscSQSv,353947,4,https://i.scdn.co/image/ab67616d0000b273712c76b4152918fb8d37c53d,2005-07-05,2005,False,52,https://p.scdn.co/mp3-preview/6af2c87ae27a999019ca95759e331f0753715694?cid=484c8fc1e0c54669ac770f80991a8280
Pickin' up the Pieces,Fitz and The Tantrums,Warumpi Band - Fitzroy Cossing [Aboriginal Country Rock] (1985),Fitzroy Crossing,Fitzroy Cossing,Warumpi Band,,,695W2j99IV98nTIbpJScPu,,271.0,0.77,0.948,2,-3.478,0,0.035,0.0398,0.0,0.303,0.87,109.789,audio_features,spotify:track:695W2j99IV98nTIbpJScPu,https://api.spotify.com/v1/tracks/695W2j99IV98nTIbpJScPu,https://api.spotify.com/v1/audio-analysis/695W2j99IV98nTIbpJScPu,189907,4,https://i.scdn.co/image/ab67616d0000b27330d3f9716967aba89f44afee,2010-08-24,2010,False,29,https://p.scdn.co/mp3-preview/5e4fea3a71dcc716b6ecfedeb214dfc205b9a285?cid=484c8fc1e0c54669ac770f80991a8280
Sir Duke,Stevie Wonder,Stevie Wonder - Sir Duke [Soul],Sir Duke,Sir Duke,Stevie Wonder,,,4pNiE4LCVV74vfIBaUHm1b,,266.0,0.588,0.568,6,-9.766,1,0.0672,0.16,0.0,0.0792,0.952,106.938,audio_features,spotify:track:4pNiE4LCVV74vfIBaUHm1b,https://api.spotify.com/v1/tracks/4pNiE4LCVV74vfIBaUHm1b,https://api.spotify.com/v1/audio-analysis/4pNiE4LCVV74vfIBaUHm1b,232760,4,https://i.scdn.co/image/ab67616d0000b2732fee61bfec596bb6f5447c50,1976-09-28,1976,False,68,
