r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
Tears For Fears - Everybody Wants to Rule the World [New Wave],Everybody Wants To Rule The World,2022-11-04,0.94,1240.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Everybody Wants To Rule The World', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/U4zA0xnBEJU?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Everybody Wants To Rule The World""></iframe>', 'author_name': 'Tears for Fears - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/U4zA0xnBEJU/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCcozhiTOkGB1HCOgdBlEFPA'}}",Tears For Fears,Everybody Wants to Rule the World,,,new wave,youtube,,https://www.youtube.com/watch?v=U4zA0xnBEJU,U4zA0xnBEJU,,,,Everybody Wants To Rule The World,Tears for Fears - Topic,2018-07-26T02:56:48Z,PT4M12S,19601663,https://i.ytimg.com/vi/U4zA0xnBEJU/hqdefault.jpg,267245,5151,"['Tears For Fears', 'ティアーズフォーフィアーズ', 'ティアーズ・フォー・フィアーズ', 'Songs From The Big Chair', 'Everybody Wants To Rule The World', 'ルールザワールド', 'ルール・ザ・ワールド']",19.6M,267K,5.15K,04:12,2018-07-26,1.24K
Sneaker Pimps - 6 Underground [Trip Hop],6 Underground,2022-11-02,0.94,1215.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': '6 Underground', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/C7JHvenOOM0?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""6 Underground""></iframe>', 'author_name': 'Sneaker Pimps - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/C7JHvenOOM0/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCJyWGubOprIC7wq4VA7mk5Q'}}",Sneaker Pimps,6 Underground,,,trip hop,youtube,,https://www.youtube.com/watch?v=C7JHvenOOM0,C7JHvenOOM0,,,,6 Underground,Sneaker Pimps - Topic,2019-07-26T21:26:07Z,PT4M12S,450885,https://i.ytimg.com/vi/C7JHvenOOM0/hqdefault.jpg,11038,54,"['Sneaker Pimps', 'Liam Howe', 'Chris Corner', 'Ian Pickering', 'Keli Ali', 'Joe Wilson', 'David Westlake', '6 Underground']",451K,11K,54,04:12,2019-07-26,1.22K
Melvins - Honey Bucket [Sludge Metal/Grunge],Honey Bucket,2022-11-04,0.95,776.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Honey Bucket', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/p2sez21Cyyo?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Honey Bucket""></iframe>', 'author_name': 'Melvins - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/p2sez21Cyyo/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCIiCAKBmdf7ef6w4ums3dtQ'}}",Melvins,Honey Bucket,,,"sludge metal, grunge",youtube,,https://www.youtube.com/watch?v=p2sez21Cyyo,p2sez21Cyyo,,,,Honey Bucket,Melvins - Topic,2015-03-26T12:35:54Z,PT3M2S,2293990,https://i.ytimg.com/vi/p2sez21Cyyo/hqdefault.jpg,37287,285,"['Melvins', 'Houdini', 'Honey Bucket']",2.29M,37.3K,285,03:02,2015-03-26,776
"Alexandra Viloteau & Elizabeth Boardman — ""I'll Fly Away"" [American folk] (2022)","""I'll Fly Away"" - Alexandra Viloteau & Elizabeth Boardman",2022-10-31,0.87,437.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': '""I\'ll Fly Away"" - Alexandra Viloteau & Elizabeth Boardman', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/EZKLNeaP7g0?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""&quot;I&#39;ll Fly Away&quot; - Alexandra Viloteau &amp; Elizabeth Boardman""></iframe>', 'author_name': 'Alexandra Iranfar-Viloteau', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/EZKLNeaP7g0/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UChwP-VLw-TGNUAjwF2NbIXA'}}",Alexandra Viloteau & Elizabeth Boardman,Ill Fly Away,,I'll Fly Away,american folk,youtube,,https://www.youtube.com/watch?v=EZKLNeaP7g0,EZKLNeaP7g0,,,,"""I'll Fly Away"" - Alexandra Viloteau & Elizabeth Boardman",Alexandra Iranfar-Viloteau,2022-10-07T16:21:30Z,PT3M28S,3839,https://i.ytimg.com/vi/EZKLNeaP7g0/hqdefault.jpg,78,5,,3.84K,78,5,03:28,2022-10-07,437
Joe Hertler & The Rainbow Seekers - What I Want [Dance Pop / Indie] (2022),Joe Hertler & The Rainbow Seekers - What I Want [Official Music Video],2022-11-03,0.92,390.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Joe Hertler & The Rainbow Seekers - What I Want [Official Music Video]', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/SQ8s_YK_WjA?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Joe Hertler &amp; The Rainbow Seekers - What I Want [Official Music Video]""></iframe>', 'author_name': 'Joe Hertler', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/SQ8s_YK_WjA/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/JoeHertler'}}",Joe Hertler & The Rainbow Seekers,What I Want,Joe Hertler & The Rainbow Seekers,What I Want,"dance pop, indie",youtube,,https://www.youtube.com/watch?v=SQ8s_YK_WjA,SQ8s_YK_WjA,,,,Joe Hertler & The Rainbow Seekers - What I Want [Official Music Video],Joe Hertler,2022-11-03T13:00:08Z,PT3M53S,2080,https://i.ytimg.com/vi/SQ8s_YK_WjA/hqdefault.jpg,66,17,"['joe hertler', 'rainbow seekers', 'old love', 'music video', 'joe hertler & the rainbow seekers', 'joe hertler and the rainbow seekers', 'the rainbow seekers', 'soul', 'funk', 'new music', 'new song', 'motown', 'ripe goon squad', 'lawrence the band', 'magic city hippies', 'indie music', 'indie pop', 'happy', 'official music video', 'What I Want', 'Unicorn', 'Terrinteno', 'Action']",2.08K,66,17,03:53,2022-11-03,390
Good Funk Shui - Not the Droid You're Looking For [Funk] (2022),Good Funk Shui - 'Not the Droid You're Looking For' Official Music Video,2022-11-01,0.89,282.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""Good Funk Shui - 'Not the Droid You're Looking For' Official Music Video"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/KtO2pqM6DvI?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Good Funk Shui - &#39;Not the Droid You&#39;re Looking For&#39; Official Music Video""></iframe>', 'author_name': 'Nate Wong', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/KtO2pqM6DvI/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/NateWongMusic'}}",Good Funk Shui,Not the Droid Youre Looking For,Good Funk Shui,Not the Droid You're Looking For,funk,youtube,,https://www.youtube.com/watch?v=KtO2pqM6DvI,KtO2pqM6DvI,,,,Good Funk Shui - 'Not the Droid You're Looking For' Official Music Video,Nate Wong,2022-03-14T11:01:04Z,PT6M16S,3723,https://i.ytimg.com/vi/KtO2pqM6DvI/hqdefault.jpg,119,11,"['good feng shui', 'nate wong', 'popper', 'popping', 'dance']",3.72K,119,11,06:16,2022-03-14,282
Minnie Riperton - Lovin' You [Soul],Minnie Riperton - Lovin' You (Official Video),2022-11-03,0.97,238.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""Minnie Riperton - Lovin' You (Official Video)"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/9I3UTG1dSTc?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Minnie Riperton - Lovin&#39; You (Official Video)""></iframe>', 'author_name': 'Minnie Riperton', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/9I3UTG1dSTc/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UClRjFbfzLFZT2ynka6W6IDw'}}",Minnie Riperton,Lovin You,Minnie Riperton,Lovin You,soul,youtube,,https://www.youtube.com/watch?v=9I3UTG1dSTc,9I3UTG1dSTc,,,,Minnie Riperton - Lovin' You (Official Video),Minnie Riperton,2014-06-09T22:11:46Z,PT3M20S,767628,https://i.ytimg.com/vi/9I3UTG1dSTc/hqdefault.jpg,21637,1196,"[""Lovin' You"", 'Minnie Riperton (Musical Artist)', 'Soul Music (Musical Genre)', 'Jazz (Word)', 'Official video', 'Music (Industry)', 'Rhythm And Blues (Musical Genre)']",768K,21.6K,1.2K,03:20,2014-06-09,238
Pete Rock and CL Smooth - They Reminisce Over You (T.R.OY.) [Jazz Rap],Pete Rock & CL Smooth - They Reminisce Over You (T.R.O.Y.) (Official Video),2022-11-02,0.95,195.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Pete Rock & CL Smooth - They Reminisce Over You (T.R.O.Y.) (Official Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/k6mdRv0ZdR8?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Pete Rock &amp; CL Smooth - They Reminisce Over You (T.R.O.Y.) (Official Video)""></iframe>', 'author_name': 'UPROXX Video', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/k6mdRv0ZdR8/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/UPROXXVideo'}}",Pete Rock and CL Smooth,They Reminisce Over You,Pete Rock & CL Smooth,They Reminisce Over You,jazz rap,youtube,,https://www.youtube.com/watch?v=k6mdRv0ZdR8,k6mdRv0ZdR8,,,,Pete Rock & CL Smooth - They Reminisce Over You (T.R.O.Y.) (Official Video),UPROXX Video,2012-03-24T01:20:26Z,PT4M4S,5815950,https://i.ytimg.com/vi/k6mdRv0ZdR8/hqdefault.jpg,91201,4250,"['UPROXX Video', 'Hip Hop', 'Hip Hop Culture', '90s Hip Hop', '90s Rap', '2000s hip hop', '2000s Hip Hop Hits', 'Old School Hip Hop', '90s Music Videos', '90s Hip Hop Music Videos', 'Hip Hop Mix', 'Hip Hop Playlist', '90s hip hop mix', '90s hits r&b and hip hop', '90s hits hip hop', '90s underground hip hop', 'UPROXX', 'Pete Rock and CL Smooth', 'they reminisce over you', 'pete rock and cl smooth they reminisce over you', 'pete rock and cl smooth they reminisce over you lyrics']",5.82M,91.2K,4.25K,04:04,2012-03-24,195
Fly My Pretties - Quiet Girl [Folk/Roots] (2019),Quiet Girl,2022-10-31,0.89,165.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Quiet Girl', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/Bj1DJcT4uoA?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Quiet Girl""></iframe>', 'author_name': 'Fly My Pretties - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/Bj1DJcT4uoA/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCtZNgSfwORYGf4mKIjs7fqA'}}",Fly My Pretties,Quiet Girl,,,"folk, roots",youtube,,https://www.youtube.com/watch?v=Bj1DJcT4uoA,Bj1DJcT4uoA,,,,Quiet Girl,Fly My Pretties - Topic,2022-09-07T19:43:40Z,PT4M4S,727,https://i.ytimg.com/vi/Bj1DJcT4uoA/hqdefault.jpg,16,0,"['Fly My Pretties Samuel Flynn Scott The Studio Recordings', 'Pt. 1 Quiet Girl']",727,16,0,04:04,2022-09-07,165
Skid Row - 18 And Life [Hair Band/Rock],Skid Row - 18 And Life (Official Music Video),2022-11-02,0.87,148.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Skid Row - 18 And Life (Official Music Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/Ghd2bkIadG4?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Skid Row - 18 And Life (Official Music Video)""></iframe>', 'author_name': 'RHINO', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/Ghd2bkIadG4/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/rhino'}}",Skid Row,18 And Life,Skid Row,18 And Life,"hair band, rock",youtube,,https://www.youtube.com/watch?v=Ghd2bkIadG4,Ghd2bkIadG4,,,,Skid Row - 18 And Life (Official Music Video),RHINO,2019-01-18T09:00:02Z,PT3M50S,40009209,https://i.ytimg.com/vi/Ghd2bkIadG4/hqdefault.jpg,317846,9182,"['skid row', 'heavy metal', '18 and life', 'sebastian bach', 'hard rock', 'skid row 18 and life', 'skid row 18 and life live', 'skid row 18 and life hq', 'skid row 18 and life lyrics', 'skid row 18 and life lyrics español', 'skid row 18 and life hq audio', 'skid row 18 and life live 2018', 'skid row 18 and life lyrics video', 'skid row 18 and life lyrics subtitulos', 'skid row 18 and life lyrics and chords', 'hard rock playlist', 'skid row 1989', 'skid row full album', 'skid row 30th anniversary']",40M,318K,9.18K,03:50,2019-01-18,148
