r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
"Dimmu Borgir - Mourning Palace [melodic/symphonic black metal, Norway]",Mourning Palace,2023-01-16,0.92,409.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Mourning Palace', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/U9pLV9kG3-s?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Mourning Palace""></iframe>', 'author_name': 'Dimmu Borgir - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/U9pLV9kG3-s/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UC_YdSgnwaZac_Q6BT3x_zpw'}}",Dimmu Borgir,Mourning Palace,,,"melodic, symphonic black metal, norway",youtube,,https://www.youtube.com/watch?v=U9pLV9kG3-s,U9pLV9kG3-s,,,,Mourning Palace,Dimmu Borgir - Topic,2019-03-14T10:17:21Z,PT5M14S,1115836,https://i.ytimg.com/vi/U9pLV9kG3-s/hqdefault.jpg,15196,62,"['Dimmu Borgir', 'Stian Arnesen', 'Stian Aarstadt', 'Stian Thoresen', 'Sven Atle Kopperud', 'Enthrone Darkness Triumphant', 'Mourning Palace']",1.12M,15.2K,62,05:14,2019-03-14,409
Mad Caddies -- Coyote [Ska/Reggae] (2007),Mad Caddies - Coyote,2023-01-14,0.95,342.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Mad Caddies - Coyote', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/DXYipPdfDoI?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Mad Caddies - Coyote""></iframe>', 'author_name': 'SkaMusic22', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/DXYipPdfDoI/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@SkaMusic22'}}",Mad Caddies,Coyote,Mad Caddies,Coyote,"ska, reggae",youtube,,https://www.youtube.com/watch?v=DXYipPdfDoI,DXYipPdfDoI,,,,Mad Caddies - Coyote,SkaMusic22,2009-03-15T22:10:33Z,PT4M11S,420251,https://i.ytimg.com/vi/DXYipPdfDoI/hqdefault.jpg,1960,65,"['third', 'wave', 'ska', 'mad', 'caddies', 'madcaddies']",420K,1.96K,65,04:11,2009-03-15,342
Black Hour — Age of War [Pakistani Metal] (2022),Age of War,2023-01-15,0.9,308.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Age of War', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/lgqpmYDHxDU?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Age of War""></iframe>', 'author_name': 'Back Hour - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/lgqpmYDHxDU/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCfnphw9axt_-XiCiYIs70gg'}}",Black Hour,Age of War,,,pakistani metal,youtube,,https://www.youtube.com/watch?v=lgqpmYDHxDU,lgqpmYDHxDU,,,,Age of War,Back Hour - Topic,2020-12-18T18:13:00Z,PT3M30S,1718,https://i.ytimg.com/vi/lgqpmYDHxDU/hqdefault.jpg,34,3,"['Black Hour', 'Age of War']",1.72K,34,3,03:30,2020-12-18,308
Planet Smashers - Super Orgy Porno Party [Ska] (1999),Super Orgy Porno Party,2023-01-13,0.84,265.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Super Orgy Porno Party', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/ZiySGSJCcxI?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Super Orgy Porno Party""></iframe>', 'author_name': 'The Planet Smashers - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/ZiySGSJCcxI/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UC-fVKlMX1LF2Csm3qp1hyPQ'}}",Planet Smashers,Super Orgy Porno Party,,,ska,youtube,,https://www.youtube.com/watch?v=ZiySGSJCcxI,ZiySGSJCcxI,,,,Super Orgy Porno Party,The Planet Smashers - Topic,2014-11-06T16:54:28Z,PT2M36S,31919,https://i.ytimg.com/vi/ZiySGSJCcxI/hqdefault.jpg,431,4,"['The Planet Smashers', 'Life of the Party', 'Super Orgy Porno Party']",31.9K,431,4,02:36,2014-11-06,265
Hoity-Toity -- Over It [Pop rock/Indie Alternative] (2023),Over It,2023-01-14,0.92,261.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Over It', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/LLN0lOSThqk?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Over It""></iframe>', 'author_name': 'Hoity-Toity - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/LLN0lOSThqk/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UC9H4VWIjlx28p07Dj_BKz0Q'}}",Hoity-Toity,Over It,,,"pop rock, indie alternative",youtube,,https://www.youtube.com/watch?v=LLN0lOSThqk,LLN0lOSThqk,,,,Over It,Hoity-Toity - Topic,2023-01-12T10:04:44Z,PT3M15S,1909,https://i.ytimg.com/vi/LLN0lOSThqk/hqdefault.jpg,37,2,"['Hoity-Toity', 'Over It']",1.91K,37,2,03:15,2023-01-12,261
Don Felder - Take A Ride (on heavy metal) ['70's classic rock],"Take a Ride - Don Felder, Heavy Metal Soundtrack.avi",2023-01-16,0.94,252.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Take a Ride - Don Felder, Heavy Metal Soundtrack.avi', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/mewu2IxAlLw?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Take a Ride - Don Felder, Heavy Metal Soundtrack.avi""></iframe>', 'author_name': 'DrCr0wley', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/mewu2IxAlLw/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@DrCr0wley'}}",Don Felder,Take A Ride,Take a Ride,"Don Felder, Heavy Metal Soundtrack",'70's classic rock,youtube,,https://www.youtube.com/watch?v=mewu2IxAlLw,mewu2IxAlLw,,,,"Take a Ride - Don Felder, Heavy Metal Soundtrack.avi",DrCr0wley,2012-05-29T08:08:47Z,PT4M50S,2308495,https://i.ytimg.com/vi/mewu2IxAlLw/hqdefault.jpg,38088,2090,"['Heavy Metal Soundtrack', 'Don Felder', 'Take a Ride']",2.31M,38.1K,2.09K,04:50,2012-05-29,252
Orange 9mm -- Take You Away [Post Hardcore/Alternative Metal] (1996),Take You Away,2023-01-14,0.93,247.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Take You Away', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/QBuaHogLxpo?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Take You Away""></iframe>', 'author_name': 'Orange 9mm - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/QBuaHogLxpo/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCP2YhX51IxAhlMAJjT9a5yg'}}",Orange 9mm,Take You Away,,,"post hardcore, alternative metal",youtube,,https://www.youtube.com/watch?v=QBuaHogLxpo,QBuaHogLxpo,,,,Take You Away,Orange 9mm - Topic,2014-11-09T05:19:50Z,PT2M53S,8513,https://i.ytimg.com/vi/QBuaHogLxpo/hqdefault.jpg,165,0,"['Orange 9mm', 'Tragic', 'Take You Away']",8.51K,165,0,02:53,2014-11-09,247
"William Shatner and Joe Jackson - Common People [Rock/New Wave] Cover of 'Pulps' Common People. Might seem funny or odd with Shatner involved, but it comes off better than the original",Common People,2023-01-16,0.75,220.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Common People', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/NYHi9D1nJeM?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Common People""></iframe>', 'author_name': 'DeathByBadger', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/NYHi9D1nJeM/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@DeathByBadger'}}",William Shatner and Joe Jackson,Common People,,,"rock, new wave",youtube,,https://www.youtube.com/watch?v=NYHi9D1nJeM,NYHi9D1nJeM,,,,Common People,DeathByBadger,2008-02-26T12:37:20Z,PT4M40S,201833,https://i.ytimg.com/vi/NYHi9D1nJeM/hqdefault.jpg,521,111,"['common', 'people', 'william', 'shatner', 'pulp', 'deathbybadger']",202K,521,111,04:40,2008-02-26,220
Monkey -- Heavenly Peach Banquet [Stage Preformance Score / Dream pop] (2008),Heavenly Peach Banquet,2023-01-12,0.87,217.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Heavenly Peach Banquet', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/IBmj7_TiLkM?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Heavenly Peach Banquet""></iframe>', 'author_name': 'Monkey - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/IBmj7_TiLkM/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCrbEQGhsY9Gjy-mkfZL8bVQ'}}",Monkey,Heavenly Peach Banquet,,,"stage preformance score, dream pop",youtube,,https://www.youtube.com/watch?v=IBmj7_TiLkM,IBmj7_TiLkM,,,,Heavenly Peach Banquet,Monkey - Topic,2015-08-12T00:14:29Z,PT3M33S,41652,https://i.ytimg.com/vi/IBmj7_TiLkM/hqdefault.jpg,920,11,"['Monkey', 'Journey to the West', 'Heavenly Peach Banquet']",41.7K,920,11,03:33,2015-08-12,217
Suzanne Vega - Luka [Folk rock],Suzanne Vega - Luka,2023-01-16,0.87,207.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Suzanne Vega - Luka', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/VZt7J0iaUD0?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Suzanne Vega - Luka""></iframe>', 'author_name': 'SuzanneVegaVEVO', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/VZt7J0iaUD0/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@SuzanneVegaVEVO'}}",Suzanne Vega,Luka,Suzanne Vega,Luka,folk rock,youtube,,https://www.youtube.com/watch?v=VZt7J0iaUD0,VZt7J0iaUD0,,,,Suzanne Vega - Luka,SuzanneVegaVEVO,2010-12-15T02:07:36Z,PT3M51S,60829795,https://i.ytimg.com/vi/VZt7J0iaUD0/hqdefault.jpg,381354,18602,"['Suzanne', 'Vega', 'Luka', 'A&M', 'Pop']",60.8M,381K,18.6K,03:51,2010-12-15,207
