r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link_x,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,track_id,sp_song,sp_artist,id,sp_link_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_genres,sp_artist_popularity,sp_follower_count
Sneaker Pimps - 6 Underground [Alternative/Indie],Sneaker Pimps - 6 Underground (Official Music Video),2022-12-26,0.94,5045.0,Sneaker Pimps,6 Underground,Sneaker Pimps,6 Underground,"alternative, indie",youtube,,https://www.youtube.com/watch?v=Wuwfe3DRJzE,Wuwfe3DRJzE,,,,,6 Underground,Sneaker Pimps,7KvSuH86lIT2aTl9PBCAfd,,0.587,0.687,1.0,-8.635,0.0,0.0509,0.0281,0.14,0.121,0.402,169.938,audio_features,spotify:track:7KvSuH86lIT2aTl9PBCAfd,https://api.spotify.com/v1/tracks/7KvSuH86lIT2aTl9PBCAfd,https://api.spotify.com/v1/audio-analysis/7KvSuH86lIT2aTl9PBCAfd,228840.0,4.0,https://i.scdn.co/image/ab67616d0000b273332e80447a4ddc2843ea332a,1996-08-18,1996.0,False,54.0,,"'electronica', 'trip hop'",48,218837
Less Than Jake - The Science of Selling Yourself Short [Ska Punk],The Science Of Selling Yourself Short (Video),2022-12-27,0.93,4617.0,Less Than Jake,The Science of Selling Yourself Short,,,ska punk,youtube,,https://www.youtube.com/watch?v=krXG307d4k8,krXG307d4k8,,,,,The Science of Selling Yourself Short,Less Than Jake,1iD0a0plhO55cWEJa5UGcZ,,0.719,0.815,5.0,-3.546,1.0,0.0305,0.16,0.0,0.0367,0.937,93.126,audio_features,spotify:track:1iD0a0plhO55cWEJa5UGcZ,https://api.spotify.com/v1/tracks/1iD0a0plhO55cWEJa5UGcZ,https://api.spotify.com/v1/audio-analysis/1iD0a0plhO55cWEJa5UGcZ,186267.0,4.0,https://i.scdn.co/image/ab67616d0000b27346b71e44bcda9ea6eba4182e,2003-05-19,2003.0,False,55.0,https://p.scdn.co/mp3-preview/f614ae76b4c9e0ac6e3afe7d7636968e8b9fcc9c?cid=484c8fc1e0c54669ac770f80991a8280,"'modern ska punk', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk'",54,339203
ZYNE - Rift Apart [Spacecore] (2022),ZYNE - Rift Apart,2022-12-28,0.84,1281.0,ZYNE,Rift Apart,ZYNE,Rift Apart,spacecore,youtube,,https://www.youtube.com/watch?v=UtYBnKiSilE,UtYBnKiSilE,,,,,Rift Apart,ZYNE,27Kdm74d1zIHTUc2wSLe3r,,0.524,0.894,2.0,-7.589,0.0,0.0715,0.00198,0.00196,0.0935,0.189,140.003,audio_features,spotify:track:27Kdm74d1zIHTUc2wSLe3r,https://api.spotify.com/v1/tracks/27Kdm74d1zIHTUc2wSLe3r,https://api.spotify.com/v1/audio-analysis/27Kdm74d1zIHTUc2wSLe3r,147429.0,4.0,https://i.scdn.co/image/ab67616d0000b273987af9838c7150a9cabe721a,2022-12-23,2022.0,False,9.0,https://p.scdn.co/mp3-preview/ef4cd3611593289d5be63768aeaeb403f6609b29?cid=484c8fc1e0c54669ac770f80991a8280,'white noise',48,172
ZYNE -- Rift Apart [Spacecore] (2022),ZYNE - Rift Apart,2022-12-25,0.87,696.0,ZYNE,Rift Apart,ZYNE,Rift Apart,spacecore,youtube,,https://www.youtube.com/watch?v=UtYBnKiSilE,UtYBnKiSilE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'folk rock', 'sunshine pop'",64,383159
Lady Flash - アストロちっく・アラスカ [Japanese indie] (2022),LADY FLASH / アストロちっく・アラスカ (Official Music Video),2022-12-24,0.95,501.0,Lady Flash,アストロちっく・アラスカ,LADY FLASH,アストロちっく・アラスカ,japanese indie,youtube,,https://www.youtube.com/watch?v=bCqzq6e_OdY,bCqzq6e_OdY,,,,,*〜アスタリスク〜,ORANGE RANGE,6MKOd8KDFzwpu8Vz6ccZU5,,0.57,0.931,5.0,-3.983,1.0,0.0408,0.026,0.000211,0.312,0.677,127.988,audio_features,spotify:track:6MKOd8KDFzwpu8Vz6ccZU5,https://api.spotify.com/v1/tracks/6MKOd8KDFzwpu8Vz6ccZU5,https://api.spotify.com/v1/audio-analysis/6MKOd8KDFzwpu8Vz6ccZU5,255907.0,4.0,https://i.scdn.co/image/ab67616d0000b273bb6fec67ceac6cc0f584f7af,2005-01-01,2005.0,False,60.0,https://p.scdn.co/mp3-preview/27057e8cd1ef27d62392302c2ac031d8cdb281ea?cid=484c8fc1e0c54669ac770f80991a8280,"'j-pop', 'j-poprock', 'j-rock', 'okinawan pop'",56,456106
Dead Kennedys - Holiday in Cambodia (1980) [punk],Holiday in Cambodia,2022-12-27,0.97,438.0,Dead Kennedys,Holiday in Cambodia,,,punk,youtube,,https://www.youtube.com/watch?v=nrm2B0lhvYc,nrm2B0lhvYc,,,,,Holiday in Cambodia,Dead Kennedys,2OuNnwnNQyWrF47pthWxNb,,0.133,0.927,7.0,-5.371,1.0,0.0741,0.00344,0.00044,0.0915,0.5,197.708,audio_features,spotify:track:2OuNnwnNQyWrF47pthWxNb,https://api.spotify.com/v1/tracks/2OuNnwnNQyWrF47pthWxNb,https://api.spotify.com/v1/audio-analysis/2OuNnwnNQyWrF47pthWxNb,224867.0,4.0,https://i.scdn.co/image/ab67616d0000b2731184b5e2bb68648a847550d5,1987-12-21,1987.0,False,55.0,https://p.scdn.co/mp3-preview/f2945c0ca557be4c486aba49fc1eee51ab2ca008?cid=484c8fc1e0c54669ac770f80991a8280,"'early us punk', 'hardcore punk', 'punk', 'skate punk'",56,706507
Gaerea - Salve [Black Metal] (2022),GAEREA - 'Salve' (official music video) 2022,2022-12-26,0.91,349.0,Gaerea,Salve,GAEREA,Salve,black metal,youtube,,https://www.youtube.com/watch?v=kIAoJxmRFQc,kIAoJxmRFQc,,,,,Salve,Gaerea,3MV9rmFHKTu4LbHGwVA1lu,,0.163,0.932,4.0,-2.066,1.0,0.0926,2.88e-06,0.369,0.254,0.33,199.527,audio_features,spotify:track:3MV9rmFHKTu4LbHGwVA1lu,https://api.spotify.com/v1/tracks/3MV9rmFHKTu4LbHGwVA1lu,https://api.spotify.com/v1/audio-analysis/3MV9rmFHKTu4LbHGwVA1lu,325473.0,4.0,https://i.scdn.co/image/ab67616d0000b2735670d0a9e4bb4cc3eda4b9c6,2022-09-23,2022.0,False,38.0,https://p.scdn.co/mp3-preview/83bef29bf498a4d8bbff14be02c1a1ad7feab388?cid=484c8fc1e0c54669ac770f80991a8280,"'portuguese metal', 'post-black metal', 'voidgaze'",36,31373
"JFDR -- White Sun, live on kexp [electronic / indie / low fi] (2016)",JFDR - White Sun (Live on KEXP),2022-12-27,0.92,291.0,JFDR,"White Sun, live on kexp",JFDR,White Sun,"electronic, indie, low fi",youtube,,https://www.youtube.com/watch?v=DXluz_6sewE,DXluz_6sewE,,,,,White Sun,JFDR,5ROW9ymB6dGoQzDRNxaJC6,,0.488,0.239,9.0,-13.305,0.0,0.029,0.929,0.0012,0.107,0.181,112.848,audio_features,spotify:track:5ROW9ymB6dGoQzDRNxaJC6,https://api.spotify.com/v1/tracks/5ROW9ymB6dGoQzDRNxaJC6,https://api.spotify.com/v1/audio-analysis/5ROW9ymB6dGoQzDRNxaJC6,268098.0,5.0,https://i.scdn.co/image/ab67616d0000b2737cb9e0da360e780099d72692,2017-03-17,2017.0,False,30.0,https://p.scdn.co/mp3-preview/849625d143b3695ccf5950f456778ce0552f067a?cid=484c8fc1e0c54669ac770f80991a8280,'icelandic indie',37,21533
Supertramp - The Logical Song [Rock] (Live In Paris 1979),Supertramp - The Logical Song (Live In Paris 1979),2022-12-27,0.91,277.0,Supertramp,The Logical Song,Supertramp,The Logical Song,rock,youtube,,https://www.youtube.com/watch?v=nT9WUWTPQrs,nT9WUWTPQrs,,,,,The Logical Song - Remastered 2010,Supertramp,6mHOcVtsHLMuesJkswc0GZ,,0.625,0.758,5.0,-6.213,0.0,0.0463,0.512,0.00022,0.153,0.695,119.719,audio_features,spotify:track:6mHOcVtsHLMuesJkswc0GZ,https://api.spotify.com/v1/tracks/6mHOcVtsHLMuesJkswc0GZ,https://api.spotify.com/v1/audio-analysis/6mHOcVtsHLMuesJkswc0GZ,251253.0,4.0,https://i.scdn.co/image/ab67616d0000b2735405ef9e393f5f1e53b4b42e,1979-03-29,1979.0,False,73.0,https://p.scdn.co/mp3-preview/0a13d61c7247ea79b8cab759f10487d4900d4a57?cid=484c8fc1e0c54669ac770f80991a8280,"'album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock'",69,2903539
Esthero - Superheroes [Trip-Hop] (1998),Superheroes,2022-12-25,0.94,261.0,Esthero,Superheroes,,,trip-hop,youtube,,https://www.youtube.com/watch?v=IZ9KUs0QRmw,IZ9KUs0QRmw,,,,,Superheroes,Esthero,2akoq472I49TzrFSJjjf47,,0.686,0.358,1.0,-11.395,1.0,0.0297,0.828,0.452,0.11,0.612,79.597,audio_features,spotify:track:2akoq472I49TzrFSJjjf47,https://api.spotify.com/v1/tracks/2akoq472I49TzrFSJjjf47,https://api.spotify.com/v1/audio-analysis/2akoq472I49TzrFSJjjf47,238600.0,4.0,https://i.scdn.co/image/ab67616d0000b273456b5c223b220f3bbbe9fa9f,1998-04-14,1998.0,False,37.0,https://p.scdn.co/mp3-preview/ebc6e7eea3c2959066e413b5f1958c6f813a1ec3?cid=484c8fc1e0c54669ac770f80991a8280,"'electronica', 'trip hop'",39,36681
Job Creators - Waverunner [Psychedelic Math Rock](2022),Waverunner,2022-12-21,0.88,244.0,Job Creators,Waverunner,,,psychedelic math rock,spotify,https://open.spotify.com/track/75DxBpf5vHIQ8am4z8skIh,,,,,,75DxBpf5vHIQ8am4z8skIh,Waverunner,Job Creators,75DxBpf5vHIQ8am4z8skIh,https://open.spotify.com/track/75DxBpf5vHIQ8am4z8skIh,0.235,0.75,9.0,-8.114,1.0,0.036,0.0331,0.291,0.338,0.0838,72.236,audio_features,spotify:track:75DxBpf5vHIQ8am4z8skIh,https://api.spotify.com/v1/tracks/75DxBpf5vHIQ8am4z8skIh,https://api.spotify.com/v1/audio-analysis/75DxBpf5vHIQ8am4z8skIh,379446.0,4.0,https://i.scdn.co/image/ab67616d0000b27337cee3be6d637a4be084b3a0,2022-12-15,2022.0,False,11.0,https://p.scdn.co/mp3-preview/76cfb46228b7ed138968b592135409029ee866b4?cid=484c8fc1e0c54669ac770f80991a8280,,4,263
Mazhar & Fuat -- Seni Seviyorum Canim [Anatolian Rock] (1973),Mazhar & Fuat - Seviyorum Seni Canım (1973),2022-12-27,0.9,241.0,Mazhar & Fuat,Seni Seviyorum Canim,Mazhar & Fuat,Seviyorum Seni Canım,anatolian rock,youtube,,https://www.youtube.com/watch?v=XAQXEoa9ptY,XAQXEoa9ptY,,,,,Seviyorum Seni,İzmirli Necati,63wJ33CHG1aI65qbxCz1fB,,0.561,0.909,0.0,-4.367,1.0,0.223,0.118,0.000429,0.0894,0.658,156.087,audio_features,spotify:track:63wJ33CHG1aI65qbxCz1fB,https://api.spotify.com/v1/tracks/63wJ33CHG1aI65qbxCz1fB,https://api.spotify.com/v1/audio-analysis/63wJ33CHG1aI65qbxCz1fB,264347.0,3.0,https://i.scdn.co/image/ab67616d0000b2732562b63b12d27116dddc3045,2022-03-22,2022.0,False,5.0,https://p.scdn.co/mp3-preview/3dc24eb83bbee0c1124538cdc5590ef5a313f7b6?cid=484c8fc1e0c54669ac770f80991a8280,,19,42
Faith No More - From Out of Nowhere [Alternative Rock],Faith No More - From Out Of Nowhere [Official Music Video],2022-12-27,0.9,209.0,Faith No More,From Out of Nowhere,Faith No More,From Out Of Nowhere,alternative rock,youtube,,https://www.youtube.com/watch?v=7KiPgPm1Eyk,7KiPgPm1Eyk,,,,,From out of Nowhere,Faith No More,1UBqvQDlcfRL0BaknLvn1J,,0.276,0.989,0.0,-5.37,0.0,0.077,0.00102,0.006,0.264,0.0862,161.183,audio_features,spotify:track:1UBqvQDlcfRL0BaknLvn1J,https://api.spotify.com/v1/tracks/1UBqvQDlcfRL0BaknLvn1J,https://api.spotify.com/v1/audio-analysis/1UBqvQDlcfRL0BaknLvn1J,201133.0,4.0,https://i.scdn.co/image/ab67616d0000b273e081ef6de656ee714788ea0d,1989-01-01,1989.0,False,51.0,https://p.scdn.co/mp3-preview/401190140511369c4a7ceb3e3cc5fc9c55d53bad?cid=484c8fc1e0c54669ac770f80991a8280,"'alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'hard rock', 'nu metal', 'rap metal', 'rap rock', 'rock'",62,1608319
Mini Trees - Moments In Between [Indie Rock / Alternative / Dream Pop] (2021),Moments In Between,2022-12-22,0.9,206.0,Mini Trees,Moments In Between,,,"indie rock, alternative, dream pop",youtube,,https://www.youtube.com/watch?v=hu8dJm6I-j4,hu8dJm6I-j4,,,,,Moments In Between,Mini Trees,7nY0B3u1AfX9tIAki2Xuxe,,0.459,0.628,10.0,-8.833,1.0,0.0325,0.212,0.00292,0.172,0.289,77.969,audio_features,spotify:track:7nY0B3u1AfX9tIAki2Xuxe,https://api.spotify.com/v1/tracks/7nY0B3u1AfX9tIAki2Xuxe,https://api.spotify.com/v1/audio-analysis/7nY0B3u1AfX9tIAki2Xuxe,170639.0,4.0,https://i.scdn.co/image/ab67616d0000b273ff91cd32cce5e4cf909b20bc,2021-09-17,2021.0,False,41.0,https://p.scdn.co/mp3-preview/70e311335544b6d3c0b3dcf08dd93e655eb012ed?cid=484c8fc1e0c54669ac770f80991a8280,,31,8622
