sp_song,sp_artist,r_title,r_media_title,r_post_song,r_post_artist,r_media_song,r_media_artist,id,sp_link,r_score,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview
Turn Off The Light,Nelly Furtado,Nelly Furtado - Turn Off The Light [pop] 2001,Nelly Furtado - Turn Off The Light (Official Music Video),Turn Off The Light,Nelly Furtado,Turn Off The Light,Nelly Furtado,4gM2BugovNf4bvXdjZODzG,,1744.0,0.589,0.687,2,-6.222,1,0.097,0.0778,0.000289,0.419,0.649,180.215,audio_features,spotify:track:4gM2BugovNf4bvXdjZODzG,https://api.spotify.com/v1/tracks/4gM2BugovNf4bvXdjZODzG,https://api.spotify.com/v1/audio-analysis/4gM2BugovNf4bvXdjZODzG,276067,4,https://i.scdn.co/image/ab67616d0000b273709087714422d592d6591f41,2000-01-01,2000,False,59,https://p.scdn.co/mp3-preview/1d8219a03375f5c5fa0277a72680bd7006b6ed43?cid=484c8fc1e0c54669ac770f80991a8280
Turn Off The Light,Nelly Furtado,Nelly Furtado - Turn Off The Light [pop] 2001,Nelly Furtado - Turn Off The Light (Official Music Video),Turn Off The Light,Nelly Furtado,Turn Off The Light,Nelly Furtado,4gM2BugovNf4bvXdjZODzG,,1744.0,0.589,0.687,2,-6.222,1,0.097,0.0778,0.000289,0.419,0.649,180.215,audio_features,spotify:track:4gM2BugovNf4bvXdjZODzG,https://api.spotify.com/v1/tracks/4gM2BugovNf4bvXdjZODzG,https://api.spotify.com/v1/audio-analysis/4gM2BugovNf4bvXdjZODzG,276067,4,https://i.scdn.co/image/ab67616d0000b273709087714422d592d6591f41,2000-01-01,2000,False,59,
Rift Apart,ZYNE,ZYNE -- Rift Apart [Spacecore] (2022),ZYNE - Rift Apart,Rift Apart,ZYNE,Rift Apart,ZYNE,27Kdm74d1zIHTUc2wSLe3r,,695.0,0.524,0.894,2,-7.589,0,0.0715,0.00198,0.00196,0.0935,0.189,140.003,audio_features,spotify:track:27Kdm74d1zIHTUc2wSLe3r,https://api.spotify.com/v1/tracks/27Kdm74d1zIHTUc2wSLe3r,https://api.spotify.com/v1/audio-analysis/27Kdm74d1zIHTUc2wSLe3r,147429,4,https://i.scdn.co/image/ab67616d0000b273987af9838c7150a9cabe721a,2022-12-23,2022,False,44,https://p.scdn.co/mp3-preview/ef4cd3611593289d5be63768aeaeb403f6609b29?cid=484c8fc1e0c54669ac770f80991a8280
Rift Apart,ZYNE,ZYNE -- Rift Apart [Spacecore] (2022),ZYNE - Rift Apart,Rift Apart,ZYNE,Rift Apart,ZYNE,27Kdm74d1zIHTUc2wSLe3r,,695.0,0.524,0.894,2,-7.589,0,0.0715,0.00198,0.00196,0.0935,0.189,140.003,audio_features,spotify:track:27Kdm74d1zIHTUc2wSLe3r,https://api.spotify.com/v1/tracks/27Kdm74d1zIHTUc2wSLe3r,https://api.spotify.com/v1/audio-analysis/27Kdm74d1zIHTUc2wSLe3r,147429,4,https://i.scdn.co/image/ab67616d0000b273987af9838c7150a9cabe721a,2022-12-23,2022,False,44,https://p.scdn.co/mp3-preview/ef4cd3611593289d5be63768aeaeb403f6609b29?cid=484c8fc1e0c54669ac770f80991a8280
*〜アスタリスク〜,ORANGE RANGE,Lady Flash - アストロちっく・アラスカ [Japanese indie] (2022),LADY FLASH / アストロちっく・アラスカ (Official Music Video),アストロちっく・アラスカ,Lady Flash,アストロちっく・アラスカ,LADY FLASH,6MKOd8KDFzwpu8Vz6ccZU5,,501.0,0.57,0.931,5,-3.983,1,0.0408,0.026,0.000211,0.312,0.677,127.988,audio_features,spotify:track:6MKOd8KDFzwpu8Vz6ccZU5,https://api.spotify.com/v1/tracks/6MKOd8KDFzwpu8Vz6ccZU5,https://api.spotify.com/v1/audio-analysis/6MKOd8KDFzwpu8Vz6ccZU5,255907,4,https://i.scdn.co/image/ab67616d0000b273bb6fec67ceac6cc0f584f7af,2005-01-01,2005,False,61,https://p.scdn.co/mp3-preview/27057e8cd1ef27d62392302c2ac031d8cdb281ea?cid=484c8fc1e0c54669ac770f80991a8280
*〜アスタリスク〜,ORANGE RANGE,Lady Flash - アストロちっく・アラスカ [Japanese indie] (2022),LADY FLASH / アストロちっく・アラスカ (Official Music Video),アストロちっく・アラスカ,Lady Flash,アストロちっく・アラスカ,LADY FLASH,6MKOd8KDFzwpu8Vz6ccZU5,,501.0,0.57,0.931,5,-3.983,1,0.0408,0.026,0.000211,0.312,0.677,127.988,audio_features,spotify:track:6MKOd8KDFzwpu8Vz6ccZU5,https://api.spotify.com/v1/tracks/6MKOd8KDFzwpu8Vz6ccZU5,https://api.spotify.com/v1/audio-analysis/6MKOd8KDFzwpu8Vz6ccZU5,255907,4,https://i.scdn.co/image/ab67616d0000b273bb6fec67ceac6cc0f584f7af,2005-01-01,2005,False,61,https://p.scdn.co/mp3-preview/27057e8cd1ef27d62392302c2ac031d8cdb281ea?cid=484c8fc1e0c54669ac770f80991a8280
Codicia,Space Castorz,FLIPPENDO ! — Space Cartel [chiptune] (2022),FLIPPENDO !   Space Cartel (CHIPTUNE / CBRPNK / GAME BOY),Space Cartel,FLIPPENDO !,,,4XdlPRcZPewuyk2kHjFQIu,,406.0,0.756,0.779,0,-7.172,0,0.0523,0.0158,0.0131,0.0379,0.258,126.055,audio_features,spotify:track:4XdlPRcZPewuyk2kHjFQIu,https://api.spotify.com/v1/tracks/4XdlPRcZPewuyk2kHjFQIu,https://api.spotify.com/v1/audio-analysis/4XdlPRcZPewuyk2kHjFQIu,200476,4,https://i.scdn.co/image/ab67616d0000b273bca942085b545270b93ff039,2022-10-28,2022,False,24,https://p.scdn.co/mp3-preview/7d7e42a81a680fe743c188e28322437645c62a29?cid=484c8fc1e0c54669ac770f80991a8280
Girls & Boys,Blur,"Blur - Boys & Girls [Britpop, 1994]",Blur - Girls And Boys (Official Music Video),Boys & Girls,Blur,Girls And Boys,Blur,5CeL9C3bsoe4yzYS1Qz8cw,,370.0,0.693,0.875,7,-8.354,0,0.0315,0.00986,0.0,0.0601,0.899,120.048,audio_features,spotify:track:5CeL9C3bsoe4yzYS1Qz8cw,https://api.spotify.com/v1/tracks/5CeL9C3bsoe4yzYS1Qz8cw,https://api.spotify.com/v1/audio-analysis/5CeL9C3bsoe4yzYS1Qz8cw,259387,4,https://i.scdn.co/image/ab67616d0000b27334cbf7013afccc7df67fa43f,2000-10-23,2000,False,69,https://p.scdn.co/mp3-preview/5bc347020b3536e82031e8c89508728eb833d220?cid=484c8fc1e0c54669ac770f80991a8280
Girls and Boys,Blur,"Blur - Boys & Girls [Britpop, 1994]",Blur - Girls And Boys (Official Music Video),Boys & Girls,Blur,Girls And Boys,Blur,7AasKuSnQBW0qBn6lcW7Bm,,370.0,0.693,0.875,7,-8.354,0,0.0315,0.00986,0.0,0.0601,0.899,120.048,audio_features,spotify:track:7AasKuSnQBW0qBn6lcW7Bm,https://api.spotify.com/v1/tracks/7AasKuSnQBW0qBn6lcW7Bm,https://api.spotify.com/v1/audio-analysis/7AasKuSnQBW0qBn6lcW7Bm,259387,4,https://i.scdn.co/image/ab67616d0000b273c80f689e4843513e50c1ebc4,2021-03-26,2021,False,25,https://p.scdn.co/mp3-preview/420d6fa6de9b58a44eb28b84376ed858cf57ed82?cid=484c8fc1e0c54669ac770f80991a8280
Salve,Gaerea,Gaerea - Salve [Black Metal] (2022),GAEREA - 'Salve' (official music video) 2022,Salve,Gaerea,Salve,GAEREA,3MV9rmFHKTu4LbHGwVA1lu,,350.0,0.163,0.932,4,-2.066,1,0.0926,2.88e-06,0.369,0.254,0.33,199.527,audio_features,spotify:track:3MV9rmFHKTu4LbHGwVA1lu,https://api.spotify.com/v1/tracks/3MV9rmFHKTu4LbHGwVA1lu,https://api.spotify.com/v1/audio-analysis/3MV9rmFHKTu4LbHGwVA1lu,325473,4,https://i.scdn.co/image/ab67616d0000b2735670d0a9e4bb4cc3eda4b9c6,2022-09-23,2022,False,39,https://p.scdn.co/mp3-preview/83bef29bf498a4d8bbff14be02c1a1ad7feab388?cid=484c8fc1e0c54669ac770f80991a8280
