sp_song,sp_artist,r_title,r_media_title,r_post_song,r_post_artist,r_media_song,r_media_artist,id,sp_link,r_score,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview
Cute Without The 'E' (Cut From The Team) - Remastered,Taking Back Sunday,Taking Back Sunday - Cute Without the 'E' (Cut From the Team) [Emo],Cute Without The 'E' (Cut From The Team),Cute Without the E,Taking Back Sunday,,,6OyKBwLzq4h15XmxeWf5n4,,2536.0,0.398,0.89,1,-2.248,0,0.0473,0.0252,0.0,0.0472,0.572,95.095,audio_features,spotify:track:6OyKBwLzq4h15XmxeWf5n4,https://api.spotify.com/v1/tracks/6OyKBwLzq4h15XmxeWf5n4,https://api.spotify.com/v1/audio-analysis/6OyKBwLzq4h15XmxeWf5n4,212938,4,https://i.scdn.co/image/ab67616d0000b2731fc8bc00af1c877377d1dcf8,2002-03-26,2002,False,68,
Crowquill,Circle Takes the Square,Circle Takes the Square — Crowquill [screamo / grind / post hardcore] (2003),Circle Takes The Spuare - Crowquill,Crowquill,Circle Takes the Square,Crowquill,Circle Takes The Spuare,7wXXqv7bYGvQt4KUmN1En8,,471.0,0.363,0.905,2,-10.571,1,0.356,0.00023,3.65e-05,0.354,0.387,139.244,audio_features,spotify:track:7wXXqv7bYGvQt4KUmN1En8,https://api.spotify.com/v1/tracks/7wXXqv7bYGvQt4KUmN1En8,https://api.spotify.com/v1/audio-analysis/7wXXqv7bYGvQt4KUmN1En8,164440,4,https://i.scdn.co/image/ab67616d0000b273e5600455ea22b8973e1d10ac,2004-01-06,2004,False,19,https://p.scdn.co/mp3-preview/2174e75cb1c069c3f24eae8f977fea72a163d5a4?cid=484c8fc1e0c54669ac770f80991a8280
Crowquill,Circle Takes the Square,Circle Takes the Square — Crowquill [screamo / grind / post hardcore] (2003),Circle Takes The Spuare - Crowquill,Crowquill,Circle Takes the Square,Crowquill,Circle Takes The Spuare,7wXXqv7bYGvQt4KUmN1En8,,471.0,0.363,0.905,2,-10.571,1,0.356,0.00023,3.65e-05,0.354,0.387,139.244,audio_features,spotify:track:7wXXqv7bYGvQt4KUmN1En8,https://api.spotify.com/v1/tracks/7wXXqv7bYGvQt4KUmN1En8,https://api.spotify.com/v1/audio-analysis/7wXXqv7bYGvQt4KUmN1En8,164440,4,https://i.scdn.co/image/ab67616d0000b273e5600455ea22b8973e1d10ac,2004-01-06,2004,False,19,https://p.scdn.co/mp3-preview/2174e75cb1c069c3f24eae8f977fea72a163d5a4?cid=484c8fc1e0c54669ac770f80991a8280
Sour Times,Portishead,Portishead - Sour times [trip hop],Portishead - Sour Times,Sour times,Portishead,Sour Times,Portishead,6vTtCOimcPs5H1Jr9d0Aep,,470.0,0.698,0.633,8,-6.68,0,0.0406,0.0508,0.272,0.264,0.55,94.085,audio_features,spotify:track:6vTtCOimcPs5H1Jr9d0Aep,https://api.spotify.com/v1/tracks/6vTtCOimcPs5H1Jr9d0Aep,https://api.spotify.com/v1/audio-analysis/6vTtCOimcPs5H1Jr9d0Aep,252267,4,https://i.scdn.co/image/ab67616d0000b273dc20397b139223620af148f6,1994-01-01,1994,False,63,
Sour Times,Portishead,Portishead - Sour times [trip hop],Portishead - Sour Times,Sour times,Portishead,Sour Times,Portishead,6vTtCOimcPs5H1Jr9d0Aep,,470.0,0.698,0.633,8,-6.68,0,0.0406,0.0508,0.272,0.264,0.55,94.085,audio_features,spotify:track:6vTtCOimcPs5H1Jr9d0Aep,https://api.spotify.com/v1/tracks/6vTtCOimcPs5H1Jr9d0Aep,https://api.spotify.com/v1/audio-analysis/6vTtCOimcPs5H1Jr9d0Aep,252267,4,https://i.scdn.co/image/ab67616d0000b273dc20397b139223620af148f6,1994-01-01,1994,False,63,
Charity Ball - Single Version,Fanny,Fanny - Charity Ball [Rock] (1971),Fanny - Charity Ball (1971) | LIVE,Charity Ball,Fanny,Charity Ball,Fanny,0MVGKQzBJkVho0eSvfmxs2,,433.0,0.52,0.778,4,-9.796,0,0.0457,0.274,0.122,0.329,0.73,135.285,audio_features,spotify:track:0MVGKQzBJkVho0eSvfmxs2,https://api.spotify.com/v1/tracks/0MVGKQzBJkVho0eSvfmxs2,https://api.spotify.com/v1/audio-analysis/0MVGKQzBJkVho0eSvfmxs2,149827,4,https://i.scdn.co/image/ab67616d0000b27369653577ae009840f17a4632,2002-01-01,2002,False,14,https://p.scdn.co/mp3-preview/dfd938f6125e8cd70459df62d8f85ed3d863af4b?cid=484c8fc1e0c54669ac770f80991a8280
Charity Ball - Single Version,Fanny,Fanny - Charity Ball [Rock] (1971),Fanny - Charity Ball (1971) | LIVE,Charity Ball,Fanny,Charity Ball,Fanny,0MVGKQzBJkVho0eSvfmxs2,,433.0,0.52,0.778,4,-9.796,0,0.0457,0.274,0.122,0.329,0.73,135.285,audio_features,spotify:track:0MVGKQzBJkVho0eSvfmxs2,https://api.spotify.com/v1/tracks/0MVGKQzBJkVho0eSvfmxs2,https://api.spotify.com/v1/audio-analysis/0MVGKQzBJkVho0eSvfmxs2,149827,4,https://i.scdn.co/image/ab67616d0000b27369653577ae009840f17a4632,2002-01-01,2002,False,14,https://p.scdn.co/mp3-preview/dfd938f6125e8cd70459df62d8f85ed3d863af4b?cid=484c8fc1e0c54669ac770f80991a8280
Flying Whales,Gojira,Gojira - Flying whales [Death Metal],Gojira - Flying whales,Flying whales,Gojira,Flying whales,Gojira,5OjCsHeByDYEGxMrb1z8KQ,,349.0,0.266,0.925,7,-3.75,0,0.0834,0.000233,0.0379,0.19,0.2,95.438,audio_features,spotify:track:5OjCsHeByDYEGxMrb1z8KQ,https://api.spotify.com/v1/tracks/5OjCsHeByDYEGxMrb1z8KQ,https://api.spotify.com/v1/audio-analysis/5OjCsHeByDYEGxMrb1z8KQ,464453,4,https://i.scdn.co/image/ab67616d0000b273f7b11aeef189b2ec6857d90e,2005-09-07,2005,False,63,https://p.scdn.co/mp3-preview/8dedc56c6fe1aebd64ac769aca46871519a5778f?cid=484c8fc1e0c54669ac770f80991a8280
Flying Whales,Gojira,Gojira - Flying whales [Death Metal],Gojira - Flying whales,Flying whales,Gojira,Flying whales,Gojira,5OjCsHeByDYEGxMrb1z8KQ,,349.0,0.266,0.925,7,-3.75,0,0.0834,0.000233,0.0379,0.19,0.2,95.438,audio_features,spotify:track:5OjCsHeByDYEGxMrb1z8KQ,https://api.spotify.com/v1/tracks/5OjCsHeByDYEGxMrb1z8KQ,https://api.spotify.com/v1/audio-analysis/5OjCsHeByDYEGxMrb1z8KQ,464453,4,https://i.scdn.co/image/ab67616d0000b273f7b11aeef189b2ec6857d90e,2005-09-07,2005,False,63,https://p.scdn.co/mp3-preview/8dedc56c6fe1aebd64ac769aca46871519a5778f?cid=484c8fc1e0c54669ac770f80991a8280
Cannonball,The Breeders,The Breeders - Cannonball [Indie Rock/Alt Rock] (1993),The Breeders - Cannonball,Cannonball,The Breeders,Cannonball,The Breeders,1KdwPeY1WRWQGHCmRJTveb,,340.0,0.502,0.758,3,-9.76,1,0.0407,0.00915,0.783,0.284,0.729,112.499,audio_features,spotify:track:1KdwPeY1WRWQGHCmRJTveb,https://api.spotify.com/v1/tracks/1KdwPeY1WRWQGHCmRJTveb,https://api.spotify.com/v1/audio-analysis/1KdwPeY1WRWQGHCmRJTveb,213693,4,https://i.scdn.co/image/ab67616d0000b273cd6cef9805781ced011653d6,1993-08-30,1993,False,66,https://p.scdn.co/mp3-preview/709d77b82e6dd629fc6b1aaefeaea5629a9fe846?cid=484c8fc1e0c54669ac770f80991a8280
