r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link_x,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,track_id,sp_song,sp_artist,id,sp_link_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_genres,sp_artist_popularity,sp_follower_count
Beastie Boys (ft.Q-tip) - Get It Together [East Coast Hip-Hop],Get It Together,2023-01-01,0.96,776.0,,,,,east coast hip hop,youtube,,https://www.youtube.com/watch?v=0bkMtWL-5vM,0bkMtWL-5vM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'folk rock', 'sunshine pop'",64,384114
"R.E.M. - What's The Frequency, Kenneth? [Rock]","R.E.M. - What's The Frequency, Kenneth? (Official Music Video)",2023-01-03,0.94,723.0,R.E.M.,"Whats The Frequency, Kenneth?",R.E.M.,"Whats The Frequency, Kenneth?",rock,youtube,,https://www.youtube.com/watch?v=jWkMhCLkVOg,jWkMhCLkVOg,,,,,"What's The Frequency, Kenneth?",R.E.M.,3IDVS2WpABQtu0oARiphxA,,0.368,0.927,2.0,-4.523,1.0,0.0339,0.174,0.282,0.101,0.738,94.756,audio_features,spotify:track:3IDVS2WpABQtu0oARiphxA,https://api.spotify.com/v1/tracks/3IDVS2WpABQtu0oARiphxA,https://api.spotify.com/v1/audio-analysis/3IDVS2WpABQtu0oARiphxA,241160.0,4.0,https://i.scdn.co/image/ab67616d0000b273519038856cb5329dc27f5916,2003-01-01,2003.0,True,38.0,,"'alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock'",73,3822608
FLIPPENDO ! — Space Cartel [chiptune] (2022),FLIPPENDO !   Space Cartel (CHIPTUNE / CBRPNK / GAME BOY),2022-12-29,0.93,403.0,FLIPPENDO !,Space Cartel,,,chiptune,youtube,,https://www.youtube.com/watch?v=_bfzAr7m5CM,_bfzAr7m5CM,,,,,Space Cadet,Flume,0szGPqpcRA4jmWlmgoJrYS,,0.619,0.72,5.0,-6.615,0.0,0.15,0.0599,0.0,0.689,0.159,98.424,audio_features,spotify:track:0szGPqpcRA4jmWlmgoJrYS,https://api.spotify.com/v1/tracks/0szGPqpcRA4jmWlmgoJrYS,https://api.spotify.com/v1/audio-analysis/0szGPqpcRA4jmWlmgoJrYS,117297.0,4.0,https://i.scdn.co/image/ab67616d0000b27354a01535b21aed50a7bcb8d4,2012-11-09,2012.0,False,28.0,https://p.scdn.co/mp3-preview/3c052479d3d2c623c75accd846315aab2665e4c0?cid=484c8fc1e0c54669ac770f80991a8280,"'australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm'",73,2339429
Possessed By Paul James - There Will Be Nights When I Am Lonely [Alt Country] (2013),"Possessed by Paul -  ""There Will Be Nights When I Am Lonely""",2023-01-02,0.91,356.0,Possessed By Paul James,There Will Be Nights When I Am Lonely,Possessed by Paul,There Will Be Nights When I Am Lonely,alt country,youtube,,https://www.youtube.com/watch?v=WjKwcDKe988,WjKwcDKe988,,,,,There Will Be Nights When I'm Lonely,Possessed by Paul James,75Zk4L3RkFB8uQIZXZAKSq,,0.376,0.672,0.0,-7.677,1.0,0.0579,0.879,4.02e-05,0.221,0.705,126.843,audio_features,spotify:track:75Zk4L3RkFB8uQIZXZAKSq,https://api.spotify.com/v1/tracks/75Zk4L3RkFB8uQIZXZAKSq,https://api.spotify.com/v1/audio-analysis/75Zk4L3RkFB8uQIZXZAKSq,233160.0,3.0,https://i.scdn.co/image/ab67616d0000b273f418f58fc0aa70de6a8254bc,2013-10-29,2013.0,False,26.0,https://p.scdn.co/mp3-preview/2da73b96b1050bf59d2bc2734eba05caf293f43a?cid=484c8fc1e0c54669ac770f80991a8280,"'deathgrass', 'deep new americana', 'garage punk blues', 'new americana', 'one-person band', 'stomp and holler'",31,19856
BZAAT - BZAAT [instrumental psychogagi metal] (2022),BZAAT - BZAAT (OFFICIAL AUDIO),2023-01-01,0.87,320.0,BZAAT,BZAAT,BZAAT,BZAAT,instrumental psychogagi metal,youtube,,https://www.youtube.com/watch?v=zYs2-G4Ojjw,zYs2-G4Ojjw,,,,,Calm Is over Rated,Bzaat,7oDEsxy0SsLq2ecnkp5h7d,,0.304,0.973,4.0,-4.89,0.0,0.0732,0.000139,0.912,0.0778,0.318,99.01,audio_features,spotify:track:7oDEsxy0SsLq2ecnkp5h7d,https://api.spotify.com/v1/tracks/7oDEsxy0SsLq2ecnkp5h7d,https://api.spotify.com/v1/audio-analysis/7oDEsxy0SsLq2ecnkp5h7d,247038.0,4.0,https://i.scdn.co/image/ab67616d0000b273fbff4b668a4ed731cdb69fcf,2019-08-16,2019.0,False,5.0,https://p.scdn.co/mp3-preview/ff599095e71debdec799adead09fe36a31b1e783?cid=484c8fc1e0c54669ac770f80991a8280,'tropical house',57,10021
Flobots - Handlebars [hip hop],Flobots - Handlebars (Official Video),2023-01-03,0.88,302.0,Flobots,Handlebars,Flobots,Handlebars,hip hop,youtube,,https://www.youtube.com/watch?v=HLUX0y4EptA,HLUX0y4EptA,,,,,Handlebars,Flobots,6JH9yWhgbm0y9iAJhCslNc,,0.704,0.571,5.0,-7.136,1.0,0.0969,0.0222,0.0,0.101,0.524,141.888,audio_features,spotify:track:6JH9yWhgbm0y9iAJhCslNc,https://api.spotify.com/v1/tracks/6JH9yWhgbm0y9iAJhCslNc,https://api.spotify.com/v1/audio-analysis/6JH9yWhgbm0y9iAJhCslNc,206813.0,4.0,https://i.scdn.co/image/ab67616d0000b2739c42c35d57212a5920c42f6c,2008-01-01,2008.0,False,63.0,,"'comic', 'conscious hip hop'",48,179487
"JFDR -- White Sun, live on kexp [electronic / indie / low fi] (2016)",JFDR - White Sun (Live on KEXP),2022-12-27,0.92,296.0,JFDR,"White Sun, live on kexp",JFDR,White Sun,"electronic, indie, low fi",youtube,,https://www.youtube.com/watch?v=DXluz_6sewE,DXluz_6sewE,,,,,White Sun,JFDR,5ROW9ymB6dGoQzDRNxaJC6,,0.488,0.239,9.0,-13.305,0.0,0.029,0.929,0.0012,0.107,0.181,112.848,audio_features,spotify:track:5ROW9ymB6dGoQzDRNxaJC6,https://api.spotify.com/v1/tracks/5ROW9ymB6dGoQzDRNxaJC6,https://api.spotify.com/v1/audio-analysis/5ROW9ymB6dGoQzDRNxaJC6,268098.0,5.0,https://i.scdn.co/image/ab67616d0000b2737cb9e0da360e780099d72692,2017-03-17,2017.0,False,32.0,https://p.scdn.co/mp3-preview/849625d143b3695ccf5950f456778ce0552f067a?cid=484c8fc1e0c54669ac770f80991a8280,'icelandic indie',36,21576
Bob Vylan - GDP [Grime Punk] (2021),Bob Vylan - GDP (Official Visual),2023-01-01,0.8,255.0,Bob Vylan,GDP,Bob Vylan,GDP,grime punk,youtube,,https://www.youtube.com/watch?v=st6qnWeePDY,st6qnWeePDY,,,,,GDP,Bob Vylan,0nQivvsZFERbPwGO6gp4KL,,0.68,0.76,9.0,-3.925,0.0,0.0414,0.00288,2.25e-06,0.221,0.505,105.025,audio_features,spotify:track:0nQivvsZFERbPwGO6gp4KL,https://api.spotify.com/v1/tracks/0nQivvsZFERbPwGO6gp4KL,https://api.spotify.com/v1/audio-analysis/0nQivvsZFERbPwGO6gp4KL,202098.0,4.0,https://i.scdn.co/image/ab67616d0000b273cd64c0a60474b6aba27813ca,2022-04-22,2022.0,True,37.0,https://p.scdn.co/mp3-preview/6d95029e230a783becedbd3f992f30c4fcbbdb6e?cid=484c8fc1e0c54669ac770f80991a8280,'black punk',43,36855
Liam Kyle Sullivan - Shoes (2006) [Comedy],Shoes the Full Version,2023-01-04,0.89,245.0,Liam Kyle Sullivan,Shoes,,,comedy,youtube,,https://www.youtube.com/watch?v=wCF3ywukQYA,wCF3ywukQYA,,,,,Shoes,Kymberly Stewart,1uoTFTGA44qfAgrOikAiXZ,,0.678,0.794,8.0,-7.455,1.0,0.0283,0.0123,0.000295,0.183,0.966,97.499,audio_features,spotify:track:1uoTFTGA44qfAgrOikAiXZ,https://api.spotify.com/v1/tracks/1uoTFTGA44qfAgrOikAiXZ,https://api.spotify.com/v1/audio-analysis/1uoTFTGA44qfAgrOikAiXZ,84564.0,4.0,https://i.scdn.co/image/ab67616d0000b27370d7820c06658689b82172b6,2020-03-13,2020.0,False,7.0,https://p.scdn.co/mp3-preview/1a13620e3e0698bfd22d9af359bbbe9b3487a28e?cid=484c8fc1e0c54669ac770f80991a8280,,19,176
Earth Radio - Stop Calling Me [Future Soul] (2021),Stop Calling Me - Earth Radio (Live from Third Coast Recording Company),2022-12-31,0.88,216.0,Earth Radio,Stop Calling Me,Stop Calling Me,Earth Radio,future soul,youtube,,https://www.youtube.com/watch?v=0K11MtIiN04,0K11MtIiN04,,,,,Stop Calling Me (Acoustic),Brent Morgan,0ouUnebxKTVkoQMBGY3YZp,,0.59,0.434,0.0,-7.951,1.0,0.0328,0.688,0.000355,0.109,0.506,82.615,audio_features,spotify:track:0ouUnebxKTVkoQMBGY3YZp,https://api.spotify.com/v1/tracks/0ouUnebxKTVkoQMBGY3YZp,https://api.spotify.com/v1/audio-analysis/0ouUnebxKTVkoQMBGY3YZp,183273.0,4.0,https://i.scdn.co/image/ab67616d0000b2734ae3b7aac7909e1d7aae1ba0,2022-12-16,2022.0,False,51.0,https://p.scdn.co/mp3-preview/462cd23381c1d8ffe76ce5559b49bd738e704cb4?cid=484c8fc1e0c54669ac770f80991a8280,'gen z singer-songwriter',61,227046
