r_title,r_post_song,r_post_artist,r_media_song,r_media_artist,sp_song,sp_artist,r_genres,sp_genres,r_media_title,r_post_date,r_upvote_ratio,r_score,bc_embed_link,link_source,sc_embed_link,sc_link,sp_link,yt_link,yt_video_id,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_artist_popularity,sp_follower_count
Rammstein - Deutschland (Official Video) [Metal],Deutschland,Rammstein,Deutschland,Rammstein,Deutschland,Rammstein,metal,"'alternative metal', 'german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte'",Rammstein - Deutschland (Official Video),2023-03-04,23.7,3205.0,,youtube,,,,https://www.youtube.com/watch?v=NeQM1c-XCDc,NeQM1c-XCDc,2bPGTMB5sFfFYQ2YvSmup0,89.5,-524.2,G,-5.242,1.0,52.1,4.42,0.01,34.9,9.85,120,audio_features,spotify:track:2bPGTMB5sFfFYQ2YvSmup0,https://api.spotify.com/v1/tracks/2bPGTMB5sFfFYQ2YvSmup0,https://api.spotify.com/v1/audio-analysis/2bPGTMB5sFfFYQ2YvSmup0,05:22,4.0,https://i.scdn.co/image/ab67616d0000b27302add2c77fb6999e311a3248,2019-05-17,2019.0,False,73.0,,82,7793709
Killswitch Engaged - Arms Of Sorrow [Metal] (2006),Arms Of Sorrow,Killswitch Engaged,The Arms of Sorrow,Killswitch Engage,The Arms of Sorrow,Killswitch Engage,metal,"'alternative metal', 'boston metal', 'melodic metalcore', 'metalcore', 'nu metal'",Killswitch Engage - The Arms of Sorrow [OFFICIAL VIDEO],2023-03-05,16.0,2346.0,,youtube,,,,https://www.youtube.com/watch?v=EluzTj88tWU,EluzTj88tWU,42lC6bnDdAjRqZtsFe1tmg,96.3,-272.9,F,-2.729,0.0,49.9,5.78,0.01,0.05,60.8,123,audio_features,spotify:track:42lC6bnDdAjRqZtsFe1tmg,https://api.spotify.com/v1/tracks/42lC6bnDdAjRqZtsFe1tmg,https://api.spotify.com/v1/audio-analysis/42lC6bnDdAjRqZtsFe1tmg,03:44,4.0,https://i.scdn.co/image/ab67616d0000b273cc5bb1a3f809896baf67dba4,2006-01-21,2006.0,False,50.0,https://p.scdn.co/mp3-preview/3a3b0096bb30e73533b8582fbac428577c11bd43?cid=484c8fc1e0c54669ac770f80991a8280,65,1706461
Bomfunk MC - Freestyler [Electronic/hip-hop/breakbeat],Freestyler,Bomfunk MC,Freestyler,Bomfunk MCs,Freestyler - Radio Edit,Bomfunk MC's,"electronic, hip hop, breakbeat","'eurodance', 'europop'",Bomfunk MC's - Freestyler (Video Original Version),2023-03-05,92.2,839.0,,youtube,,,,https://www.youtube.com/watch?v=ymNFyxvIdaM,ymNFyxvIdaM,2xaFtNhCw5Q4hn1EKsrkLv,96.1,-518.3,E,-5.183,0.0,84.7,10.5,2.37,2.59,6.29,163,audio_features,spotify:track:2xaFtNhCw5Q4hn1EKsrkLv,https://api.spotify.com/v1/tracks/2xaFtNhCw5Q4hn1EKsrkLv,https://api.spotify.com/v1/audio-analysis/2xaFtNhCw5Q4hn1EKsrkLv,02:52,4.0,https://i.scdn.co/image/ab67616d0000b273d5a9c5584b7794b31f1d359a,2015-09-04,2015.0,True,36.0,https://p.scdn.co/mp3-preview/292de56c28d89ee89de9d19f1fe99bd730eed731?cid=484c8fc1e0c54669ac770f80991a8280,54,73945
The Five Blind Boys Of Mississippi -- Sending Up My Timber [Gospel](1961),Sending Up My Timber,The Five Blind Boys Of Mississippi,,,Sending Up My Timber,The Five Blind Boys Of Mississippi,gospel,"'contemporary gospel', 'gospel singers'",Sending Up My Timber,2023-03-02,26.3,500.0,,youtube,,,,https://www.youtube.com/watch?v=5atqur9hCX0,5atqur9hCX0,22bRzBGWkGG6riWKWOX3Sm,28.9,-784.5,G,-7.845,1.0,45.4,2.82,89.2,0.02,13.9,130,audio_features,spotify:track:22bRzBGWkGG6riWKWOX3Sm,https://api.spotify.com/v1/tracks/22bRzBGWkGG6riWKWOX3Sm,https://api.spotify.com/v1/audio-analysis/22bRzBGWkGG6riWKWOX3Sm,03:07,3.0,https://i.scdn.co/image/ab67616d0000b273f1e8c6c0442784dac6e8e7aa,2002-01-01,2002.0,False,24.0,,25,8905
El Scorcho - Weezer [Alternative Rock],Weezer,El Scorcho,,,El Scorcho,Weezer,alternative rock,"'alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock'",El Scorcho,2023-03-04,66.1,430.0,,youtube,,,,https://www.youtube.com/watch?v=9Asco6xgp_k,9Asco6xgp_k,3g2gQMeeQAEPztiQKMlGSl,70.7,-496.8,D,-4.968,1.0,47.9,6.59,4.71,0.0,9.32,148,audio_features,spotify:track:3g2gQMeeQAEPztiQKMlGSl,https://api.spotify.com/v1/tracks/3g2gQMeeQAEPztiQKMlGSl,https://api.spotify.com/v1/audio-analysis/3g2gQMeeQAEPztiQKMlGSl,04:03,4.0,https://i.scdn.co/image/ab67616d0000b273f4f9accdc0fb8ddee29e32b7,1996-09-24,1996.0,False,52.0,,75,3032133
Hollow Hand - All My Love [Indie/Psych Rock] (2023),All My Love,Hollow Hand,All My Love,Hollow Hand,All My Love,Hollow Hand,"indie, psych rock",,Hollow Hand - All My Love (Official Video),2023-03-05,46.8,420.0,,youtube,,,,https://www.youtube.com/watch?v=nWVySi586Rk,nWVySi586Rk,0WePsb5Qhu6zapgiS9bqy1,54.1,-778.1,B/Cb,-7.781,0.0,67.0,2.94,37.8,0.56,8.21,125,audio_features,spotify:track:0WePsb5Qhu6zapgiS9bqy1,https://api.spotify.com/v1/tracks/0WePsb5Qhu6zapgiS9bqy1,https://api.spotify.com/v1/audio-analysis/0WePsb5Qhu6zapgiS9bqy1,03:59,4.0,https://i.scdn.co/image/ab67616d0000b2732b8504781641a133d4251956,2023-01-17,2023.0,False,19.0,https://p.scdn.co/mp3-preview/4697176ca0baadf90dc995ab5cccec7fab1a4e20?cid=484c8fc1e0c54669ac770f80991a8280,18,1781
"May Erlewine - More Time [Folky, Jazzy, Rocky] (2023)",More Time,May Erlewine,More Time,May Erlewine,More Time,May Erlewine,"folky, jazzy, rocky","'michigan folk', 'michigan indie'",May Erlewine - More Time [Official Video],2023-03-01,39.6,327.0,,youtube,,,,https://www.youtube.com/watch?v=-SQAiKII1Tg,-SQAiKII1Tg,17uMZBD23dZk9H2V5z7k7u,23.5,-1381.4,Bb,-13.814,1.0,61.5,6.97,49.8,31.4,14.7,153,audio_features,spotify:track:17uMZBD23dZk9H2V5z7k7u,https://api.spotify.com/v1/tracks/17uMZBD23dZk9H2V5z7k7u,https://api.spotify.com/v1/audio-analysis/17uMZBD23dZk9H2V5z7k7u,04:37,4.0,https://i.scdn.co/image/ab67616d0000b273f7c5c1d8fbdc6d904f4aaecc,2023-02-24,2023.0,False,35.0,https://p.scdn.co/mp3-preview/7b5b4255147d340c9efa68bcbcdbaacefe762991?cid=484c8fc1e0c54669ac770f80991a8280,45,14032
Me First And The Gimme Gimmes - Straight Up [Punk Cover],Straight Up,Me First And The Gimme Gimmes,Straight Up,Me First And The Gimme Gimmes,Straight Up,Me First and the Gimme Gimmes,punk cover,"'comic', 'punk', 'ska', 'ska punk', 'skate punk'",Me First And The Gimme Gimmes - Straight Up (Official Full Album Stream),2023-03-04,56.2,305.0,,youtube,,,,https://www.youtube.com/watch?v=p-bzs8VT7_4,p-bzs8VT7_4,4nieHMhWmK1fzeythfX7Vr,89.9,-572.3,B/Cb,-5.723,0.0,51.1,6.86,0.07,0.01,5.73,101,audio_features,spotify:track:4nieHMhWmK1fzeythfX7Vr,https://api.spotify.com/v1/tracks/4nieHMhWmK1fzeythfX7Vr,https://api.spotify.com/v1/audio-analysis/4nieHMhWmK1fzeythfX7Vr,02:59,4.0,https://i.scdn.co/image/ab67616d0000b27391fb8c153f94d07553429a31,2014-05-13,2014.0,False,45.0,https://p.scdn.co/mp3-preview/1027dc3862626420d7b7fc9dd877d3f1ff1531d7?cid=484c8fc1e0c54669ac770f80991a8280,54,307436
Jefferson Airplane - White Rabbit [Psychedelic Rock],White Rabbit,Jefferson Airplane,,,White Rabbit,Jefferson Airplane,psychedelic rock,"'acid rock', 'blues rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock'",White Rabbit,2023-03-05,32.2,219.0,,youtube,,,,https://www.youtube.com/watch?v=5aeWicwy7fA,5aeWicwy7fA,4vpeKl0vMGdAXpZiQB2Dtd,29.3,-1250.3,Db/C#,-12.503,1.0,55.1,2.72,48.6,0.03,8.64,106,audio_features,spotify:track:4vpeKl0vMGdAXpZiQB2Dtd,https://api.spotify.com/v1/tracks/4vpeKl0vMGdAXpZiQB2Dtd,https://api.spotify.com/v1/audio-analysis/4vpeKl0vMGdAXpZiQB2Dtd,02:30,4.0,https://i.scdn.co/image/ab67616d0000b2732dac7a01676ddb36c1d0ec05,1967-01-01,1967.0,False,69.0,https://p.scdn.co/mp3-preview/f39a05b57be781d6f8fe5aaf2c1fa5de56ce45e6?cid=484c8fc1e0c54669ac770f80991a8280,63,1430012
Adult Male Blond — All the Mallrats [Indie Rock] (2023),All the Mallrats,Adult Male Blond,,,All the Mallrats,Adult Male Blond,indie rock,,All the Mallrats,2023-03-03,46.9,194.0,,youtube,,,,https://www.youtube.com/watch?v=G6YHVroeFPY,G6YHVroeFPY,3LMoyEtSwhmYfuOCLlmP8m,65.3,-733.9,A,-7.339,1.0,53.9,2.29,8.11,0.03,10.9,83,audio_features,spotify:track:3LMoyEtSwhmYfuOCLlmP8m,https://api.spotify.com/v1/tracks/3LMoyEtSwhmYfuOCLlmP8m,https://api.spotify.com/v1/audio-analysis/3LMoyEtSwhmYfuOCLlmP8m,02:58,4.0,https://i.scdn.co/image/ab67616d0000b273434ba073195fcb395a8c24d2,2023-03-03,2023.0,False,3.0,https://p.scdn.co/mp3-preview/153cea708785cd9879f979a6461963354ffd1cc6?cid=484c8fc1e0c54669ac770f80991a8280,3,52
