r_title,r_post_song,r_post_artist,r_media_song,r_media_artist,sp_song,sp_artist,r_genres,sp_genres,r_media_title,r_post_date,r_upvote_ratio,r_score,bc_embed_link,link_source,sc_embed_link,sc_link,sp_link,yt_link,yt_video_id,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_artist_popularity,sp_follower_count
Lankum -- Go Dig My Grave [Irish doom folk] (2023),Go Dig My Grave,Lankum,Go Dig My Grave,Lankum,Go Dig My Grave,Lankum,irish doom folk,"'irish folk', 'irish neo-traditional', 'uilleann pipes'",Lankum - Go Dig My Grave (Official Video),2023-01-31,3.26,900.0,,youtube,,,,https://www.youtube.com/watch?v=qhqpQiXnFx0,qhqpQiXnFx0,5FBto2Mh2gVkGWV0mRh0hg,14.8,-908.0,C,-9.08,1.0,24.6,3.75,3.52,0.18,16.4,138,audio_features,spotify:track:5FBto2Mh2gVkGWV0mRh0hg,https://api.spotify.com/v1/tracks/5FBto2Mh2gVkGWV0mRh0hg,https://api.spotify.com/v1/audio-analysis/5FBto2Mh2gVkGWV0mRh0hg,08:38,4.0,https://i.scdn.co/image/ab67616d0000b27329130a4a0249f801b5a7dcc7,2023-01-31,2023.0,False,28.0,https://p.scdn.co/mp3-preview/c64bdf962e386e6919d0d9210f7b2ca205530819?cid=484c8fc1e0c54669ac770f80991a8280,35,33854
NiNi Music -- WuKong [Asian Folk Metal] (2023),WuKong,NiNi Music,WuKong,NiNi Music,Wukong,Nini Music,asian folk metal,,NiNi Music - WuKong (AI Music Video),2023-02-01,32.6,505.0,,youtube,,,,https://www.youtube.com/watch?v=kl3A4GT3N0Q,kl3A4GT3N0Q,1I2RpS6yGoTM6lyg0smBsC,82.5,-774.0,A,-7.74,1.0,67.8,5.38,48.5,61.1,3.84,139,audio_features,spotify:track:1I2RpS6yGoTM6lyg0smBsC,https://api.spotify.com/v1/tracks/1I2RpS6yGoTM6lyg0smBsC,https://api.spotify.com/v1/audio-analysis/1I2RpS6yGoTM6lyg0smBsC,02:37,4.0,https://i.scdn.co/image/ab67616d0000b273c5724ede34e0b980fb781910,2022-03-26,2022.0,False,23.0,https://p.scdn.co/mp3-preview/6c9d7b8035e57b1a2cdaed59d1d1b5f68a8183d6?cid=484c8fc1e0c54669ac770f80991a8280,27,17646
"Baiuca, Xosé Lois Romero and Aliboria - Caroi [ Galician Folk ] (2021)",Caroi,"Baiuca, Xosé Lois Romero and Aliboria",Caroi,"Baiuca, Xosé Lois Romero y Aliboria",Caroi,Baiuca, galician folk ,'galician rock',"Baiuca, Xosé Lois Romero y Aliboria - ""Caroi"" (Un país para escucharlo)",2023-01-28,32.4,388.0,,youtube,,,,https://www.youtube.com/watch?v=EVNoYWdNs50,EVNoYWdNs50,0exn03hPekaqYqmwSMmcIr,87.1,-731.6,Db/C#,-7.316,1.0,68.5,3.87,0.48,49.3,9.16,123,audio_features,spotify:track:0exn03hPekaqYqmwSMmcIr,https://api.spotify.com/v1/tracks/0exn03hPekaqYqmwSMmcIr,https://api.spotify.com/v1/audio-analysis/0exn03hPekaqYqmwSMmcIr,03:35,3.0,https://i.scdn.co/image/ab67616d0000b273799692e2d1811090579cf5d8,2019-02-13,2019.0,False,25.0,https://p.scdn.co/mp3-preview/994751fea7b79acde726cd3963743106a69ffab6?cid=484c8fc1e0c54669ac770f80991a8280,47,49518
Catherine Wheel -- Fripp [Alternative Rock/Indie] (1993),Fripp,Catherine Wheel,,,Fripp,Catherine Wheel,"alternative rock, indie","'alternative pop', 'alternative rock', 'dream pop', 'grungegaze', 'nu gaze', 'shoegaze', 'spacegrunge'",Fripp,2023-01-30,8.79,347.0,,youtube,,,,https://www.youtube.com/watch?v=SKTFNTXWuoU,SKTFNTXWuoU,38WfEwJBUEemNNSkp1xBvD,32.7,-1424.7,E,-14.247,1.0,41.6,2.96,2.13,2.18,31.0,98,audio_features,spotify:track:38WfEwJBUEemNNSkp1xBvD,https://api.spotify.com/v1/tracks/38WfEwJBUEemNNSkp1xBvD,https://api.spotify.com/v1/audio-analysis/38WfEwJBUEemNNSkp1xBvD,07:34,4.0,https://i.scdn.co/image/ab67616d0000b273f95c8e87258659244f236d69,1993-07-20,1993.0,False,26.0,,37,48870
Chipped Nail Polish -- Rut [Indie Rock/Pop] (2023),Rut,Chipped Nail Polish,Rut,Chipped Nail Polish,Rut,Chipped Nail Polish,"indie rock, pop",,Chipped Nail Polish - Rut (Official Video),2023-01-29,64.4,277.0,,youtube,,,,https://www.youtube.com/watch?v=Sa9IZy9D7wI,Sa9IZy9D7wI,4E1SRXCS59rrMiG2KbT9FQ,65.5,-942.3,Db/C#,-9.423,1.0,58.4,3.86,50.3,38.5,7.7,76,audio_features,spotify:track:4E1SRXCS59rrMiG2KbT9FQ,https://api.spotify.com/v1/tracks/4E1SRXCS59rrMiG2KbT9FQ,https://api.spotify.com/v1/audio-analysis/4E1SRXCS59rrMiG2KbT9FQ,03:11,4.0,https://i.scdn.co/image/ab67616d0000b273960f9afc86ea1899971c0996,2023-01-13,2023.0,True,22.0,https://p.scdn.co/mp3-preview/b88e9a69baca7893b82afc3517ac32739ee9c573?cid=484c8fc1e0c54669ac770f80991a8280,13,297
Ollie Chanin -- Hold Me When I Think I'm Going Crazy [Art Pop] (2023),Hold Me When I Think Im Going Crazy,Ollie Chanin,,,HOLD ME WHEN I THINK I'M GOING CRAZY,OLLIE CHANIN,art pop,,HOLD ME WHEN I THINK IM GOING CRAZY (Official Video),2023-02-02,49.3,270.0,,youtube,,,,https://www.youtube.com/watch?v=H06TDbkHtAA,H06TDbkHtAA,6pnCSiD6Mbjq4tuDMMAfC7,35.0,-910.8,D,-9.108,1.0,54.9,25.6,65.1,7.0,10.6,189,audio_features,spotify:track:6pnCSiD6Mbjq4tuDMMAfC7,https://api.spotify.com/v1/tracks/6pnCSiD6Mbjq4tuDMMAfC7,https://api.spotify.com/v1/audio-analysis/6pnCSiD6Mbjq4tuDMMAfC7,03:06,4.0,https://i.scdn.co/image/ab67616d0000b273d7b3233201b32e20e0ba4bba,2023-01-19,2023.0,True,14.0,https://p.scdn.co/mp3-preview/ba00494e3f8c70f44434bcc5ee89e34edda66c06?cid=484c8fc1e0c54669ac770f80991a8280,18,1208
jizue -- Marten [Japanese Jazz] (2020),Marten,jizue,,,marten,jizue,japanese jazz,"'japanese jazz fusion', 'japanese post-rock', 'math rock', 'progressive jazz fusion'",marten,2023-01-30,66.5,221.0,,youtube,,,,https://www.youtube.com/watch?v=otpEQjJF_MQ,otpEQjJF_MQ,1Ne2In4h9afW7o4jwY015K,86.3,-676.3,A,-6.763,0.0,52.1,3.71,11.6,88.9,25.7,140,audio_features,spotify:track:1Ne2In4h9afW7o4jwY015K,https://api.spotify.com/v1/tracks/1Ne2In4h9afW7o4jwY015K,https://api.spotify.com/v1/audio-analysis/1Ne2In4h9afW7o4jwY015K,04:27,4.0,https://i.scdn.co/image/ab67616d0000b273e52ec559a2c140577eef4555,2020-09-09,2020.0,False,22.0,https://p.scdn.co/mp3-preview/d9d66a36b0b470a383643a8645da2cfeb6a3cefc?cid=484c8fc1e0c54669ac770f80991a8280,36,39181
Casino Versus Japan - Late for School [IDM] (1999),Late for School,Casino Versus Japan,,,Late for School,Casino Versus Japan,idm,"'ambient', 'deep idm', 'drill and bass', 'electronica', 'intelligent dance music'",Late for School,2023-01-29,37.7,205.0,,youtube,,,,https://www.youtube.com/watch?v=vpc0twtTvqw,vpc0twtTvqw,4FaC03hEfll2MzPQ5eHPTX,53.7,-1108.9,C,-11.089,1.0,65.3,3.48,0.64,85.5,15.1,100,audio_features,spotify:track:4FaC03hEfll2MzPQ5eHPTX,https://api.spotify.com/v1/tracks/4FaC03hEfll2MzPQ5eHPTX,https://api.spotify.com/v1/audio-analysis/4FaC03hEfll2MzPQ5eHPTX,06:16,4.0,https://i.scdn.co/image/ab67616d0000b2732ac02dab651547b6682547dd,1999-01-01,1999.0,False,20.0,https://p.scdn.co/mp3-preview/ae235c2d43b1858e618e432f1264286b04ec9e52?cid=484c8fc1e0c54669ac770f80991a8280,42,28026
The Delta Bombers - Hey! You Know You Wanna! [Rock n’ Roll] (2023),Hey! You Know You Wanna!,The Delta Bombers,,,The Way You Love Me,The Delta Bombers,rock n’ roll,'neo-rockabilly',The Delta Bombers 'Hey You Know You Wanna' (official video),2023-02-01,95.5,140.0,,youtube,,,,https://www.youtube.com/watch?v=9hWuDzH_5g0,9hWuDzH_5g0,0EPgqKlE7Wb8fQFACQdMVh,95.6,-439.5,B/Cb,-4.395,1.0,56.8,4.53,48.0,12.3,17.7,178,audio_features,spotify:track:0EPgqKlE7Wb8fQFACQdMVh,https://api.spotify.com/v1/tracks/0EPgqKlE7Wb8fQFACQdMVh,https://api.spotify.com/v1/audio-analysis/0EPgqKlE7Wb8fQFACQdMVh,01:49,4.0,https://i.scdn.co/image/ab67616d0000b2732e1647743b44fcb3d1558e97,2011-12-15,2011.0,True,34.0,https://p.scdn.co/mp3-preview/5b8e4427f21ea2602aa888565723ead8e90d860d?cid=484c8fc1e0c54669ac770f80991a8280,37,17836
"Warren Zevon - Roland The Headless Thompson Gunner [Rock] || Warren is one of the nominees for the R&R Hall of Fame, fingers crossed...",Roland The Headless Thompson Gunner,Warren Zevon,,,Roland the Headless Thompson Gunner,Warren Zevon,rock,"'art rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock'",Roland the Headless Thompson Gunner,2023-02-02,55.3,137.0,,youtube,,,,https://www.youtube.com/watch?v=wRWCK9zGynA,wRWCK9zGynA,0VTQQh0dXlKRGsglMG28Us,43.8,-949.4,Db/C#,-9.494,1.0,67.8,3.07,66.5,2.55,9.87,80,audio_features,spotify:track:0VTQQh0dXlKRGsglMG28Us,https://api.spotify.com/v1/tracks/0VTQQh0dXlKRGsglMG28Us,https://api.spotify.com/v1/audio-analysis/0VTQQh0dXlKRGsglMG28Us,03:49,4.0,https://i.scdn.co/image/ab67616d0000b273d6355fe477e861be56ad0eac,1978-06-01,1978.0,False,43.0,https://p.scdn.co/mp3-preview/9e9d66bc4684b1248a129de0f4035e1bc76ce003?cid=484c8fc1e0c54669ac770f80991a8280,57,365013
