r_title,r_post_song,r_post_artist,r_media_song,r_media_artist,sp_song,sp_artist,r_genres,sp_genres,r_media_title,r_post_date,r_upvote_ratio,r_score,bc_embed_link,link_source,sc_embed_link,sc_link,sp_link,yt_link,yt_video_id,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_artist_popularity,sp_follower_count
The Presidents Of The United States Of America - Lump [Alt Rock] (1995),Lump,The Presidents Of The United States Of America,,,Lump,The Presidents Of The United States Of America,alt rock,"'alternative metal', 'alternative rock', 'grunge', 'pop rock', 'rap rock', 'rock'",Lump,2022-09-21,86.4,3793.0,,spotify,,,,,,2JdzB67NvIa90K4gEZPLeX,87.3,-390.2,Gb/F#,-3.902,1.0,49.9,3.86,0.47,0.0,16.5,142,audio_features,spotify:track:2JdzB67NvIa90K4gEZPLeX,https://api.spotify.com/v1/tracks/2JdzB67NvIa90K4gEZPLeX,https://api.spotify.com/v1/audio-analysis/2JdzB67NvIa90K4gEZPLeX,02:14,4.0,https://i.scdn.co/image/ab67616d0000b273a82d10a00b1821ce323645c0,1995-01-01,1995.0,False,68.0,https://p.scdn.co/mp3-preview/b6f31966484cfbc599f908ac151e656a3343b439?cid=484c8fc1e0c54669ac770f80991a8280,58,520987
Souls Of Mischief - 93’ Til Infinity [90s hip-hop],93’ Til Infinity,Souls Of Mischief,,,93 'Til Infinity,Souls Of Mischief,90s hip hop,"'alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap'",93 'Til Infinity,2022-09-23,68.8,1210.0,,youtube,,,,https://www.youtube.com/watch?v=b9bKj69a2ss,b9bKj69a2ss,0PV1TFUMTBrDETzW6KQulB,67.2,-1179.2,D,-11.792,1.0,59.0,41.2,12.5,0.0,14.7,206,audio_features,spotify:track:0PV1TFUMTBrDETzW6KQulB,https://api.spotify.com/v1/tracks/0PV1TFUMTBrDETzW6KQulB,https://api.spotify.com/v1/audio-analysis/0PV1TFUMTBrDETzW6KQulB,04:46,4.0,https://i.scdn.co/image/ab67616d0000b27343969ecfe687484121805478,1993-02-13,1993.0,False,70.0,https://p.scdn.co/mp3-preview/2dfe3962b972754876f6a054cacff108e52923ae?cid=484c8fc1e0c54669ac770f80991a8280,53,242816
"Mone Kamishiraishi -- Choice [Bluegrass, J-pop] (2022)",Choice,Mone Kamishiraishi,,,チョイス,Mone Kamishiraishi,"bluegrass, j-pop","'j-acoustic', 'j-pop'",チョイス,2022-09-20,60.5,499.0,,youtube,,,,https://www.youtube.com/watch?v=uEFq-mgVNCA,uEFq-mgVNCA,6PXpgjdHRWQUTdmSQNvGkg,58.2,-656.2,Db/C#,-6.562,1.0,44.4,2.69,75.1,0.12,31.3,180,audio_features,spotify:track:6PXpgjdHRWQUTdmSQNvGkg,https://api.spotify.com/v1/tracks/6PXpgjdHRWQUTdmSQNvGkg,https://api.spotify.com/v1/audio-analysis/6PXpgjdHRWQUTdmSQNvGkg,03:30,4.0,https://i.scdn.co/image/ab67616d0000b273cbdf78423725e5cf744fa0b2,2022-07-13,2022.0,False,27.0,,45,173733
"Bibars Appesh, Astemir Marshenkulov, Bashir Hatsuk, Shan Issac -- Si Paq [Circassian Folk Music] (2022)",Si Paq,"Bibars Appesh, Astemir Marshenkulov, Bashir Hatsuk, Shan Issac",,,Ba Pahnai Shab Tera,Bashir Asem,circassian folk music,,Си Пакъ. Черкесская песня,2022-09-23,64.6,490.0,,youtube,,,,https://www.youtube.com/watch?v=efh2PIDFMRc,efh2PIDFMRc,2CQcRQ2KuTo7ZgZmhpF2MK,76.2,-503.4,D,-5.034,0.0,58.7,3.1,63.3,0.0,21.1,132,audio_features,spotify:track:2CQcRQ2KuTo7ZgZmhpF2MK,https://api.spotify.com/v1/tracks/2CQcRQ2KuTo7ZgZmhpF2MK,https://api.spotify.com/v1/audio-analysis/2CQcRQ2KuTo7ZgZmhpF2MK,04:30,3.0,https://i.scdn.co/image/ab67616d0000b273302981c027ad371344976ca3,2017-08-15,2017.0,False,0.0,https://p.scdn.co/mp3-preview/2d8c198996b69dfb7375318cb837edaebfab7225?cid=484c8fc1e0c54669ac770f80991a8280,8,85
"柏木玲子 Reiko Kashiwagi - Rain In The City [Jazz, Fusion, Synth-Pop] (1984)",Rain In The City,柏木玲子 Reiko Kashiwagi,Rain In The City,柏木玲子 Reiko Kashiwagi,Rain In The City,Imber Levis,"jazz, fusion, synth-pop","'ocean', 'rain'","柏木玲子 Reiko Kashiwagi - Rain In The City [Japan] Jazz, Fusion, Synth-Pop (1984)",2022-09-19,0.0,389.0,,youtube,,,,https://www.youtube.com/watch?v=elFR0iCQxZE,elFR0iCQxZE,54AMBJCCT4TuLsEFTgbnC8,94.8,-2486.9,A,-24.869,1.0,18.9,4.23,89.0,82.3,95.1,83,audio_features,spotify:track:54AMBJCCT4TuLsEFTgbnC8,https://api.spotify.com/v1/tracks/54AMBJCCT4TuLsEFTgbnC8,https://api.spotify.com/v1/audio-analysis/54AMBJCCT4TuLsEFTgbnC8,03:28,4.0,https://i.scdn.co/image/ab67616d0000b2733be0a84390439c38f3d15660,2021-09-03,2021.0,False,30.0,https://p.scdn.co/mp3-preview/befbfed0812361a5431cd1df9289ca9c8a7a7f08?cid=484c8fc1e0c54669ac770f80991a8280,43,92
"Earth, Wind & Fire - September [R&B] (Live - Japan 1990)",September,"Earth, Wind & Fire",September,"Earth, Wind & Fire",September,"Earth, Wind & Fire",r&b,"'disco', 'funk', 'jazz funk', 'quiet storm', 'soul'","Earth, Wind & Fire - September (Live)",2022-09-21,97.9,320.0,,youtube,,,,https://www.youtube.com/watch?v=Rm_9mxZV10U,Rm_9mxZV10U,2grjqo0Frpf2okIBiifQKs,83.2,-726.4,A,-7.264,1.0,69.7,2.98,16.8,0.13,26.9,125,audio_features,spotify:track:2grjqo0Frpf2okIBiifQKs,https://api.spotify.com/v1/tracks/2grjqo0Frpf2okIBiifQKs,https://api.spotify.com/v1/audio-analysis/2grjqo0Frpf2okIBiifQKs,03:35,4.0,https://i.scdn.co/image/ab67616d0000b2734dd033f4cf3a0a58059cde69,1978-11-23,1978.0,False,82.0,https://p.scdn.co/mp3-preview/0537091c76250e4c5909f088134788a5c4101985?cid=484c8fc1e0c54669ac770f80991a8280,73,3600465
Monty Python - Always Look on the Bright Side of Life [Funny],Always Look on the Bright Side of Life,Monty Python,Always Look on the Bright Side of Life,Monty Python,Always Look On The Bright Side Of Life - The Unofficial England Football Anthem,Monty Python,funny,"'british comedy', 'comic'",Monty Python - Always Look on the Bright Side of Life,2022-09-22,64.3,273.0,,youtube,,,,https://www.youtube.com/watch?v=jHPOzQzk9Qo,jHPOzQzk9Qo,6eHuj3HhZ4jS9nyNVV03ET,32.0,-1745.3,G,-17.453,1.0,74.0,5.01,1.19,0.01,17.8,121,audio_features,spotify:track:6eHuj3HhZ4jS9nyNVV03ET,https://api.spotify.com/v1/tracks/6eHuj3HhZ4jS9nyNVV03ET,https://api.spotify.com/v1/audio-analysis/6eHuj3HhZ4jS9nyNVV03ET,03:01,4.0,https://i.scdn.co/image/ab67616d0000b273c0e3609ec09bd302030fb6e0,2014-07-08,2014.0,True,48.0,,46,116312
"Lonnie Johnson - ""Mr. Johnson's Blues No. 2"" [Prewar Urban Blues] (1929)",Mr. Johnsons Blues No. 2,Lonnie Johnson,,,Mr Johnson's Blues No. 2,Lonnie Johnson,prewar urban blues,"'acoustic blues', 'blues', 'country blues', 'jazz blues', 'louisiana blues', 'memphis blues', 'new orleans blues', 'traditional blues'",Mr Johnson's Blues No. 2,2022-09-19,63.5,266.0,,youtube,,,,https://www.youtube.com/watch?v=Ork5lOoyxnI,Ork5lOoyxnI,3Rygskf8lMZSgFbAIdb5Rn,28.1,-1158.5,Db/C#,-11.585,1.0,64.4,4.79,98.8,0.0,29.1,115,audio_features,spotify:track:3Rygskf8lMZSgFbAIdb5Rn,https://api.spotify.com/v1/tracks/3Rygskf8lMZSgFbAIdb5Rn,https://api.spotify.com/v1/audio-analysis/3Rygskf8lMZSgFbAIdb5Rn,02:57,4.0,https://i.scdn.co/image/ab67616d0000b273a7ff3c6b53921008d0fe98ec,1991-01-01,1991.0,False,0.0,https://p.scdn.co/mp3-preview/ea82be52ba2aaecdd4a5c0299f85f234aa511c87?cid=484c8fc1e0c54669ac770f80991a8280,29,25798
Daytoner -- Shout Love [funk / soul] (2022),Shout Love,Daytoner,,,Shout Love,Daytoner,"funk, soul",'cornwall indie',"Shout Love, by Daytoner",2022-09-21,74.8,251.0,https://cdn.embedly.com/widgets/media.html?src=https://bandcamp.com/EmbeddedPlayer/v=2/track=434868682/size=large/linkcol=0084B4/notracklist=true/twittercard=true/&display_name=BandCamp&url=https://daytoner.bandcamp.com/track/shout-love-3&image=https://f4.bcbits.com/img/a1331867373_5.jpg&key=2aa3c4d5f3de4f5b9120b660ad850dc9&type=text/html&schema=bandcamp,bandcamp,,,,,,1CmC4vsgIHm4dfbwNky4PY,78.8,-764.5,Bb,-7.645,0.0,59.4,6.93,10.4,9.69,9.27,199,audio_features,spotify:track:1CmC4vsgIHm4dfbwNky4PY,https://api.spotify.com/v1/tracks/1CmC4vsgIHm4dfbwNky4PY,https://api.spotify.com/v1/audio-analysis/1CmC4vsgIHm4dfbwNky4PY,04:05,4.0,https://i.scdn.co/image/ab67616d0000b27379bdc1e9061b22b88e3e7ffb,2019-05-31,2019.0,False,3.0,https://p.scdn.co/mp3-preview/7d9d6996f1d739f44f583c4fa5ba85dda7ae4f73?cid=484c8fc1e0c54669ac770f80991a8280,7,870
Broken Glass Kids -- Spit N' Blood [folk punk] (2017),Spit N Blood,Broken Glass Kids,,,Broken Glass Complexion,Vein.fm,folk punk,"'dreamo', 'mathcore', 'metallic hardcore'","Spit n' Blood, by Broken Glass Kids",2022-09-22,32.8,243.0,https://cdn.embedly.com/widgets/media.html?src=https://bandcamp.com/EmbeddedPlayer/v=2/track=284241269/size=large/linkcol=0084B4/notracklist=true/twittercard=true/&display_name=BandCamp&url=https://brokenglasskids.bandcamp.com/track/spit-n-blood&image=https://f4.bcbits.com/img/a3200515101_5.jpg&key=2aa3c4d5f3de4f5b9120b660ad850dc9&type=text/html&schema=bandcamp,bandcamp,,,,,,4I9B9rRBgrlpoft51PVSAk,98.1,-242.9,F,-2.429,0.0,18.2,22.5,0.0,1.03,37.6,184,audio_features,spotify:track:4I9B9rRBgrlpoft51PVSAk,https://api.spotify.com/v1/tracks/4I9B9rRBgrlpoft51PVSAk,https://api.spotify.com/v1/audio-analysis/4I9B9rRBgrlpoft51PVSAk,02:26,4.0,https://i.scdn.co/image/ab67616d0000b273af89ca043be8fd7637b54df5,2018-06-22,2018.0,False,30.0,https://p.scdn.co/mp3-preview/b9e8d3cd8eeaf45711b5c94411bdd02265095db6?cid=484c8fc1e0c54669ac770f80991a8280,40,55098
