sp_song,sp_artist,r_title,r_media_title,r_post_song,r_post_artist,r_media_song,r_media_artist,id,sp_link,r_score,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview
Got Me Wrong,Alice In Chains,Alice in Chains - Got Me Wrong (MTV Unplugged) [Grunge],Alice In Chains - Got Me Wrong (From MTV Unplugged),Got Me Wrong,Alice in Chains,Got Me Wrong,Alice In Chains,2lBqGHtGLD5FGeJJYNKbGS,,1510.0,0.506,0.771,8,-10.023,1,0.0442,0.104,0.00329,0.215,0.235,83.412,audio_features,spotify:track:2lBqGHtGLD5FGeJJYNKbGS,https://api.spotify.com/v1/tracks/2lBqGHtGLD5FGeJJYNKbGS,https://api.spotify.com/v1/audio-analysis/2lBqGHtGLD5FGeJJYNKbGS,249867,4,https://i.scdn.co/image/ab67616d0000b2738047e76ac2d48c96104e8ffc,1992-02-04,1992,False,51,https://p.scdn.co/mp3-preview/c5a579b87dfed50e4b7a0066db7cb1e9b61622d0?cid=484c8fc1e0c54669ac770f80991a8280
Got Me Wrong,Alice In Chains,Alice in Chains - Got Me Wrong (MTV Unplugged) [Grunge],Alice In Chains - Got Me Wrong (From MTV Unplugged),Got Me Wrong,Alice in Chains,Got Me Wrong,Alice In Chains,2lBqGHtGLD5FGeJJYNKbGS,,1510.0,0.506,0.771,8,-10.023,1,0.0442,0.104,0.00329,0.215,0.235,83.412,audio_features,spotify:track:2lBqGHtGLD5FGeJJYNKbGS,https://api.spotify.com/v1/tracks/2lBqGHtGLD5FGeJJYNKbGS,https://api.spotify.com/v1/audio-analysis/2lBqGHtGLD5FGeJJYNKbGS,249867,4,https://i.scdn.co/image/ab67616d0000b2738047e76ac2d48c96104e8ffc,1992-02-04,1992,False,51,https://p.scdn.co/mp3-preview/c5a579b87dfed50e4b7a0066db7cb1e9b61622d0?cid=484c8fc1e0c54669ac770f80991a8280
Possum Kingdom,Toadies,The Toadies - Possum Kingdom [Grunge],The Toadies - Possum Kingdom (Official Music Video),Possum Kingdom,The Toadies,Possum Kingdom,The Toadies,56SkdBKyR2zOkjk6wVFI9s,,996.0,0.643,0.726,9,-9.314,1,0.0255,0.000772,0.00969,0.07,0.925,100.687,audio_features,spotify:track:56SkdBKyR2zOkjk6wVFI9s,https://api.spotify.com/v1/tracks/56SkdBKyR2zOkjk6wVFI9s,https://api.spotify.com/v1/audio-analysis/56SkdBKyR2zOkjk6wVFI9s,308333,4,https://i.scdn.co/image/ab67616d0000b27385fb885d41591752340eeccc,1994-01-01,1994,False,61,
Possum Kingdom,Toadies,The Toadies - Possum Kingdom [Grunge],The Toadies - Possum Kingdom (Official Music Video),Possum Kingdom,The Toadies,Possum Kingdom,The Toadies,56SkdBKyR2zOkjk6wVFI9s,,996.0,0.643,0.726,9,-9.314,1,0.0255,0.000772,0.00969,0.07,0.925,100.687,audio_features,spotify:track:56SkdBKyR2zOkjk6wVFI9s,https://api.spotify.com/v1/tracks/56SkdBKyR2zOkjk6wVFI9s,https://api.spotify.com/v1/audio-analysis/56SkdBKyR2zOkjk6wVFI9s,308333,4,https://i.scdn.co/image/ab67616d0000b27385fb885d41591752340eeccc,1994-01-01,1994,False,61,
Smoko,The Chats,THE CHATS - SMOKO [Alternative],THE CHATS - SMOKO  (OFFICIAL VIDEO),SMOKO,THE CHATS,SMOKO,THE CHATS,5nw2rQXAjfpZNaMzAJ8qTX,,440.0,0.675,0.615,11,-10.674,1,0.0538,0.00395,0.0041,0.166,0.25,86.703,audio_features,spotify:track:5nw2rQXAjfpZNaMzAJ8qTX,https://api.spotify.com/v1/tracks/5nw2rQXAjfpZNaMzAJ8qTX,https://api.spotify.com/v1/audio-analysis/5nw2rQXAjfpZNaMzAJ8qTX,179527,4,https://i.scdn.co/image/ab67616d0000b273df53bbc68be612f70b5ef004,2017-07-31,2017,False,53,https://p.scdn.co/mp3-preview/2c758c78e4d1237275ae3dfa5db8ef2499e8ebc6?cid=484c8fc1e0c54669ac770f80991a8280
Smoko,The Chats,THE CHATS - SMOKO [Alternative],THE CHATS - SMOKO  (OFFICIAL VIDEO),SMOKO,THE CHATS,SMOKO,THE CHATS,5nw2rQXAjfpZNaMzAJ8qTX,,440.0,0.675,0.615,11,-10.674,1,0.0538,0.00395,0.0041,0.166,0.25,86.703,audio_features,spotify:track:5nw2rQXAjfpZNaMzAJ8qTX,https://api.spotify.com/v1/tracks/5nw2rQXAjfpZNaMzAJ8qTX,https://api.spotify.com/v1/audio-analysis/5nw2rQXAjfpZNaMzAJ8qTX,179527,4,https://i.scdn.co/image/ab67616d0000b273df53bbc68be612f70b5ef004,2017-07-31,2017,False,53,https://p.scdn.co/mp3-preview/2c758c78e4d1237275ae3dfa5db8ef2499e8ebc6?cid=484c8fc1e0c54669ac770f80991a8280
Worse Than Death,The Anti-Queens,The Anti-Queens - Worse Than Death [Punk] (2019),The Anti-Queens - Worse Than Death (official video),Worse Than Death,The Anti-Queens,Worse Than Death,The Anti-Queens,1LxPR3S76DPrNdCuIzWzVh,,434.0,0.384,0.935,4,-3.899,0,0.075,6e-05,3.56e-05,0.223,0.45,189.956,audio_features,spotify:track:1LxPR3S76DPrNdCuIzWzVh,https://api.spotify.com/v1/tracks/1LxPR3S76DPrNdCuIzWzVh,https://api.spotify.com/v1/audio-analysis/1LxPR3S76DPrNdCuIzWzVh,160963,4,https://i.scdn.co/image/ab67616d0000b273a49ea7197ee16c400f93e527,2019-09-13,2019,False,29,https://p.scdn.co/mp3-preview/baee7915c4a7934014a565a1a47dd8cb8f2320ea?cid=484c8fc1e0c54669ac770f80991a8280
Worse Than Death,The Anti-Queens,The Anti-Queens - Worse Than Death [Punk] (2019),The Anti-Queens - Worse Than Death (official video),Worse Than Death,The Anti-Queens,Worse Than Death,The Anti-Queens,1LxPR3S76DPrNdCuIzWzVh,,434.0,0.384,0.935,4,-3.899,0,0.075,6e-05,3.56e-05,0.223,0.45,189.956,audio_features,spotify:track:1LxPR3S76DPrNdCuIzWzVh,https://api.spotify.com/v1/tracks/1LxPR3S76DPrNdCuIzWzVh,https://api.spotify.com/v1/audio-analysis/1LxPR3S76DPrNdCuIzWzVh,160963,4,https://i.scdn.co/image/ab67616d0000b273a49ea7197ee16c400f93e527,2019-09-13,2019,False,29,https://p.scdn.co/mp3-preview/baee7915c4a7934014a565a1a47dd8cb8f2320ea?cid=484c8fc1e0c54669ac770f80991a8280
All My Love,Hollow Hand,Hollow Hand - All My Love [Indie/Psych Rock] (2023),Hollow Hand - All My Love (Official Video),All My Love,Hollow Hand,All My Love,Hollow Hand,0WePsb5Qhu6zapgiS9bqy1,,428.0,0.67,0.541,11,-7.781,0,0.0294,0.378,0.0056,0.0821,0.468,125.114,audio_features,spotify:track:0WePsb5Qhu6zapgiS9bqy1,https://api.spotify.com/v1/tracks/0WePsb5Qhu6zapgiS9bqy1,https://api.spotify.com/v1/audio-analysis/0WePsb5Qhu6zapgiS9bqy1,239088,4,https://i.scdn.co/image/ab67616d0000b2732b8504781641a133d4251956,2023-01-17,2023,False,18,https://p.scdn.co/mp3-preview/f148b84fc27473851bc74734a2bbc44696b14976?cid=484c8fc1e0c54669ac770f80991a8280
All My Love,Hollow Hand,Hollow Hand - All My Love [Indie/Psych Rock] (2023),Hollow Hand - All My Love (Official Video),All My Love,Hollow Hand,All My Love,Hollow Hand,0WePsb5Qhu6zapgiS9bqy1,,428.0,0.67,0.541,11,-7.781,0,0.0294,0.378,0.0056,0.0821,0.468,125.114,audio_features,spotify:track:0WePsb5Qhu6zapgiS9bqy1,https://api.spotify.com/v1/tracks/0WePsb5Qhu6zapgiS9bqy1,https://api.spotify.com/v1/audio-analysis/0WePsb5Qhu6zapgiS9bqy1,239088,4,https://i.scdn.co/image/ab67616d0000b2732b8504781641a133d4251956,2023-01-17,2023,False,18,https://p.scdn.co/mp3-preview/f148b84fc27473851bc74734a2bbc44696b14976?cid=484c8fc1e0c54669ac770f80991a8280
