sp_song,sp_artist,r_title,r_media_title,r_post_song,r_post_artist,r_media_song,r_media_artist,id,sp_link,r_score,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview
Trailer Trash,Modest Mouse,"Trailer Trash - Modest Mouse [Indie Rock] Happy 25th Anniversary to the album the Lonesome Crowded West, released November 18th 1997",Modest Mouse - Trailer Trash,Modest Mouse,Trailer Trash,Trailer Trash,Modest Mouse,3GcRZ1Q9Q6NIeDNw3MVAWS,,603.0,0.488,0.628,7,-4.579,1,0.0348,0.0783,0.00519,0.0618,0.715,164.011,audio_features,spotify:track:3GcRZ1Q9Q6NIeDNw3MVAWS,https://api.spotify.com/v1/tracks/3GcRZ1Q9Q6NIeDNw3MVAWS,https://api.spotify.com/v1/audio-analysis/3GcRZ1Q9Q6NIeDNw3MVAWS,349600,4,https://i.scdn.co/image/ab67616d0000b2736d36f5f881bb591a529e259b,1997-11-18,1997,False,47,
Trailer Trash,Modest Mouse,"Trailer Trash - Modest Mouse [Indie Rock] Happy 25th Anniversary to the album the Lonesome Crowded West, released November 18th 1997",Modest Mouse - Trailer Trash,Modest Mouse,Trailer Trash,Trailer Trash,Modest Mouse,3GcRZ1Q9Q6NIeDNw3MVAWS,,603.0,0.488,0.628,7,-4.579,1,0.0348,0.0783,0.00519,0.0618,0.715,164.011,audio_features,spotify:track:3GcRZ1Q9Q6NIeDNw3MVAWS,https://api.spotify.com/v1/tracks/3GcRZ1Q9Q6NIeDNw3MVAWS,https://api.spotify.com/v1/audio-analysis/3GcRZ1Q9Q6NIeDNw3MVAWS,349600,4,https://i.scdn.co/image/ab67616d0000b2736d36f5f881bb591a529e259b,1997-11-18,1997,False,47,
Behind Closed Doors,Wormrot,Wormrot - Behind Closed Doors [Grindcore] (2022),Wormrot - Behind Closed Doors (Official Video),Behind Closed Doors,Wormrot,Behind Closed Doors,Wormrot,5iVgRNeNZI1XKdbJMhRiCK,,323.0,0.278,0.946,1,-4.901,1,0.143,1.9e-05,0.141,0.698,0.199,107.922,audio_features,spotify:track:5iVgRNeNZI1XKdbJMhRiCK,https://api.spotify.com/v1/tracks/5iVgRNeNZI1XKdbJMhRiCK,https://api.spotify.com/v1/audio-analysis/5iVgRNeNZI1XKdbJMhRiCK,87787,3,https://i.scdn.co/image/ab67616d0000b27306f0de93513a76d400114e9f,2022-07-08,2022,True,35,https://p.scdn.co/mp3-preview/64065af3492cf36e092d2b2b3cab38b3fb91c7cd?cid=484c8fc1e0c54669ac770f80991a8280
Behind Closed Doors,Wormrot,Wormrot - Behind Closed Doors [Grindcore] (2022),Wormrot - Behind Closed Doors (Official Video),Behind Closed Doors,Wormrot,Behind Closed Doors,Wormrot,5iVgRNeNZI1XKdbJMhRiCK,,323.0,0.278,0.946,1,-4.901,1,0.143,1.9e-05,0.141,0.698,0.199,107.922,audio_features,spotify:track:5iVgRNeNZI1XKdbJMhRiCK,https://api.spotify.com/v1/tracks/5iVgRNeNZI1XKdbJMhRiCK,https://api.spotify.com/v1/audio-analysis/5iVgRNeNZI1XKdbJMhRiCK,87787,3,https://i.scdn.co/image/ab67616d0000b27306f0de93513a76d400114e9f,2022-07-08,2022,True,35,https://p.scdn.co/mp3-preview/64065af3492cf36e092d2b2b3cab38b3fb91c7cd?cid=484c8fc1e0c54669ac770f80991a8280
Eishalle,Paysage D'Hiver,Paysage d'Hiver - Paysage d'Hiver [Atmospheric Black Metal] (1999),Paysage d'Hiver - Paysage d'Hiver (Full Demo),Paysage dHiver,Paysage dHiver,Paysage dHiver,Paysage dHiver,2srwzbnzdz479V0W7H8gJx,,282.0,0.257,0.662,3,-5.025,1,0.0362,0.55,0.901,0.0715,0.0376,144.443,audio_features,spotify:track:2srwzbnzdz479V0W7H8gJx,https://api.spotify.com/v1/tracks/2srwzbnzdz479V0W7H8gJx,https://api.spotify.com/v1/audio-analysis/2srwzbnzdz479V0W7H8gJx,894280,4,https://i.scdn.co/image/ab67616d0000b273c7c454dbbf21ef5d4e7af1f0,2009-10-16,2009,False,29,https://p.scdn.co/mp3-preview/cdd5e120831105a90b6611d7cfce586f4285ca3c?cid=484c8fc1e0c54669ac770f80991a8280
Eishalle,Paysage D'Hiver,Paysage d'Hiver - Paysage d'Hiver [Atmospheric Black Metal] (1999),Paysage d'Hiver - Paysage d'Hiver (Full Demo),Paysage dHiver,Paysage dHiver,Paysage dHiver,Paysage dHiver,2srwzbnzdz479V0W7H8gJx,,282.0,0.257,0.662,3,-5.025,1,0.0362,0.55,0.901,0.0715,0.0376,144.443,audio_features,spotify:track:2srwzbnzdz479V0W7H8gJx,https://api.spotify.com/v1/tracks/2srwzbnzdz479V0W7H8gJx,https://api.spotify.com/v1/audio-analysis/2srwzbnzdz479V0W7H8gJx,894280,4,https://i.scdn.co/image/ab67616d0000b273c7c454dbbf21ef5d4e7af1f0,2009-10-16,2009,False,29,https://p.scdn.co/mp3-preview/cdd5e120831105a90b6611d7cfce586f4285ca3c?cid=484c8fc1e0c54669ac770f80991a8280
The Hunt,Ahab,Ahab - The Hunt [Funeral Doom Metal] (2006),Ahab - The Hunt,The Hunt,Ahab,The Hunt,Ahab,0LZg0zQQ2ubZVw29OMdYaD,,275.0,0.116,0.526,7,-10.629,1,0.0369,0.00177,0.923,0.0875,0.0732,90.026,audio_features,spotify:track:0LZg0zQQ2ubZVw29OMdYaD,https://api.spotify.com/v1/tracks/0LZg0zQQ2ubZVw29OMdYaD,https://api.spotify.com/v1/audio-analysis/0LZg0zQQ2ubZVw29OMdYaD,673160,4,https://i.scdn.co/image/ab67616d0000b2738f048e88aeb1a9abf9a24e79,2006-01-01,2006,False,20,
The Hunt,Ahab,Ahab - The Hunt [Funeral Doom Metal] (2006),Ahab - The Hunt,The Hunt,Ahab,The Hunt,Ahab,0LZg0zQQ2ubZVw29OMdYaD,,275.0,0.116,0.526,7,-10.629,1,0.0369,0.00177,0.923,0.0875,0.0732,90.026,audio_features,spotify:track:0LZg0zQQ2ubZVw29OMdYaD,https://api.spotify.com/v1/tracks/0LZg0zQQ2ubZVw29OMdYaD,https://api.spotify.com/v1/audio-analysis/0LZg0zQQ2ubZVw29OMdYaD,673160,4,https://i.scdn.co/image/ab67616d0000b2738f048e88aeb1a9abf9a24e79,2006-01-01,2006,False,20,
悲しくてやりきれない,Akiko Yano,"矢野顕子 Akiko Yano - 悲しくてやりきれない [Synth Pop, City Pop] (1982)",矢野顕子 Akiko Yano - 悲しくてやりきれない (1982),悲しくてやりきれない,矢野顕子 Akiko Yano,悲しくてやりきれない,矢野顕子 Akiko Yano,5LNXqSv3tgsalw5xzesoMx,,253.0,0.75,0.817,0,-8.078,1,0.0369,0.0914,0.546,0.0762,0.749,115.975,audio_features,spotify:track:5LNXqSv3tgsalw5xzesoMx,https://api.spotify.com/v1/tracks/5LNXqSv3tgsalw5xzesoMx,https://api.spotify.com/v1/audio-analysis/5LNXqSv3tgsalw5xzesoMx,294973,4,https://i.scdn.co/image/ab67616d0000b2735b9d94fdc8c1b5a87c28e0ff,2015-09-16,2015,False,3,https://p.scdn.co/mp3-preview/dda7247401b941898fe164869ca3932659ac50a0?cid=484c8fc1e0c54669ac770f80991a8280
悲しくてやりきれない,Akiko Yano,"矢野顕子 Akiko Yano - 悲しくてやりきれない [Synth Pop, City Pop] (1982)",矢野顕子 Akiko Yano - 悲しくてやりきれない (1982),悲しくてやりきれない,矢野顕子 Akiko Yano,悲しくてやりきれない,矢野顕子 Akiko Yano,5LNXqSv3tgsalw5xzesoMx,,253.0,0.75,0.817,0,-8.078,1,0.0369,0.0914,0.546,0.0762,0.749,115.975,audio_features,spotify:track:5LNXqSv3tgsalw5xzesoMx,https://api.spotify.com/v1/tracks/5LNXqSv3tgsalw5xzesoMx,https://api.spotify.com/v1/audio-analysis/5LNXqSv3tgsalw5xzesoMx,294973,4,https://i.scdn.co/image/ab67616d0000b2735b9d94fdc8c1b5a87c28e0ff,2015-09-16,2015,False,3,https://p.scdn.co/mp3-preview/dda7247401b941898fe164869ca3932659ac50a0?cid=484c8fc1e0c54669ac770f80991a8280
