r_title,r_post_song,r_post_artist,r_media_song,r_media_artist,sp_song,sp_artist,r_genres,sp_genres,r_media_title,r_post_date,r_upvote_ratio,r_score,bc_embed_link,link_source,sc_embed_link,sc_link,sp_link,yt_link,yt_video_id,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_artist_popularity,sp_follower_count
Phoenix - Lisztomania [Synth-rock],Lisztomania,Phoenix,Lisztomania,Phoenix,Lisztomania,Phoenix,synth-rock,"'alternative dance', 'indie rock', 'modern rock', 'rock independant francais'",Phoenix - Lisztomania (Official Video),2022-11-24,31.1,1949.0,,youtube,,,,https://www.youtube.com/watch?v=4BJDNw7o6so,4BJDNw7o6so,7fmJGzyvOcbh6UANsH8Cp6,78.9,-669.1,C,-6.691,1.0,64.0,3.59,3.38,0.39,53.0,97,audio_features,spotify:track:7fmJGzyvOcbh6UANsH8Cp6,https://api.spotify.com/v1/tracks/7fmJGzyvOcbh6UANsH8Cp6,https://api.spotify.com/v1/audio-analysis/7fmJGzyvOcbh6UANsH8Cp6,04:01,4.0,https://i.scdn.co/image/ab67616d0000b273869df273a6f34f759b426ace,2009-05-25,2009.0,False,62.0,https://p.scdn.co/mp3-preview/330eb5de13fab26220685ff951d9be0992bd985f?cid=484c8fc1e0c54669ac770f80991a8280,65,1801812
The Dead Milkmen - Bitchin' Camaro [Punk] (1985),Bitchin Camaro,The Dead Milkmen,,,Bitchin' Camaro,The Dead Milkmen,punk,"'alternative rock', 'cowpunk', 'hardcore punk', 'philly indie', 'punk', 'ska punk'",Bitchin' Camaro,2022-11-22,81.7,1799.0,,spotify,,,,,,5I89rHeQpxFGVseikEgY12,49.4,-1182.3,C,-11.823,1.0,55.2,44.0,59.5,0.01,5.61,155,audio_features,spotify:track:5I89rHeQpxFGVseikEgY12,https://api.spotify.com/v1/tracks/5I89rHeQpxFGVseikEgY12,https://api.spotify.com/v1/audio-analysis/5I89rHeQpxFGVseikEgY12,03:01,4.0,https://i.scdn.co/image/ab67616d0000b27321b6e8c5d2f4fd910fd80eb8,1985-06-25,1985.0,True,40.0,https://p.scdn.co/mp3-preview/a06d43284ba0e623ee130f37779378bdc9990474?cid=484c8fc1e0c54669ac770f80991a8280,43,118872
NOFX - Linoleum [Punk] (1994),Linoleum,NOFX,,,Linoleum,NOFX,punk,"'punk', 'skate punk', 'socal pop punk'",Linoleum,2022-11-23,43.3,1059.0,,spotify,,,,,,4uB28m7RAflobYpnLMb6A2,93.4,-869.9,E,-8.699,1.0,18.0,11.5,0.0,0.06,7.02,197,audio_features,spotify:track:4uB28m7RAflobYpnLMb6A2,https://api.spotify.com/v1/tracks/4uB28m7RAflobYpnLMb6A2,https://api.spotify.com/v1/audio-analysis/4uB28m7RAflobYpnLMb6A2,02:10,4.0,https://i.scdn.co/image/ab67616d0000b27331ce63f1e36e1a164510cdb5,1994-07-19,1994.0,False,59.0,https://p.scdn.co/mp3-preview/142e7bb1c43e8da815844828a420282231b27aaa?cid=484c8fc1e0c54669ac770f80991a8280,60,950418
Jon Lajoie - I Kill People [Gangster Rap],I Kill People,Jon Lajoie,,,I Kill People,Ombre2Choc Nation,gangster rap,"'new york drill', 'trap soul'",I Kill People,2022-11-22,78.6,677.0,,youtube,,,,https://www.youtube.com/watch?v=xC03hmS1Brk,xC03hmS1Brk,1TDTS4V77oc2hLQawa17zY,45.7,-1233.9,A,-12.339,1.0,88.8,31.5,1.34,0.0,8.72,155,audio_features,spotify:track:1TDTS4V77oc2hLQawa17zY,https://api.spotify.com/v1/tracks/1TDTS4V77oc2hLQawa17zY,https://api.spotify.com/v1/audio-analysis/1TDTS4V77oc2hLQawa17zY,03:53,4.0,https://i.scdn.co/image/ab67616d0000b273a7c929077dcc9e2c8aa92cd3,2019-12-19,2019.0,True,58.0,https://p.scdn.co/mp3-preview/b342ceeece39cbf8a88499ebf0c741fc08cf8192?cid=484c8fc1e0c54669ac770f80991a8280,53,18583
Technotronic - Pump Up The Jam,Pump Up The Jam,Technotronic,Pump Up The Jam,Technotronic,Pump Up The Jam,Technotronic,,"'eurodance', 'europop', 'hip house', 'new beat'",Technotronic - Pump Up The Jam (Official Music Video),2022-11-24,71.5,612.0,,youtube,,,,https://www.youtube.com/watch?v=9EcjWd-O4jI,9EcjWd-O4jI,21qnJAMtzC6S5SESuqQLEK,84.4,-922.5,Bb,-9.225,0.0,88.5,7.33,1.47,0.0,4.94,124,audio_features,spotify:track:21qnJAMtzC6S5SESuqQLEK,https://api.spotify.com/v1/tracks/21qnJAMtzC6S5SESuqQLEK,https://api.spotify.com/v1/audio-analysis/21qnJAMtzC6S5SESuqQLEK,05:20,4.0,https://i.scdn.co/image/ab67616d0000b27391f442ef24b8410ec1e68003,1989-11-28,1989.0,False,66.0,,56,232538
Chat Pile -- Why [Sludge metal] (2022),Why,Chat Pile,Why,Chat Pile,Why,Chat Pile,sludge metal,"'noise rock', 'post-doom metal'",Chat Pile - Why (Official Audio),2022-11-24,28.0,492.0,,youtube,,,,https://www.youtube.com/watch?v=sER0FzJO-c0,sER0FzJO-c0,4Dgro3nLadAhwTIgNsNt57,81.6,-714.5,G,-7.145,1.0,25.8,7.94,0.0,6.43,28.7,124,audio_features,spotify:track:4Dgro3nLadAhwTIgNsNt57,https://api.spotify.com/v1/tracks/4Dgro3nLadAhwTIgNsNt57,https://api.spotify.com/v1/audio-analysis/4Dgro3nLadAhwTIgNsNt57,03:31,3.0,https://i.scdn.co/image/ab67616d0000b273b4bbf605bb789fe8ddef54f4,2022-07-29,2022.0,False,42.0,https://p.scdn.co/mp3-preview/e955c7d5fb240adc14ba3ab3e148e97ecc11b79b?cid=484c8fc1e0c54669ac770f80991a8280,39,26465
'I am The Walrus' - The Beatles [Cover] --- My Dad has been playing bass in the Los Angeles Philharmonic for the last 35 years. He likes to spend his free time creating renditions of his favorite rock songs. Here is one of my favorites:,The Beatles,I am The Walrus,I Am the Walrus,"Peter Rofé, LA Phil Bassist","I Am the Walrus - Live at Festival De Jazz De Providencia, Chile (11/01/2013)",Felipe Riveros,cover,,"Peter Rofé, LA Phil Bassist / 'I Am the Walrus'",2022-11-24,13.1,381.0,,youtube,,,,https://www.youtube.com/watch?v=xH8-xJfjl2I,xH8-xJfjl2I,5fWshw2l001F6L8PMqUiPD,39.5,-1258.0,A,-12.58,1.0,39.1,3.39,80.5,89.0,63.6,176,audio_features,spotify:track:5fWshw2l001F6L8PMqUiPD,https://api.spotify.com/v1/tracks/5fWshw2l001F6L8PMqUiPD,https://api.spotify.com/v1/audio-analysis/5fWshw2l001F6L8PMqUiPD,08:47,4.0,https://i.scdn.co/image/ab67616d0000b27351931090a42d4f998cb27866,2014-01-01,2014.0,False,0.0,https://p.scdn.co/mp3-preview/0b4180ff9596fca040859f85b86674d12cb0b67f?cid=484c8fc1e0c54669ac770f80991a8280,1,183
Electronic Experienced - No. 303 [Jungle Techno] (1993),No. 303,Electronic Experienced,No 303,Electronic Experienced,THE ELECTRIC EXPERIENCE,City Morgue,jungle techno,"'dark trap', 'underground hip hop'",Electronic Experienced - No 303,2022-11-21,34.8,361.0,,youtube,,,,https://www.youtube.com/watch?v=SXsT5BwiDAc,SXsT5BwiDAc,4ZAy1Vh6u97dJRnEg1qexN,94.4,-538.6,D,-5.386,1.0,47.3,9.39,2.33,0.2,56.3,157,audio_features,spotify:track:4ZAy1Vh6u97dJRnEg1qexN,https://api.spotify.com/v1/tracks/4ZAy1Vh6u97dJRnEg1qexN,https://api.spotify.com/v1/audio-analysis/4ZAy1Vh6u97dJRnEg1qexN,01:50,4.0,https://i.scdn.co/image/ab67616d0000b273d127ecd89d2f82594dee83d5,2020-07-31,2020.0,True,57.0,,62,350886
Yellowcard - Ocean Avenue [Punk Rock],Ocean Avenue,Yellowcard,Ocean Avenue,Yellowcard,Ocean Avenue,Yellowcard,punk rock,"'bow pop', 'pop punk', 'socal pop punk'",Yellowcard - Ocean Avenue (Official Music Video),2022-11-21,78.6,335.0,,youtube,,,,https://www.youtube.com/watch?v=X9fLbfzCqWw,X9fLbfzCqWw,23oxJmDc1V9uLUSmN2LIvx,90.4,-375.1,Gb/F#,-3.751,0.0,48.6,6.38,0.0,0.0,9.47,173,audio_features,spotify:track:23oxJmDc1V9uLUSmN2LIvx,https://api.spotify.com/v1/tracks/23oxJmDc1V9uLUSmN2LIvx,https://api.spotify.com/v1/audio-analysis/23oxJmDc1V9uLUSmN2LIvx,03:18,4.0,https://i.scdn.co/image/ab67616d0000b273d1fd8f264564d9eef7617a45,2003-01-01,2003.0,False,72.0,,61,1343831
Arlo Guthrie - Alice's Restaurant Massacree [Folk],Alices Restaurant Massacree,Arlo Guthrie,,,Alice's Restaurant Massacree,Arlo Guthrie,folk,"'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'singer-songwriter'",Alice's Restaurant Massacree,2022-11-24,64.6,296.0,,youtube,,,,https://www.youtube.com/watch?v=WaKIX6oaSLs,WaKIX6oaSLs,4OjKHySJHstsImlUW3qfml,36.6,-1414.0,A,-14.14,1.0,56.1,32.7,85.1,0.0,81.3,78,audio_features,spotify:track:4OjKHySJHstsImlUW3qfml,https://api.spotify.com/v1/tracks/4OjKHySJHstsImlUW3qfml,https://api.spotify.com/v1/audio-analysis/4OjKHySJHstsImlUW3qfml,18:36,4.0,https://i.scdn.co/image/ab67616d0000b273602d1ad2960e815530034ab6,1967-08-28,1967.0,False,52.0,https://p.scdn.co/mp3-preview/63eb3b941b7a48e4eca9b85c0b2923a13f71b2a6?cid=484c8fc1e0c54669ac770f80991a8280,44,132471
