r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
Silverspun Pickups - Lazy Eye [Alt Rock] (2006),Silversun Pickups - Lazy Eye (Official Video),2023-02-07,0.94,5103.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Silversun Pickups - Lazy Eye (Official Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/z-mxBDuRaZ8?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Silversun Pickups - Lazy Eye (Official Video)""></iframe>', 'author_name': 'Dangerbird Records', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/z-mxBDuRaZ8/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@dangerbirdrecords'}}",Silverspun Pickups,Lazy Eye,Silversun Pickups,Lazy Eye,alt rock,youtube,,https://www.youtube.com/watch?v=z-mxBDuRaZ8,z-mxBDuRaZ8,,,,Silversun Pickups - Lazy Eye (Official Video),Dangerbird Records,2006-12-07T20:04:52Z,PT4M25S,47635571,https://i.ytimg.com/vi/z-mxBDuRaZ8/hqdefault.jpg,257278,14372,"['Silversun Pickups', 'Lazy Eye', 'Rock', 'yt:crop=16:9', 'Carnavas', 'Dangerbird Records (Record Label)', 'Alternative']",47.6M,257K,14.4K,04:25,2006-12-07,5.1K
The Blues Brothers | Aretha Franklin - Think [Soul],"The Blues Brothers | Aretha Franklin Sings ""Think"" in 4K HDR",2023-02-07,0.96,534.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'The Blues Brothers | Aretha Franklin Sings ""Think"" in 4K HDR', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/RTXszRHc0qs?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""The Blues Brothers | Aretha Franklin Sings &quot;Think&quot; in 4K HDR""></iframe>', 'author_name': 'Universal Pictures', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/RTXszRHc0qs/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@UniversalPictures'}}",The Blues Brothers | Aretha Franklin,Think,The Blues Brothers,Think,soul,youtube,,https://www.youtube.com/watch?v=RTXszRHc0qs,RTXszRHc0qs,,,,"The Blues Brothers | Aretha Franklin Sings ""Think"" in 4K HDR",Universal Pictures,2020-11-04T13:00:08Z,PT6M41S,6022286,https://i.ytimg.com/vi/RTXszRHc0qs/hqdefault.jpg,63659,2925,"['universal pictures', 'blues brothers', 'blues brothers think', 'blues brothers think aretha franklin scene', 'the blues brothers', '4k movie', '4k movie scene', 'aretha franklin', '4k movie clips', 'aretha franklin think', 'aretha franklin think blues brothers', 'aretha franklin movie', 'aretha franklin blues brothers', 'aretha franklin blues brothers scene', 'think aretha franklin blues brothers', 'blues brothers 4k', 'blues brothers 4 fried chickens', '4k hdr movie clips', 'blues brothers 4k hdr', '4k hdr']",6.02M,63.7K,2.92K,06:41,2020-11-04,534
Say She She - Fortune Teller [Soul] (2022),Say She She - Fortune Teller [OFFICIAL VIDEO],2023-02-04,0.94,406.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Say She She - Fortune Teller [OFFICIAL VIDEO]', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/d5UH4CKRt1I?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Say She She - Fortune Teller [OFFICIAL VIDEO]""></iframe>', 'author_name': 'Colemine Records', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/d5UH4CKRt1I/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@ColemineRecords'}}",Say She She,Fortune Teller,Say She She,Fortune Teller,soul,youtube,,https://www.youtube.com/watch?v=d5UH4CKRt1I,d5UH4CKRt1I,,,,Say She She - Fortune Teller [OFFICIAL VIDEO],Colemine Records,2022-10-25T12:34:28Z,PT3M19S,24397,https://i.ytimg.com/vi/d5UH4CKRt1I/hqdefault.jpg,706,80,,24.4K,706,80,03:19,2022-10-25,406
"アンナ・バナナ Anna Banana - Follow Me I [Soul, Jazz, Citypop] (1991)",アンナ・バナナ Anna Banana - Follow Me I (1991),2023-02-03,0.94,379.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'アンナ・バナナ Anna Banana - Follow Me I (1991)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/tArx3qxidCA?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""アンナ・バナナ Anna Banana - Follow Me I (1991)""></iframe>', 'author_name': 'Music for empty rooms II ', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/tArx3qxidCA/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@musicforemptyrooms2'}}",アンナ・バナナ Anna Banana,Follow Me I,アンナ・バナナ Anna Banana,Follow Me I,"soul, jazz, citypop",youtube,,https://www.youtube.com/watch?v=tArx3qxidCA,tArx3qxidCA,,,,アンナ・バナナ Anna Banana - Follow Me I (1991),Music for empty rooms II ,2023-02-03T19:30:07Z,PT2M24S,3298,https://i.ytimg.com/vi/tArx3qxidCA/hqdefault.jpg,158,4,"['Music for empty rooms', 'musicforemptyrooms', 'back up channel', 'andrenavarroii', 'Andre navarro ii', 'samples', 'digging', 'jazz samples', '#musicforemptyrooms', 'adventure in sound', 'crate digging', 'beat samples', 'beat tape', 'funk samples', 'breaks samples', 'vintage obscura', 'ambient', 'city-pop', 'Japanese samples', 'lofi samples', 'lofi hiphop', 'musicforemptyroomsii', 'soul', 'drums', 'pysch', 'prog', 'sample', 'best samples']",3.3K,158,4,02:24,2023-02-03,379
Chicago - 25 or 6 to 4 - 7/21/1970 [Rock],Chicago - 25 or 6 to 4 - 7/21/1970 - Tanglewood (Official),2023-02-06,0.93,295.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Chicago - 25 or 6 to 4 - 7/21/1970 - Tanglewood (Official)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/7uAUoz7jimg?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Chicago - 25 or 6 to 4 - 7/21/1970 - Tanglewood (Official)""></iframe>', 'author_name': 'Chicago on MV', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/7uAUoz7jimg/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@ChicagoOnMV'}}",Chicago,25 or 6 to 4 - 7/21/1970,Chicago,25 or 6 to 4 - 7/21/1970 - Tanglewood,rock,youtube,,https://www.youtube.com/watch?v=7uAUoz7jimg,7uAUoz7jimg,,,,Chicago - 25 or 6 to 4 - 7/21/1970 - Tanglewood (Official),Chicago on MV,2014-09-12T17:54:11Z,PT7M4S,24691752,https://i.ytimg.com/vi/7uAUoz7jimg/hqdefault.jpg,159658,18243,"['Chicago', 'Bill Graham', 'live music', 'music vault', 'Lenox', 'Tanglewood', 'Presented by The Fillmore East', '25 or 6 to 4']",24.7M,160K,18.2K,07:04,2014-09-12,295
Melechesh -- Rebirth of the Nemesis [Assyrian black metal] (2006),Rebirth of the Nemesis (Enuma Elish Rewritten),2023-02-03,0.92,291.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Rebirth of the Nemesis (Enuma Elish Rewritten)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/xQNvqbN8GVA?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Rebirth of the Nemesis (Enuma Elish Rewritten)""></iframe>', 'author_name': 'Melechesh - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/xQNvqbN8GVA/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCXnaV6aydmsChYnKNEOXyDg'}}",Melechesh,Rebirth of the Nemesis,,,assyrian black metal,youtube,,https://www.youtube.com/watch?v=xQNvqbN8GVA,xQNvqbN8GVA,,,,Rebirth of the Nemesis (Enuma Elish Rewritten),Melechesh - Topic,2015-01-28T22:35:34Z,PT6M38S,52636,https://i.ytimg.com/vi/xQNvqbN8GVA/hqdefault.jpg,1003,13,"['Melechesh', 'Murat Cenan', 'Nadim Khoury', 'Emissaries', 'Rebirth of the Nemesis (Enuma Elish Rewritten)']",52.6K,1K,13,06:38,2015-01-28,291
Bud Grant - Trouble in Mind [Blues] (1969),Bud Grant - Trouble In Mind,2023-02-05,0.94,287.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Bud Grant - Trouble In Mind', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/3bIbQXKpAbs?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Bud Grant - Trouble In Mind""></iframe>', 'author_name': 'alzo61', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/3bIbQXKpAbs/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@alzo61'}}",Bud Grant,Trouble in Mind,Bud Grant,Trouble In Mind,blues,youtube,,https://www.youtube.com/watch?v=3bIbQXKpAbs,3bIbQXKpAbs,,,,Bud Grant - Trouble In Mind,alzo61,2012-11-14T12:12:10Z,PT2M58S,4138,https://i.ytimg.com/vi/3bIbQXKpAbs/hqdefault.jpg,79,1,"['bud', 'grant', 'trouble', 'in', 'mind', 'the', 'george', 'mitchell', 'collection', 'field', 'recordings', 'blues', 'acoustic', 'Blues']",4.14K,79,1,02:58,2012-11-14,287
Warumpi Band - Fitzroy Cossing [Aboriginal Country Rock] (1985),Fitzroy Crossing,2023-02-05,0.93,269.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Fitzroy Crossing', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/qKjKx78dTug?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Fitzroy Crossing""></iframe>', 'author_name': 'Warumpi Band - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/qKjKx78dTug/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCm73ZnSAPuG52EWd0dG_xaw'}}",Warumpi Band,Fitzroy Cossing,,,aboriginal country rock,youtube,,https://www.youtube.com/watch?v=qKjKx78dTug,qKjKx78dTug,,,,Fitzroy Crossing,Warumpi Band - Topic,2014-11-08T18:59:15Z,PT4M2S,38070,https://i.ytimg.com/vi/qKjKx78dTug/hqdefault.jpg,517,2,"['Warumpi Band Big Name', 'No Blankets Fitzroy Crossing']",38.1K,517,2,04:02,2014-11-08,269
Sufjan Stevens - Casimir Pulaski Day [Indie Folk],Casimir Pulaski Day,2023-02-07,0.96,259.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'Casimir Pulaski Day', 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/TfEkDqP34xo?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Casimir Pulaski Day""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'version': '1.0', 'author_name': 'Sufjan Stevens - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/TfEkDqP34xo/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UC5sOhxfts379lOCXaIAinyw'}, 'type': 'youtube.com'}",Sufjan Stevens,Casimir Pulaski Day,,,indie folk,youtube,,https://www.youtube.com/watch?v=TfEkDqP34xo,TfEkDqP34xo,,,,Casimir Pulaski Day,Sufjan Stevens - Topic,2014-11-30T12:25:30Z,PT5M54S,1811897,https://i.ytimg.com/vi/TfEkDqP34xo/hqdefault.jpg,22046,152,"['Sufjan Stevens', 'Illinois', 'Casimir Pulaski Day']",1.81M,22K,152,05:54,2014-11-30,259
Stevie Wonder - Sir Duke [Soul],Sir Duke,2023-02-07,0.94,253.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'Sir Duke', 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/EnNgASBdCeo?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Sir Duke""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'version': '1.0', 'author_name': 'Stevie Wonder - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/EnNgASBdCeo/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCR83RRXHzXrEQbu_ZQmPMSg'}, 'type': 'youtube.com'}",Stevie Wonder,Sir Duke,,,soul,youtube,,https://www.youtube.com/watch?v=EnNgASBdCeo,EnNgASBdCeo,,,,Sir Duke,Stevie Wonder - Topic,2019-05-09T10:10:09Z,PT3M53S,8697577,https://i.ytimg.com/vi/EnNgASBdCeo/hqdefault.jpg,100365,403,"['Stevie Wonder', 'スティービーワンダー', 'スティーヴィー・ワンダー', 'Songs In The Key Of Life', 'Sir Duke', 'アイスルデューク', '愛するデューク']",8.7M,100K,403,03:53,2019-05-09,253
