r_title,r_post_song,r_post_artist,r_media_song,r_media_artist,sp_song,sp_artist,r_genres,sp_genres,r_media_title,r_post_date,r_upvote_ratio,r_score,bc_embed_link,link_source,sc_embed_link,sc_link,sp_link,yt_link,yt_video_id,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_artist_popularity,sp_follower_count
Pelican -- Australasia [post-rock / post-metal / stoner rock] (2003),Australasia,Pelican,Australasia - Australasia,Pelican,Drought,Pelican,"post-rock, post-metal, stoner rock","'focus beats', 'lo-fi brasileiro'",Pelican - Australasia - Australasia,2022-11-06,44.9,636.0,,youtube,,,,https://www.youtube.com/watch?v=LarwAMC_lNE,LarwAMC_lNE,3gWbd9TaqSbRRt6R60rlx2,89.7,-882.7,G,-8.827,1.0,19.5,7.12,7.46,97.5,35.5,141,audio_features,spotify:track:3gWbd9TaqSbRRt6R60rlx2,https://api.spotify.com/v1/tracks/3gWbd9TaqSbRRt6R60rlx2,https://api.spotify.com/v1/audio-analysis/3gWbd9TaqSbRRt6R60rlx2,08:23,4.0,https://i.scdn.co/image/ab67616d0000b273639360127020831408b77a44,2003-01-01,2003.0,False,26.0,https://p.scdn.co/mp3-preview/7fb15f51aed1c98e01a2eb00509d37351647c178?cid=484c8fc1e0c54669ac770f80991a8280,46,1256
Joe Hertler & The Rainbow Seekers - What I Want [Dance Pop / Indie] (2022),What I Want,Joe Hertler & The Rainbow Seekers,What I Want,Joe Hertler & The Rainbow Seekers,What I Want,Joe Hertler & The Rainbow Seekers,"dance pop, indie","'deep new americana', 'michigan indie'",Joe Hertler & The Rainbow Seekers - What I Want [Official Music Video],2022-11-03,84.7,413.0,,youtube,,,,https://www.youtube.com/watch?v=SQ8s_YK_WjA,SQ8s_YK_WjA,2deWdgpK73gX28MyUVYbw1,84.9,-592.1,Db/C#,-5.921,0.0,72.3,5.63,1.21,0.35,12.1,117,audio_features,spotify:track:2deWdgpK73gX28MyUVYbw1,https://api.spotify.com/v1/tracks/2deWdgpK73gX28MyUVYbw1,https://api.spotify.com/v1/audio-analysis/2deWdgpK73gX28MyUVYbw1,03:44,4.0,https://i.scdn.co/image/ab67616d0000b273339e8d419e0fab919ce0d45b,2022-09-30,2022.0,False,35.0,https://p.scdn.co/mp3-preview/67c4745c27e532282ab5723308bb704ff96303ae?cid=484c8fc1e0c54669ac770f80991a8280,41,20866
KILLWHITNEYDEAD - Let Me Give You a Hand Throwing Yourself Out [Metal] (2007),Let Me Give You a Hand Throwing Yourself Out,KILLWHITNEYDEAD,,,Let Me Give You a Hand Throwing Yourself Out,Killwhitneydead,metal,"'deathcore', 'melodic deathcore', 'melodic metalcore', 'north carolina metal'",Let Me Give You a Hand Throwing Yourself Out,2022-11-05,39.6,342.0,,spotify,,,,,,4AsKoofTOAE3LrkIcMnV20,91.5,-595.9,D,-5.959,1.0,51.7,20.5,0.01,0.1,13.9,135,audio_features,spotify:track:4AsKoofTOAE3LrkIcMnV20,https://api.spotify.com/v1/tracks/4AsKoofTOAE3LrkIcMnV20,https://api.spotify.com/v1/audio-analysis/4AsKoofTOAE3LrkIcMnV20,03:00,4.0,https://i.scdn.co/image/ab67616d0000b2732849c61834a4aa9e2078de6c,2007-01-01,2007.0,False,22.0,https://p.scdn.co/mp3-preview/1b3276d03abe869be4de5d97ac036073b151f59a?cid=484c8fc1e0c54669ac770f80991a8280,23,20317
Interpol - Obstacle 1 [Post-punk revival],Obstacle 1,Interpol,,,Obstacle 1,Interpol,post-punk revival,"'alternative rock', 'indie rock', 'modern rock', 'rock'",Obstacle 1,2022-11-07,38.5,339.0,,youtube,,,,https://www.youtube.com/watch?v=E7dDkcFo3R8,E7dDkcFo3R8,1ZBqJilDGBVYktvlCEo9jC,93.8,-490.0,F,-4.9,1.0,37.7,6.18,0.01,58.0,7.05,120,audio_features,spotify:track:1ZBqJilDGBVYktvlCEo9jC,https://api.spotify.com/v1/tracks/1ZBqJilDGBVYktvlCEo9jC,https://api.spotify.com/v1/audio-analysis/1ZBqJilDGBVYktvlCEo9jC,04:11,4.0,https://i.scdn.co/image/ab67616d0000b27314f8df9fb9c2d3056a994390,2002-08-20,2002.0,False,63.0,https://p.scdn.co/mp3-preview/45dd1ce5e2a5b35daddf6c9ca8cecece7a77ebe8?cid=484c8fc1e0c54669ac770f80991a8280,63,1464213
Ted Hawkins - Peace & Happiness [Folk] (1982),Peace & Happiness,Ted Hawkins,Peace & Happiness,Ted Hawkins,Peace & Happiness,Ted Hawkins,folk,"'alternative country', 'country rock', 'folk', 'folk rock', 'roots rock', 'singer-songwriter', 'soul blues'",Ted Hawkins - Peace & Happiness,2022-11-04,56.7,299.0,,youtube,,,,https://www.youtube.com/watch?v=vHU5b-Jbr9k,vHU5b-Jbr9k,4ExURFwm46W9mgB9ZZFixL,21.1,-1472.7,B/Cb,-14.727,1.0,66.1,3.61,95.4,0.1,13.2,137,audio_features,spotify:track:4ExURFwm46W9mgB9ZZFixL,https://api.spotify.com/v1/tracks/4ExURFwm46W9mgB9ZZFixL,https://api.spotify.com/v1/audio-analysis/4ExURFwm46W9mgB9ZZFixL,02:32,4.0,https://i.scdn.co/image/ab67616d0000b27357b8818e53f6f3644dfc9b0c,1982-01-01,1982.0,False,46.0,,43,23903
Regina Spektor - Ballad of a Politician [antifolk],Ballad of a Politician,Regina Spektor,Ballad Of A Politician,Regina Spektor,Ballad of a Politician,Regina Spektor,antifolk,"'indie pop', 'lilith', 'piano rock'","Regina Spektor - ""Ballad Of A Politician"" LIVE Studio Session",2022-11-07,12.5,293.0,,youtube,,,,https://www.youtube.com/watch?v=Mr3RaL3dXOA,Mr3RaL3dXOA,0KtMmvqSo5Bvy3bVsxNGwD,28.7,-953.9,C,-9.539,0.0,47.1,5.24,92.6,0.0,16.9,131,audio_features,spotify:track:0KtMmvqSo5Bvy3bVsxNGwD,https://api.spotify.com/v1/tracks/0KtMmvqSo5Bvy3bVsxNGwD,https://api.spotify.com/v1/audio-analysis/0KtMmvqSo5Bvy3bVsxNGwD,02:13,4.0,https://i.scdn.co/image/ab67616d0000b2739de7177a5d65ecbfa8bc3109,2012-05-25,2012.0,False,26.0,https://p.scdn.co/mp3-preview/42f7af1d801138bcebd163259b20c3a9718c7fdd?cid=484c8fc1e0c54669ac770f80991a8280,60,1302165
Klaus Nomi - Lightning Strikes [New Wave] (1981),Lightning Strikes,Klaus Nomi,Lightning Strikes,Klaus Nomi,Lightning Strikes - Remastered 2019,Klaus Nomi,new wave,"'dark cabaret', 'experimental vocal'",Klaus Nomi - Lightning Strikes,2022-11-06,95.1,238.0,,youtube,,,,https://www.youtube.com/watch?v=gma5IUNMTn0,gma5IUNMTn0,2jmTs7xzaQ7AdjxRny6Ntx,48.6,-1348.5,G,-13.485,1.0,63.8,6.14,20.9,0.06,15.1,136,audio_features,spotify:track:2jmTs7xzaQ7AdjxRny6Ntx,https://api.spotify.com/v1/tracks/2jmTs7xzaQ7AdjxRny6Ntx,https://api.spotify.com/v1/audio-analysis/2jmTs7xzaQ7AdjxRny6Ntx,02:55,4.0,https://i.scdn.co/image/ab67616d0000b2731582c97ed61dbcf5811d64fe,1981-09-08,1981.0,False,29.0,,28,40949
N'Gou Bagayoko - Kulu [World / African] (2002),Kulu,NGou Bagayoko,,,Kulu,N'Gou Bagayoko,"world, african","'desert blues', 'mande pop', 'wassoulou'",Kulu,2022-11-05,68.0,234.0,,youtube,,,,https://www.youtube.com/watch?v=rbULF2nrix0,rbULF2nrix0,4Z1SwrQ2E9mOrXDTuP1bTD,25.5,-1657.9,A,-16.579,1.0,48.0,3.85,84.6,0.98,14.8,155,audio_features,spotify:track:4Z1SwrQ2E9mOrXDTuP1bTD,https://api.spotify.com/v1/tracks/4Z1SwrQ2E9mOrXDTuP1bTD,https://api.spotify.com/v1/audio-analysis/4Z1SwrQ2E9mOrXDTuP1bTD,03:45,3.0,https://i.scdn.co/image/ab67616d0000b273003d05a95e060baa41a67590,2005-10-01,2005.0,False,48.0,https://p.scdn.co/mp3-preview/6d4a215d35834ea8816008692499b669382a2649?cid=484c8fc1e0c54669ac770f80991a8280,34,1856
"Jane's Addiction - Been Caught Stealing [Alternative rock, 1990]",Been Caught Stealing,Janes Addiction,Been Caught Stealing,Janes Addiction,Been Caught Stealing,Jane's Addiction,"alternative rock, 1990","'alternative metal', 'alternative rock', 'blues rock', 'funk metal', 'funk rock', 'grunge', 'hard rock', 'nu metal', 'permanent wave', 'pop rock', 'rap rock', 'rock'",Jane's Addiction - Been Caught Stealing (Official Music Video) | Warner Vault,2022-11-07,61.6,226.0,,youtube,,,,https://www.youtube.com/watch?v=jrwjiO1MCVs,jrwjiO1MCVs,51Gkc1TxvyQ9K8y0pQRmQM,90.0,-750.6,G,-7.506,1.0,68.3,10.5,1.46,7.06,29.6,103,audio_features,spotify:track:51Gkc1TxvyQ9K8y0pQRmQM,https://api.spotify.com/v1/tracks/51Gkc1TxvyQ9K8y0pQRmQM,https://api.spotify.com/v1/audio-analysis/51Gkc1TxvyQ9K8y0pQRmQM,03:33,4.0,https://i.scdn.co/image/ab67616d0000b273da80002f2d1a8d827c6aea54,1990-01-01,1990.0,False,54.0,https://p.scdn.co/mp3-preview/008790b14434711469cf37aa03d4f6c6f0e385e2?cid=484c8fc1e0c54669ac770f80991a8280,56,1231665
Mairead Nesbitt - Irish Tunes [Irish Folk],Irish Tunes,Mairead Nesbitt,,,The Ballydesmond Polkas,Mairead Nesbitt,irish folk,"'celtic', 'operatic pop', 'pop violin'",Mairead Nesbitt Irish Fiddle Tunes,2022-11-07,79.2,198.0,,youtube,,,,https://www.youtube.com/watch?v=25pbGfo7OvM,25pbGfo7OvM,4pdidZSo8VJNEeNZXj47Bk,44.6,-899.1,E,-8.991,0.0,53.3,4.72,84.5,0.13,14.1,149,audio_features,spotify:track:4pdidZSo8VJNEeNZXj47Bk,https://api.spotify.com/v1/tracks/4pdidZSo8VJNEeNZXj47Bk,https://api.spotify.com/v1/audio-analysis/4pdidZSo8VJNEeNZXj47Bk,02:55,4.0,https://i.scdn.co/image/ab67616d0000b27372cd7d40addf2fab05a8e0ab,2016-12-09,2016.0,False,21.0,https://p.scdn.co/mp3-preview/97838898db8ffb5ac12d04a50a5ca07f58ac056d?cid=484c8fc1e0c54669ac770f80991a8280,27,10809
As Everything Unfolds -- On The Inside [post-hardcore] (2021),On The Inside,As Everything Unfolds,On The Inside,As Everything Unfolds,On the Inside,As Everything Unfolds,post-hardcore,'slayer',As Everything Unfolds - On The Inside (Official Video),2022-11-07,57.3,140.0,,youtube,,,,https://www.youtube.com/watch?v=ZIR9QXRmzAY,ZIR9QXRmzAY,0HAsW69cfzM0jyiXra0YVr,96.3,-456.4,Ab,-4.564,1.0,47.9,5.9,0.03,0.0,11.1,131,audio_features,spotify:track:0HAsW69cfzM0jyiXra0YVr,https://api.spotify.com/v1/tracks/0HAsW69cfzM0jyiXra0YVr,https://api.spotify.com/v1/audio-analysis/0HAsW69cfzM0jyiXra0YVr,03:11,4.0,https://i.scdn.co/image/ab67616d0000b2734d2a8404ce3c21a5728cc5a5,2021-03-26,2021.0,False,43.0,https://p.scdn.co/mp3-preview/5f2b4d95cb0cb913cb5e28c5e07355bae9fe4dbf?cid=484c8fc1e0c54669ac770f80991a8280,35,33485
H.G. Williams -- Sweet Marie [Ballad] (1893),Sweet Marie,H.G. Williams,Sweet Marie,,By the River Sainte Marie,Joe Williams,ballad,"'adult standards', 'contemporary vocal jazz', 'stride', 'vocal jazz'","""Sweet Marie"" H. G. Williams = brown wax cylinder from Ohio Phonograph Company, 1890s James L. Andem",2022-11-07,81.5,133.0,,youtube,,,,https://www.youtube.com/watch?v=c0dJc7kP4pM,c0dJc7kP4pM,5K4GLVkY4C55XNMxzbxPRZ,28.0,-1090.2,Ab,-10.902,1.0,74.0,6.2,92.6,0.0,8.22,78,audio_features,spotify:track:5K4GLVkY4C55XNMxzbxPRZ,https://api.spotify.com/v1/tracks/5K4GLVkY4C55XNMxzbxPRZ,https://api.spotify.com/v1/audio-analysis/5K4GLVkY4C55XNMxzbxPRZ,01:59,4.0,https://i.scdn.co/image/ab67616d0000b2732a454647acc77ed66711566b,2001-09-11,2001.0,False,1.0,https://p.scdn.co/mp3-preview/ae66d86bc26c326ad2b2895399e7462e49100321?cid=484c8fc1e0c54669ac770f80991a8280,38,45698
Jo Push - Back in the Saddle [Seattle Hip Hop] (2022),Back in the Saddle,Jo Push,Back in the Saddle,Jo Push,Back in the Saddle,Jo Push,seattle hip hop,,Jo Push - Back in the Saddle [Music Video],2022-11-04,96.1,128.0,,youtube,,,,https://www.youtube.com/watch?v=eM9-rJS3wrk,eM9-rJS3wrk,7v4eqoOowuFvc5c78b5Tz8,71.6,-878.6,A,-8.786,0.0,89.0,25.6,9.96,0.0,4.12,99,audio_features,spotify:track:7v4eqoOowuFvc5c78b5Tz8,https://api.spotify.com/v1/tracks/7v4eqoOowuFvc5c78b5Tz8,https://api.spotify.com/v1/audio-analysis/7v4eqoOowuFvc5c78b5Tz8,02:36,4.0,https://i.scdn.co/image/ab67616d0000b273491febed1b8512efc999af14,2022-09-21,2022.0,False,1.0,https://p.scdn.co/mp3-preview/f9a903b3dad160dcdfd32371c985125e130359b9?cid=484c8fc1e0c54669ac770f80991a8280,0,55
Sunny Day Real Estate - Song About An Angel [Emo],Song About An Angel,Sunny Day Real Estate,,,Song About An Angel - Remastered,Sunny Day Real Estate,emo,"'alternative rock', 'emo', 'emo punk', 'midwest emo', 'post-hardcore', 'screamo'",Song About An Angel (Remastered),2022-11-07,7.74,125.0,,youtube,,,,https://www.youtube.com/watch?v=ETtXtl-VXcY,ETtXtl-VXcY,6xNZDWP5Ca0yV9R653WsnT,70.6,-643.3,F,-6.433,1.0,32.3,3.41,0.12,0.02,17.8,136,audio_features,spotify:track:6xNZDWP5Ca0yV9R653WsnT,https://api.spotify.com/v1/tracks/6xNZDWP5Ca0yV9R653WsnT,https://api.spotify.com/v1/audio-analysis/6xNZDWP5Ca0yV9R653WsnT,06:14,4.0,https://i.scdn.co/image/ab67616d0000b273fb011cfe6627116ca779b248,1994-05-10,1994.0,False,40.0,https://p.scdn.co/mp3-preview/98f83617afe27929876dda5a0359a23a80227fa7?cid=484c8fc1e0c54669ac770f80991a8280,44,142164
