sp_song,sp_artist,r_title,r_media_title,r_post_song,r_post_artist,r_media_song,r_media_artist,id,sp_link,r_score,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview
Bitchin' Camaro,The Dead Milkmen,The Dead Milkmen - Bitchin' Camaro [Punk] (1985),Bitchin' Camaro,Bitchin Camaro,The Dead Milkmen,,,5I89rHeQpxFGVseikEgY12,https://open.spotify.com/track/5I89rHeQpxFGVseikEgY12,1632.0,0.552,0.494,0,-11.823,1,0.44,0.595,8.39e-05,0.0561,0.817,155.138,audio_features,spotify:track:5I89rHeQpxFGVseikEgY12,https://api.spotify.com/v1/tracks/5I89rHeQpxFGVseikEgY12,https://api.spotify.com/v1/audio-analysis/5I89rHeQpxFGVseikEgY12,181067,4,https://i.scdn.co/image/ab67616d0000b27321b6e8c5d2f4fd910fd80eb8,1985-06-25,1985,True,39,https://p.scdn.co/mp3-preview/a06d43284ba0e623ee130f37779378bdc9990474?cid=484c8fc1e0c54669ac770f80991a8280
I Kill People,Ombre2Choc Nation,Jon Lajoie - I Kill People [Gangster Rap],I Kill People,I Kill People,Jon Lajoie,,,1TDTS4V77oc2hLQawa17zY,,672.0,0.888,0.457,9,-12.339,1,0.315,0.0134,7.28e-06,0.0872,0.786,155.008,audio_features,spotify:track:1TDTS4V77oc2hLQawa17zY,https://api.spotify.com/v1/tracks/1TDTS4V77oc2hLQawa17zY,https://api.spotify.com/v1/audio-analysis/1TDTS4V77oc2hLQawa17zY,233704,4,https://i.scdn.co/image/ab67616d0000b273a7c929077dcc9e2c8aa92cd3,2019-12-19,2019,True,58,https://p.scdn.co/mp3-preview/b342ceeece39cbf8a88499ebf0c741fc08cf8192?cid=484c8fc1e0c54669ac770f80991a8280
Koyaanisqatsi,Philip Glass,Philip Glass - Koyaanisqatsi [Classical],Koyaanisqatsi - Ending Scene (Best Quality),Koyaanisqatsi,Philip Glass,Ending Scene,Koyaanisqatsi,7kz5wYuP7kULlvZ9xfsI59,,464.0,0.206,0.0367,10,-26.213,1,0.0413,0.68,0.967,0.112,0.0373,65.308,audio_features,spotify:track:7kz5wYuP7kULlvZ9xfsI59,https://api.spotify.com/v1/tracks/7kz5wYuP7kULlvZ9xfsI59,https://api.spotify.com/v1/audio-analysis/7kz5wYuP7kULlvZ9xfsI59,209840,4,https://i.scdn.co/image/ab67616d0000b273e483871760c2d905c966ce07,1983-01-01,1983,False,43,
Koyaanisqatsi,Senewa,Philip Glass - Koyaanisqatsi [Classical],Koyaanisqatsi - Ending Scene (Best Quality),Koyaanisqatsi,Philip Glass,Ending Scene,Koyaanisqatsi,5PXS1OMNszn3nEQ3eRPyEx,,464.0,0.34,0.319,2,-13.805,0,0.0355,0.507,0.95,0.121,0.145,130.323,audio_features,spotify:track:5PXS1OMNszn3nEQ3eRPyEx,https://api.spotify.com/v1/tracks/5PXS1OMNszn3nEQ3eRPyEx,https://api.spotify.com/v1/audio-analysis/5PXS1OMNszn3nEQ3eRPyEx,240740,4,https://i.scdn.co/image/ab67616d0000b27366468be5e837e5d99fbe7fab,2022-10-31,2022,False,3,https://p.scdn.co/mp3-preview/389282d1b4945fea0546c7e7e0a66bbde1e65bd6?cid=484c8fc1e0c54669ac770f80991a8280
Electronic Evolution,Electro Experience,Electronic Experienced - No. 303 [Jungle Techno] (1993),Electronic Experienced - No 303,No. 303,Electronic Experienced,No 303,Electronic Experienced,69tg5IPLpC6NBQH23Ul5na,,357.0,0.853,0.554,11,-9.739,1,0.0708,0.172,0.595,0.0996,0.968,120.006,audio_features,spotify:track:69tg5IPLpC6NBQH23Ul5na,https://api.spotify.com/v1/tracks/69tg5IPLpC6NBQH23Ul5na,https://api.spotify.com/v1/audio-analysis/69tg5IPLpC6NBQH23Ul5na,105000,4,https://i.scdn.co/image/ab67616d0000b2733193a5600e3faafcd206698a,2022-10-05,2022,False,23,https://p.scdn.co/mp3-preview/8d6ad6e4c2e55ec75f69ccc9e768acd4073fad47?cid=484c8fc1e0c54669ac770f80991a8280
303 - Original Mix,Electro Xtreme,Electronic Experienced - No. 303 [Jungle Techno] (1993),Electronic Experienced - No 303,No. 303,Electronic Experienced,No 303,Electronic Experienced,5qVpYkf8vdlx0d4x8YTIfA,,357.0,0.799,0.574,4,-7.014,0,0.065,0.0236,0.9,0.072,0.443,130.0,audio_features,spotify:track:5qVpYkf8vdlx0d4x8YTIfA,https://api.spotify.com/v1/tracks/5qVpYkf8vdlx0d4x8YTIfA,https://api.spotify.com/v1/audio-analysis/5qVpYkf8vdlx0d4x8YTIfA,418578,4,https://i.scdn.co/image/ab67616d0000b2737270732568d9fd6f4611df1c,2018-02-06,2018,False,0,https://p.scdn.co/mp3-preview/79d393749ea420ae6de4d0b1d7c43f9a341cc830?cid=484c8fc1e0c54669ac770f80991a8280
Ocean Avenue,Yellowcard,Yellowcard - Ocean Avenue [Punk Rock],Yellowcard - Ocean Avenue (Official Music Video),Ocean Avenue,Yellowcard,Ocean Avenue,Yellowcard,23oxJmDc1V9uLUSmN2LIvx,,332.0,0.486,0.904,6,-3.751,0,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734,audio_features,spotify:track:23oxJmDc1V9uLUSmN2LIvx,https://api.spotify.com/v1/tracks/23oxJmDc1V9uLUSmN2LIvx,https://api.spotify.com/v1/audio-analysis/23oxJmDc1V9uLUSmN2LIvx,198267,4,https://i.scdn.co/image/ab67616d0000b273d1fd8f264564d9eef7617a45,2003-01-01,2003,False,72,
Ocean Avenue,Yellowcard,Yellowcard - Ocean Avenue [Punk Rock],Yellowcard - Ocean Avenue (Official Music Video),Ocean Avenue,Yellowcard,Ocean Avenue,Yellowcard,23oxJmDc1V9uLUSmN2LIvx,,332.0,0.486,0.904,6,-3.751,0,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734,audio_features,spotify:track:23oxJmDc1V9uLUSmN2LIvx,https://api.spotify.com/v1/tracks/23oxJmDc1V9uLUSmN2LIvx,https://api.spotify.com/v1/audio-analysis/23oxJmDc1V9uLUSmN2LIvx,198267,4,https://i.scdn.co/image/ab67616d0000b273d1fd8f264564d9eef7617a45,2003-01-01,2003,False,72,
Eishalle,Paysage D'Hiver,Paysage d'Hiver - Paysage d'Hiver [Atmospheric Black Metal] (1999),Paysage d'Hiver - Paysage d'Hiver (Full Demo),Paysage dHiver,Paysage dHiver,Paysage dHiver,Paysage dHiver,2srwzbnzdz479V0W7H8gJx,,291.0,0.257,0.662,3,-5.025,1,0.0362,0.55,0.901,0.0715,0.0376,144.443,audio_features,spotify:track:2srwzbnzdz479V0W7H8gJx,https://api.spotify.com/v1/tracks/2srwzbnzdz479V0W7H8gJx,https://api.spotify.com/v1/audio-analysis/2srwzbnzdz479V0W7H8gJx,894280,4,https://i.scdn.co/image/ab67616d0000b273c7c454dbbf21ef5d4e7af1f0,2009-10-16,2009,False,29,https://p.scdn.co/mp3-preview/cdd5e120831105a90b6611d7cfce586f4285ca3c?cid=484c8fc1e0c54669ac770f80991a8280
Eishalle,Paysage D'Hiver,Paysage d'Hiver - Paysage d'Hiver [Atmospheric Black Metal] (1999),Paysage d'Hiver - Paysage d'Hiver (Full Demo),Paysage dHiver,Paysage dHiver,Paysage dHiver,Paysage dHiver,2srwzbnzdz479V0W7H8gJx,,291.0,0.257,0.662,3,-5.025,1,0.0362,0.55,0.901,0.0715,0.0376,144.443,audio_features,spotify:track:2srwzbnzdz479V0W7H8gJx,https://api.spotify.com/v1/tracks/2srwzbnzdz479V0W7H8gJx,https://api.spotify.com/v1/audio-analysis/2srwzbnzdz479V0W7H8gJx,894280,4,https://i.scdn.co/image/ab67616d0000b273c7c454dbbf21ef5d4e7af1f0,2009-10-16,2009,False,29,https://p.scdn.co/mp3-preview/cdd5e120831105a90b6611d7cfce586f4285ca3c?cid=484c8fc1e0c54669ac770f80991a8280
Black and White - Don Dixon Mix,The dB's,The dB's - Black and White [Power Pop] (1981),The dB's - Black and White,Black and White,The dBs,,,3kkRw4UoDWF6J85H6FC2dq,,193.0,0.451,0.866,4,-9.587,1,0.0346,0.059,0.0249,0.0842,0.885,86.543,audio_features,spotify:track:3kkRw4UoDWF6J85H6FC2dq,https://api.spotify.com/v1/tracks/3kkRw4UoDWF6J85H6FC2dq,https://api.spotify.com/v1/audio-analysis/3kkRw4UoDWF6J85H6FC2dq,176613,4,https://i.scdn.co/image/ab67616d0000b2737377a4978c4e434fe0a28899,2021-10-15,2021,False,20,https://p.scdn.co/mp3-preview/680e31f3871ede4eba581719ad14374281d7da28?cid=484c8fc1e0c54669ac770f80991a8280
Breezeblocks,alt-J,Alt-J - Breezeblocks [Indie Pop],Breezeblocks,Breezeblocks,Alt-J,,,3n69hLUdIsSa1WlRmjMZlW,,128.0,0.615,0.658,5,-7.299,1,0.0343,0.096,0.000911,0.205,0.293,150.093,audio_features,spotify:track:3n69hLUdIsSa1WlRmjMZlW,https://api.spotify.com/v1/tracks/3n69hLUdIsSa1WlRmjMZlW,https://api.spotify.com/v1/audio-analysis/3n69hLUdIsSa1WlRmjMZlW,227080,4,https://i.scdn.co/image/ab67616d0000b273028c3bb4b81ee71dd73d1596,2012-09-18,2012,False,71,https://p.scdn.co/mp3-preview/5918185661aaaa6e1c9199ab6390aabf72bc0ee2?cid=484c8fc1e0c54669ac770f80991a8280
Provide,Sunni Colón,Sunni Colón - Provide [R&b/Soul] (2021),Sunni Colón - PROVIDE (Official Video),Provide,Sunni Colón,PROVIDE,Sunni Colón,258xXs5rtmrfy0rh1MqvUB,,117.0,0.588,0.656,0,-10.763,0,0.0345,0.334,0.656,0.231,0.756,88.027,audio_features,spotify:track:258xXs5rtmrfy0rh1MqvUB,https://api.spotify.com/v1/tracks/258xXs5rtmrfy0rh1MqvUB,https://api.spotify.com/v1/audio-analysis/258xXs5rtmrfy0rh1MqvUB,315127,4,https://i.scdn.co/image/ab67616d0000b273117b10249d12bf9402004374,2021-04-09,2021,False,40,https://p.scdn.co/mp3-preview/61857e0714d43ccf87a998f18cac19c8766eda0f?cid=484c8fc1e0c54669ac770f80991a8280
Provide,Sunni Colón,Sunni Colón - Provide [R&b/Soul] (2021),Sunni Colón - PROVIDE (Official Video),Provide,Sunni Colón,PROVIDE,Sunni Colón,258xXs5rtmrfy0rh1MqvUB,,117.0,0.588,0.656,0,-10.763,0,0.0345,0.334,0.656,0.231,0.756,88.027,audio_features,spotify:track:258xXs5rtmrfy0rh1MqvUB,https://api.spotify.com/v1/tracks/258xXs5rtmrfy0rh1MqvUB,https://api.spotify.com/v1/audio-analysis/258xXs5rtmrfy0rh1MqvUB,315127,4,https://i.scdn.co/image/ab67616d0000b273117b10249d12bf9402004374,2021-04-09,2021,False,40,https://p.scdn.co/mp3-preview/61857e0714d43ccf87a998f18cac19c8766eda0f?cid=484c8fc1e0c54669ac770f80991a8280
Born Slippy (Nuxx),Underworld,Underworld - Born Slippy [EDM],Underworld - Born Slippy,Born Slippy,Underworld,Born Slippy,Underworld,7xQYVjs4wZNdCwO0EeAWMC,,113.0,0.576,0.953,10,-8.968,1,0.0362,0.00106,0.49,0.474,0.303,140.042,audio_features,spotify:track:7xQYVjs4wZNdCwO0EeAWMC,https://api.spotify.com/v1/tracks/7xQYVjs4wZNdCwO0EeAWMC,https://api.spotify.com/v1/audio-analysis/7xQYVjs4wZNdCwO0EeAWMC,456480,4,https://i.scdn.co/image/ab67616d0000b2731e34bdf6792b78c2da36a767,2014-01-01,2014,False,65,
Born Slippy (Nuxx),Underworld,Underworld - Born Slippy [EDM],Underworld - Born Slippy,Born Slippy,Underworld,Born Slippy,Underworld,7xQYVjs4wZNdCwO0EeAWMC,,113.0,0.576,0.953,10,-8.968,1,0.0362,0.00106,0.49,0.474,0.303,140.042,audio_features,spotify:track:7xQYVjs4wZNdCwO0EeAWMC,https://api.spotify.com/v1/tracks/7xQYVjs4wZNdCwO0EeAWMC,https://api.spotify.com/v1/audio-analysis/7xQYVjs4wZNdCwO0EeAWMC,456480,4,https://i.scdn.co/image/ab67616d0000b2731e34bdf6792b78c2da36a767,2014-01-01,2014,False,65,
Bullet Boy (Vox) - 2006 Digital Remaster,Massive Attack,Blu - Everyday Blu(e)s [Alternative Hip Hop] (2021),Everyday Blu (e) s,Everyday Blu,Blu,,,2hU9S9x1uciKpOS5BqWqeq,,111.0,0.556,0.445,6,-8.702,0,0.027,0.552,0.755,0.106,0.0605,120.071,audio_features,spotify:track:2hU9S9x1uciKpOS5BqWqeq,https://api.spotify.com/v1/tracks/2hU9S9x1uciKpOS5BqWqeq,https://api.spotify.com/v1/audio-analysis/2hU9S9x1uciKpOS5BqWqeq,244707,4,https://i.scdn.co/image/ab67616d0000b2737fb18164a998591a94662aef,2006-03-27,2006,False,32,
Undercover Lover,Disco Dicks,Disco Dicks - Undercover Lover [Indie Rock/Space Rock] (2021),Disco Dicks - Undercover Lover (Official Video),Undercover Lover,Disco Dicks,Undercover Lover,Disco Dicks,04N6h9WQZ53uKfwKl6cKW2,,111.0,0.626,0.893,5,-6.189,0,0.0704,0.00706,0.00162,0.237,0.338,122.051,audio_features,spotify:track:04N6h9WQZ53uKfwKl6cKW2,https://api.spotify.com/v1/tracks/04N6h9WQZ53uKfwKl6cKW2,https://api.spotify.com/v1/audio-analysis/04N6h9WQZ53uKfwKl6cKW2,294750,4,https://i.scdn.co/image/ab67616d0000b2733bc5478fe8d5413c76a65343,2022-11-18,2022,False,1,https://p.scdn.co/mp3-preview/a05b81521a032cab4d17b0116be76bd8a97e2d9c?cid=484c8fc1e0c54669ac770f80991a8280
Undercover Lover,Disco Dicks,Disco Dicks - Undercover Lover [Indie Rock/Space Rock] (2021),Disco Dicks - Undercover Lover (Official Video),Undercover Lover,Disco Dicks,Undercover Lover,Disco Dicks,04N6h9WQZ53uKfwKl6cKW2,,111.0,0.626,0.893,5,-6.189,0,0.0704,0.00706,0.00162,0.237,0.338,122.051,audio_features,spotify:track:04N6h9WQZ53uKfwKl6cKW2,https://api.spotify.com/v1/tracks/04N6h9WQZ53uKfwKl6cKW2,https://api.spotify.com/v1/audio-analysis/04N6h9WQZ53uKfwKl6cKW2,294750,4,https://i.scdn.co/image/ab67616d0000b2733bc5478fe8d5413c76a65343,2022-11-18,2022,False,1,https://p.scdn.co/mp3-preview/a05b81521a032cab4d17b0116be76bd8a97e2d9c?cid=484c8fc1e0c54669ac770f80991a8280
Waiting for the Winter,The Popguns,The Popguns - Waiting For The Winter [Indie Pop/Jangle Pop] (1989),Popguns - Waiting For The Winter (Official Video),Waiting For The Winter,The Popguns,Waiting For The Winter,Popguns,72byvoASi4os3zwqpPbNau,,97.0,0.275,0.907,4,-9.415,0,0.144,0.036,8.22e-06,0.148,0.646,184.284,audio_features,spotify:track:72byvoASi4os3zwqpPbNau,https://api.spotify.com/v1/tracks/72byvoASi4os3zwqpPbNau,https://api.spotify.com/v1/audio-analysis/72byvoASi4os3zwqpPbNau,195400,4,https://i.scdn.co/image/ab67616d0000b273b2b996c069757379b8253675,1990-01-01,1990,False,9,https://p.scdn.co/mp3-preview/64869a1a4bace1880e07673b59da59f0d5200d3d?cid=484c8fc1e0c54669ac770f80991a8280
Waiting for the Winter,The Popguns,The Popguns - Waiting For The Winter [Indie Pop/Jangle Pop] (1989),Popguns - Waiting For The Winter (Official Video),Waiting For The Winter,The Popguns,Waiting For The Winter,Popguns,72byvoASi4os3zwqpPbNau,,97.0,0.275,0.907,4,-9.415,0,0.144,0.036,8.22e-06,0.148,0.646,184.284,audio_features,spotify:track:72byvoASi4os3zwqpPbNau,https://api.spotify.com/v1/tracks/72byvoASi4os3zwqpPbNau,https://api.spotify.com/v1/audio-analysis/72byvoASi4os3zwqpPbNau,195400,4,https://i.scdn.co/image/ab67616d0000b273b2b996c069757379b8253675,1990-01-01,1990,False,9,https://p.scdn.co/mp3-preview/64869a1a4bace1880e07673b59da59f0d5200d3d?cid=484c8fc1e0c54669ac770f80991a8280
Hey Cowboy,Devon Cole,Devon Cole - Hey Cowboy [Pop] (2022),Devon Cole - Hey Cowboy (Official Video),Hey Cowboy,Devon Cole,Hey Cowboy,Devon Cole,5FfgLIooERZ7rcNcwxAcdF,,86.0,0.771,0.452,10,-6.648,0,0.0679,0.0274,0.0,0.232,0.904,91.006,audio_features,spotify:track:5FfgLIooERZ7rcNcwxAcdF,https://api.spotify.com/v1/tracks/5FfgLIooERZ7rcNcwxAcdF,https://api.spotify.com/v1/audio-analysis/5FfgLIooERZ7rcNcwxAcdF,187049,4,https://i.scdn.co/image/ab67616d0000b2730d87f29833c204033701f87c,2022-10-21,2022,False,60,https://p.scdn.co/mp3-preview/c35fb12e5c02ab0c17a66eba7a78f53e54ec870d?cid=484c8fc1e0c54669ac770f80991a8280
