sp_song,sp_artist,r_title,r_media_title,r_post_song,r_post_artist,r_media_song,r_media_artist,id,sp_link,r_score,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview
The Science of Selling Yourself Short,Less Than Jake,Less Than Jake - The Science of Selling Yourself Short [Ska Punk],The Science Of Selling Yourself Short (Video),The Science of Selling Yourself Short,Less Than Jake,,,1iD0a0plhO55cWEJa5UGcZ,,4613.0,0.719,0.815,5,-3.546,1,0.0305,0.16,0.0,0.0367,0.937,93.126,audio_features,spotify:track:1iD0a0plhO55cWEJa5UGcZ,https://api.spotify.com/v1/tracks/1iD0a0plhO55cWEJa5UGcZ,https://api.spotify.com/v1/audio-analysis/1iD0a0plhO55cWEJa5UGcZ,186267,4,https://i.scdn.co/image/ab67616d0000b27346b71e44bcda9ea6eba4182e,2003-05-19,2003,False,55,https://p.scdn.co/mp3-preview/f614ae76b4c9e0ac6e3afe7d7636968e8b9fcc9c?cid=484c8fc1e0c54669ac770f80991a8280
Ain't No Sunshine,Bill Withers,Bill Withers - Ain't No Sunshine [Soul],Bill Withers - Ain't No Sunshine (Official Audio),Aint No Sunshine,Bill Withers,Aint No Sunshine,Bill Withers,1k1Bqnv2R0uJXQN4u6LKYt,,2498.0,0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169,audio_features,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt,https://api.spotify.com/v1/tracks/1k1Bqnv2R0uJXQN4u6LKYt,https://api.spotify.com/v1/audio-analysis/1k1Bqnv2R0uJXQN4u6LKYt,125093,4,https://i.scdn.co/image/ab67616d0000b273e1e350d06ffebd2e19e047ce,1971-05-01,1971,False,80,https://p.scdn.co/mp3-preview/966e700ba618a7a059e89ca52be28498c35415ff?cid=484c8fc1e0c54669ac770f80991a8280
Ain't No Sunshine,Bill Withers,Bill Withers - Ain't No Sunshine [Soul],Bill Withers - Ain't No Sunshine (Official Audio),Aint No Sunshine,Bill Withers,Aint No Sunshine,Bill Withers,1k1Bqnv2R0uJXQN4u6LKYt,,2498.0,0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169,audio_features,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt,https://api.spotify.com/v1/tracks/1k1Bqnv2R0uJXQN4u6LKYt,https://api.spotify.com/v1/audio-analysis/1k1Bqnv2R0uJXQN4u6LKYt,125093,4,https://i.scdn.co/image/ab67616d0000b273e1e350d06ffebd2e19e047ce,1971-05-01,1971,False,80,https://p.scdn.co/mp3-preview/966e700ba618a7a059e89ca52be28498c35415ff?cid=484c8fc1e0c54669ac770f80991a8280
Rift Apart,ZYNE,ZYNE - Rift Apart [Spacecore] (2022),ZYNE - Rift Apart,Rift Apart,ZYNE,Rift Apart,ZYNE,27Kdm74d1zIHTUc2wSLe3r,,1477.0,0.524,0.894,2,-7.589,0,0.0715,0.00198,0.00196,0.0935,0.189,140.003,audio_features,spotify:track:27Kdm74d1zIHTUc2wSLe3r,https://api.spotify.com/v1/tracks/27Kdm74d1zIHTUc2wSLe3r,https://api.spotify.com/v1/audio-analysis/27Kdm74d1zIHTUc2wSLe3r,147429,4,https://i.scdn.co/image/ab67616d0000b273987af9838c7150a9cabe721a,2022-12-23,2022,False,38,https://p.scdn.co/mp3-preview/ef4cd3611593289d5be63768aeaeb403f6609b29?cid=484c8fc1e0c54669ac770f80991a8280
Rift Apart,ZYNE,ZYNE - Rift Apart [Spacecore] (2022),ZYNE - Rift Apart,Rift Apart,ZYNE,Rift Apart,ZYNE,27Kdm74d1zIHTUc2wSLe3r,,1477.0,0.524,0.894,2,-7.589,0,0.0715,0.00198,0.00196,0.0935,0.189,140.003,audio_features,spotify:track:27Kdm74d1zIHTUc2wSLe3r,https://api.spotify.com/v1/tracks/27Kdm74d1zIHTUc2wSLe3r,https://api.spotify.com/v1/audio-analysis/27Kdm74d1zIHTUc2wSLe3r,147429,4,https://i.scdn.co/image/ab67616d0000b273987af9838c7150a9cabe721a,2022-12-23,2022,False,38,https://p.scdn.co/mp3-preview/ef4cd3611593289d5be63768aeaeb403f6609b29?cid=484c8fc1e0c54669ac770f80991a8280
Rift Apart,ZYNE,ZYNE -- Rift Apart [Spacecore] (2022),ZYNE - Rift Apart,Rift Apart,ZYNE,Rift Apart,ZYNE,27Kdm74d1zIHTUc2wSLe3r,,695.0,0.524,0.894,2,-7.589,0,0.0715,0.00198,0.00196,0.0935,0.189,140.003,audio_features,spotify:track:27Kdm74d1zIHTUc2wSLe3r,https://api.spotify.com/v1/tracks/27Kdm74d1zIHTUc2wSLe3r,https://api.spotify.com/v1/audio-analysis/27Kdm74d1zIHTUc2wSLe3r,147429,4,https://i.scdn.co/image/ab67616d0000b273987af9838c7150a9cabe721a,2022-12-23,2022,False,38,https://p.scdn.co/mp3-preview/ef4cd3611593289d5be63768aeaeb403f6609b29?cid=484c8fc1e0c54669ac770f80991a8280
Rift Apart,ZYNE,ZYNE -- Rift Apart [Spacecore] (2022),ZYNE - Rift Apart,Rift Apart,ZYNE,Rift Apart,ZYNE,27Kdm74d1zIHTUc2wSLe3r,,695.0,0.524,0.894,2,-7.589,0,0.0715,0.00198,0.00196,0.0935,0.189,140.003,audio_features,spotify:track:27Kdm74d1zIHTUc2wSLe3r,https://api.spotify.com/v1/tracks/27Kdm74d1zIHTUc2wSLe3r,https://api.spotify.com/v1/audio-analysis/27Kdm74d1zIHTUc2wSLe3r,147429,4,https://i.scdn.co/image/ab67616d0000b273987af9838c7150a9cabe721a,2022-12-23,2022,False,38,https://p.scdn.co/mp3-preview/ef4cd3611593289d5be63768aeaeb403f6609b29?cid=484c8fc1e0c54669ac770f80991a8280
"Hey Man, Nice Shot - Remastered Version",Filter,"Filter - Hey Man, Nice Shot [Rock]","Filter - Hey Man, Nice Shot (Official Music Video)","Hey Man, Nice Shot",Filter,"Hey Man, Nice Shot",Filter,1IyHPt3b6BrhdMwNyk0VM0,,500.0,0.48,0.588,2,-10.773,1,0.0339,0.00213,0.712,0.319,0.305,177.018,audio_features,spotify:track:1IyHPt3b6BrhdMwNyk0VM0,https://api.spotify.com/v1/tracks/1IyHPt3b6BrhdMwNyk0VM0,https://api.spotify.com/v1/audio-analysis/1IyHPt3b6BrhdMwNyk0VM0,314440,4,https://i.scdn.co/image/ab67616d0000b273528903c46e4426b95a2c6d36,1995-04-11,1995,False,64,
"Hey Man, Nice Shot - Remastered Version",Filter,"Filter - Hey Man, Nice Shot [Rock]","Filter - Hey Man, Nice Shot (Official Music Video)","Hey Man, Nice Shot",Filter,"Hey Man, Nice Shot",Filter,1IyHPt3b6BrhdMwNyk0VM0,,500.0,0.48,0.588,2,-10.773,1,0.0339,0.00213,0.712,0.319,0.305,177.018,audio_features,spotify:track:1IyHPt3b6BrhdMwNyk0VM0,https://api.spotify.com/v1/tracks/1IyHPt3b6BrhdMwNyk0VM0,https://api.spotify.com/v1/audio-analysis/1IyHPt3b6BrhdMwNyk0VM0,314440,4,https://i.scdn.co/image/ab67616d0000b273528903c46e4426b95a2c6d36,1995-04-11,1995,False,64,https://p.scdn.co/mp3-preview/e851c2a97d06195f0cc138be5259752f67f10c60?cid=484c8fc1e0c54669ac770f80991a8280
*〜アスタリスク〜,ORANGE RANGE,Lady Flash - アストロちっく・アラスカ [Japanese indie] (2022),LADY FLASH / アストロちっく・アラスカ (Official Music Video),アストロちっく・アラスカ,Lady Flash,アストロちっく・アラスカ,LADY FLASH,6MKOd8KDFzwpu8Vz6ccZU5,,497.0,0.57,0.931,5,-3.983,1,0.0408,0.026,0.000211,0.312,0.677,127.988,audio_features,spotify:track:6MKOd8KDFzwpu8Vz6ccZU5,https://api.spotify.com/v1/tracks/6MKOd8KDFzwpu8Vz6ccZU5,https://api.spotify.com/v1/audio-analysis/6MKOd8KDFzwpu8Vz6ccZU5,255907,4,https://i.scdn.co/image/ab67616d0000b273bb6fec67ceac6cc0f584f7af,2005-01-01,2005,False,60,https://p.scdn.co/mp3-preview/27057e8cd1ef27d62392302c2ac031d8cdb281ea?cid=484c8fc1e0c54669ac770f80991a8280
