sp_song,sp_artist,r_title,r_media_title,r_post_song,r_post_artist,r_media_song,r_media_artist,id,sp_link,r_score,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview
Big Takeover,Bad Brains,Bad Brains - Big Takeover [Hardcore Punk],Bad Brains - Big Take Over (Live 1982),Big Takeover,Bad Brains,Big Take Over,Bad Brains,0p9v1IcV6hmN1mypvRGjO5,,655.0,0.302,0.941,6,-9.858,1,0.0819,0.000252,0.343,0.127,0.34,119.651,audio_features,spotify:track:0p9v1IcV6hmN1mypvRGjO5,https://api.spotify.com/v1/tracks/0p9v1IcV6hmN1mypvRGjO5,https://api.spotify.com/v1/audio-analysis/0p9v1IcV6hmN1mypvRGjO5,149160,4,https://i.scdn.co/image/ab67616d00004851b4bbc117f93eb572bebf9585,1983-01-01,1983,False,30,https://p.scdn.co/mp3-preview/673e112b30c52b4a02acb2b222443bd628ad96fe?cid=484c8fc1e0c54669ac770f80991a8280
Big Take Over,Bad Brains,Bad Brains - Big Takeover [Hardcore Punk],Bad Brains - Big Take Over (Live 1982),Big Takeover,Bad Brains,Big Take Over,Bad Brains,2z83t0gfxu3Dnb0XUDBR3B,,655.0,0.208,0.689,9,-11.699,0,0.0483,0.00181,0.012,0.293,0.0398,104.242,audio_features,spotify:track:2z83t0gfxu3Dnb0XUDBR3B,https://api.spotify.com/v1/tracks/2z83t0gfxu3Dnb0XUDBR3B,https://api.spotify.com/v1/audio-analysis/2z83t0gfxu3Dnb0XUDBR3B,177400,4,https://i.scdn.co/image/ab67616d00004851518d1a9d162cfce8a7db5c5e,1982-01-01,1982,True,41,https://p.scdn.co/mp3-preview/fb50db909cc28c292d18d19761c6523883f18b6a?cid=484c8fc1e0c54669ac770f80991a8280
Australasia,Pelican,Pelican -- Australasia [post-rock / post-metal / stoner rock] (2003),Pelican - Australasia - Australasia,Australasia,Pelican,Australasia - Australasia,Pelican,7jZ9Xk8ktqEmOQERymM0A2,,635.0,0.222,0.537,4,-9.53,1,0.0382,0.0277,0.911,0.216,0.221,138.416,audio_features,spotify:track:7jZ9Xk8ktqEmOQERymM0A2,https://api.spotify.com/v1/tracks/7jZ9Xk8ktqEmOQERymM0A2,https://api.spotify.com/v1/audio-analysis/7jZ9Xk8ktqEmOQERymM0A2,648480,4,https://i.scdn.co/image/ab67616d00004851639360127020831408b77a44,2003-01-01,2003,False,17,https://p.scdn.co/mp3-preview/6cb168bb43becfbf617f750eabc9c7d7572fbaf2?cid=484c8fc1e0c54669ac770f80991a8280
Drought,Pelican,Pelican -- Australasia [post-rock / post-metal / stoner rock] (2003),Pelican - Australasia - Australasia,Australasia,Pelican,Australasia - Australasia,Pelican,3gWbd9TaqSbRRt6R60rlx2,,635.0,0.195,0.897,7,-8.827,1,0.0712,0.0746,0.975,0.355,0.449,141.868,audio_features,spotify:track:3gWbd9TaqSbRRt6R60rlx2,https://api.spotify.com/v1/tracks/3gWbd9TaqSbRRt6R60rlx2,https://api.spotify.com/v1/audio-analysis/3gWbd9TaqSbRRt6R60rlx2,503747,4,https://i.scdn.co/image/ab67616d00004851639360127020831408b77a44,2003-01-01,2003,False,27,https://p.scdn.co/mp3-preview/7fb15f51aed1c98e01a2eb00509d37351647c178?cid=484c8fc1e0c54669ac770f80991a8280
"Steady, As She Goes",The Raconteurs,"The Raconteurs - Steady, as She Goes [Rock]","The Raconteurs – Steady, As She Goes (Official Music Video - Jim Jarmusch Version)","Steady, as She Goes",The Raconteurs,"Steady, As She Goes",The Raconteurs,4xlEKYv7HmC8zXoJIbpZKM,,537.0,0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696,audio_features,spotify:track:4xlEKYv7HmC8zXoJIbpZKM,https://api.spotify.com/v1/tracks/4xlEKYv7HmC8zXoJIbpZKM,https://api.spotify.com/v1/audio-analysis/4xlEKYv7HmC8zXoJIbpZKM,215267,4,https://i.scdn.co/image/ab67616d00004851aaafcdc8e35209dc99554017,2006-05-15,2006,False,68,https://p.scdn.co/mp3-preview/0509b59e7d57675a901c135cbee98f88357687af?cid=484c8fc1e0c54669ac770f80991a8280
"Steady, As She Goes",The Raconteurs,"The Raconteurs - Steady, as She Goes [Rock]","The Raconteurs – Steady, As She Goes (Official Music Video - Jim Jarmusch Version)","Steady, as She Goes",The Raconteurs,"Steady, As She Goes",The Raconteurs,4xlEKYv7HmC8zXoJIbpZKM,,537.0,0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696,audio_features,spotify:track:4xlEKYv7HmC8zXoJIbpZKM,https://api.spotify.com/v1/tracks/4xlEKYv7HmC8zXoJIbpZKM,https://api.spotify.com/v1/audio-analysis/4xlEKYv7HmC8zXoJIbpZKM,215267,4,https://i.scdn.co/image/ab67616d00004851aaafcdc8e35209dc99554017,2006-05-15,2006,False,68,https://p.scdn.co/mp3-preview/0509b59e7d57675a901c135cbee98f88357687af?cid=484c8fc1e0c54669ac770f80991a8280
Dark Ages - Live,Nomeansno,Nomeansno - Dark Ages[Post-Hardcore](1988),Dark Ages - Nomeansno,Dark Ages,Nomeansno,Nomeansno,Dark Ages,0HpzKo5vRx40a6iEWw2oCf,,364.0,0.163,0.793,0,-12.406,1,0.0902,0.00011,0.0227,0.652,0.363,167.871,audio_features,spotify:track:0HpzKo5vRx40a6iEWw2oCf,https://api.spotify.com/v1/tracks/0HpzKo5vRx40a6iEWw2oCf,https://api.spotify.com/v1/audio-analysis/0HpzKo5vRx40a6iEWw2oCf,330293,4,https://i.scdn.co/image/ab67616d00004851d5d620743853b7a82aa863db,1991-06-17,1991,False,10,https://p.scdn.co/mp3-preview/95a40c52d934d64be401592e78bdc405f390130a?cid=484c8fc1e0c54669ac770f80991a8280
Dark Ages - Live,Nomeansno,Nomeansno - Dark Ages[Post-Hardcore](1988),Dark Ages - Nomeansno,Dark Ages,Nomeansno,Nomeansno,Dark Ages,0HpzKo5vRx40a6iEWw2oCf,,364.0,0.163,0.793,0,-12.406,1,0.0902,0.00011,0.0227,0.652,0.363,167.871,audio_features,spotify:track:0HpzKo5vRx40a6iEWw2oCf,https://api.spotify.com/v1/tracks/0HpzKo5vRx40a6iEWw2oCf,https://api.spotify.com/v1/audio-analysis/0HpzKo5vRx40a6iEWw2oCf,330293,4,https://i.scdn.co/image/ab67616d00004851d5d620743853b7a82aa863db,1991-06-17,1991,False,10,https://p.scdn.co/mp3-preview/95a40c52d934d64be401592e78bdc405f390130a?cid=484c8fc1e0c54669ac770f80991a8280
Let Me Give You a Hand Throwing Yourself Out,Killwhitneydead,KILLWHITNEYDEAD - Let Me Give You a Hand Throwing Yourself Out [Metal] (2007),Let Me Give You a Hand Throwing Yourself Out,Let Me Give You a Hand Throwing Yourself Out,KILLWHITNEYDEAD,,,4AsKoofTOAE3LrkIcMnV20,https://open.spotify.com/track/4AsKoofTOAE3LrkIcMnV20,340.0,0.517,0.915,1,-5.959,1,0.205,0.000128,0.00104,0.139,0.396,135.054,audio_features,spotify:track:4AsKoofTOAE3LrkIcMnV20,https://api.spotify.com/v1/tracks/4AsKoofTOAE3LrkIcMnV20,https://api.spotify.com/v1/audio-analysis/4AsKoofTOAE3LrkIcMnV20,180227,4,https://i.scdn.co/image/ab67616d000048512849c61834a4aa9e2078de6c,2007-01-01,2007,False,22,https://p.scdn.co/mp3-preview/1b3276d03abe869be4de5d97ac036073b151f59a?cid=484c8fc1e0c54669ac770f80991a8280
By the River Sainte Marie,Joe Williams,H.G. Williams -- Sweet Marie [Ballad] (1893),"""Sweet Marie"" H. G. Williams = brown wax cylinder from Ohio Phonograph Company, 1890s James L. Andem",Sweet Marie,H.G. Williams,Sweet Marie,,5K4GLVkY4C55XNMxzbxPRZ,,316.0,0.74,0.28,8,-10.902,1,0.062,0.926,0.0,0.0822,0.815,78.31,audio_features,spotify:track:5K4GLVkY4C55XNMxzbxPRZ,https://api.spotify.com/v1/tracks/5K4GLVkY4C55XNMxzbxPRZ,https://api.spotify.com/v1/audio-analysis/5K4GLVkY4C55XNMxzbxPRZ,119693,4,https://i.scdn.co/image/ab67616d000048512a454647acc77ed66711566b,2001-09-11,2001,False,1,https://p.scdn.co/mp3-preview/ae66d86bc26c326ad2b2895399e7462e49100321?cid=484c8fc1e0c54669ac770f80991a8280
