r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link_x,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,track_id,sp_song,sp_artist,id,sp_link_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_genres,sp_artist_popularity,sp_follower_count
Linda Ronstadt - Long Long Time [Country],Long Long Time,2023-02-08,0.82,467.0,Linda Ronstadt,Long Long Time,,,country,youtube,,https://www.youtube.com/watch?v=PrH3OQRgfVc,PrH3OQRgfVc,,,,,Long Long Time,Linda Ronstadt,1khA4hwhZD4HMecyE1e9U1,,0.427,0.192,9.0,-14.611,1.0,0.0285,0.795,2.55e-06,0.314,0.272,91.088,audio_features,spotify:track:1khA4hwhZD4HMecyE1e9U1,https://api.spotify.com/v1/tracks/1khA4hwhZD4HMecyE1e9U1,https://api.spotify.com/v1/audio-analysis/1khA4hwhZD4HMecyE1e9U1,263400.0,4.0,https://i.scdn.co/image/ab67616d0000b2734de8bcd79e1f0f4a23b4f007,1970-04-13,1970.0,False,65.0,,"'adult standards', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock'",66,781520
Say She She - Fortune Teller [Soul] (2022),Say She She - Fortune Teller [OFFICIAL VIDEO],2023-02-04,0.94,418.0,Say She She,Fortune Teller,Say She She,Fortune Teller,soul,youtube,,https://www.youtube.com/watch?v=d5UH4CKRt1I,d5UH4CKRt1I,,,,,Fortune Teller,Say She She,2G01T828C7rQXDjn0v24Ku,,0.681,0.498,11.0,-8.491,0.0,0.0318,0.251,0.00066,0.0842,0.875,89.688,audio_features,spotify:track:2G01T828C7rQXDjn0v24Ku,https://api.spotify.com/v1/tracks/2G01T828C7rQXDjn0v24Ku,https://api.spotify.com/v1/audio-analysis/2G01T828C7rQXDjn0v24Ku,199578.0,4.0,https://i.scdn.co/image/ab67616d0000b273c643bcbaec728b040dfccbfa,2022-10-07,2022.0,False,42.0,https://p.scdn.co/mp3-preview/098a09057887f1fb3897ff2c8d4f6b9fba3c265f?cid=484c8fc1e0c54669ac770f80991a8280,,44,14484
Mack Allen Smith — She Broke My Heart at Walgreens [Country / Rockabilly] (2019),She Broke My Heart at Walgreens,2023-02-09,0.91,336.0,Mack Allen Smith,She Broke My Heart at Walgreens,,,"country, rockabilly",youtube,,https://www.youtube.com/watch?v=NeJ_ww7RcwI,NeJ_ww7RcwI,,,,,She Broke My Heart at Walgreens,Mack Allen Smith,5Fj1VG8fzpaKRJKWEUM1ub,,0.529,0.578,11.0,-8.911,0.0,0.232,0.253,8.54e-06,0.0795,0.806,204.436,audio_features,spotify:track:5Fj1VG8fzpaKRJKWEUM1ub,https://api.spotify.com/v1/tracks/5Fj1VG8fzpaKRJKWEUM1ub,https://api.spotify.com/v1/audio-analysis/5Fj1VG8fzpaKRJKWEUM1ub,148092.0,5.0,https://i.scdn.co/image/ab67616d0000b27310dd56b4a3f8293f9d414047,2019-10-01,2019.0,False,4.0,https://p.scdn.co/mp3-preview/010643fe68c7109750345adce334fff8c5f0c7f1?cid=484c8fc1e0c54669ac770f80991a8280,,31,1656
Bud Grant - Trouble in Mind [Blues] (1969),Bud Grant - Trouble In Mind,2023-02-05,0.94,286.0,Bud Grant,Trouble in Mind,Bud Grant,Trouble In Mind,blues,youtube,,https://www.youtube.com/watch?v=3bIbQXKpAbs,3bIbQXKpAbs,,,,,Trouble in Mind,Bud Grant,561pqz0fiS4ab7vThh6J1j,,0.668,0.153,8.0,-16.151,1.0,0.0422,0.906,0.0259,0.13,0.623,101.368,audio_features,spotify:track:561pqz0fiS4ab7vThh6J1j,https://api.spotify.com/v1/tracks/561pqz0fiS4ab7vThh6J1j,https://api.spotify.com/v1/audio-analysis/561pqz0fiS4ab7vThh6J1j,177440.0,4.0,https://i.scdn.co/image/ab67616d0000b273020d44ca31f176c50e81822a,2007-01-02,2007.0,False,1.0,https://p.scdn.co/mp3-preview/01d2c8cc8b5ebb67907b3b3ed06fcf58803f3c18?cid=484c8fc1e0c54669ac770f80991a8280,,1,77
The Bobby Lees -- Monkey Mind [garage punk] (2022),"THE BOBBY LEES ""Monkey Mind""",2023-02-08,0.89,279.0,The Bobby Lees,Monkey Mind,THE BOBBY LEES,Monkey Mind,garage punk,youtube,,https://www.youtube.com/watch?v=2lmex1Nehn8,2lmex1Nehn8,,,,,Monkey Mind,THE BOBBY LEES,7qvwnde6QuoYGd0xUcevIQ,,0.656,0.764,1.0,-7.576,0.0,0.0717,0.044,4.22e-06,0.312,0.916,143.085,audio_features,spotify:track:7qvwnde6QuoYGd0xUcevIQ,https://api.spotify.com/v1/tracks/7qvwnde6QuoYGd0xUcevIQ,https://api.spotify.com/v1/audio-analysis/7qvwnde6QuoYGd0xUcevIQ,138704.0,4.0,https://i.scdn.co/image/ab67616d0000b273b2095d5afb84991da889b720,2022-10-07,2022.0,False,23.0,https://p.scdn.co/mp3-preview/ec516ae1881a76dba8358c1c864cc484065f18a7?cid=484c8fc1e0c54669ac770f80991a8280,,40,12334
Warumpi Band - Fitzroy Cossing [Aboriginal Country Rock] (1985),Fitzroy Crossing,2023-02-05,0.93,273.0,Warumpi Band,Fitzroy Cossing,,,aboriginal country rock,youtube,,https://www.youtube.com/watch?v=qKjKx78dTug,qKjKx78dTug,,,,,Pickin' up the Pieces,Fitz and The Tantrums,695W2j99IV98nTIbpJScPu,,0.77,0.948,2.0,-3.478,0.0,0.035,0.0398,0.0,0.303,0.87,109.789,audio_features,spotify:track:695W2j99IV98nTIbpJScPu,https://api.spotify.com/v1/tracks/695W2j99IV98nTIbpJScPu,https://api.spotify.com/v1/audio-analysis/695W2j99IV98nTIbpJScPu,189907.0,4.0,https://i.scdn.co/image/ab67616d0000b27330d3f9716967aba89f44afee,2010-08-24,2010.0,False,29.0,https://p.scdn.co/mp3-preview/5e4fea3a71dcc716b6ecfedeb214dfc205b9a285?cid=484c8fc1e0c54669ac770f80991a8280,"'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock'",68,815379
Mr. Bungle - Goodbye Sober Day [Experimental Rock],Mr. Bungle - Goodbye Sober Day,2023-02-09,0.95,244.0,Mr. Bungle,Goodbye Sober Day,Mr. Bungle,Goodbye Sober Day,experimental rock,youtube,,https://www.youtube.com/watch?v=AY1sBXjl0s8,AY1sBXjl0s8,,,,,Goodbye Sober Day,Mr. Bungle,7pLaxucJrKDuUZOrjw2epZ,,0.355,0.898,6.0,-7.052,1.0,0.272,0.0931,0.303,0.235,0.177,125.305,audio_features,spotify:track:7pLaxucJrKDuUZOrjw2epZ,https://api.spotify.com/v1/tracks/7pLaxucJrKDuUZOrjw2epZ,https://api.spotify.com/v1/audio-analysis/7pLaxucJrKDuUZOrjw2epZ,269733.0,4.0,https://i.scdn.co/image/ab67616d0000b273c383eff4368b19f5f05b3108,1999-07-02,1999.0,False,33.0,https://p.scdn.co/mp3-preview/2524c8483192b3c0c601550c04f5479fe09aaa4a?cid=484c8fc1e0c54669ac770f80991a8280,"'alternative metal', 'funk metal', 'funk rock'",46,283683
HEVEL - This Is Where We Died [Instrumental Metal] (2023),HEVEL - This Is Where We Died,2023-02-07,0.92,236.0,HEVEL,This Is Where We Died,HEVEL,This Is Where We Died,instrumental metal,youtube,,https://www.youtube.com/watch?v=Rx92aXYzZ7g,Rx92aXYzZ7g,,,,,This Is Where We Died,Hevel,6PbKQHgXmUx9F25dE5Yacl,,0.323,0.946,1.0,-5.932,1.0,0.0633,2.06e-06,0.925,0.39,0.154,156.004,audio_features,spotify:track:6PbKQHgXmUx9F25dE5Yacl,https://api.spotify.com/v1/tracks/6PbKQHgXmUx9F25dE5Yacl,https://api.spotify.com/v1/audio-analysis/6PbKQHgXmUx9F25dE5Yacl,417000.0,4.0,https://i.scdn.co/image/ab67616d0000b273dcbf5bf47266f18bb2ce65dc,2023-02-10,2023.0,False,0.0,https://p.scdn.co/mp3-preview/281b28beeba59eee8781cfc0c0aee95b8b0c58ca?cid=484c8fc1e0c54669ac770f80991a8280,,43,9767
Leonard Cohen - You Want It Darker [Singer-songwriter],Leonard Cohen - You Want It Darker (Audio),2023-02-08,0.94,206.0,Leonard Cohen,You Want It Darker,Leonard Cohen,You Want It Darker,singer-songwriter,youtube,,https://www.youtube.com/watch?v=v0nmHymgM7Y,v0nmHymgM7Y,,,,,You Want It Darker,Leonard Cohen,5zb7npjQqoJ7Kcpq4yD9qn,,0.674,0.327,4.0,-16.986,0.0,0.0574,0.613,0.199,0.0756,0.494,108.995,audio_features,spotify:track:5zb7npjQqoJ7Kcpq4yD9qn,https://api.spotify.com/v1/tracks/5zb7npjQqoJ7Kcpq4yD9qn,https://api.spotify.com/v1/audio-analysis/5zb7npjQqoJ7Kcpq4yD9qn,284373.0,4.0,https://i.scdn.co/image/ab67616d0000b2738fc3f01275cae3d8ecb1c26b,2016-10-21,2016.0,False,58.0,https://p.scdn.co/mp3-preview/1ad3d1c7a2cca57bf1eefa0750c7da710d9e36d9?cid=484c8fc1e0c54669ac770f80991a8280,"'canadian singer-songwriter', 'folk', 'folk rock', 'melancholia', 'permanent wave', 'singer-songwriter'",67,3004363
The Teardrop Explodes -- Like Leila Khaled Said [Rock/Post Punk] (1981),Like Leila Khaled Said,2023-02-06,0.9,194.0,The Teardrop Explodes,Like Leila Khaled Said,,,"rock, post punk",youtube,,https://www.youtube.com/watch?v=HTDR5SjLpaY,HTDR5SjLpaY,,,,,Like Leila Khaled Said,The Teardrop Explodes,4Ig6Pg4oqKSBnIq8gkkTld,,0.456,0.722,4.0,-8.021,0.0,0.0349,0.0198,8e-05,0.59,0.924,124.56,audio_features,spotify:track:4Ig6Pg4oqKSBnIq8gkkTld,https://api.spotify.com/v1/tracks/4Ig6Pg4oqKSBnIq8gkkTld,https://api.spotify.com/v1/audio-analysis/4Ig6Pg4oqKSBnIq8gkkTld,228440.0,4.0,https://i.scdn.co/image/ab67616d0000b273672eb09c6b075231d2fcae80,1981-01-01,1981.0,False,9.0,,"'art rock', 'c86', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'pub rock', 'uk post-punk'",41,74130
