r_title,r_post_song,r_post_artist,r_media_song,r_media_artist,sp_song,sp_artist,r_genres,sp_genres,r_media_title,r_post_date,r_upvote_ratio,r_score,bc_embed_link,link_source,sc_embed_link,sc_link,sp_link,yt_link,yt_video_id,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_artist_popularity,sp_follower_count
"Mos Def - Auditorium (ft. Slick Rick) [Hip Hop, Rap]",Auditorium,Mos Def,Auditorium,Mos Def,ANDY KAUFMAN,Anime Yxngoat,"hip hop, rap",,Mos Def  - Auditorium (feat. Slick Rick),2022-12-06,7.51,844.0,,youtube,,,,https://www.youtube.com/watch?v=nx1_yzq9cX4,nx1_yzq9cX4,3uGYhrfZ05MmLYXKO3NXBM,61.0,-954.9,C,-9.549,1.0,61.7,27.4,19.2,0.0,63.8,114,audio_features,spotify:track:3uGYhrfZ05MmLYXKO3NXBM,https://api.spotify.com/v1/tracks/3uGYhrfZ05MmLYXKO3NXBM,https://api.spotify.com/v1/audio-analysis/3uGYhrfZ05MmLYXKO3NXBM,02:19,4.0,https://i.scdn.co/image/ab67616d0000b273ce3d10a904a340adfdbf9dcb,2021-04-19,2021.0,True,0.0,https://p.scdn.co/mp3-preview/1ed0bfd4493a578d9cc690e2f8fe46f9edce196f?cid=484c8fc1e0c54669ac770f80991a8280,0,17
John Holt -- Police in Helicopter [reggae] (1983),Police in Helicopter,John Holt,Police in Helicopter,John Holt Police in Helicopter,Police In Helicopter,John Holt,reggae,"'dub', 'lovers rock', 'reggae', 'rocksteady', 'roots reggae', 'ska'",John Holt Police in Helicopter - 'Police in Helicopter' Reggae classics,2022-12-02,50.1,595.0,,youtube,,,,https://www.youtube.com/watch?v=iXM8JlWeZI0,iXM8JlWeZI0,0mD19MC6H0OzHvEUADHypU,65.3,-758.6,A,-7.586,0.0,68.3,11.3,3.26,0.0,5.78,143,audio_features,spotify:track:0mD19MC6H0OzHvEUADHypU,https://api.spotify.com/v1/tracks/0mD19MC6H0OzHvEUADHypU,https://api.spotify.com/v1/audio-analysis/0mD19MC6H0OzHvEUADHypU,03:39,4.0,https://i.scdn.co/image/ab67616d0000b27340107fefea4bea8968e643cc,1983-01-01,1983.0,False,57.0,https://p.scdn.co/mp3-preview/da0e556a0e4a29a4b7544e30a450e6142e2db0b1?cid=484c8fc1e0c54669ac770f80991a8280,49,120578
"Khruangbin - Texas Sun [rock, soul, funk] - full album vinyl rip",Texas Sun,Khruangbin,Khruangbin & Leon Bridges,Texas Sun,Texas Sun,Khruangbin,"rock, soul, funk",'neo-psychedelic',Texas Sun - Khruangbin & Leon Bridges (full album vinyl rip),2022-12-05,59.9,578.0,,youtube,,,,https://www.youtube.com/watch?v=M6DdFQV6M2s,M6DdFQV6M2s,24ntSW3QVJzR79lHAAOTaY,63.4,-1001.0,G,-10.01,1.0,63.6,3.42,3.64,14.7,9.98,111,audio_features,spotify:track:24ntSW3QVJzR79lHAAOTaY,https://api.spotify.com/v1/tracks/24ntSW3QVJzR79lHAAOTaY,https://api.spotify.com/v1/audio-analysis/24ntSW3QVJzR79lHAAOTaY,04:12,4.0,https://i.scdn.co/image/ab67616d0000b273ff26bd277274b27f249cc638,2020-02-07,2020.0,False,73.0,https://p.scdn.co/mp3-preview/6cffd3cdff9ad9ea48885877f62d25a1fdb61404?cid=484c8fc1e0c54669ac770f80991a8280,70,1320508
"Exuma - Mama Loi, Papa Loi [Psychdelic Folk] (1970)","Mama Loi, Papa Loi",Exuma,,,"Mama Loi, Papa Loi",Exuma,psychdelic folk,"'bahamian folk', 'experimental', 'freak folk'","Mama Loi, Papa Loi",2022-12-03,30.6,505.0,,youtube,,,,https://www.youtube.com/watch?v=CBIX4hC48dM,CBIX4hC48dM,1qCKZwiZGDTTZ1FMszvNYs,90.2,-590.9,Db/C#,-5.909,1.0,40.1,20.3,7.27,0.0,12.7,103,audio_features,spotify:track:1qCKZwiZGDTTZ1FMszvNYs,https://api.spotify.com/v1/tracks/1qCKZwiZGDTTZ1FMszvNYs,https://api.spotify.com/v1/audio-analysis/1qCKZwiZGDTTZ1FMszvNYs,04:34,4.0,https://i.scdn.co/image/ab67616d0000b273ddad47b8ed3402b7ec3ee048,1970-01-01,1970.0,False,35.0,,32,16703
Grim Fairies - Off With Her Head [Industrial/Goth] (2001),Off With Her Head,Grim Fairies,Off With Her Head!,GRIM FAERIES,Oasis,Grim Fables,"industrial, goth",,GRIM FAERIES- Off With Her Head!,2022-12-01,5.66,404.0,,youtube,,,,https://www.youtube.com/watch?v=AcsFOboloZE,AcsFOboloZE,4mntJHifpsTzYAjdK11MAO,97.1,-179.1,B/Cb,-1.791,1.0,34.5,8.12,0.14,85.7,32.0,110,audio_features,spotify:track:4mntJHifpsTzYAjdK11MAO,https://api.spotify.com/v1/tracks/4mntJHifpsTzYAjdK11MAO,https://api.spotify.com/v1/audio-analysis/4mntJHifpsTzYAjdK11MAO,05:05,4.0,https://i.scdn.co/image/ab67616d0000b2732aa210d9d3cf3131c80df526,2018-07-16,2018.0,False,30.0,https://p.scdn.co/mp3-preview/86f965fa23dc6b34da683db3a40a6486ee9fb69d?cid=484c8fc1e0c54669ac770f80991a8280,14,501
GZA - Shadowboxin' ft. Method Man [Rap],Shadowboxin ft. Method Man,GZA,Shadowboxin,GZA,Shadowboxin',GZA,rap,"'alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap'",GZA - Shadowboxin' (Feat. Method Man),2022-12-06,72.0,268.0,,youtube,,,,https://www.youtube.com/watch?v=-IZE7JSLJU0,-IZE7JSLJU0,7bp5DfkdK1OAvNJ1U4HfDA,64.2,-1011.0,D,-10.11,1.0,70.4,39.0,0.7,0.0,16.1,92,audio_features,spotify:track:7bp5DfkdK1OAvNJ1U4HfDA,https://api.spotify.com/v1/tracks/7bp5DfkdK1OAvNJ1U4HfDA,https://api.spotify.com/v1/audio-analysis/7bp5DfkdK1OAvNJ1U4HfDA,03:29,4.0,https://i.scdn.co/image/ab67616d0000b27384b6abc19fb31fb382378bbc,1995-11-07,1995.0,True,66.0,,62,455168
Florence + the Machine - Dog Days Are Over [Indie Pop] Live/ Acoustic Version,Dog Days Are Over,Florence + the Machine,#Florence+TheMachine,The Dog Days Are Over,Dog Days Are Over,Florence + The Machine,indie pop,"'baroque pop', 'pop', 'uk alternative pop'",The Dog Days Are Over-  #Florence+TheMachine,2022-12-05,24.5,172.0,,youtube,,,,https://www.youtube.com/watch?v=0HuYEOO2r1g,0HuYEOO2r1g,1YLJVmuzeM2YSUkCCaTNUB,81.0,-531.5,G,-5.315,1.0,49.2,8.47,4.16,0.38,11.7,149,audio_features,spotify:track:1YLJVmuzeM2YSUkCCaTNUB,https://api.spotify.com/v1/tracks/1YLJVmuzeM2YSUkCCaTNUB,https://api.spotify.com/v1/audio-analysis/1YLJVmuzeM2YSUkCCaTNUB,04:11,4.0,https://i.scdn.co/image/ab67616d0000b2730672b0f8756ae2af86e8a5ce,2009-01-01,2009.0,False,70.0,,75,6108991
At Your Throat — Leeches [Hardcore Punk] (2021),Leeches,At Your Throat,,,Leeches,At Your Throat,hardcore punk,,Leeches,2022-12-04,25.3,165.0,,youtube,,,,https://www.youtube.com/watch?v=XzzLZhJ08eQ,XzzLZhJ08eQ,2trEmV94AIb4dnahaUHWQM,98.3,-442.9,Gb/F#,-4.429,1.0,41.4,11.9,0.0,0.01,57.5,100,audio_features,spotify:track:2trEmV94AIb4dnahaUHWQM,https://api.spotify.com/v1/tracks/2trEmV94AIb4dnahaUHWQM,https://api.spotify.com/v1/audio-analysis/2trEmV94AIb4dnahaUHWQM,01:37,4.0,https://i.scdn.co/image/ab67616d0000b273cb9db364b06b164a67223d86,2021-11-06,2021.0,False,7.0,https://p.scdn.co/mp3-preview/5c768785508c362f5c99ad032e9970ac04d54328?cid=484c8fc1e0c54669ac770f80991a8280,7,36
Phlebotomized – Barricade [Avant-garde death metal] (1994),Barricade,Phlebotomized,,,Immense Intense Suspense Barricade,Phlebotomized,avant-garde death metal,"'dutch death metal', 'dutch metal'",Immense Intense Suspense Barricade,2022-12-04,35.0,160.0,,youtube,,,,https://www.youtube.com/watch?v=lm9kJDDevls,lm9kJDDevls,1ZcOmJ0uJedYJvGovVBZk2,71.9,-837.1,F,-8.371,0.0,19.2,5.76,0.1,88.5,6.47,180,audio_features,spotify:track:1ZcOmJ0uJedYJvGovVBZk2,https://api.spotify.com/v1/tracks/1ZcOmJ0uJedYJvGovVBZk2,https://api.spotify.com/v1/audio-analysis/1ZcOmJ0uJedYJvGovVBZk2,05:56,3.0,https://i.scdn.co/image/ab67616d0000b273d22675f9fa837b9778666913,2022-05-20,2022.0,False,12.0,https://p.scdn.co/mp3-preview/6d595c62e6bd769e2b491bbc5ff451e67aedbc5c?cid=484c8fc1e0c54669ac770f80991a8280,9,4025
Stone Temple Pilots - Vasoline [Grunge] (1994),Vasoline,Stone Temple Pilots,2019 Remaster,Vasoline,Vasoline - 2019 Remaster,Stone Temple Pilots,grunge,"'alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'pop rock', 'post-grunge', 'rock'",Vasoline - 2019 Remaster,2022-12-04,35.3,133.0,,spotify,,,,,,4fjsOdrWMaKf70x21h5XbX,97.7,-708.6,Bb,-7.086,1.0,29.5,8.8,0.15,0.02,8.87,168,audio_features,spotify:track:4fjsOdrWMaKf70x21h5XbX,https://api.spotify.com/v1/tracks/4fjsOdrWMaKf70x21h5XbX,https://api.spotify.com/v1/audio-analysis/4fjsOdrWMaKf70x21h5XbX,02:56,4.0,https://i.scdn.co/image/ab67616d0000b2736db0b75182c54680392aaa20,1994-06-07,1994.0,False,62.0,https://p.scdn.co/mp3-preview/ad3a252003f13730f601908eaf1ac02c8180086e?cid=484c8fc1e0c54669ac770f80991a8280,66,3043890
