r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link_x,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,track_id,sp_song,sp_artist,id,sp_link_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_genres,sp_artist_popularity,sp_follower_count
Alkaline Trio - Private Eye [Pop Punk],Private Eye,2022-11-14,0.94,1942.0,Alkaline Trio,Private Eye,,,pop punk,youtube,,https://www.youtube.com/watch?v=ChTFB5Ty-MI,ChTFB5Ty-MI,,,,,Private Eye,Alkaline Trio,5W68YeADvFGOegS3TmP7w8,,0.412,0.947,7.0,-4.827,1.0,0.0726,0.000472,0.00771,0.3,0.754,165.836,audio_features,spotify:track:5W68YeADvFGOegS3TmP7w8,https://api.spotify.com/v1/tracks/5W68YeADvFGOegS3TmP7w8,https://api.spotify.com/v1/audio-analysis/5W68YeADvFGOegS3TmP7w8,210173.0,4.0,https://i.scdn.co/image/ab67616d0000b273224ea7dfd4d6b1fa6e4314e5,2001-01-01,2001.0,True,49.0,https://p.scdn.co/mp3-preview/e01e5791b6d6c0ad543ba68c9cfccaa93b85cd38?cid=484c8fc1e0c54669ac770f80991a8280,"'chicago punk', 'emo', 'pop punk', 'punk', 'skate punk'",55,342833
Godspeed You! Black Emperor - East Hastings [Post Rock],East Hastings,2022-11-13,0.96,717.0,Godspeed You! Black Emperor,East Hastings,,,post rock,youtube,,https://www.youtube.com/watch?v=QW8YlNsMzno,QW8YlNsMzno,,,,,East Hastings,Godspeed You! Black Emperor,5jMuXTa5hECm37P7C0mbIB,,0.152,0.368,10.0,-15.169,0.0,0.0568,0.716,0.433,0.122,0.0448,66.54,audio_features,spotify:track:5jMuXTa5hECm37P7C0mbIB,https://api.spotify.com/v1/tracks/5jMuXTa5hECm37P7C0mbIB,https://api.spotify.com/v1/audio-analysis/5jMuXTa5hECm37P7C0mbIB,1078240.0,4.0,https://i.scdn.co/image/ab67616d0000b2738239a94043f709d8c4d596e0,1997-08-14,1997.0,False,41.0,https://p.scdn.co/mp3-preview/2c882ce186af10be9a78f25a869bd86509d1e076?cid=484c8fc1e0c54669ac770f80991a8280,"'canadian post-rock', 'double drumming', 'indie rock', 'instrumental post-rock', 'post-rock'",43,339252
Violent Femmes - Add It Up [Folk Punk] (1983),Add It Up,2022-11-15,0.93,548.0,Violent Femmes,Add It Up,,,folk punk,spotify,https://open.spotify.com/track/61QW3AcU1jm5ttPOn8eZhn,,,,,,61QW3AcU1jm5ttPOn8eZhn,Add It Up,Violent Femmes,61QW3AcU1jm5ttPOn8eZhn,https://open.spotify.com/track/61QW3AcU1jm5ttPOn8eZhn,0.41,0.763,4.0,-7.904,1.0,0.337,0.273,1.29e-05,0.0553,0.649,171.956,audio_features,spotify:track:61QW3AcU1jm5ttPOn8eZhn,https://api.spotify.com/v1/tracks/61QW3AcU1jm5ttPOn8eZhn,https://api.spotify.com/v1/audio-analysis/61QW3AcU1jm5ttPOn8eZhn,284333.0,4.0,https://i.scdn.co/image/ab67616d0000b27354096a7f898de0233d76f626,1983-01-01,1983.0,True,54.0,,"'acoustic punk', 'alternative rock', 'pop rock', 'punk', 'rock'",56,602017
Lyrre - North Star [Metal] (2022),LYRRE - North Star (OFFICIAL MUSIC VIDEO),2022-11-11,0.96,405.0,Lyrre,North Star,LYRRE,North Star,metal,youtube,,https://www.youtube.com/watch?v=Fi9N9n1UCB8,Fi9N9n1UCB8,,,,,North Star,LYRRE,4Cl8ZwJqQe13bymwuL5wZa,,0.484,0.916,10.0,-6.751,0.0,0.049,0.000127,0.673,0.113,0.33,116.034,audio_features,spotify:track:4Cl8ZwJqQe13bymwuL5wZa,https://api.spotify.com/v1/tracks/4Cl8ZwJqQe13bymwuL5wZa,https://api.spotify.com/v1/audio-analysis/4Cl8ZwJqQe13bymwuL5wZa,237714.0,4.0,https://i.scdn.co/image/ab67616d0000b2734e6085e4a9d75b44a083e4fd,2022-11-11,2022.0,False,21.0,https://p.scdn.co/mp3-preview/ab2fd13246d17aa59d440d319ca8d49ad6e80085?cid=484c8fc1e0c54669ac770f80991a8280,,21,1596
He Is Legend — LORD SLUG [Southern Rock/Metal] (2022),LORD SLUG,2022-11-12,0.91,355.0,He Is Legend,LORD SLUG,,,"southern rock, metal",youtube,,https://www.youtube.com/watch?v=W8fgbEWfh1U,W8fgbEWfh1U,,,,,LORD SLUG,He Is Legend,2bhjjlKCmE7mbeg8Y5X7Od,,0.419,0.939,2.0,-3.291,1.0,0.0585,0.000957,0.0,0.272,0.153,109.816,audio_features,spotify:track:2bhjjlKCmE7mbeg8Y5X7Od,https://api.spotify.com/v1/tracks/2bhjjlKCmE7mbeg8Y5X7Od,https://api.spotify.com/v1/audio-analysis/2bhjjlKCmE7mbeg8Y5X7Od,349000.0,4.0,https://i.scdn.co/image/ab67616d0000b2734f94e30c4a4f2ba3a436531e,2022-11-11,2022.0,False,33.0,,"'melodic metalcore', 'post-hardcore', 'progressive post-hardcore', 'screamo'",45,72707
Ahab - The Hunt [Funeral Doom Metal] (2006),Ahab - The Hunt,2022-11-15,0.95,219.0,Ahab,The Hunt,Ahab,The Hunt,funeral doom metal,youtube,,https://www.youtube.com/watch?v=aqdESsYWS9c,aqdESsYWS9c,,,,,The Hunt,Ahab,0LZg0zQQ2ubZVw29OMdYaD,,0.116,0.526,7.0,-10.629,1.0,0.0369,0.00177,0.923,0.0875,0.0732,90.026,audio_features,spotify:track:0LZg0zQQ2ubZVw29OMdYaD,https://api.spotify.com/v1/tracks/0LZg0zQQ2ubZVw29OMdYaD,https://api.spotify.com/v1/audio-analysis/0LZg0zQQ2ubZVw29OMdYaD,673160.0,4.0,https://i.scdn.co/image/ab67616d0000b2738f048e88aeb1a9abf9a24e79,2006-01-01,2006.0,False,19.0,,"'atmospheric black metal', 'death doom', 'doom metal', 'funeral doom', 'post-doom metal'",24,31569
"矢野顕子 Akiko Yano - 悲しくてやりきれない [Synth Pop, City Pop] (1982)",矢野顕子 Akiko Yano - 悲しくてやりきれない (1982),2022-11-15,0.88,203.0,矢野顕子 Akiko Yano,悲しくてやりきれない,矢野顕子 Akiko Yano,悲しくてやりきれない,"synth pop, city pop",youtube,,https://www.youtube.com/watch?v=BdttT9Td510,BdttT9Td510,,,,,悲しくてやりきれない,Akiko Yano,5LNXqSv3tgsalw5xzesoMx,,0.75,0.817,0.0,-8.078,1.0,0.0369,0.0914,0.546,0.0762,0.749,115.975,audio_features,spotify:track:5LNXqSv3tgsalw5xzesoMx,https://api.spotify.com/v1/tracks/5LNXqSv3tgsalw5xzesoMx,https://api.spotify.com/v1/audio-analysis/5LNXqSv3tgsalw5xzesoMx,294973.0,4.0,https://i.scdn.co/image/ab67616d0000b2735b9d94fdc8c1b5a87c28e0ff,2015-09-16,2015.0,False,3.0,https://p.scdn.co/mp3-preview/dda7247401b941898fe164869ca3932659ac50a0?cid=484c8fc1e0c54669ac770f80991a8280,"'j-acoustic', 'japanese singer-songwriter', 'shibuya-kei', 'techno kayo'",30,55931
Collin Miller and The Brother Nature — Side By Side [funk/blues] (2018),"""Side By Side"" - Collin Miller & the Brother Nature - Official Music Video",2022-11-12,0.93,196.0,Collin Miller and The Brother Nature,Side By Side,Side By Side,Collin Miller & the Brother Nature,"funk, blues",youtube,,https://www.youtube.com/watch?v=Q5ZJwlq_bkA,Q5ZJwlq_bkA,,,,,Side by Side,Collin Miller & the Brother Nature,5RABWGh9kQl6I3WFaGOKje,,0.449,0.633,2.0,-9.02,1.0,0.0531,0.249,0.000888,0.0582,0.613,172.122,audio_features,spotify:track:5RABWGh9kQl6I3WFaGOKje,https://api.spotify.com/v1/tracks/5RABWGh9kQl6I3WFaGOKje,https://api.spotify.com/v1/audio-analysis/5RABWGh9kQl6I3WFaGOKje,334477.0,4.0,https://i.scdn.co/image/ab67616d0000b2735fe7c10ae9731fbaf6bca519,2018-03-10,2018.0,False,41.0,https://p.scdn.co/mp3-preview/b0a44a3db465dc0da9cfa167765c4e97f597ee42?cid=484c8fc1e0c54669ac770f80991a8280,'retro soul',24,2382
Night Birds - Born To Die In Suburbia (Album) [Hardcore Punk] (2013),Night Birds - Born To Die In Suburbia (Full Album),2022-11-15,0.91,192.0,Night Birds,Born To Die In Suburbia,Night Birds,Born To Die In Suburbia,hardcore punk,youtube,,https://www.youtube.com/watch?v=BRQgDFgMj4k,BRQgDFgMj4k,,,,,Born to Die in Suburbia,Night Birds,0WGv5rjywsqkL1zYw7odGx,,0.251,0.972,0.0,-4.594,1.0,0.138,0.000765,0.000615,0.403,0.214,89.647,audio_features,spotify:track:0WGv5rjywsqkL1zYw7odGx,https://api.spotify.com/v1/tracks/0WGv5rjywsqkL1zYw7odGx,https://api.spotify.com/v1/audio-analysis/0WGv5rjywsqkL1zYw7odGx,115106.0,4.0,https://i.scdn.co/image/ab67616d0000b273358ea951d04cd6aa33d87422,2013-06-02,2013.0,False,34.0,https://p.scdn.co/mp3-preview/ba30c92ed8a6647d19c66d1fb8ab7b6ad01f9b6e?cid=484c8fc1e0c54669ac770f80991a8280,"'garage punk', 'indie punk', 'new jersey hardcore', 'new jersey indie', 'new jersey punk', 'orgcore', 'power-pop punk', 'surf punk'",26,9493
Snow Coats -- Anyway [indie rock] (2022),Snow Coats - Anyway (Official Video),2022-11-14,0.91,180.0,Snow Coats,Anyway,Snow Coats,Anyway,indie rock,youtube,,https://www.youtube.com/watch?v=FJNNc37NegI,FJNNc37NegI,,,,,Anyway,Snow Coats,6EeFeiFkgDAwuo2f8dYVeH,,0.627,0.775,2.0,-6.13,1.0,0.0271,0.047,1.24e-05,0.161,0.569,128.006,audio_features,spotify:track:6EeFeiFkgDAwuo2f8dYVeH,https://api.spotify.com/v1/tracks/6EeFeiFkgDAwuo2f8dYVeH,https://api.spotify.com/v1/audio-analysis/6EeFeiFkgDAwuo2f8dYVeH,210048.0,4.0,https://i.scdn.co/image/ab67616d0000b2733787d988fa9cce72c7136aba,2022-09-09,2022.0,False,26.0,https://p.scdn.co/mp3-preview/8640931d69094f57613846f18a90d5b6f30074c5?cid=484c8fc1e0c54669ac770f80991a8280,,22,4002
