r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
Souls Of Mischief - 93’ Til Infinity [90s hip-hop],93 'Til Infinity,2022-09-23,0.95,4589.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""93 'Til Infinity"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/b9bKj69a2ss?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""93 \'Til Infinity""></iframe>', 'author_name': 'Souls of Mischief - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/b9bKj69a2ss/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCrQvCPpaNN_C-C3jfKEu0Qw'}}",Souls Of Mischief,93’ Til Infinity,,,90s hip hop,youtube,,https://www.youtube.com/watch?v=b9bKj69a2ss,b9bKj69a2ss,,,,93 'Til Infinity,Souls of Mischief - Topic,2017-01-26T02:15:11Z,PT4M47S,21436,https://i.ytimg.com/vi/b9bKj69a2ss/hqdefault.jpg,471,1,"['Souls', 'Of', 'Mischief', '93', ""'Til"", 'Infinity', '(Expanded)']",21.4K,471,1,04:47,2017-01-26,4.59K
The Breeders - Cannonball [Alternative Rock],The Breeders - Cannonball,2022-09-24,0.95,2006.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'The Breeders - Cannonball', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/fxvkI9MTQw4?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""The Breeders - Cannonball""></iframe>', 'author_name': 'The Breeders', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/fxvkI9MTQw4/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCppjZczkZey544xDao8-jPw'}}",The Breeders,Cannonball,The Breeders,Cannonball,alternative rock,youtube,,https://www.youtube.com/watch?v=fxvkI9MTQw4,fxvkI9MTQw4,,,,The Breeders - Cannonball,The Breeders,2012-12-13T15:18:02Z,PT3M46S,17399123,https://i.ytimg.com/vi/fxvkI9MTQw4/hqdefault.jpg,160892,6869,"['Kim Deal', 'Cannonball', 'theBreedersLSXX', 'Lsxx', 'Jim MacPherson', 'Breeders', 'Kelley Deal', '4AD', 'Reunion', 'Tour', 'Last Splash', 'The Breeders Cannonball Video', 'Kim Gordon', 'Josephine Wiggs', 'The Breeders (Musical Group)', 'Music', 'The Breeders', 'Thebreeders']",17.4M,161K,6.87K,03:46,2012-12-13,2.01K
Psycho Killer - Talking Heads [Alt Rock] (1977),Talking Heads - Psycho Killer (Original Version - Tony Mendes Video Re Edit),2022-09-24,0.95,860.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Talking Heads - Psycho Killer (Original Version - Tony Mendes Video Re Edit)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/-Qylhk6jsT0?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Talking Heads - Psycho Killer (Original Version - Tony Mendes Video Re Edit)""></iframe>', 'author_name': 'Tony Mendes', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/-Qylhk6jsT0/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/TonyMendesVJ'}}",Psycho Killer,Talking Heads,Talking Heads,Psycho Killer,alt rock,youtube,,https://www.youtube.com/watch?v=-Qylhk6jsT0,-Qylhk6jsT0,,,,Talking Heads - Psycho Killer (Original Version - Tony Mendes Video Re Edit),Tony Mendes,2019-10-16T10:53:29Z,PT4M25S,76368,https://i.ytimg.com/vi/-Qylhk6jsT0/hqdefault.jpg,1691,36,"['Mix', 'Remix', 'Tony', 'Mendes', 'Tony Mendes', 'Club', 'talking heads', 'psycho killer']",76.4K,1.69K,36,04:25,2019-10-16,860
"Bibars Appesh, Astemir Marshenkulov, Bashir Hatsuk, Shan Issac -- Si Paq [Circassian Folk Music] (2022)",Си Пакъ. Черкесская песня,2022-09-23,0.95,628.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Си Пакъ. Черкесская песня', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/efh2PIDFMRc?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Си Пакъ. Черкесская песня""></iframe>', 'author_name': 'ВЕК', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/efh2PIDFMRc/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/vekchannel'}}","Bibars Appesh, Astemir Marshenkulov, Bashir Hatsuk, Shan Issac",Si Paq,,,circassian folk music,youtube,,https://www.youtube.com/watch?v=efh2PIDFMRc,efh2PIDFMRc,,,,Си Пакъ. Черкесская песня,ВЕК,2022-09-22T11:35:45Z,PT3M17S,11721,https://i.ytimg.com/vi/efh2PIDFMRc/hqdefault.jpg,1218,157,"['си пак', 'черкесская песня', 'си пакъ', 'Si Paq', 'Siy Paq', 'черкесские песни', 'circassian music', 'circassian song', 'адыгейские песни', 'черкесы', 'adiga music', 'çerkez', 'çerkes', 'Çerkes müziği', 'Çerkes şarkısı', 'circassian folk', 'кавказская песня', 'suriye müziği', 'Syrian music', 'caucasian song', 'Kafkas şarkısı', 'Щхьэгуащэ', 'اغنية شركسية', 'الموسيقى الشركسية', 'еуэри', 'Yewari']",11.7K,1.22K,157,03:17,2022-09-22,628
Outkast - B.O.B. (Bombs Over Baghdad) [Hip-Hop] (2000),B.O.B. (Bombs Over Baghdad),2022-09-24,0.96,612.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'B.O.B. (Bombs Over Baghdad)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/YMR6xoAufU0?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""B.O.B. (Bombs Over Baghdad)""></iframe>', 'author_name': 'Outkast - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/YMR6xoAufU0/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCpJG35xsNdMgxsXn7kqG4Ew'}}",Outkast,B.O.B.,,,hip hop,youtube,,https://www.youtube.com/watch?v=YMR6xoAufU0,YMR6xoAufU0,,,,B.O.B. (Bombs Over Baghdad),Outkast - Topic,2020-10-29T10:07:23Z,PT5M5S,341942,https://i.ytimg.com/vi/YMR6xoAufU0/hqdefault.jpg,6534,0,"['Outkast', 'アウトキャスト', '流浪者', 'Stankonia', 'B.O.B.']",342K,6.53K,0,05:05,2020-10-29,612
Danzig - Mother [Heavy Metal],Danzing Mother,2022-09-24,0.92,593.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Danzing Mother', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/RtnKAV6OTtM?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Danzing Mother""></iframe>', 'author_name': 'Bertls', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/RtnKAV6OTtM/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/HardCoreBertL'}}",Danzig,Mother,,,heavy metal,youtube,,https://www.youtube.com/watch?v=RtnKAV6OTtM,RtnKAV6OTtM,,,,Danzing Mother,Bertls,2009-05-19T18:08:38Z,PT3M25S,367016,https://i.ytimg.com/vi/RtnKAV6OTtM/hqdefault.jpg,5081,182,"['Danzing', 'Mother']",367K,5.08K,182,03:25,2009-05-19,593
"Mone Kamishiraishi -- Choice [Bluegrass, J-pop] (2022)",チョイス,2022-09-20,0.94,505.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'チョイス', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/uEFq-mgVNCA?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""チョイス""></iframe>', 'author_name': 'Mone Kamishiraishi - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/uEFq-mgVNCA/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCof7dOTnyxaidkKkcIFuflQ'}}",Mone Kamishiraishi,Choice,,,"bluegrass, j-pop",youtube,,https://www.youtube.com/watch?v=uEFq-mgVNCA,uEFq-mgVNCA,,,,チョイス,Mone Kamishiraishi - Topic,2022-07-12T10:07:29Z,PT3M31S,52900,https://i.ytimg.com/vi/uEFq-mgVNCA/hqdefault.jpg,792,0,"['上白石萌音', 'Mone Kamishiraishi', 'カミシライシモネ', 'name', 'Name', 'ネーム', 'チョイス', 'Choice']",52.9K,792,0,03:31,2022-07-12,505
Lamb of God - Descending [Metal],Lamb of God - Descending (Lyrics) [HQ],2022-09-23,0.9,286.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Lamb of God - Descending (Lyrics) [HQ]', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/TuixDro68c8?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Lamb of God - Descending (Lyrics) [HQ]""></iframe>', 'author_name': 'LamdLyrics', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/TuixDro68c8/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/LamdLyrics'}}",Lamb of God,Descending,Lamb of God,Descending,metal,youtube,,https://www.youtube.com/watch?v=TuixDro68c8,TuixDro68c8,,,,Lamb of God - Descending (Lyrics) [HQ],LamdLyrics,2012-09-25T17:00:45Z,PT3M36S,3037219,https://i.ytimg.com/vi/TuixDro68c8/hqdefault.jpg,16735,797,"['Lamb', 'of', 'god', 'descending', 'sacrament', 'hq', 'lyrics', 'texto', 'texte', 'testo', 'text']",3.04M,16.7K,797,03:36,2012-09-25,286
Mr. Bungle - Punk Cigarette [Experimental Rock],Mr. Bungle - Pink Cigarette (Live @ Bizarre Fest 2000) [Higher Quality],2022-09-23,0.93,202.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Mr. Bungle - Pink Cigarette (Live @ Bizarre Fest 2000) [Higher Quality]', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/F76qGiUjoAU?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Mr. Bungle - Pink Cigarette (Live @ Bizarre Fest 2000) [Higher Quality]""></iframe>', 'author_name': 'vithovenstyle', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/F76qGiUjoAU/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/vithovenstyle'}}",Mr. Bungle,Punk Cigarette,Mr. Bungle,Pink Cigarette,experimental rock,youtube,,https://www.youtube.com/watch?v=F76qGiUjoAU,F76qGiUjoAU,,,,Mr. Bungle - Pink Cigarette (Live @ Bizarre Fest 2000) [Higher Quality],vithovenstyle,2010-01-28T06:48:52Z,PT4M36S,367528,https://i.ytimg.com/vi/F76qGiUjoAU/hqdefault.jpg,3258,310,"['mr', 'bungle', 'pink', 'cigarette', 'mike', 'patton', 'live', 'at', 'bizarre', 'fest', 'cologne', 'germany', '2000', 'high', 'quality', 'HQ']",368K,3.26K,310,04:36,2010-01-28,202
TOMB - - Land of the Giants [Metal] (2022),Land of the Giants (Official Video),2022-09-23,0.83,201.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Land of the Giants (Official Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/Pkv9CA9miUI?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Land of the Giants (Official Video)""></iframe>', 'author_name': 'TOMB MUSIC', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/Pkv9CA9miUI/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCVOlTpgChAs7-8p_6oOquVQ'}}",TOMB,Land of the Giants,,,metal,youtube,,https://www.youtube.com/watch?v=Pkv9CA9miUI,Pkv9CA9miUI,,,,Land of the Giants (Official Video),TOMB MUSIC,2022-09-23T03:29:41Z,PT4M54S,2272,https://i.ytimg.com/vi/Pkv9CA9miUI/hqdefault.jpg,27,0,"['ancient', 'giants', 'biblical', 'bible', 'history', 'alternate history', 'music', 'metal', 'tomb', 'egypt', 'rock', 'original', 'lyrics', 'video', 'official', 'listen', 'react', 'share']",2.27K,27,0,04:54,2022-09-23,201
