sp_song,sp_artist,r_title,r_media_title,r_post_song,r_post_artist,r_media_song,r_media_artist,id,sp_link,r_score,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview
Flagpole Sitta,Harvey Danger,Flagpole Sitta - Harvey Danger [Rock]. This song will never get old for me.,Harvey Danger - Flagpole Sitta (Official Music Video),Harvey Danger,Flagpole Sitta,Flagpole Sitta,Harvey Danger,7cz70nyRXlCJOE85whEkgU,,5520.0,0.361,0.901,4,-4.133,0,0.0443,0.00152,0.000263,0.286,0.482,144.97,audio_features,spotify:track:7cz70nyRXlCJOE85whEkgU,https://api.spotify.com/v1/tracks/7cz70nyRXlCJOE85whEkgU,https://api.spotify.com/v1/audio-analysis/7cz70nyRXlCJOE85whEkgU,217267,4,https://i.scdn.co/image/ab67616d0000b273868d99be4de6929eeac899ba,1997-01-01,1997,False,62,
Flagpole Sitta,Harvey Danger,Flagpole Sitta - Harvey Danger [Rock]. This song will never get old for me.,Harvey Danger - Flagpole Sitta (Official Music Video),Harvey Danger,Flagpole Sitta,Flagpole Sitta,Harvey Danger,7cz70nyRXlCJOE85whEkgU,,5520.0,0.361,0.901,4,-4.133,0,0.0443,0.00152,0.000263,0.286,0.482,144.97,audio_features,spotify:track:7cz70nyRXlCJOE85whEkgU,https://api.spotify.com/v1/tracks/7cz70nyRXlCJOE85whEkgU,https://api.spotify.com/v1/audio-analysis/7cz70nyRXlCJOE85whEkgU,217267,4,https://i.scdn.co/image/ab67616d0000b273868d99be4de6929eeac899ba,1997-01-01,1997,False,62,
Waiting Room,Fugazi,Fugazi - Waiting Room [post-hardcore],Fugazi -  Waiting Room,Waiting Room,Fugazi,Waiting Room,Fugazi,2DBlfjL5chsdeULzhTp5K8,,911.0,0.618,0.716,6,-8.224,0,0.0367,0.00473,0.822,0.179,0.545,92.174,audio_features,spotify:track:2DBlfjL5chsdeULzhTp5K8,https://api.spotify.com/v1/tracks/2DBlfjL5chsdeULzhTp5K8,https://api.spotify.com/v1/audio-analysis/2DBlfjL5chsdeULzhTp5K8,173267,4,https://i.scdn.co/image/ab67616d0000b273f18ce5dc5f6b0843d3acb3a1,1989-09-01,1989,False,61,https://p.scdn.co/mp3-preview/d3d2cba449ee418acc8efbb8b37551b772235688?cid=484c8fc1e0c54669ac770f80991a8280
Waiting Room,Fugazi,Fugazi - Waiting Room [post-hardcore],Fugazi -  Waiting Room,Waiting Room,Fugazi,Waiting Room,Fugazi,2DBlfjL5chsdeULzhTp5K8,,911.0,0.618,0.716,6,-8.224,0,0.0367,0.00473,0.822,0.179,0.545,92.174,audio_features,spotify:track:2DBlfjL5chsdeULzhTp5K8,https://api.spotify.com/v1/tracks/2DBlfjL5chsdeULzhTp5K8,https://api.spotify.com/v1/audio-analysis/2DBlfjL5chsdeULzhTp5K8,173267,4,https://i.scdn.co/image/ab67616d0000b273f18ce5dc5f6b0843d3acb3a1,1989-09-01,1989,False,61,https://p.scdn.co/mp3-preview/d3d2cba449ee418acc8efbb8b37551b772235688?cid=484c8fc1e0c54669ac770f80991a8280
The Feeling of Letting Go,Moxy The Band,Moxy the Band - - The Feeling of Letting Go [Synth Pop] (2022),Moxy The Band - The Feeling of Letting Go (Visualizer),The Feeling of Letting Go,Moxy the Band,The Feeling of Letting Go,Moxy The Band,6fzeWVlHJoHAIFYTLgy7l6,,743.0,0.548,0.828,8,-6.855,1,0.0367,0.266,0.0,0.3,0.425,98.003,audio_features,spotify:track:6fzeWVlHJoHAIFYTLgy7l6,https://api.spotify.com/v1/tracks/6fzeWVlHJoHAIFYTLgy7l6,https://api.spotify.com/v1/audio-analysis/6fzeWVlHJoHAIFYTLgy7l6,225072,4,https://i.scdn.co/image/ab67616d0000b273f12d6e56985c6a0006426ec6,2022-11-11,2022,False,32,https://p.scdn.co/mp3-preview/8ebdae351b795fef33d66812a60f0f28d1f39b8d?cid=484c8fc1e0c54669ac770f80991a8280
The Feeling of Letting Go,Moxy The Band,Moxy the Band - - The Feeling of Letting Go [Synth Pop] (2022),Moxy The Band - The Feeling of Letting Go (Visualizer),The Feeling of Letting Go,Moxy the Band,The Feeling of Letting Go,Moxy The Band,6fzeWVlHJoHAIFYTLgy7l6,,743.0,0.548,0.828,8,-6.855,1,0.0367,0.266,0.0,0.3,0.425,98.003,audio_features,spotify:track:6fzeWVlHJoHAIFYTLgy7l6,https://api.spotify.com/v1/tracks/6fzeWVlHJoHAIFYTLgy7l6,https://api.spotify.com/v1/audio-analysis/6fzeWVlHJoHAIFYTLgy7l6,225072,4,https://i.scdn.co/image/ab67616d0000b273f12d6e56985c6a0006426ec6,2022-11-11,2022,False,32,https://p.scdn.co/mp3-preview/8ebdae351b795fef33d66812a60f0f28d1f39b8d?cid=484c8fc1e0c54669ac770f80991a8280
East Palestine Ohio,Conor Ryan Hennessy,Conor Ryan Hennessy -- East Palestine Ohio [indie folk] (2023),East Palestine Ohio,East Palestine Ohio,Conor Ryan Hennessy,,,2pdIMfHdwf1aX6Jgha3UFk,,649.0,0.749,0.311,10,-11.611,1,0.0464,0.963,0.0,0.121,0.9,98.428,audio_features,spotify:track:2pdIMfHdwf1aX6Jgha3UFk,https://api.spotify.com/v1/tracks/2pdIMfHdwf1aX6Jgha3UFk,https://api.spotify.com/v1/audio-analysis/2pdIMfHdwf1aX6Jgha3UFk,230730,4,https://i.scdn.co/image/ab67616d0000b273bbcc7120f0b3b08200b4133d,2023-02-24,2023,False,0,https://p.scdn.co/mp3-preview/c39169f7868975336cdd741f26e1fca4e43c381b?cid=484c8fc1e0c54669ac770f80991a8280
Desaparecer,Generacion Suicida,Generación Suicida - Desaparecer [Punk] (2021),Generación Suicida - Desaparecer (Live on KEXP),Desaparecer,Generación Suicida,Desaparecer,Generación Suicida,1F6F39GpSjJG7ZZ966Vbrk,,562.0,0.272,0.89,9,-5.24,0,0.0347,4.04e-05,0.787,0.0725,0.439,144.164,audio_features,spotify:track:1F6F39GpSjJG7ZZ966Vbrk,https://api.spotify.com/v1/tracks/1F6F39GpSjJG7ZZ966Vbrk,https://api.spotify.com/v1/audio-analysis/1F6F39GpSjJG7ZZ966Vbrk,201995,4,https://i.scdn.co/image/ab67616d0000b273b00e201ff7cb7aa244423607,2017-07-14,2017,False,27,https://p.scdn.co/mp3-preview/2b754a48f35a18e739a8843186107c17c0695a0b?cid=484c8fc1e0c54669ac770f80991a8280
Desaparecer,Generacion Suicida,Generación Suicida - Desaparecer [Punk] (2021),Generación Suicida - Desaparecer (Live on KEXP),Desaparecer,Generación Suicida,Desaparecer,Generación Suicida,1F6F39GpSjJG7ZZ966Vbrk,,562.0,0.272,0.89,9,-5.24,0,0.0347,4.04e-05,0.787,0.0725,0.439,144.164,audio_features,spotify:track:1F6F39GpSjJG7ZZ966Vbrk,https://api.spotify.com/v1/tracks/1F6F39GpSjJG7ZZ966Vbrk,https://api.spotify.com/v1/audio-analysis/1F6F39GpSjJG7ZZ966Vbrk,201995,4,https://i.scdn.co/image/ab67616d0000b273b00e201ff7cb7aa244423607,2017-07-14,2017,False,27,https://p.scdn.co/mp3-preview/2b754a48f35a18e739a8843186107c17c0695a0b?cid=484c8fc1e0c54669ac770f80991a8280
More Human Than Human,White Zombie,White Zombie - More Human Than Human [Rock],White Zombie - More Human Than Human,More Human Than Human,White Zombie,More Human Than Human,White Zombie,1NbJFhkVdD47YZ2IojKkJi,,392.0,0.673,0.911,1,-6.725,1,0.0707,0.000367,0.628,0.101,0.54,101.467,audio_features,spotify:track:1NbJFhkVdD47YZ2IojKkJi,https://api.spotify.com/v1/tracks/1NbJFhkVdD47YZ2IojKkJi,https://api.spotify.com/v1/audio-analysis/1NbJFhkVdD47YZ2IojKkJi,268760,4,https://i.scdn.co/image/ab67616d0000b273d2de49f423eb924c79a155d2,1995-01-01,1995,True,58,
