r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link_x,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,track_id,sp_song,sp_artist,id,sp_link_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_genres,sp_artist_popularity,sp_follower_count
The Chats - Smoko [Punk Rock],THE CHATS - SMOKO  (OFFICIAL VIDEO),2023-01-22,0.95,2779.0,The Chats,Smoko,THE CHATS,SMOKO,punk rock,youtube,,https://www.youtube.com/watch?v=j58V2vC9EPc,j58V2vC9EPc,,,,,Smoko,The Chats,5nw2rQXAjfpZNaMzAJ8qTX,,0.675,0.615,11.0,-10.674,1.0,0.0538,0.00395,0.0041,0.166,0.25,86.703,audio_features,spotify:track:5nw2rQXAjfpZNaMzAJ8qTX,https://api.spotify.com/v1/tracks/5nw2rQXAjfpZNaMzAJ8qTX,https://api.spotify.com/v1/audio-analysis/5nw2rQXAjfpZNaMzAJ8qTX,179527.0,4.0,https://i.scdn.co/image/ab67616d0000b273df53bbc68be612f70b5ef004,2017-07-31,2017.0,False,57.0,https://p.scdn.co/mp3-preview/4ee9c1c8e4e64aff3649ada3efc159b760384d91?cid=484c8fc1e0c54669ac770f80991a8280,"'australian garage punk', 'brisbane punk'",53,222740
King Gizzard & The Lizard Wizard - Mars for the Rich [Rock/Thrash Metal],King Gizzard & The Lizard Wizard - MARS FOR THE RICH,2023-01-23,0.93,970.0,King Gizzard & The Lizard Wizard,Mars for the Rich,King Gizzard & The Lizard Wizard,MARS FOR THE RICH,"rock, thrash metal",youtube,,https://www.youtube.com/watch?v=L9-z8IJg8_s,L9-z8IJg8_s,,,,,Mars For The Rich,King Gizzard & The Lizard Wizard,4lV1tx0EdlIChOw7Kz7fP0,,0.269,0.885,11.0,-5.938,0.0,0.0948,0.029,0.795,0.132,0.325,129.191,audio_features,spotify:track:4lV1tx0EdlIChOw7Kz7fP0,https://api.spotify.com/v1/tracks/4lV1tx0EdlIChOw7Kz7fP0,https://api.spotify.com/v1/audio-analysis/4lV1tx0EdlIChOw7Kz7fP0,251720.0,4.0,https://i.scdn.co/image/ab67616d0000b2739f20343552da5fab7cc4f897,2019-08-16,2019.0,False,44.0,https://p.scdn.co/mp3-preview/2cfe0e659b7f5c42cae93b743d5cb2364c38df67?cid=484c8fc1e0c54669ac770f80991a8280,"'australian indie', 'australian psych', 'double drumming', 'microtonal', 'neo-psychedelic'",66,912503
Motörhead - Ace Of Spades [Speed Metal/Heavy Metal],Motörhead - Ace Of Spades,2023-01-22,0.94,600.0,Motörhead,Ace Of Spades,Motörhead,Ace Of Spades,"speed metal, heavy metal",youtube,,https://www.youtube.com/watch?v=81VfbhMRMkA,81VfbhMRMkA,,,,,Ace of Spades,Motörhead,6EPRKhUOdiFSQwGBRBbvsZ,,0.342,0.91,4.0,-7.748,1.0,0.0758,4.02e-05,0.000121,0.0823,0.547,140.452,audio_features,spotify:track:6EPRKhUOdiFSQwGBRBbvsZ,https://api.spotify.com/v1/tracks/6EPRKhUOdiFSQwGBRBbvsZ,https://api.spotify.com/v1/audio-analysis/6EPRKhUOdiFSQwGBRBbvsZ,166360.0,4.0,https://i.scdn.co/image/ab67616d0000b2732051e219a4af7648223953c1,1980-11-08,1980.0,False,75.0,https://p.scdn.co/mp3-preview/f083e10256ed808521430ff95128f4b8253d1a21?cid=484c8fc1e0c54669ac770f80991a8280,"'album rock', 'hard rock', 'metal', 'rock', 'speed metal'",67,3510383
Fanny - Charity Ball [Rock] (1971),Fanny - Charity Ball (1971) | LIVE,2023-01-17,0.92,440.0,Fanny,Charity Ball,Fanny,Charity Ball,rock,youtube,,https://www.youtube.com/watch?v=RWqFMAjO2a8,RWqFMAjO2a8,,,,,Charity Ball - Single Version,Fanny,0MVGKQzBJkVho0eSvfmxs2,,0.52,0.778,4.0,-9.796,0.0,0.0457,0.274,0.122,0.329,0.73,135.285,audio_features,spotify:track:0MVGKQzBJkVho0eSvfmxs2,https://api.spotify.com/v1/tracks/0MVGKQzBJkVho0eSvfmxs2,https://api.spotify.com/v1/audio-analysis/0MVGKQzBJkVho0eSvfmxs2,149827.0,4.0,https://i.scdn.co/image/ab67616d0000b27369653577ae009840f17a4632,2002-01-01,2002.0,False,13.0,https://p.scdn.co/mp3-preview/dfd938f6125e8cd70459df62d8f85ed3d863af4b?cid=484c8fc1e0c54669ac770f80991a8280,"'colombian pop', 'latin pop', 'latin viral pop'",60,928846
Wildermiss - W.I.F.I. [Indie Rock] (2022),"Wildermiss - ""W.I.F.I."" (Official Music Video)",2023-01-22,0.92,405.0,Wildermiss,W.I.F.I.,Wildermiss,W.I.F.I.,indie rock,youtube,,https://www.youtube.com/watch?v=ZGveFWX-DzA,ZGveFWX-DzA,,,,,W.I.F.I.,Wildermiss,0uCZL1ykWn0VI3g08huLJ4,,0.615,0.643,10.0,-7.056,0.0,0.0407,0.0144,0.0224,0.0905,0.51,94.988,audio_features,spotify:track:0uCZL1ykWn0VI3g08huLJ4,https://api.spotify.com/v1/tracks/0uCZL1ykWn0VI3g08huLJ4,https://api.spotify.com/v1/audio-analysis/0uCZL1ykWn0VI3g08huLJ4,202843.0,4.0,https://i.scdn.co/image/ab67616d0000b273eda32601892cc971f58dcf38,2022-07-06,2022.0,False,33.0,https://p.scdn.co/mp3-preview/e4a3bf085fc101ab737dd6017ec979e3e72683db?cid=484c8fc1e0c54669ac770f80991a8280,'denver indie',31,9416
The B-52's - Rock Lobster [New Wave],The B-52's - Rock Lobster (Countdown 1980),2023-01-22,0.9,391.0,The B-52s,Rock Lobster,The B-52s,Rock Lobster,new wave,youtube,,https://www.youtube.com/watch?v=2VCCiY17hKw,2VCCiY17hKw,,,,,Rock Lobster,The B-52's,2Q5wSOwq6BDSu7sSVMNrtT,,0.592,0.882,8.0,-8.315,1.0,0.0468,0.00884,0.0155,0.0506,0.442,92.157,audio_features,spotify:track:2Q5wSOwq6BDSu7sSVMNrtT,https://api.spotify.com/v1/tracks/2Q5wSOwq6BDSu7sSVMNrtT,https://api.spotify.com/v1/audio-analysis/2Q5wSOwq6BDSu7sSVMNrtT,409400.0,4.0,https://i.scdn.co/image/ab67616d0000b2739e2d3bc7ecb09e5124cd3f97,1979-07-11,1979.0,False,60.0,,"'art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'zolo'",61,912762
A Perfect Circle - 3 Libras [Alt Rock],A Perfect Circle - 3 Libras,2023-01-23,0.92,292.0,A Perfect Circle,3 Libras,A Perfect Circle,3 Libras,alt rock,youtube,,https://www.youtube.com/watch?v=u9MAg9E5K3w,u9MAg9E5K3w,,,,,3 Libras,A Perfect Circle,5kHkaBN8OEQlmXfQkACxSt,,0.518,0.744,9.0,-8.248,1.0,0.0374,0.00383,0.007,0.078,0.211,144.019,audio_features,spotify:track:5kHkaBN8OEQlmXfQkACxSt,https://api.spotify.com/v1/tracks/5kHkaBN8OEQlmXfQkACxSt,https://api.spotify.com/v1/audio-analysis/5kHkaBN8OEQlmXfQkACxSt,219640.0,3.0,https://i.scdn.co/image/ab67616d0000b2732d73b494efcb99356f8c7b28,2000-01-01,2000.0,False,61.0,,"'alternative metal', 'alternative rock', 'nu metal', 'rap rock', 'rock', 'supergroup'",64,1643706
Coco and the Lost -- Everything Is Fine [indie pop] (2022),Coco And The Lost - Everything Is Fine!,2023-01-18,0.88,271.0,Coco and the Lost,Everything Is Fine,Coco And The Lost,Everything Is Fine!,indie pop,youtube,,https://www.youtube.com/watch?v=ueCBUvxBz10,ueCBUvxBz10,,,,,Everything Is Fine!,Coco and the Lost,1vgIz1OHY7bxJcXiTGdQ5F,,0.717,0.75,10.0,-4.786,1.0,0.0454,0.195,0.00728,0.131,0.725,144.06,audio_features,spotify:track:1vgIz1OHY7bxJcXiTGdQ5F,https://api.spotify.com/v1/tracks/1vgIz1OHY7bxJcXiTGdQ5F,https://api.spotify.com/v1/audio-analysis/1vgIz1OHY7bxJcXiTGdQ5F,183613.0,4.0,https://i.scdn.co/image/ab67616d0000b273753c0d2424c42d7855567037,2022-10-07,2022.0,False,10.0,https://p.scdn.co/mp3-preview/ed562e236d7a969b577ffc907ae4ccc23e25a46a?cid=484c8fc1e0c54669ac770f80991a8280,'britpop revival',9,812
Shake the Baby Til the Love Comes Out -- Utility Myth (Live) [Math Rock / Instrumental] (2017),Shake the Baby Til the Love Comes Out - Utility Myth - Live at the Anthill,2023-01-20,0.8,248.0,Shake the Baby Til the Love Comes Out,Utility Myth,Shake the Baby Til the Love Comes Out,Utility Myth - Live at the Anthill,"math rock, instrumental",youtube,,https://www.youtube.com/watch?v=RZt_Rr7glmY,RZt_Rr7glmY,,,,,Utility Myth,Shake the Baby Til the Love Comes Out,6WLTKololTh2mazWbveqh1,,0.37,0.967,11.0,-5.546,0.0,0.352,0.0121,0.884,0.403,0.181,113.617,audio_features,spotify:track:6WLTKololTh2mazWbveqh1,https://api.spotify.com/v1/tracks/6WLTKololTh2mazWbveqh1,https://api.spotify.com/v1/audio-analysis/6WLTKololTh2mazWbveqh1,220148.0,4.0,https://i.scdn.co/image/ab67616d0000b2731bac98b98c5f3c47918d02d2,2019-12-27,2019.0,False,2.0,https://p.scdn.co/mp3-preview/75380574ca6a4096aea44bffed33606cfd0b2ad4?cid=484c8fc1e0c54669ac770f80991a8280,,1,300
James - Laid [Alt rock],Laid,2023-01-22,0.92,145.0,James,Laid,,,alt rock,youtube,,https://www.youtube.com/watch?v=mC53oRIo0zQ,mC53oRIo0zQ,,,,,Laid,James,2CdS3DRqWR5LAhy4hM5X9W,,0.457,0.909,0.0,-9.451,1.0,0.0317,0.0016,0.000276,0.135,0.755,115.998,audio_features,spotify:track:2CdS3DRqWR5LAhy4hM5X9W,https://api.spotify.com/v1/tracks/2CdS3DRqWR5LAhy4hM5X9W,https://api.spotify.com/v1/audio-analysis/2CdS3DRqWR5LAhy4hM5X9W,156667.0,4.0,https://i.scdn.co/image/ab67616d0000b273b67dbb84e0c1f82be886c8ea,1993-01-01,1993.0,False,70.0,,"'pop', 'talent show', 'uk pop'",82,10959520
The Hot House West Swing Orchestra – I’m an old cowhand [swing/big band] (2023),I'm an Old Cowhand– The Hot House West Swing Orchestra,2023-01-20,0.83,144.0,The Hot House West Swing Orchestra,I’m an old cowhand,,,"swing, big band",youtube,,https://www.youtube.com/watch?v=cVmQr6jsZxQ,cVmQr6jsZxQ,,,,,I'm an Old Cowhand,Sonny Rollins,6VRSZGxuhPGOCgUUAnAaUw,,0.538,0.238,0.0,-16.677,1.0,0.136,0.105,0.0482,0.104,0.721,171.71,audio_features,spotify:track:6VRSZGxuhPGOCgUUAnAaUw,https://api.spotify.com/v1/tracks/6VRSZGxuhPGOCgUUAnAaUw,https://api.spotify.com/v1/audio-analysis/6VRSZGxuhPGOCgUUAnAaUw,343120.0,4.0,https://i.scdn.co/image/ab67616d0000b273233cb613eefd330f8e8aefc6,1957-01-01,1957.0,False,42.0,,"'bebop', 'big band', 'contemporary post-bop', 'free jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone'",52,315834
Green Jelly - Three Little Pigs [Rock],Green Jelly - Three Little Pigs (Official Video),2023-01-21,0.89,132.0,Green Jelly,Three Little Pigs,Green Jelly,Three Little Pigs,rock,youtube,,https://www.youtube.com/watch?v=Gtffv9bpB-U,Gtffv9bpB-U,,,,,Three Little Pigs,Green Jelly,6DiPkm7C3LD9XsJWTGPFgv,,0.449,0.95,7.0,-4.978,1.0,0.225,0.0115,3.66e-05,0.514,0.339,144.469,audio_features,spotify:track:6DiPkm7C3LD9XsJWTGPFgv,https://api.spotify.com/v1/tracks/6DiPkm7C3LD9XsJWTGPFgv,https://api.spotify.com/v1/audio-analysis/6DiPkm7C3LD9XsJWTGPFgv,353640.0,4.0,https://i.scdn.co/image/ab67616d0000b273244680b7c99c97532157cef9,1993-02-25,1993.0,False,49.0,https://p.scdn.co/mp3-preview/b25f81dc379b76501ed3991166cede6e11471b81?cid=484c8fc1e0c54669ac770f80991a8280,"'comic metal', 'funk metal'",36,44395
OK Glass -- Chemtrail Mist [alternative rock] (2021),CHEMTRAIL MIST by OK GLASS,2023-01-21,0.8,128.0,OK Glass,Chemtrail Mist,,,alternative rock,youtube,,https://www.youtube.com/watch?v=Zqo2GsBC10Q,Zqo2GsBC10Q,,,,,Chemtrail Mist,OK Glass,5TL5VLJjxT5QfXwiW0jVyk,,0.815,0.548,7.0,-8.378,0.0,0.0483,0.536,2.7e-06,0.0868,0.774,122.998,audio_features,spotify:track:5TL5VLJjxT5QfXwiW0jVyk,https://api.spotify.com/v1/tracks/5TL5VLJjxT5QfXwiW0jVyk,https://api.spotify.com/v1/audio-analysis/5TL5VLJjxT5QfXwiW0jVyk,116548.0,4.0,https://i.scdn.co/image/ab67616d0000b2736c9ec4348d50adf793447274,2021-01-13,2021.0,False,5.0,https://p.scdn.co/mp3-preview/b378f157a37c130f1a4878ff8b612c793effd16e?cid=484c8fc1e0c54669ac770f80991a8280,,6,234
