r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
JINJER - Pisces (Live Session) [metalcore],JINJER - Pisces (Live Session) | Napalm Records,2023-01-29,0.91,1358.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'JINJER - Pisces (Live Session) | Napalm Records', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/SQNtGoM3FVU?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""JINJER - Pisces (Live Session) | Napalm Records""></iframe>', 'author_name': 'Napalm Records', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/SQNtGoM3FVU/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@napalmrecords'}}",JINJER,Pisces,JINJER,Pisces,metalcore,youtube,,https://www.youtube.com/watch?v=SQNtGoM3FVU,SQNtGoM3FVU,,,,JINJER - Pisces (Live Session) | Napalm Records,Napalm Records,2017-03-17T12:47:17Z,PT5M6S,72025134,https://i.ytimg.com/vi/SQNtGoM3FVU/hqdefault.jpg,821577,35908,"['Napalm', 'Records', 'Channel', 'jinjer', 'female fronted', 'metalcore', 'female growls', 'napalm records', 'live session', 'studio recording', 'pisces', 'new arrangement']",72M,822K,35.9K,05:06,2017-03-17,1.36K
Megadeth - Tornado of Souls [Thrash Metal],Tornado Of Souls,2023-01-30,0.94,1122.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Tornado Of Souls', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/L8HhOMNrulE?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Tornado Of Souls""></iframe>', 'author_name': 'Megadeth - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/L8HhOMNrulE/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCW5bkwocGGoeJjHTJZIEAOw'}}",Megadeth,Tornado of Souls,,,thrash metal,youtube,,https://www.youtube.com/watch?v=L8HhOMNrulE,L8HhOMNrulE,,,,Tornado Of Souls,Megadeth - Topic,2017-07-05T09:08:32Z,PT5M23S,5817015,https://i.ytimg.com/vi/L8HhOMNrulE/hqdefault.jpg,73447,272,"['Megadeth', 'メガデス', 'Rust In Peace', 'Tornado Of Souls', 'Ｔｏｒｎａｄｏ', 'Ｏｆ', 'Ｓｏｕｌｓ']",5.82M,73.4K,272,05:23,2017-07-05,1.12K
Milk for the Angry - Doors of Dismay [Psychedelic Pop/Garage Pop] (2023),Milk For The Angry - Doors of Dismay (OFFICIAL VIDEO),2023-01-27,0.93,467.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Milk For The Angry - Doors of Dismay (OFFICIAL VIDEO)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/0xhaFFgN-GQ?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Milk For The Angry - Doors of Dismay (OFFICIAL VIDEO)""></iframe>', 'author_name': 'Milk For The Angry', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/0xhaFFgN-GQ/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@MilkForTheAngry'}}",Milk for the Angry,Doors of Dismay,Milk For The Angry,Doors of Dismay,"psychedelic pop, garage pop",youtube,,https://www.youtube.com/watch?v=0xhaFFgN-GQ,0xhaFFgN-GQ,,,,Milk For The Angry - Doors of Dismay (OFFICIAL VIDEO),Milk For The Angry,2023-01-27T07:06:25Z,PT3M38S,3993,https://i.ytimg.com/vi/0xhaFFgN-GQ/hqdefault.jpg,147,18,,3.99K,147,18,03:38,2023-01-27,467
Silversun Pickups - Panic Switch [Rock],Silversun Pickups - Panic Switch (Official Video),2023-01-30,0.94,464.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Silversun Pickups - Panic Switch (Official Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/AG8fugqFn9Q?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Silversun Pickups - Panic Switch (Official Video)""></iframe>', 'author_name': 'Dangerbird Records', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/AG8fugqFn9Q/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@dangerbirdrecords'}}",Silversun Pickups,Panic Switch,Silversun Pickups,Panic Switch,rock,youtube,,https://www.youtube.com/watch?v=AG8fugqFn9Q,AG8fugqFn9Q,,,,Silversun Pickups - Panic Switch (Official Video),Dangerbird Records,2009-04-07T15:28:48Z,PT5M43S,14275791,https://i.ytimg.com/vi/AG8fugqFn9Q/hqdefault.jpg,88783,8707,"['Silversun Pickups', 'Panic Switch', 'Alternative Rock', 'yt:crop=16:9', 'Dangerbird Records (Record Label)', 'Swoon']",14.3M,88.8K,8.71K,05:43,2009-04-07,464
The Offspring - The Kids Aren't Alright [punk rock] (1998),The Offspring - The Kids Aren't Alright (Official Music Video),2023-01-31,0.93,441.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""The Offspring - The Kids Aren't Alright (Official Music Video)"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/7iNbnineUCI?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""The Offspring - The Kids Aren&#39;t Alright (Official Music Video)""></iframe>', 'author_name': 'OffspringVEVO', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/7iNbnineUCI/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@OffspringVEVO'}}",The Offspring,The Kids Arent Alright,The Offspring,The Kids Arent Alright,punk rock,youtube,,https://www.youtube.com/watch?v=7iNbnineUCI,7iNbnineUCI,,,,The Offspring - The Kids Aren't Alright (Official Music Video),OffspringVEVO,2017-01-18T01:08:42Z,PT3M,220021489,https://i.ytimg.com/vi/7iNbnineUCI/hqdefault.jpg,1284236,20945,"['THE OFFSPRING', 'THE OFFSPRING THE KIDS AREN’T ALRIGHT', 'THE KIDS AREN’T ALRIGHT', 'THE KIDS AREN’T ALRIGHT THE OFFSPRING', 'THE KIDS AREN’T ALRIGHT official music video', 'THE KIDS AREN’T ALRIGHT remastered video', 'THE OFFSPRING remastered', 'THE OFFSPRING remastered videos', '#remastered', 'hd music videos', 'remastered music videos', 'OFFSPRING', 'OFFSPRING THE KIDS AREN’T ALRIGHT', 'THE KIDS AREN’T ALRIGHT OFFSPRING', 'OFFSPRING remastered', 'videos']",220M,1.28M,20.9K,03:,2017-01-18,441
"Baiuca, Xosé Lois Romero and Aliboria - Caroi [ Galician Folk ] (2021)","Baiuca, Xosé Lois Romero y Aliboria - ""Caroi"" (Un país para escucharlo)",2023-01-28,0.93,378.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Baiuca, Xosé Lois Romero y Aliboria - ""Caroi"" (Un país para escucharlo)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/EVNoYWdNs50?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Baiuca, Xosé Lois Romero y Aliboria - &quot;Caroi&quot; (Un país para escucharlo)""></iframe>', 'author_name': 'RTVE Música', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/EVNoYWdNs50/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@RTVEMusica'}}","Baiuca, Xosé Lois Romero and Aliboria",Caroi,"Baiuca, Xosé Lois Romero y Aliboria",Caroi, galician folk ,youtube,,https://www.youtube.com/watch?v=EVNoYWdNs50,EVNoYWdNs50,,,,"Baiuca, Xosé Lois Romero y Aliboria - ""Caroi"" (Un país para escucharlo)",RTVE Música,2021-02-09T22:30:01Z,PT3M39S,134659,https://i.ytimg.com/vi/EVNoYWdNs50/hqdefault.jpg,2625,154,"['RTVE', 'Musica', 'RTVE Musica', 'canal', 'actuacion', 'directo', 'videos']",135K,2.62K,154,03:39,2021-02-09,378
Maha - We Mesheet [arabic pop] (1980),We Mesheet,2023-01-26,0.9,274.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'We Mesheet', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/4mlxanx0Kbk?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""We Mesheet""></iframe>', 'author_name': 'MAHA - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/4mlxanx0Kbk/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCLww9Y6q5WRH1Si0S0BqyKQ'}}",Maha,We Mesheet,,,arabic pop,youtube,,https://www.youtube.com/watch?v=4mlxanx0Kbk,4mlxanx0Kbk,,,,We Mesheet,MAHA - Topic,2022-10-09T10:05:15Z,PT4M22S,1959,https://i.ytimg.com/vi/4mlxanx0Kbk/hqdefault.jpg,52,0,"['MaHa', 'Omar Batisha', 'Mohamed El Sheikh', 'Dr.', 'Orkos (Habibi Funk 020)', 'We Mesheet']",1.96K,52,0,04:22,2022-10-09,274
Chipped Nail Polish -- Rut [Indie Rock/Pop] (2023),Chipped Nail Polish - Rut (Official Video),2023-01-29,0.88,270.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Chipped Nail Polish - Rut (Official Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/Sa9IZy9D7wI?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Chipped Nail Polish - Rut (Official Video)""></iframe>', 'author_name': 'Chipped Nail Polish', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/Sa9IZy9D7wI/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@chippednailsband'}}",Chipped Nail Polish,Rut,Chipped Nail Polish,Rut,"indie rock, pop",youtube,,https://www.youtube.com/watch?v=Sa9IZy9D7wI,Sa9IZy9D7wI,,,,Chipped Nail Polish - Rut (Official Video),Chipped Nail Polish,2023-01-20T08:00:17Z,PT3M12S,2620,https://i.ytimg.com/vi/Sa9IZy9D7wI/hqdefault.jpg,69,11,"['indie', 'indiemusician', 'wallice', 'musicvideo', 'chippednailpolish', 'chippednailsband', 'alt', 'altrock', 'alternative', 'alternativemusic', 'indiepop', 'indierock', 'clairo', 'snailmail', 'soccermommy', 'paramore']",2.62K,69,11,03:12,2023-01-20,270
Catherine Wheel -- Fripp [Alternative Rock/Indie] (1993),Fripp,2023-01-30,0.94,236.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Fripp', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/SKTFNTXWuoU?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Fripp""></iframe>', 'author_name': 'Catherine Wheel - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/SKTFNTXWuoU/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCdzBRAr_ud0M8BXJTpOV8Jw'}}",Catherine Wheel,Fripp,,,"alternative rock, indie",youtube,,https://www.youtube.com/watch?v=SKTFNTXWuoU,SKTFNTXWuoU,,,,Fripp,Catherine Wheel - Topic,2018-07-30T15:29:11Z,PT7M35S,36463,https://i.ytimg.com/vi/SKTFNTXWuoU/hqdefault.jpg,677,6,"['Catherine Wheel', 'キャサリンホイール', 'キャサリン・ホイール', 'Chrome', 'Fripp']",36.5K,677,6,07:35,2018-07-30,236
jizue -- Marten [Japanese Jazz] (2020),marten,2023-01-30,0.91,214.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'marten', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/otpEQjJF_MQ?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""marten""></iframe>', 'author_name': 'jizue - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/otpEQjJF_MQ/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCIfx99mxqbJnlU96A-sCXTg'}}",jizue,Marten,,,japanese jazz,youtube,,https://www.youtube.com/watch?v=otpEQjJF_MQ,otpEQjJF_MQ,,,,marten,jizue - Topic,2020-08-18T10:06:56Z,PT4M28S,18166,https://i.ytimg.com/vi/otpEQjJF_MQ/hqdefault.jpg,410,6,"['jizue', 'ジズー', 'marten', 'マーティン']",18.2K,410,6,04:28,2020-08-18,214
