r_title,r_post_song,r_post_artist,r_media_song,r_media_artist,sp_song,sp_artist,r_genres,sp_genres,r_media_title,r_post_date,r_upvote_ratio,r_score,bc_embed_link,link_source,sc_embed_link,sc_link,sp_link,yt_link,yt_video_id,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_artist_popularity,sp_follower_count
Kylie Minogue - Can't Get You Out Of My Head [Pop],Cant Get You Out Of My Head,Kylie Minogue,Cant Get You Out Of My Head,Kylie Minogue,Can't Get You out of My Head,Kylie Minogue,pop,"'australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop'",Kylie Minogue - Can't Get You Out Of My Head (Official Video),2023-01-05,96.4,5336.0,,youtube,,,,https://www.youtube.com/watch?v=c18441Eh_WE,c18441Eh_WE,3E7ZwUMJFqpsDOJzEkBrQ7,56.3,-751.6,A,-7.516,0.0,76.6,3.39,2.63,68.3,11.5,126,audio_features,spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7,https://api.spotify.com/v1/tracks/3E7ZwUMJFqpsDOJzEkBrQ7,https://api.spotify.com/v1/audio-analysis/3E7ZwUMJFqpsDOJzEkBrQ7,03:50,4.0,https://i.scdn.co/image/ab67616d0000b2735d6121285c42ea4535e59048,2001-10-01,2001.0,False,76.0,https://p.scdn.co/mp3-preview/89d6aaabd131a8d52568cc9bc628f01230390efe?cid=484c8fc1e0c54669ac770f80991a8280,74,1604857
Stone Temple Pilots - Plush [Rock/Grunge],Plush,Stone Temple Pilots,Plush,Stone Temple Pilots,Plush - 2017 Remaster,Stone Temple Pilots,"rock, grunge","'alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'pop rock', 'post-grunge', 'rock'",Stone Temple Pilots - Plush (Official Music Video),2023-01-06,46.6,1050.0,,youtube,,,,https://www.youtube.com/watch?v=V5UOC0C0x8Q,V5UOC0C0x8Q,0CkspLl535ZxdwCRs8AdZ4,94.0,-527.9,G,-5.279,0.0,42.6,4.23,0.67,0.0,14.0,144,audio_features,spotify:track:0CkspLl535ZxdwCRs8AdZ4,https://api.spotify.com/v1/tracks/0CkspLl535ZxdwCRs8AdZ4,https://api.spotify.com/v1/audio-analysis/0CkspLl535ZxdwCRs8AdZ4,05:13,4.0,https://i.scdn.co/image/ab67616d0000b2732f7a3093d59b6137d927a5d4,1992-09-29,1992.0,False,64.0,https://p.scdn.co/mp3-preview/eb12eeb126d76422420ae5e261349d7a02ec6dca?cid=484c8fc1e0c54669ac770f80991a8280,67,3075651
Massive Attack - Angel [Trip Hop],Angel,Massive Attack,,,Angel,Massive Attack,trip hop,"'downtempo', 'electronica', 'trip hop'",Angel (Remastered 2019),2023-01-05,6.71,524.0,,youtube,,,,https://www.youtube.com/watch?v=66A_3uwuZ_I,66A_3uwuZ_I,7uv632EkfwYhXoqf8rhYrg,30.9,-1079.6,G,-10.796,1.0,71.4,2.91,1.57,80.7,7.77,107,audio_features,spotify:track:7uv632EkfwYhXoqf8rhYrg,https://api.spotify.com/v1/tracks/7uv632EkfwYhXoqf8rhYrg,https://api.spotify.com/v1/audio-analysis/7uv632EkfwYhXoqf8rhYrg,06:19,4.0,https://i.scdn.co/image/ab67616d0000b2732fcb0a3c7a66e516b11cd26e,1998-01-01,1998.0,False,63.0,https://p.scdn.co/mp3-preview/1f17cb01896afb3c61b064ba69b81c95f3e252cd?cid=484c8fc1e0c54669ac770f80991a8280,65,1922274
Possessed By Paul James - There Will Be Nights When I Am Lonely [Alt Country] (2013),There Will Be Nights When I Am Lonely,Possessed By Paul James,There Will Be Nights When I Am Lonely,Possessed by Paul,There Will Be Nights When I'm Lonely,Possessed by Paul James,alt country,"'deathgrass', 'deep new americana', 'garage punk blues', 'new americana', 'one-person band', 'stomp and holler'","Possessed by Paul -  ""There Will Be Nights When I Am Lonely""",2023-01-02,70.5,367.0,,youtube,,,,https://www.youtube.com/watch?v=WjKwcDKe988,WjKwcDKe988,75Zk4L3RkFB8uQIZXZAKSq,67.2,-767.7,C,-7.677,1.0,37.6,5.79,87.9,0.0,22.1,126,audio_features,spotify:track:75Zk4L3RkFB8uQIZXZAKSq,https://api.spotify.com/v1/tracks/75Zk4L3RkFB8uQIZXZAKSq,https://api.spotify.com/v1/audio-analysis/75Zk4L3RkFB8uQIZXZAKSq,03:53,3.0,https://i.scdn.co/image/ab67616d0000b273f418f58fc0aa70de6a8254bc,2013-10-29,2013.0,False,27.0,https://p.scdn.co/mp3-preview/2da73b96b1050bf59d2bc2734eba05caf293f43a?cid=484c8fc1e0c54669ac770f80991a8280,31,19877
"[Armenia] Katil Band - «Հաց կթխեմ» // ""Hats Ktkhem"" (I Bake Bread) [Acoustic Folk] (2022)",Hats Ktkhem,Katil Band,I Bake Bread / Հաց Կթխեմ,KATIL,Kuzim,Katil,"armenia, acoustic folk",,KATIL - I Bake Bread / Հաց Կթխեմ,2023-01-05,41.7,343.0,,youtube,,,,https://www.youtube.com/watch?v=IOBgR8nz6-w,IOBgR8nz6-w,7JaQUGwpvHZWwsQGOx924G,71.1,-623.7,A,-6.237,0.0,42.2,4.4,0.67,0.27,11.1,153,audio_features,spotify:track:7JaQUGwpvHZWwsQGOx924G,https://api.spotify.com/v1/tracks/7JaQUGwpvHZWwsQGOx924G,https://api.spotify.com/v1/audio-analysis/7JaQUGwpvHZWwsQGOx924G,05:54,4.0,https://i.scdn.co/image/ab67616d0000b27322ccfb1a80ce064c9a9a1c85,2019-02-16,2019.0,False,21.0,https://p.scdn.co/mp3-preview/a0e74019b807f89702309fd1dfae0748eafbbce6?cid=484c8fc1e0c54669ac770f80991a8280,62,1184
BZAAT - BZAAT [instrumental psychogagi metal] (2022),BZAAT,BZAAT,BZAAT,BZAAT,Bzaat,Bzaat,instrumental psychogagi metal,,BZAAT - BZAAT (OFFICIAL AUDIO),2023-01-01,14.3,324.0,,youtube,,,,https://www.youtube.com/watch?v=zYs2-G4Ojjw,zYs2-G4Ojjw,0jf6teQfKN9TAf1LswL1gw,99.5,-408.7,B/Cb,-4.087,1.0,32.8,11.3,0.01,80.0,15.0,128,audio_features,spotify:track:0jf6teQfKN9TAf1LswL1gw,https://api.spotify.com/v1/tracks/0jf6teQfKN9TAf1LswL1gw,https://api.spotify.com/v1/audio-analysis/0jf6teQfKN9TAf1LswL1gw,07:02,4.0,https://i.scdn.co/image/ab67616d0000b2730249fa1d73085ed1f9400825,2022-06-03,2022.0,False,15.0,https://p.scdn.co/mp3-preview/e23fba0100ad9350f7c92f35343b99fddee4756f?cid=484c8fc1e0c54669ac770f80991a8280,10,1156
Bob Vylan - GDP [Grime Punk] (2021),GDP,Bob Vylan,GDP,Bob Vylan,GDP,Bob Vylan,grime punk,'black punk',Bob Vylan - GDP (Official Visual),2023-01-01,50.5,263.0,,youtube,,,,https://www.youtube.com/watch?v=st6qnWeePDY,st6qnWeePDY,0nQivvsZFERbPwGO6gp4KL,76.0,-392.5,A,-3.925,0.0,68.0,4.14,0.29,0.0,22.1,105,audio_features,spotify:track:0nQivvsZFERbPwGO6gp4KL,https://api.spotify.com/v1/tracks/0nQivvsZFERbPwGO6gp4KL,https://api.spotify.com/v1/audio-analysis/0nQivvsZFERbPwGO6gp4KL,03:22,4.0,https://i.scdn.co/image/ab67616d0000b273cd64c0a60474b6aba27813ca,2022-04-22,2022.0,True,37.0,https://p.scdn.co/mp3-preview/6d95029e230a783becedbd3f992f30c4fcbbdb6e?cid=484c8fc1e0c54669ac770f80991a8280,43,36986
poolfire - Hope You Find [indie rock] (2022),Hope You Find,poolfire,Hope You Find,poolfire,Hope You Find,poolfire,indie rock,,poolfire - Hope You Find (Official Audio),2023-01-06,74.1,203.0,,youtube,,,,https://www.youtube.com/watch?v=dkQQ81VDVME,dkQQ81VDVME,11PSFesZ2yeHgHphclwh2F,66.6,-609.5,G,-6.095,1.0,82.6,8.25,1.04,27.7,10.9,111,audio_features,spotify:track:11PSFesZ2yeHgHphclwh2F,https://api.spotify.com/v1/tracks/11PSFesZ2yeHgHphclwh2F,https://api.spotify.com/v1/audio-analysis/11PSFesZ2yeHgHphclwh2F,03:15,4.0,https://i.scdn.co/image/ab67616d0000b2732904e4b6d1a56cc7c6979622,2022-07-27,2022.0,True,12.0,https://p.scdn.co/mp3-preview/5f5b5cf7af9a9d40667924f6a61a0a3c651f2aea?cid=484c8fc1e0c54669ac770f80991a8280,30,1560
Gitkin -- Whaya [Psychedelic Cumbia] (2022),Whaya,Gitkin,Whaya,Gitkin,Whaya,Gitkin,psychedelic cumbia,'instrumental funk',Gitkin - 'Whaya' - Official Music Video,2023-01-03,72.7,182.0,,youtube,,,,https://www.youtube.com/watch?v=nt9Ny1IR1zA,nt9Ny1IR1zA,7rbtfZPksHs4rl5cZTgU7s,94.5,-785.3,Gb/F#,-7.853,0.0,65.9,4.21,0.9,91.4,23.6,100,audio_features,spotify:track:7rbtfZPksHs4rl5cZTgU7s,https://api.spotify.com/v1/tracks/7rbtfZPksHs4rl5cZTgU7s,https://api.spotify.com/v1/audio-analysis/7rbtfZPksHs4rl5cZTgU7s,03:46,4.0,https://i.scdn.co/image/ab67616d0000b273f66d4c00e1152e92adadb849,2022-10-21,2022.0,False,47.0,https://p.scdn.co/mp3-preview/d6ce61ec04cdfca06c1a7a3a786602564d7665bc?cid=484c8fc1e0c54669ac770f80991a8280,42,9023
Iseo & Dodosound - Dance Forever [dub/reggae] (2022) Music from the Basque country,Dance Forever,Iseo & Dodosound,Dance Forever,Iseo & Dodosound,Dance Forever,Iseo & Dodosound,"dub, reggae",'reggae en espanol',Iseo & Dodosound - Dance Forever (Official Video),2023-01-03,75.4,167.0,,youtube,,,,https://www.youtube.com/watch?v=0wa1HzC7OY8,0wa1HzC7OY8,7giwWyKAz4UTduCgnrQxSx,61.5,-505.1,E,-5.051,1.0,75.9,7.62,17.0,0.14,9.37,151,audio_features,spotify:track:7giwWyKAz4UTduCgnrQxSx,https://api.spotify.com/v1/tracks/7giwWyKAz4UTduCgnrQxSx,https://api.spotify.com/v1/audio-analysis/7giwWyKAz4UTduCgnrQxSx,02:37,4.0,https://i.scdn.co/image/ab67616d0000b273d57b5bcb03283dda6ab1ec2e,2022-10-07,2022.0,False,49.0,https://p.scdn.co/mp3-preview/e1ad6d3973f8d7e484faffe73d554939c4fb0607?cid=484c8fc1e0c54669ac770f80991a8280,50,155635
