r_title,r_post_song,r_post_artist,r_media_song,r_media_artist,sp_song,sp_artist,r_genres,sp_genres,r_media_title,r_post_date,r_upvote_ratio,r_score,bc_embed_link,link_source,sc_embed_link,sc_link,sp_link,yt_link,yt_video_id,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_artist_popularity,sp_follower_count
Weird Al - Amish Paradise [Parody],Amish Paradise,Weird Al,,,"Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)","""Weird Al"" Yankovic",parody,"'comedy rock', 'comic', 'parody'","Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)",2022-09-29,48.3,1145.0,,youtube,,,,https://www.youtube.com/watch?v=aKbe-SUIOzs,aKbe-SUIOzs,5r96TaQquRrlo3Ym3ZlSL2,44.8,-1054.0,Ab,-10.54,1.0,72.8,17.2,10.3,0.0,26.7,80,audio_features,spotify:track:5r96TaQquRrlo3Ym3ZlSL2,https://api.spotify.com/v1/tracks/5r96TaQquRrlo3Ym3ZlSL2,https://api.spotify.com/v1/audio-analysis/5r96TaQquRrlo3Ym3ZlSL2,03:22,4.0,https://i.scdn.co/image/ab67616d0000b27369f0031a16484cb6bc873330,1996-12-31,1996.0,False,57.0,https://p.scdn.co/mp3-preview/ef5a4d2bbaf218adeed6d80c74d69bb861290437?cid=484c8fc1e0c54669ac770f80991a8280,57,674965
Mdou Moctar -- Live at KEXP [African Rock] (2022),Live at KEXP,Mdou Moctar,Full Performance,Mdou Moctar,Chismiten,Mdou Moctar,african rock,"'desert blues', 'musique nigerienne', 'tuareg guitar'",Mdou Moctar - Full Performance (Live on KEXP),2022-09-28,67.3,1090.0,,youtube,,,,https://www.youtube.com/watch?v=52CZVfiiMpY,52CZVfiiMpY,5RHN9R3BqScU4Jzu84U7pZ,82.8,-708.9,F,-7.089,0.0,26.2,15.9,0.22,75.2,15.5,147,audio_features,spotify:track:5RHN9R3BqScU4Jzu84U7pZ,https://api.spotify.com/v1/tracks/5RHN9R3BqScU4Jzu84U7pZ,https://api.spotify.com/v1/audio-analysis/5RHN9R3BqScU4Jzu84U7pZ,04:58,4.0,https://i.scdn.co/image/ab67616d0000b273904b85b7078ed7708425893e,2021-05-21,2021.0,False,43.0,https://p.scdn.co/mp3-preview/c2b3e1c5d068e6507ab5b42dd622507d18ecdd5c?cid=484c8fc1e0c54669ac770f80991a8280,41,89630
"Blam Blam Blam — Don't Fight It Marsha, It’s Bigger Than Both Of Us [college rock, new wave] (1981)","Dont Fight It Marsha, It’s Bigger Than Both Of Us",Blam Blam Blam,Don't Fight It Marsha,Blam Blam Blam,"Don't Fight It Marsha, It's Bigger Than Both of Us",Blam Blam Blam,"college rock, new wave",'dunedin sound',Blam Blam Blam - Don't Fight It Marsha,2022-09-25,71.7,556.0,,youtube,,,,https://www.youtube.com/watch?v=91Dt_0bPOTI,91Dt_0bPOTI,30sMcGYOzftRFSZ7rcdJeP,67.8,-753.5,G,-7.535,1.0,61.6,3.82,12.2,1.71,28.7,139,audio_features,spotify:track:30sMcGYOzftRFSZ7rcdJeP,https://api.spotify.com/v1/tracks/30sMcGYOzftRFSZ7rcdJeP,https://api.spotify.com/v1/audio-analysis/30sMcGYOzftRFSZ7rcdJeP,04:44,4.0,https://i.scdn.co/image/ab67616d0000b273b0dd8b42e0eb8047f82b44aa,2003-01-01,2003.0,False,21.0,https://p.scdn.co/mp3-preview/ababe85937997eb1bc0f846078e7203c6b1f2eb7?cid=484c8fc1e0c54669ac770f80991a8280,14,2706
IDLES - Danny Nedelko [Post Punk],Danny Nedelko,IDLES,Danny Nedelko,IDLES,Danny Nedelko,IDLES,post punk,"'bristol indie', 'modern rock'",IDLES - Danny Nedelko (Glastonbury 2019),2022-09-29,32.4,467.0,,youtube,,,,https://www.youtube.com/watch?v=Sc63fTPttEQ,Sc63fTPttEQ,1uihOJbHkJJlDwUUOa0yqu,93.1,-445.2,Gb/F#,-4.452,1.0,20.7,8.3,0.03,0.39,24.3,204,audio_features,spotify:track:1uihOJbHkJJlDwUUOa0yqu,https://api.spotify.com/v1/tracks/1uihOJbHkJJlDwUUOa0yqu,https://api.spotify.com/v1/audio-analysis/1uihOJbHkJJlDwUUOa0yqu,03:24,4.0,https://i.scdn.co/image/ab67616d0000b27322f5be50ae2fbf54de60b995,2018-08-31,2018.0,True,49.0,https://p.scdn.co/mp3-preview/1bfc4d1266e3fa07bc1c0eb346b8757350f9dde5?cid=484c8fc1e0c54669ac770f80991a8280,59,475586
"Annie Lennox - Walking on Broken Glass [Pop, Soul]",Walking on Broken Glass,Annie Lennox,Walking on Broken Glass,Annie Lennox,Walking on Broken Glass,Annie Lennox,"pop, soul","'mellow gold', 'new wave pop', 'pop rock', 'singer-songwriter', 'soft rock'",Annie Lennox - Walking on Broken Glass (Official Video),2022-09-28,80.7,465.0,,youtube,,,,https://www.youtube.com/watch?v=y25stK5ymlA,y25stK5ymlA,4CcSw8wQAHYf4XNckayPoc,56.2,-845.0,C,-8.45,1.0,74.9,2.81,21.5,0.0,10.5,115,audio_features,spotify:track:4CcSw8wQAHYf4XNckayPoc,https://api.spotify.com/v1/tracks/4CcSw8wQAHYf4XNckayPoc,https://api.spotify.com/v1/audio-analysis/4CcSw8wQAHYf4XNckayPoc,04:13,4.0,https://i.scdn.co/image/ab67616d0000b273abd613e1f4e193ccc603210f,1992-04-02,1992.0,False,68.0,https://p.scdn.co/mp3-preview/1f05e82552368e8624d44d74c3c9ffea72730036?cid=484c8fc1e0c54669ac770f80991a8280,69,1257584
Polyphia - Ego Death ft. Steve Vai [prog rock],Ego Death ft. Steve Vai,Polyphia,Ego Death feat. Steve Vai,Polyphia,Ego Death (feat. Steve Vai),Polyphia,prog rock,'instrumental rock',Polyphia - Ego Death feat. Steve Vai (Official Music Video),2022-09-28,44.5,401.0,,youtube,,,,https://www.youtube.com/watch?v=1JNmz17gnMw,1JNmz17gnMw,0Qj7PB41b6XgkApKPwDy1r,76.3,-520.2,Db/C#,-5.202,0.0,65.5,5.26,3.74,67.8,7.03,128,audio_features,spotify:track:0Qj7PB41b6XgkApKPwDy1r,https://api.spotify.com/v1/tracks/0Qj7PB41b6XgkApKPwDy1r,https://api.spotify.com/v1/audio-analysis/0Qj7PB41b6XgkApKPwDy1r,05:50,4.0,https://i.scdn.co/image/ab67616d0000b273006c645847692e8b1b5558c0,2022-09-28,2022.0,False,0.0,https://p.scdn.co/mp3-preview/8a4534581143e44a2a28d69928aab58fb4fc239a?cid=484c8fc1e0c54669ac770f80991a8280,64,641870
"Garageland — Come Back [alternative rock, power pop] (1996)",Come Back,Garageland,Comeback Special,Garageland,Come Back,Garageland,"alternative rock, power pop","'dunedin sound', 'kiwi rock', 'nz indie'",Garageland - Comeback Special,2022-09-27,81.7,336.0,,youtube,,,,https://www.youtube.com/watch?v=IXeGVEx9-t8,IXeGVEx9-t8,5Q64wBRckClHw6xaJSPvwd,80.3,-873.7,E,-8.737,1.0,53.6,4.05,0.42,0.35,37.6,137,audio_features,spotify:track:5Q64wBRckClHw6xaJSPvwd,https://api.spotify.com/v1/tracks/5Q64wBRckClHw6xaJSPvwd,https://api.spotify.com/v1/audio-analysis/5Q64wBRckClHw6xaJSPvwd,03:20,4.0,https://i.scdn.co/image/ab67616d0000b2738d27c839da9bd69c5f2da6cd,1996-01-01,1996.0,False,21.0,https://p.scdn.co/mp3-preview/46abc4592baa79753521e619ad70eb953355c3ed?cid=484c8fc1e0c54669ac770f80991a8280,16,3118
Faye -- Teeth [indie rock] (2022),Teeth,Faye,,,THE TEETH FACE,DIRTYBUTT,indie rock,'dark trap',"Teeth, by FAYE",2022-09-26,12.9,268.0,https://cdn.embedly.com/widgets/media.html?src=https://bandcamp.com/EmbeddedPlayer/v=2/track=1554358023/size=large/linkcol=0084B4/notracklist=true/twittercard=true/&display_name=BandCamp&url=https://fayeisaband.bandcamp.com/track/teeth&image=https://f4.bcbits.com/img/a3518757732_5.jpg&key=2aa3c4d5f3de4f5b9120b660ad850dc9&type=text/html&schema=bandcamp,bandcamp,,,,,,5LduiEClzcxycsT7BZL5hn,47.0,-251.4,C,-2.514,1.0,35.3,39.8,1.22,0.0,5.35,148,audio_features,spotify:track:5LduiEClzcxycsT7BZL5hn,https://api.spotify.com/v1/tracks/5LduiEClzcxycsT7BZL5hn,https://api.spotify.com/v1/audio-analysis/5LduiEClzcxycsT7BZL5hn,01:42,1.0,https://i.scdn.co/image/ab67616d0000b273a2ad4e5de6af8254fa3e1895,2022-02-08,2022.0,False,17.0,https://p.scdn.co/mp3-preview/32988d87baa645f43cf4ab3c1d603c69129c064a?cid=484c8fc1e0c54669ac770f80991a8280,29,3072
Indian Ocean - Kandisa [Indie/Neo-Folk] (2000),Kandisa,Indian Ocean,,,Kandisa,Indian Ocean,"indie, neo-folk","'filmi', 'indian folk', 'indian fusion', 'indian indie', 'indian rock', 'pakistani pop'",Kandisa,2022-09-25,27.1,229.0,,youtube,,,,https://www.youtube.com/watch?v=FIdyvT8n1nE,FIdyvT8n1nE,0Dynr2pQ9wrBD05IWGnxBv,55.0,-1061.9,Db/C#,-10.619,1.0,69.1,3.76,34.6,2.63,28.9,111,audio_features,spotify:track:0Dynr2pQ9wrBD05IWGnxBv,https://api.spotify.com/v1/tracks/0Dynr2pQ9wrBD05IWGnxBv,https://api.spotify.com/v1/audio-analysis/0Dynr2pQ9wrBD05IWGnxBv,07:40,4.0,https://i.scdn.co/image/ab67616d0000b27332a500fc39940f0b0ae5494c,2000-01-01,2000.0,False,23.0,https://p.scdn.co/mp3-preview/5ff81475205e0ba1a0dba78f801e898efc9bf82a?cid=484c8fc1e0c54669ac770f80991a8280,32,1003041
Robot God - Ready To Launch [Heavy Psych/Stoner Rock] (2022),Ready To Launch,Robot God,Ready To Launch,Robot God,Ready To Launch,Robot God,"heavy psych, stoner rock",,Robot God - Ready To Launch (Official Video),2022-09-24,25.6,202.0,,youtube,,,,https://www.youtube.com/watch?v=e9VaJFJL1dE,e9VaJFJL1dE,0MJb4HLjtPk7IR4CeXxA36,84.0,-817.3,G,-8.173,0.0,21.8,6.77,0.1,76.9,8.16,142,audio_features,spotify:track:0MJb4HLjtPk7IR4CeXxA36,https://api.spotify.com/v1/tracks/0MJb4HLjtPk7IR4CeXxA36,https://api.spotify.com/v1/audio-analysis/0MJb4HLjtPk7IR4CeXxA36,07:03,4.0,https://i.scdn.co/image/ab67616d0000b273812323569fe89f6bde3b093c,2022-09-02,2022.0,False,12.0,https://p.scdn.co/mp3-preview/d578ba2a8dd11fb378037307995fe5d224f551ad?cid=484c8fc1e0c54669ac770f80991a8280,8,863
"Paramore - This Is Why [Alternative, Rock, Pop]",This Is Why,Paramore,This Is Why,Paramore,This Is Why,Paramore,"alternative, rock, pop","'candy pop', 'pixie', 'pop emo', 'pop punk'",Paramore: This Is Why [OFFICIAL VIDEO],2022-09-28,68.9,167.0,,youtube,,,,https://www.youtube.com/watch?v=xIYJ7VaSxYY,xIYJ7VaSxYY,7z84Fwf1R3Z2BwHCP620CI,73.7,-756.6,B/Cb,-7.566,0.0,72.3,3.86,0.43,0.26,11.6,123,audio_features,spotify:track:7z84Fwf1R3Z2BwHCP620CI,https://api.spotify.com/v1/tracks/7z84Fwf1R3Z2BwHCP620CI,https://api.spotify.com/v1/audio-analysis/7z84Fwf1R3Z2BwHCP620CI,03:27,4.0,https://i.scdn.co/image/ab67616d0000b27394bd724b5ac47de78be093fd,2022-09-28,2022.0,False,0.0,https://p.scdn.co/mp3-preview/64b3363745bcb96bcd2f3c3a9497c1d078699d45?cid=484c8fc1e0c54669ac770f80991a8280,76,7139431
Ozzie Wright - Mumma Wants To Go Surfing [Folk Punk] (2011),Mumma Wants To Go Surfing,Ozzie Wright,,,Mumma Wants To Go Surfing,Ozzie Wright,folk punk,,Mumma Wants To Go Surfing,2022-09-24,95.4,160.0,,youtube,,,,https://www.youtube.com/watch?v=Ih5qBRDg11w,Ih5qBRDg11w,0CGlDDi5XXui5PowJedSXE,70.4,-731.3,B/Cb,-7.313,0.0,59.2,36.8,24.5,0.0,25.6,180,audio_features,spotify:track:0CGlDDi5XXui5PowJedSXE,https://api.spotify.com/v1/tracks/0CGlDDi5XXui5PowJedSXE,https://api.spotify.com/v1/audio-analysis/0CGlDDi5XXui5PowJedSXE,02:50,4.0,https://i.scdn.co/image/ab67616d0000b273bbe7be153440a7c295cff8dc,2011-09-06,2011.0,False,8.0,https://p.scdn.co/mp3-preview/9f8f112ab2650240d29a6048a6eb27aae5dd93e7?cid=484c8fc1e0c54669ac770f80991a8280,5,1425
The Gimps – Conn of 100 Battles [Alternative/Ska] (2006),Conn of 100 Battles,The Gimps,,,Conn of 100 Battles,The Gimps,"alternative, ska",,Conn of 100 Battles,2022-09-29,44.9,154.0,,youtube,,,,https://www.youtube.com/watch?v=9RiUpYe8L2c,9RiUpYe8L2c,0fJrUjYl220cG1YgS77uvr,46.9,-1253.1,C,-12.531,1.0,40.9,4.03,1.7,0.0,8.33,90,audio_features,spotify:track:0fJrUjYl220cG1YgS77uvr,https://api.spotify.com/v1/tracks/0fJrUjYl220cG1YgS77uvr,https://api.spotify.com/v1/audio-analysis/0fJrUjYl220cG1YgS77uvr,02:06,4.0,https://i.scdn.co/image/ab67616d0000b273d129ccdac4ad3feb5f13b181,2020-05-03,2020.0,False,0.0,https://p.scdn.co/mp3-preview/1800df91e9d4ac9909ce2b75af2cefa4c3ec76bc?cid=484c8fc1e0c54669ac770f80991a8280,0,23
