r_title,r_post_song,r_post_artist,r_media_song,r_media_artist,sp_song,sp_artist,r_genres,sp_genres,r_media_title,r_post_date,r_upvote_ratio,r_score,bc_embed_link,link_source,sc_embed_link,sc_link,sp_link,yt_link,yt_video_id,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_artist_popularity,sp_follower_count
Pelican -- Australasia [post-rock / post-metal / stoner rock] (2003),Australasia,Pelican,Australasia - Australasia,Pelican,Australasia,Pelican,"post-rock, post-metal, stoner rock","'focus beats', 'lo-fi brasileiro'",Pelican - Australasia - Australasia,2022-11-06,22.1,639.0,,youtube,,,,https://www.youtube.com/watch?v=LarwAMC_lNE,LarwAMC_lNE,7jZ9Xk8ktqEmOQERymM0A2,53.7,-953.0,E,-9.53,1.0,22.2,3.82,2.77,91.1,21.6,138,audio_features,spotify:track:7jZ9Xk8ktqEmOQERymM0A2,https://api.spotify.com/v1/tracks/7jZ9Xk8ktqEmOQERymM0A2,https://api.spotify.com/v1/audio-analysis/7jZ9Xk8ktqEmOQERymM0A2,10:48,4.0,https://i.scdn.co/image/ab67616d00004851639360127020831408b77a44,2003-01-01,2003.0,False,17.0,https://p.scdn.co/mp3-preview/6cb168bb43becfbf617f750eabc9c7d7572fbaf2?cid=484c8fc1e0c54669ac770f80991a8280,46,1258
"The Raconteurs - Steady, as She Goes [Rock]","Steady, as She Goes",The Raconteurs,"Steady, As She Goes",The Raconteurs,"Steady, As She Goes",The Raconteurs,rock,"'alternative rock', 'garage rock', 'garage rock revival', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'rock', 'supergroup'","The Raconteurs – Steady, As She Goes (Official Music Video - Jim Jarmusch Version)",2022-11-08,53.7,538.0,,youtube,,,,https://www.youtube.com/watch?v=DXAidGQUuns,DXAidGQUuns,4xlEKYv7HmC8zXoJIbpZKM,57.8,-456.3,A,-4.563,1.0,52.5,12.0,1.32,0.92,10.8,123,audio_features,spotify:track:4xlEKYv7HmC8zXoJIbpZKM,https://api.spotify.com/v1/tracks/4xlEKYv7HmC8zXoJIbpZKM,https://api.spotify.com/v1/audio-analysis/4xlEKYv7HmC8zXoJIbpZKM,03:35,4.0,https://i.scdn.co/image/ab67616d00004851aaafcdc8e35209dc99554017,2006-05-15,2006.0,False,68.0,https://p.scdn.co/mp3-preview/0509b59e7d57675a901c135cbee98f88357687af?cid=484c8fc1e0c54669ac770f80991a8280,57,825596
Nomeansno - Dark Ages[Post-Hardcore](1988),Dark Ages,Nomeansno,Nomeansno,Dark Ages,Dark Ages - Live,Nomeansno,post-hardcore,"'canadian punk', 'hardcore punk', 'jazzcore', 'post-hardcore', 'punk', 'vancouver punk'",Dark Ages - Nomeansno,2022-11-09,36.3,367.0,,youtube,,,,https://www.youtube.com/watch?v=vmBDkYGVqGQ,vmBDkYGVqGQ,0HpzKo5vRx40a6iEWw2oCf,79.3,-1240.6,C,-12.406,1.0,16.3,9.02,0.01,2.27,65.2,167,audio_features,spotify:track:0HpzKo5vRx40a6iEWw2oCf,https://api.spotify.com/v1/tracks/0HpzKo5vRx40a6iEWw2oCf,https://api.spotify.com/v1/audio-analysis/0HpzKo5vRx40a6iEWw2oCf,05:30,4.0,https://i.scdn.co/image/ab67616d00004851d5d620743853b7a82aa863db,1991-06-17,1991.0,False,10.0,https://p.scdn.co/mp3-preview/95a40c52d934d64be401592e78bdc405f390130a?cid=484c8fc1e0c54669ac770f80991a8280,27,33447
Interpol - Obstacle 1 [Post-punk revival],Obstacle 1,Interpol,,,Obstacle 1,Interpol,post-punk revival,"'alternative rock', 'indie rock', 'modern rock', 'rock'",Obstacle 1,2022-11-07,38.5,363.0,,youtube,,,,https://www.youtube.com/watch?v=E7dDkcFo3R8,E7dDkcFo3R8,1ZBqJilDGBVYktvlCEo9jC,93.8,-490.0,F,-4.9,1.0,37.7,6.18,0.01,58.0,7.05,120,audio_features,spotify:track:1ZBqJilDGBVYktvlCEo9jC,https://api.spotify.com/v1/tracks/1ZBqJilDGBVYktvlCEo9jC,https://api.spotify.com/v1/audio-analysis/1ZBqJilDGBVYktvlCEo9jC,04:11,4.0,https://i.scdn.co/image/ab67616d0000485114f8df9fb9c2d3056a994390,2002-08-20,2002.0,False,63.0,https://p.scdn.co/mp3-preview/45dd1ce5e2a5b35daddf6c9ca8cecece7a77ebe8?cid=484c8fc1e0c54669ac770f80991a8280,63,1465111
KILLWHITNEYDEAD - Let Me Give You a Hand Throwing Yourself Out [Metal] (2007),Let Me Give You a Hand Throwing Yourself Out,KILLWHITNEYDEAD,,,Let Me Give You a Hand Throwing Yourself Out,Killwhitneydead,metal,"'deathcore', 'melodic deathcore', 'melodic metalcore', 'north carolina metal'",Let Me Give You a Hand Throwing Yourself Out,2022-11-05,39.6,344.0,,spotify,,,,,,4AsKoofTOAE3LrkIcMnV20,91.5,-595.9,D,-5.959,1.0,51.7,20.5,0.01,0.1,13.9,135,audio_features,spotify:track:4AsKoofTOAE3LrkIcMnV20,https://api.spotify.com/v1/tracks/4AsKoofTOAE3LrkIcMnV20,https://api.spotify.com/v1/audio-analysis/4AsKoofTOAE3LrkIcMnV20,03:00,4.0,https://i.scdn.co/image/ab67616d000048512849c61834a4aa9e2078de6c,2007-01-01,2007.0,False,22.0,https://p.scdn.co/mp3-preview/1b3276d03abe869be4de5d97ac036073b151f59a?cid=484c8fc1e0c54669ac770f80991a8280,23,20344
H.G. Williams -- Sweet Marie [Ballad] (1893),Sweet Marie,H.G. Williams,Sweet Marie,,By the River Sainte Marie,Joe Williams,ballad,"'adult standards', 'contemporary vocal jazz', 'vocal jazz'","""Sweet Marie"" H. G. Williams = brown wax cylinder from Ohio Phonograph Company, 1890s James L. Andem",2022-11-07,81.5,322.0,,youtube,,,,https://www.youtube.com/watch?v=c0dJc7kP4pM,c0dJc7kP4pM,5K4GLVkY4C55XNMxzbxPRZ,28.0,-1090.2,Ab,-10.902,1.0,74.0,6.2,92.6,0.0,8.22,78,audio_features,spotify:track:5K4GLVkY4C55XNMxzbxPRZ,https://api.spotify.com/v1/tracks/5K4GLVkY4C55XNMxzbxPRZ,https://api.spotify.com/v1/audio-analysis/5K4GLVkY4C55XNMxzbxPRZ,01:59,4.0,https://i.scdn.co/image/ab67616d000048512a454647acc77ed66711566b,2001-09-11,2001.0,False,1.0,https://p.scdn.co/mp3-preview/ae66d86bc26c326ad2b2895399e7462e49100321?cid=484c8fc1e0c54669ac770f80991a8280,38,45722
Regina Spektor - Ballad of a Politician [antifolk],Ballad of a Politician,Regina Spektor,Ballad Of A Politician,Regina Spektor,Ballad of a Politician,Regina Spektor,antifolk,"'indie pop', 'lilith', 'piano rock'","Regina Spektor - ""Ballad Of A Politician"" LIVE Studio Session",2022-11-07,12.5,308.0,,youtube,,,,https://www.youtube.com/watch?v=Mr3RaL3dXOA,Mr3RaL3dXOA,0KtMmvqSo5Bvy3bVsxNGwD,28.7,-953.9,C,-9.539,0.0,47.1,5.24,92.6,0.0,16.9,131,audio_features,spotify:track:0KtMmvqSo5Bvy3bVsxNGwD,https://api.spotify.com/v1/tracks/0KtMmvqSo5Bvy3bVsxNGwD,https://api.spotify.com/v1/audio-analysis/0KtMmvqSo5Bvy3bVsxNGwD,02:13,4.0,https://i.scdn.co/image/ab67616d000048519de7177a5d65ecbfa8bc3109,2012-05-25,2012.0,False,26.0,https://p.scdn.co/mp3-preview/42f7af1d801138bcebd163259b20c3a9718c7fdd?cid=484c8fc1e0c54669ac770f80991a8280,60,1302513
"Live - Lightning Crashes (Live on 2 Meter Sessions, 1995) [Alternative rock]",Lightning Crashes,Live,Lightning Crashes,Live,Lightning Crashes,Live,alternative rock,"'alternative metal', 'alternative rock', 'pop rock', 'post-grunge', 'rock'","Live - Lightning Crashes (Live on 2 Meter Sessions, 1995)",2022-11-09,42.7,255.0,,youtube,,,,https://www.youtube.com/watch?v=4try6D9PBrw,4try6D9PBrw,48iWbsOaBUAGzMdoSmqyg1,43.3,-925.6,B/Cb,-9.256,1.0,38.5,4.35,24.1,0.0,11.0,89,audio_features,spotify:track:48iWbsOaBUAGzMdoSmqyg1,https://api.spotify.com/v1/tracks/48iWbsOaBUAGzMdoSmqyg1,https://api.spotify.com/v1/audio-analysis/48iWbsOaBUAGzMdoSmqyg1,05:25,4.0,https://i.scdn.co/image/ab67616d0000485123d8d82a798baa960fdb5070,1994-01-01,1994.0,False,67.0,,60,691544
N'Gou Bagayoko - Kulu [World / African] (2002),Kulu,NGou Bagayoko,,,Kulu,N'Gou Bagayoko,"world, african","'desert blues', 'mande pop', 'wassoulou'",Kulu,2022-11-05,68.0,239.0,,youtube,,,,https://www.youtube.com/watch?v=rbULF2nrix0,rbULF2nrix0,4Z1SwrQ2E9mOrXDTuP1bTD,25.5,-1657.9,A,-16.579,1.0,48.0,3.85,84.6,0.98,14.8,155,audio_features,spotify:track:4Z1SwrQ2E9mOrXDTuP1bTD,https://api.spotify.com/v1/tracks/4Z1SwrQ2E9mOrXDTuP1bTD,https://api.spotify.com/v1/audio-analysis/4Z1SwrQ2E9mOrXDTuP1bTD,03:45,3.0,https://i.scdn.co/image/ab67616d00004851003d05a95e060baa41a67590,2005-10-01,2005.0,False,48.0,https://p.scdn.co/mp3-preview/6d4a215d35834ea8816008692499b669382a2649?cid=484c8fc1e0c54669ac770f80991a8280,34,1865
JW Francis - Dream House [lofi rock jangle pop] (2022),Dream House,JW Francis,Dream House,JW Francis,Dream House,JW Francis,lofi rock jangle pop,"'bedroom pop', 'indie garage rock'",JW Francis - Dream House (Official Music Video),2022-11-09,76.9,214.0,,youtube,,,,https://www.youtube.com/watch?v=I8i7MQbowwM,I8i7MQbowwM,75aYxwaCImRGfJVdwFijpI,61.6,-768.0,Gb/F#,-7.68,1.0,57.5,2.64,26.0,26.9,17.9,150,audio_features,spotify:track:75aYxwaCImRGfJVdwFijpI,https://api.spotify.com/v1/tracks/75aYxwaCImRGfJVdwFijpI,https://api.spotify.com/v1/audio-analysis/75aYxwaCImRGfJVdwFijpI,02:56,4.0,https://i.scdn.co/image/ab67616d000048511343c9847f87f8430393fdf1,2022-11-09,2022.0,False,0.0,https://p.scdn.co/mp3-preview/7878825a25acc07aed2c84de7e080012a0727412?cid=484c8fc1e0c54669ac770f80991a8280,37,12877
