r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
The Ting Tings - That's Not My Name [Indie Pop],The Ting Tings - That's Not My Name (Official Video),2023-03-11,0.88,5160.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""The Ting Tings - That's Not My Name (Official Video)"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/v1c2OfAzDTI?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""The Ting Tings - That&#39;s Not My Name (Official Video)""></iframe>', 'author_name': 'TheTingTingsVEVO', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/v1c2OfAzDTI/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@TheTingTingsVEVO'}}",The Ting Tings,Thats Not My Name,The Ting Tings,Thats Not My Name,indie pop,youtube,,https://www.youtube.com/watch?v=v1c2OfAzDTI,v1c2OfAzDTI,,,,The Ting Tings - That's Not My Name (Official Video),TheTingTingsVEVO,2009-10-25T18:58:01Z,PT3M44S,79472824,https://i.ytimg.com/vi/v1c2OfAzDTI/hqdefault.jpg,450711,24415,"[""The Ting Tings That's Not My Name"", 'The Ting Tings remix', ""That's Not My Name official video"", ""That's Not My Name official audio"", ""That's Not My Name lyrics"", ""That's Not My Name Live"", 'The Ting Tings album', 'The Ting Tings essentials', 'The Ting Tings official audio', 'The Ting Tings official video', 'The Ting Tings lyrics', 'Shut Up and Let Me Go', 'Great DJ', 'We Walk', 'Hang It Up', 'Hands', 'Be The One', 'Do It Again', 'TikTok trend', 'summer', 'chill', 'summer songs', 'music']",79.5M,451K,24.4K,03:44,2009-10-25,5.16K
Brockhoff -- Sharks [indie rock] (2022),BROCKHOFF - Sharks [Official Video],2023-03-10,0.95,1118.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'BROCKHOFF - Sharks [Official Video]', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/C6YGoQq5WK8?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""BROCKHOFF - Sharks [Official Video]""></iframe>', 'author_name': 'BROCKHOFF', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/C6YGoQq5WK8/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@brockiiiiiii'}}",Brockhoff,Sharks,BROCKHOFF,Sharks,indie rock,youtube,,https://www.youtube.com/watch?v=C6YGoQq5WK8,C6YGoQq5WK8,,,,BROCKHOFF - Sharks [Official Video],BROCKHOFF,2022-04-26T23:39:29Z,PT2M57S,57663,https://i.ytimg.com/vi/C6YGoQq5WK8/hqdefault.jpg,529,49,"['brockhoff', 'brockhaus', 'brokhof', 'brokof', 'brock', 'rockhoff', 'brockhof', 'brockhov', 'brokhoff', 'brokhov', 'rockhof', 'brockt', 'lina', 'brocki', 'brockiiiiiii', 'sharks', 'shark', 'ep', '2022', 'indie', 'pop', 'rock', 'festival', 'germany', 'newcomer', 'music', 'playlist', 'release', 'stream', 'hamburg', 'musikvideo', 'neu', 'female', 'girl', 'singer', 'songwriter', 'guitar', 'voice', 'neubau', 'humming', 'huch', 'fabi', 'gumo', 'studio', 'hush', 'hellbrook', 'fußball', 'soccer', 'performance', 'band', '1.fc', 'good intentions', 'peer pressure', 'taking sides', 'acting fun', 'tough crowd', 'random', 'kids', 'business man', 'digicam', 'dadcam', 'onetake']",57.7K,529,49,02:57,2022-04-26,1.12K
Billy Strings - Ain't Nothing to Me [Bluegrass],Ain't Nothing to Me - Billy Strings,2023-03-13,0.95,352.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""Ain't Nothing to Me - Billy Strings"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/qWNIpAtgWGw?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Ain&#39;t Nothing to Me - Billy Strings""></iframe>', 'author_name': 'Lower Standards', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/qWNIpAtgWGw/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@LowerStandards33'}}",Billy Strings,Aint Nothing to Me,,,bluegrass,youtube,,https://www.youtube.com/watch?v=qWNIpAtgWGw,qWNIpAtgWGw,,,,Ain't Nothing to Me - Billy Strings,Lower Standards,2022-01-01T23:07:43Z,PT3M47S,346577,https://i.ytimg.com/vi/qWNIpAtgWGw/hqdefault.jpg,6822,430,"['Billy Strings', 'Billystrings', 'William Apostol', 'Dust in a Baggie', 'Green Shirt', 'Kid Playing Guitar', 'The Grateful Dead', 'Boomer', 'Bill', 'Basement', 'Bluegrass', 'Jamgrass', 'Country', 'Acoustic Guitar', 'Martin', 'Carpeted Wall', 'Tube Television', 'Trailer', 'Party', 'Loud', 'Johnny Winter', ""Ain't Nothing to M""]",347K,6.82K,430,03:47,2022-01-01,352
The Offspring - Come Out And Play [Alternative/Punk],"The Offspring - ""Come Out And Play""",2023-03-12,0.94,237.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'The Offspring - ""Come Out And Play""', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/1jOk8dk-qaU?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""The Offspring - &quot;Come Out And Play&quot;""></iframe>', 'author_name': 'Epitaph Records', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/1jOk8dk-qaU/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@epitaph'}}",The Offspring,Come Out And Play,The Offspring,Come Out And Play,"alternative, punk",youtube,,https://www.youtube.com/watch?v=1jOk8dk-qaU,1jOk8dk-qaU,,,,"The Offspring - ""Come Out And Play""",Epitaph Records,2007-05-25T20:41:21Z,PT3M15S,37070238,https://i.ytimg.com/vi/1jOk8dk-qaU/hqdefault.jpg,224950,5699,"['the offspring', 'come out and play', 'smash', 'Alternative', 'rock', '90s', 'skate punk', 'the offspring remastered', 'the offspring remastered videos', 'the offspring lyrics', 'offspring', 'self esteem', 'offspring remastered', 'off spring', 'remastered music videos', 'offspring official video', 'keep em seperated', 'come out & play', 'the offspring come out and play', 'punk rock', 'punk']",37.1M,225K,5.7K,03:15,2007-05-25,237
Prince and The Revolution - Purple Rain [Pop],"Prince and The Revolution - Purple Rain (Live in Syracuse, March 30, 1985)",2023-03-11,0.91,228.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Prince and The Revolution - Purple Rain (Live in Syracuse, March 30, 1985)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/bm03wqLY3Nc?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Prince and The Revolution - Purple Rain (Live in Syracuse, March 30, 1985)""></iframe>', 'author_name': 'Prince', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/bm03wqLY3Nc/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@prince'}}",Prince and The Revolution,Purple Rain,Prince and The Revolution,Purple Rain,pop,youtube,,https://www.youtube.com/watch?v=bm03wqLY3Nc,bm03wqLY3Nc,,,,"Prince and The Revolution - Purple Rain (Live in Syracuse, March 30, 1985)",Prince,2020-05-22T11:59:53Z,PT16M37S,45850638,https://i.ytimg.com/vi/bm03wqLY3Nc/hqdefault.jpg,326573,22785,"['prince', 'prince music', 'prince lyrics', 'prince songs', 'prince playlist', 'prince music videos', 'prince interviews', 'prince live', 'purple rain prince', 'prince live 1985', 'prince youtube', 'prince & the revolution', 'prince & the revolution live', 'prince purple rain', 'prince purple rain live', 'prince 1985', 'prince 80s', 'prince 4ever', 'prince forever', 'prince & the revolution: live', 'purple rain live', 'prince & the revolution purple rain', 'purple rain long version', 'purple rain video', 'prince video']",45.9M,327K,22.8K,16:37,2020-05-22,228
Sol Althea -- Aluna [electro pop] (2020),Sol Althea - Aluna,2023-03-12,0.92,214.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Sol Althea - Aluna', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/I_j7PWtUfxg?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Sol Althea - Aluna""></iframe>', 'author_name': 'Sol Althea', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/I_j7PWtUfxg/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@solalthea6987'}}",Sol Althea,Aluna,Sol Althea,Aluna,electro pop,youtube,,https://www.youtube.com/watch?v=I_j7PWtUfxg,I_j7PWtUfxg,,,,Sol Althea - Aluna,Sol Althea,2020-06-29T22:01:51Z,PT3M38S,931,https://i.ytimg.com/vi/I_j7PWtUfxg/hqdefault.jpg,22,1,,931,22,1,03:38,2020-06-29,214
"Subway Suck - I Sold My Ass For Rock 'n' Roll [Trondheim, Norway ; Punk] (1977)",Subway Suck - I Sold My Ass For Rock'n'Roll,2023-03-09,0.92,208.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""Subway Suck - I Sold My Ass For Rock'n'Roll"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/ipTJzgD5cWk?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Subway Suck - I Sold My Ass For Rock&#39;n&#39;Roll""></iframe>', 'author_name': 'Bolt24 Hot Sounds', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/ipTJzgD5cWk/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@Bolt24HotSounds'}}",Subway Suck,I Sold My Ass For Rock n Roll,Subway Suck,I Sold My Ass For Rock'n'Roll,"trondheim, norway ; punk",youtube,,https://www.youtube.com/watch?v=ipTJzgD5cWk,ipTJzgD5cWk,,,,Subway Suck - I Sold My Ass For Rock'n'Roll,Bolt24 Hot Sounds,2017-06-16T15:37:00Z,PT2M44S,5023,https://i.ytimg.com/vi/ipTJzgD5cWk/hqdefault.jpg,119,26,"['rock', ""n'"", 'roll', 'garage', 'punk', 'teen', 'killed by death', 'kugelberg', 'kbd']",5.02K,119,26,02:44,2017-06-16,208
TRUSTcompany - Downfall [Metal],TRUSTcompany - Downfall (Official Video),2023-03-12,0.9,185.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'TRUSTcompany - Downfall (Official Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/BE_0m5OkyN4?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""TRUSTcompany - Downfall (Official Video)""></iframe>', 'author_name': 'TRUSTcompanyVEVO', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/BE_0m5OkyN4/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@TRUSTcompanyVEVO'}}",TRUSTcompany,Downfall,TRUSTcompany,Downfall,metal,youtube,,https://www.youtube.com/watch?v=BE_0m5OkyN4,BE_0m5OkyN4,,,,TRUSTcompany - Downfall (Official Video),TRUSTcompanyVEVO,2009-06-16T23:22:46Z,PT3M14S,16039724,https://i.ytimg.com/vi/BE_0m5OkyN4/hqdefault.jpg,124403,8160,"['TRUSTcompany', 'Geffen', 'Rock', 'TRUSTcompany Downfall', 'TRUSTcompany Vevo']",16M,124K,8.16K,03:14,2009-06-16,185
Willro -- Neptune [SynthPop] (2023),willro - Neptune (Audio Only),2023-03-10,0.92,168.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'willro - Neptune (Audio Only)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/eZFsvXxXuNk?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""willro - Neptune (Audio Only)""></iframe>', 'author_name': 'willro', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/eZFsvXxXuNk/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@willro'}}",Willro,Neptune,willro,Neptune,synthpop,youtube,,https://www.youtube.com/watch?v=eZFsvXxXuNk,eZFsvXxXuNk,,,,willro - Neptune (Audio Only),willro,2023-03-10T05:00:18Z,PT2M32S,5556,https://i.ytimg.com/vi/eZFsvXxXuNk/hqdefault.jpg,560,89,,5.56K,560,89,02:32,2023-03-10,168
Mestizo -- Arroyo [Jazz / Rap] (2023),MESTIZO - ARROYO (STUDIO SESSION),2023-03-12,0.88,153.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'MESTIZO - ARROYO (STUDIO SESSION)', 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/4qD5SxTQk8o?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""MESTIZO - ARROYO (STUDIO SESSION)""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'version': '1.0', 'author_name': 'Mestizo Music Collective', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/4qD5SxTQk8o/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@mestizomusiccollective'}, 'type': 'youtube.com'}",Mestizo,Arroyo,MESTIZO,ARROYO,"jazz, rap",youtube,,https://www.youtube.com/watch?v=4qD5SxTQk8o,4qD5SxTQk8o,,,,MESTIZO - ARROYO (STUDIO SESSION),Mestizo Music Collective,2023-01-20T18:00:07Z,PT4M49S,4455,https://i.ytimg.com/vi/4qD5SxTQk8o/hqdefault.jpg,248,13,,4.46K,248,13,04:49,2023-01-20,153
