r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
DJ Shadow - Building Steam With A Grain Of Salt (1996) [Trip-Hop],Building Steam With A Grain Of Salt,2023-02-22,0.94,4618.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Building Steam With A Grain Of Salt', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/HORLJvUMs08?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Building Steam With A Grain Of Salt""></iframe>', 'author_name': 'DJ Shadow - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/HORLJvUMs08/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCtTuSKgCdeTyxBGPCD3TgxQ'}}",DJ Shadow,Building Steam With A Grain Of Salt,,,trip-hop,youtube,,https://www.youtube.com/watch?v=HORLJvUMs08,HORLJvUMs08,,,,Building Steam With A Grain Of Salt,DJ Shadow - Topic,2023-01-02T10:02:42Z,PT6M40S,30575,https://i.ytimg.com/vi/HORLJvUMs08/hqdefault.jpg,715,21,"['DJ Shadow', 'Endtroducing.....', 'Building Steam With A Grain Of Salt']",30.6K,715,21,06:40,2023-01-02,4.62K
Fatboy Slim - Weapon Of Choice [Rock],Fatboy Slim ft. Bootsy Collins - Weapon Of Choice [Official 4k Video],2023-02-23,0.89,3948.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Fatboy Slim ft. Bootsy Collins - Weapon Of Choice [Official 4k Video]', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/wCDIYvFmgW8?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Fatboy Slim ft. Bootsy Collins - Weapon Of Choice [Official 4k Video]""></iframe>', 'author_name': 'Fatboy Slim', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/wCDIYvFmgW8/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@fatboyslim937'}}",Fatboy Slim,Weapon Of Choice,Fatboy Slim ft. Bootsy Collins,Weapon Of Choice,rock,youtube,,https://www.youtube.com/watch?v=wCDIYvFmgW8,wCDIYvFmgW8,,,,Fatboy Slim ft. Bootsy Collins - Weapon Of Choice [Official 4k Video],Fatboy Slim,2010-05-21T18:34:42Z,PT3M46S,66227813,https://i.ytimg.com/vi/wCDIYvFmgW8/hqdefault.jpg,623910,20788,"['Weapon', 'Choice', 'Fatboy', 'Slim', 'Skint', 'Christopher', 'Walken', 'fat boy', 'norman cook', 'quentin', 'Spike Jonze', 'Spike Jones', 'Christopher Walken', 'dance', 'weapon of choice', '2000', 'Palookaville', 'LA', 'Los Angeles', 'Viral', 'meme', 'You Can Do This', 'sly and the family stone', 'Bootsy Collins', 'william bootsy collins', 'Into My Own Thing', 'Chambers Brothers', 'Weapon Of Choice', 'Fatboy Slim', 'halfway between the gutter and the stars', 'Marriott Hotel', '2001 MTV Music Awards', '2001 mtv music awards', 'choreography', 'rowland rivron']",66.2M,624K,20.8K,03:46,2010-05-21,3.95K
Yeah Yeah Yeahs - Maps [Indie Rock],Yeah Yeah Yeahs - Maps (Official Music Video),2023-02-23,0.92,3486.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Yeah Yeah Yeahs - Maps (Official Music Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/oIIxlgcuQRU?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Yeah Yeah Yeahs - Maps (Official Music Video)""></iframe>', 'author_name': 'YeahYeahYeahsVEVO', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/oIIxlgcuQRU/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@YeahYeahYeahsVEVO'}}",Yeah Yeah Yeahs,Maps,Yeah Yeah Yeahs,Maps,indie rock,youtube,,https://www.youtube.com/watch?v=oIIxlgcuQRU,oIIxlgcuQRU,,,,Yeah Yeah Yeahs - Maps (Official Music Video),YeahYeahYeahsVEVO,2009-06-17T05:21:51Z,PT4M21S,78943958,https://i.ytimg.com/vi/oIIxlgcuQRU/hqdefault.jpg,445228,19175,"['Yeah', 'Yeahs', 'Interscope']",78.9M,445K,19.2K,04:21,2009-06-17,3.49K
Conor Ryan Hennessy -- East Palestine Ohio [indie folk] (2023),East Palestine Ohio,2023-02-20,0.91,640.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'East Palestine Ohio', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/wfchikpfXAU?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""East Palestine Ohio""></iframe>', 'author_name': 'ConorRyanHennessy', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/wfchikpfXAU/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@conorryanhennessy1671'}}",Conor Ryan Hennessy,East Palestine Ohio,,,indie folk,youtube,,https://www.youtube.com/watch?v=wfchikpfXAU,wfchikpfXAU,,,,East Palestine Ohio,ConorRyanHennessy,2023-02-17T19:19:44Z,PT3M51S,7283,https://i.ytimg.com/vi/wfchikpfXAU/hqdefault.jpg,258,24,,7.28K,258,24,03:51,2023-02-17,640
Generación Suicida - Desaparecer [Punk] (2021),Generación Suicida - Desaparecer (Live on KEXP),2023-02-21,0.92,554.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Generación Suicida - Desaparecer (Live on KEXP)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/MEI4dka_TFg?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Generación Suicida - Desaparecer (Live on KEXP)""></iframe>', 'author_name': 'KEXP', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/MEI4dka_TFg/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@kexp'}}",Generación Suicida,Desaparecer,Generación Suicida,Desaparecer,punk,youtube,,https://www.youtube.com/watch?v=MEI4dka_TFg,MEI4dka_TFg,,,,Generación Suicida - Desaparecer (Live on KEXP),KEXP,2021-10-07T11:00:22Z,PT3M4S,356625,https://i.ytimg.com/vi/MEI4dka_TFg/hqdefault.jpg,11312,415,"['find new music', 'music discovery', 'latest bands', 'live performance', 'studio session', 'studio performance', 'live version', 'live recording', 'in studio', 'instudio', 'KEXP', 'kexp fm', 'live music', 'livemusic', 'concert streaming', 'online concert', 'virtual concert', 'Desaparecer', 'Generación Suicida live', 'Generación Suicida', 'Los Angeles', 'Sonic Reducer']",357K,11.3K,415,03:04,2021-10-07,554
Ol' Dirty Bastard - Shimmy Shimmy Ya [Hip Hop],Shimmy Shimmy Ya,2023-02-23,0.93,337.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Shimmy Shimmy Ya', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/bB1RYVMBqQg?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Shimmy Shimmy Ya""></iframe>', 'author_name': ""Ol' Dirty Bastard - Topic"", 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/bB1RYVMBqQg/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCrYJAAly5ySwMg0t-LC1r0Q'}}",Ol Dirty Bastard,Shimmy Shimmy Ya,,,hip hop,youtube,,https://www.youtube.com/watch?v=bB1RYVMBqQg,bB1RYVMBqQg,,,,Shimmy Shimmy Ya,Ol' Dirty Bastard - Topic,2014-11-08T18:04:27Z,PT2M42S,8675684,https://i.ytimg.com/vi/bB1RYVMBqQg/hqdefault.jpg,151543,528,"[""Ol' Dirty Bastard"", 'Return to the 36 Chambers: The Dirty Version', 'Shimmy Shimmy Ya']",8.68M,152K,528,02:42,2014-11-08,337
Juicy Lemon Club - Like The Morning Never Comes [Soul] (2023),Like the Morning Never Comes - Juicy Lemon Club (Live from the Livingroom),2023-02-21,0.9,312.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Like the Morning Never Comes - Juicy Lemon Club (Live from the Livingroom)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/KSd5Y4_W5kY?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Like the Morning Never Comes - Juicy Lemon Club (Live from the Livingroom)""></iframe>', 'author_name': 'Juicy Lemon Club', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/KSd5Y4_W5kY/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@JuicyLemonClub'}}",Juicy Lemon Club,Like The Morning Never Comes,Like the Morning Never Comes,Juicy Lemon Club,soul,youtube,,https://www.youtube.com/watch?v=KSd5Y4_W5kY,KSd5Y4_W5kY,,,,Like the Morning Never Comes - Juicy Lemon Club (Live from the Livingroom),Juicy Lemon Club,2023-02-03T17:00:07Z,PT4M55S,3440,https://i.ytimg.com/vi/KSd5Y4_W5kY/hqdefault.jpg,185,23,,3.44K,185,23,04:55,2023-02-03,312
Betty Machete and the Angry Cougars — Don’t Stop [punk](2023),Angry Cougars - Don't Stop video,2023-02-24,0.87,199.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': ""Angry Cougars - Don't Stop video"", 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/9-DK0cerNmQ?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Angry Cougars - Don&#39;t Stop video""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'version': '1.0', 'author_name': 'Angry Cougars - raw rock action!', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/9-DK0cerNmQ/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@angrycougars-rawrockaction7008'}, 'type': 'youtube.com'}",Betty Machete and the Angry Cougars,Don’t Stop,Angry Cougars,Don't Stop,punk,youtube,,https://www.youtube.com/watch?v=9-DK0cerNmQ,9-DK0cerNmQ,,,,Angry Cougars - Don't Stop video,Angry Cougars - raw rock action!,2023-02-09T05:00:05Z,PT1M8S,2262,https://i.ytimg.com/vi/9-DK0cerNmQ/hqdefault.jpg,72,15,,2.26K,72,15,01:08,2023-02-09,199
Cicada Rhythm -- Dirty Hound [Folk] (2015),"Cicada Rhythm - ""Dirty Hound"" [Official Video]",2023-02-22,0.88,167.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Cicada Rhythm - ""Dirty Hound"" [Official Video]', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/FizEOwAx9yw?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""Cicada Rhythm - &quot;Dirty Hound&quot; [Official Video]""></iframe>', 'author_name': 'Normaltown Records', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/FizEOwAx9yw/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@NormaltownRecords'}}",Cicada Rhythm,Dirty Hound,Cicada Rhythm,Dirty Hound,folk,youtube,,https://www.youtube.com/watch?v=FizEOwAx9yw,FizEOwAx9yw,,,,"Cicada Rhythm - ""Dirty Hound"" [Official Video]",Normaltown Records,2017-04-06T14:38:04Z,PT3M49S,24778,https://i.ytimg.com/vi/FizEOwAx9yw/hqdefault.jpg,327,16,"['Cicada Rhythm', 'Dirty Hound', 'Athens', 'GA', 'folk', 'americana']",24.8K,327,16,03:49,2017-04-06,167
Portrayal of Guilt - Audiotree Live Session [Black Metal/Noise/Hardcore] (2019),portrayal of guilt on Audiotree Live (Full Session),2023-02-18,0.88,149.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'portrayal of guilt on Audiotree Live (Full Session)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/_6X1vseYz9U?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen title=""portrayal of guilt on Audiotree Live (Full Session)""></iframe>', 'author_name': 'Audiotree', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/_6X1vseYz9U/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@audiotree'}}",Portrayal of Guilt,Audiotree Live Session,,,"black metal, noise, hardcore",youtube,,https://www.youtube.com/watch?v=_6X1vseYz9U,_6X1vseYz9U,,,,portrayal of guilt on Audiotree Live (Full Session),Audiotree,2019-03-12T14:58:08Z,PT21M14S,162802,https://i.ytimg.com/vi/_6X1vseYz9U/hqdefault.jpg,4811,374,"['audiotree live', 'in studio recording', 'chicago', 'illinois', 'audiotree', 'audio tree', 'audio', 'tree', 'live', 'audiotree.tv', 'canon C300', 'Portrayal of Guilt', 'let pain be your guide', 'Austin', 'Texas', 'black metal', 'metal', 'hardcore', 'Daymare', 'Chamber of Misery', 'the one', 'humanity is frail', 'death is gentle', 'the nihilist', 'the hunger', 'your war', 'holy roar records']",163K,4.81K,374,21:14,2019-03-12,149
