r_title,r_post_song,r_post_artist,r_media_song,r_media_artist,sp_song,sp_artist,r_genres,sp_genres,r_media_title,r_post_date,r_upvote_ratio,r_score,bc_embed_link,link_source,sc_embed_link,sc_link,sp_link,yt_link,yt_video_id,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_artist_popularity,sp_follower_count
JINJER - Pisces (Live Session) [metalcore],Pisces,JINJER,Pisces,JINJER,Pisces,Jinjer,metalcore,'slayer',JINJER - Pisces (Live Session) | Napalm Records,2023-01-29,25.7,1358.0,,youtube,,,,https://www.youtube.com/watch?v=SQNtGoM3FVU,SQNtGoM3FVU,5t8NXa2fugcTPsTfhVILmS,84.9,-578.8,A,-5.788,0.0,60.0,3.76,1.74,0.2,7.45,140,audio_features,spotify:track:5t8NXa2fugcTPsTfhVILmS,https://api.spotify.com/v1/tracks/5t8NXa2fugcTPsTfhVILmS,https://api.spotify.com/v1/audio-analysis/5t8NXa2fugcTPsTfhVILmS,05:05,1.0,https://i.scdn.co/image/ab67616d0000b273ae9f1930ffcc30a63f45e0bd,2016-07-29,2016.0,False,56.0,,55,533622
Megadeth - Tornado of Souls [Thrash Metal],Tornado of Souls,Megadeth,,,Tornado Of Souls - Remastered 2004,Megadeth,thrash metal,"'alternative metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal'",Tornado Of Souls,2023-01-30,36.1,1122.0,,youtube,,,,https://www.youtube.com/watch?v=L8HhOMNrulE,L8HhOMNrulE,4E5xVW505akJX0wcKj8Mpd,98.2,-354.7,G,-3.547,1.0,51.9,10.8,0.2,0.06,9.71,97,audio_features,spotify:track:4E5xVW505akJX0wcKj8Mpd,https://api.spotify.com/v1/tracks/4E5xVW505akJX0wcKj8Mpd,https://api.spotify.com/v1/audio-analysis/4E5xVW505akJX0wcKj8Mpd,05:19,4.0,https://i.scdn.co/image/ab67616d0000b273be9fa5a89479b6af481938a0,1990-10-04,1990.0,False,65.0,,72,4468609
Milk for the Angry - Doors of Dismay [Psychedelic Pop/Garage Pop] (2023),Doors of Dismay,Milk for the Angry,Doors of Dismay,Milk For The Angry,Doors of Dismay,Milk for the Angry,"psychedelic pop, garage pop",,Milk For The Angry - Doors of Dismay (OFFICIAL VIDEO),2023-01-27,30.8,467.0,,youtube,,,,https://www.youtube.com/watch?v=0xhaFFgN-GQ,0xhaFFgN-GQ,6cEIDN0AXM2DbVByEyyYPY,61.3,-710.1,G,-7.101,1.0,39.6,3.1,33.6,0.0,11.1,174,audio_features,spotify:track:6cEIDN0AXM2DbVByEyyYPY,https://api.spotify.com/v1/tracks/6cEIDN0AXM2DbVByEyyYPY,https://api.spotify.com/v1/audio-analysis/6cEIDN0AXM2DbVByEyyYPY,03:28,4.0,https://i.scdn.co/image/ab67616d0000b27386ae7c9cab8ae8feb9434f54,2023-01-27,2023.0,False,9.0,https://p.scdn.co/mp3-preview/11083f758efaba36bcd99494abba0f941c223d10?cid=484c8fc1e0c54669ac770f80991a8280,7,549
Silversun Pickups - Panic Switch [Rock],Panic Switch,Silversun Pickups,Panic Switch,Silversun Pickups,Panic Switch,Silversun Pickups,rock,"'alternative rock', 'indie rock', 'la indie', 'modern rock', 'rock'",Silversun Pickups - Panic Switch (Official Video),2023-01-30,54.9,464.0,,youtube,,,,https://www.youtube.com/watch?v=AG8fugqFn9Q,AG8fugqFn9Q,597i9UhHbW8hHgBUp8Tm54,88.5,-462.3,F,-4.623,0.0,16.3,7.25,0.02,1.21,22.8,198,audio_features,spotify:track:597i9UhHbW8hHgBUp8Tm54,https://api.spotify.com/v1/tracks/597i9UhHbW8hHgBUp8Tm54,https://api.spotify.com/v1/audio-analysis/597i9UhHbW8hHgBUp8Tm54,05:43,3.0,https://i.scdn.co/image/ab67616d0000b2738d0eb44cc24ff6e7ab652f76,2009-04-14,2009.0,False,53.0,https://p.scdn.co/mp3-preview/e5d98074391ce9d8382dfdaa6d56a91f82a5a84a?cid=484c8fc1e0c54669ac770f80991a8280,57,595468
The Offspring - The Kids Aren't Alright [punk rock] (1998),The Kids Arent Alright,The Offspring,The Kids Arent Alright,The Offspring,The Kids Aren't Alright,The Offspring,punk rock,"'alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk'",The Offspring - The Kids Aren't Alright (Official Music Video),2023-01-31,76.6,441.0,,youtube,,,,https://www.youtube.com/watch?v=7iNbnineUCI,7iNbnineUCI,4EchqUKQ3qAQuRNKmeIpnf,94.3,-420.3,D,-4.203,1.0,52.3,3.37,0.7,0.0,5.79,99,audio_features,spotify:track:4EchqUKQ3qAQuRNKmeIpnf,https://api.spotify.com/v1/tracks/4EchqUKQ3qAQuRNKmeIpnf,https://api.spotify.com/v1/audio-analysis/4EchqUKQ3qAQuRNKmeIpnf,03:00,4.0,https://i.scdn.co/image/ab67616d0000b273cbd2ee7dff77bfb2b5f0af52,1998-11-16,1998.0,False,78.0,,77,4878775
"Baiuca, Xosé Lois Romero and Aliboria - Caroi [ Galician Folk ] (2021)",Caroi,"Baiuca, Xosé Lois Romero and Aliboria",Caroi,"Baiuca, Xosé Lois Romero y Aliboria",Caroi,Baiuca, galician folk ,'galician rock',"Baiuca, Xosé Lois Romero y Aliboria - ""Caroi"" (Un país para escucharlo)",2023-01-28,32.4,378.0,,youtube,,,,https://www.youtube.com/watch?v=EVNoYWdNs50,EVNoYWdNs50,0exn03hPekaqYqmwSMmcIr,87.1,-731.6,Db/C#,-7.316,1.0,68.5,3.87,0.48,49.3,9.16,123,audio_features,spotify:track:0exn03hPekaqYqmwSMmcIr,https://api.spotify.com/v1/tracks/0exn03hPekaqYqmwSMmcIr,https://api.spotify.com/v1/audio-analysis/0exn03hPekaqYqmwSMmcIr,03:35,3.0,https://i.scdn.co/image/ab67616d0000b273799692e2d1811090579cf5d8,2019-02-13,2019.0,False,26.0,https://p.scdn.co/mp3-preview/994751fea7b79acde726cd3963743106a69ffab6?cid=484c8fc1e0c54669ac770f80991a8280,47,49436
Maha - We Mesheet [arabic pop] (1980),We Mesheet,Maha,,,We Mesheet,Maha,arabic pop,"'alternative r&b', 'indie anthem-folk', 'indie r&b', 'neo soul', 'pop', 'r&b', 'uk contemporary r&b'",We Mesheet,2023-01-26,45.4,274.0,,youtube,,,,https://www.youtube.com/watch?v=4mlxanx0Kbk,4mlxanx0Kbk,6C58oNRePNZkBYDnY7kgNP,62.9,-732.5,D,-7.325,1.0,33.1,3.21,23.9,0.0,51.0,96,audio_features,spotify:track:6C58oNRePNZkBYDnY7kgNP,https://api.spotify.com/v1/tracks/6C58oNRePNZkBYDnY7kgNP,https://api.spotify.com/v1/audio-analysis/6C58oNRePNZkBYDnY7kgNP,04:21,4.0,https://i.scdn.co/image/ab67616d0000b273c4d48c6d9c2bdcc5f379f4ff,2022-10-10,2022.0,False,18.0,https://p.scdn.co/mp3-preview/9a2f47a2603e0c5c46a316501e0bf5e4aca27e49?cid=484c8fc1e0c54669ac770f80991a8280,67,842054
Chipped Nail Polish -- Rut [Indie Rock/Pop] (2023),Rut,Chipped Nail Polish,Rut,Chipped Nail Polish,Rut,Chipped Nail Polish,"indie rock, pop",,Chipped Nail Polish - Rut (Official Video),2023-01-29,64.4,270.0,,youtube,,,,https://www.youtube.com/watch?v=Sa9IZy9D7wI,Sa9IZy9D7wI,4E1SRXCS59rrMiG2KbT9FQ,65.5,-942.3,Db/C#,-9.423,1.0,58.4,3.86,50.3,38.5,7.7,76,audio_features,spotify:track:4E1SRXCS59rrMiG2KbT9FQ,https://api.spotify.com/v1/tracks/4E1SRXCS59rrMiG2KbT9FQ,https://api.spotify.com/v1/audio-analysis/4E1SRXCS59rrMiG2KbT9FQ,03:11,4.0,https://i.scdn.co/image/ab67616d0000b273960f9afc86ea1899971c0996,2023-01-13,2023.0,True,23.0,https://p.scdn.co/mp3-preview/b88e9a69baca7893b82afc3517ac32739ee9c573?cid=484c8fc1e0c54669ac770f80991a8280,13,291
Catherine Wheel -- Fripp [Alternative Rock/Indie] (1993),Fripp,Catherine Wheel,,,Fripp,Catherine Wheel,"alternative rock, indie","'alternative pop', 'alternative rock', 'dream pop', 'grungegaze', 'nu gaze', 'shoegaze', 'spacegrunge'",Fripp,2023-01-30,8.79,236.0,,youtube,,,,https://www.youtube.com/watch?v=SKTFNTXWuoU,SKTFNTXWuoU,38WfEwJBUEemNNSkp1xBvD,32.7,-1424.7,E,-14.247,1.0,41.6,2.96,2.13,2.18,31.0,98,audio_features,spotify:track:38WfEwJBUEemNNSkp1xBvD,https://api.spotify.com/v1/tracks/38WfEwJBUEemNNSkp1xBvD,https://api.spotify.com/v1/audio-analysis/38WfEwJBUEemNNSkp1xBvD,07:34,4.0,https://i.scdn.co/image/ab67616d0000b273f95c8e87258659244f236d69,1993-07-20,1993.0,False,26.0,,37,48801
jizue -- Marten [Japanese Jazz] (2020),Marten,jizue,,,marten,jizue,japanese jazz,"'japanese jazz fusion', 'japanese post-rock', 'math rock', 'progressive jazz fusion'",marten,2023-01-30,66.5,214.0,,youtube,,,,https://www.youtube.com/watch?v=otpEQjJF_MQ,otpEQjJF_MQ,1Ne2In4h9afW7o4jwY015K,86.3,-676.3,A,-6.763,0.0,52.1,3.71,11.6,88.9,25.7,140,audio_features,spotify:track:1Ne2In4h9afW7o4jwY015K,https://api.spotify.com/v1/tracks/1Ne2In4h9afW7o4jwY015K,https://api.spotify.com/v1/audio-analysis/1Ne2In4h9afW7o4jwY015K,04:27,4.0,https://i.scdn.co/image/ab67616d0000b273e52ec559a2c140577eef4555,2020-09-09,2020.0,False,22.0,https://p.scdn.co/mp3-preview/d9d66a36b0b470a383643a8645da2cfeb6a3cefc?cid=484c8fc1e0c54669ac770f80991a8280,36,39140
Casino Versus Japan - Late for School [IDM] (1999),Late for School,Casino Versus Japan,,,Late for School,Casino Versus Japan,idm,"'ambient', 'deep idm', 'drill and bass', 'electronica', 'intelligent dance music'",Late for School,2023-01-29,37.7,202.0,,youtube,,,,https://www.youtube.com/watch?v=vpc0twtTvqw,vpc0twtTvqw,4FaC03hEfll2MzPQ5eHPTX,53.7,-1108.9,C,-11.089,1.0,65.3,3.48,0.64,85.5,15.1,100,audio_features,spotify:track:4FaC03hEfll2MzPQ5eHPTX,https://api.spotify.com/v1/tracks/4FaC03hEfll2MzPQ5eHPTX,https://api.spotify.com/v1/audio-analysis/4FaC03hEfll2MzPQ5eHPTX,06:16,4.0,https://i.scdn.co/image/ab67616d0000b2732ac02dab651547b6682547dd,1999-01-01,1999.0,False,20.0,https://p.scdn.co/mp3-preview/ae235c2d43b1858e618e432f1264286b04ec9e52?cid=484c8fc1e0c54669ac770f80991a8280,42,27958
The Offspring - All I Want [Punk Rock],All I Want,The Offspring,All I Want,The Offspring,All I Want,The Offspring,punk rock,"'alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk'",The Offspring - All I Want,2023-01-29,56.5,192.0,,youtube,,,,https://www.youtube.com/watch?v=8XT6rdJ4zLU,8XT6rdJ4zLU,717oSBYrcR8awQgUsmyE32,97.3,-338.9,Gb/F#,-3.389,0.0,20.5,12.4,1.0,0.0,39.3,172,audio_features,spotify:track:717oSBYrcR8awQgUsmyE32,https://api.spotify.com/v1/tracks/717oSBYrcR8awQgUsmyE32,https://api.spotify.com/v1/audio-analysis/717oSBYrcR8awQgUsmyE32,01:54,4.0,https://i.scdn.co/image/ab67616d0000b273ba12c467b8cc7eb3be9e7d8b,1997-02-04,1997.0,False,64.0,,77,4878775
John Lee Hooker - Boom Boom [Blues],Boom Boom,John Lee Hooker,Boom Boom,John Lee Hooker,Boom Boom,John Lee Hooker,blues,"'blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues'","John Lee Hooker - Boom Boom (from ""The Blues Brothers"")",2023-01-30,91.8,184.0,,youtube,,,,https://www.youtube.com/watch?v=nUUyFrHERpU,nUUyFrHERpU,2Mr1bGI2E10K7Mt1UJZ6Mw,45.5,-1420.7,Bb,-14.207,1.0,44.1,4.85,62.0,0.19,13.5,160,audio_features,spotify:track:2Mr1bGI2E10K7Mt1UJZ6Mw,https://api.spotify.com/v1/tracks/2Mr1bGI2E10K7Mt1UJZ6Mw,https://api.spotify.com/v1/audio-analysis/2Mr1bGI2E10K7Mt1UJZ6Mw,02:32,4.0,https://i.scdn.co/image/ab67616d0000b273a359e57b14e2961fd4b9764c,1962-01-01,1962.0,False,58.0,,59,789220
