r_title,r_post_song,r_post_artist,r_media_song,r_media_artist,sp_song,sp_artist,r_genres,sp_genres,r_media_title,r_post_date,r_upvote_ratio,r_score,bc_embed_link,link_source,sc_embed_link,sc_link,sp_link,yt_link,yt_video_id,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_artist_popularity,sp_follower_count
King Gizzard & The Lizard Wizard - Mars for the Rich [Rock/Thrash Metal],Mars for the Rich,King Gizzard & The Lizard Wizard,MARS FOR THE RICH,King Gizzard & The Lizard Wizard,Mars For The Rich,King Gizzard & The Lizard Wizard,"rock, thrash metal","'australian indie', 'australian psych', 'double drumming', 'microtonal', 'neo-psychedelic'",King Gizzard & The Lizard Wizard - MARS FOR THE RICH,2023-01-23,32.5,2778.0,,youtube,,,,https://www.youtube.com/watch?v=L9-z8IJg8_s,L9-z8IJg8_s,4lV1tx0EdlIChOw7Kz7fP0,88.5,-593.8,B/Cb,-5.938,0.0,26.9,9.48,2.9,79.5,13.2,129,audio_features,spotify:track:4lV1tx0EdlIChOw7Kz7fP0,https://api.spotify.com/v1/tracks/4lV1tx0EdlIChOw7Kz7fP0,https://api.spotify.com/v1/audio-analysis/4lV1tx0EdlIChOw7Kz7fP0,04:11,4.0,https://i.scdn.co/image/ab67616d0000b2739f20343552da5fab7cc4f897,2019-08-16,2019.0,False,44.0,https://p.scdn.co/mp3-preview/2cfe0e659b7f5c42cae93b743d5cb2364c38df67?cid=484c8fc1e0c54669ac770f80991a8280,66,913424
The Darkness - I Believe in a Thing Called Love [Hair Metal],I Believe in a Thing Called Love,The Darkness,I Believe In A Thing Called Love,The Darkness,I Believe in a Thing Called Love,The Darkness,hair metal,"'glam metal', 'hard rock', 'rock'",The Darkness - I Believe In A Thing Called Love (Official Music Video),2023-01-23,62.2,603.0,,youtube,,,,https://www.youtube.com/watch?v=tKjZuykKY1I,tKjZuykKY1I,756CJtQRFSxEx9jV4P9hpA,84.6,-521.4,E,-5.214,1.0,44.2,7.64,5.38,0.0,28.2,128,audio_features,spotify:track:756CJtQRFSxEx9jV4P9hpA,https://api.spotify.com/v1/tracks/756CJtQRFSxEx9jV4P9hpA,https://api.spotify.com/v1/audio-analysis/756CJtQRFSxEx9jV4P9hpA,03:37,4.0,https://i.scdn.co/image/ab67616d0000b273cfc0369fca487d12600962ec,2003-07-07,2003.0,False,70.0,https://p.scdn.co/mp3-preview/4b5089f6b227e4309262186340837ed65024831a?cid=484c8fc1e0c54669ac770f80991a8280,59,384490
Wildermiss - W.I.F.I. [Indie Rock] (2022),W.I.F.I.,Wildermiss,W.I.F.I.,Wildermiss,W.I.F.I.,Wildermiss,indie rock,'denver indie',"Wildermiss - ""W.I.F.I."" (Official Music Video)",2023-01-22,51.0,413.0,,youtube,,,,https://www.youtube.com/watch?v=ZGveFWX-DzA,ZGveFWX-DzA,0uCZL1ykWn0VI3g08huLJ4,64.3,-705.6,Bb,-7.056,0.0,61.5,4.07,1.44,2.24,9.05,94,audio_features,spotify:track:0uCZL1ykWn0VI3g08huLJ4,https://api.spotify.com/v1/tracks/0uCZL1ykWn0VI3g08huLJ4,https://api.spotify.com/v1/audio-analysis/0uCZL1ykWn0VI3g08huLJ4,03:22,4.0,https://i.scdn.co/image/ab67616d0000b273eda32601892cc971f58dcf38,2022-07-06,2022.0,False,33.0,https://p.scdn.co/mp3-preview/e4a3bf085fc101ab737dd6017ec979e3e72683db?cid=484c8fc1e0c54669ac770f80991a8280,31,9448
Shake the Baby Til the Love Comes Out -- Utility Myth (Live) [Math Rock / Instrumental] (2017),Utility Myth,Shake the Baby Til the Love Comes Out,Utility Myth - Live at the Anthill,Shake the Baby Til the Love Comes Out,Utility Myth,Shake the Baby Til the Love Comes Out,"math rock, instrumental",,Shake the Baby Til the Love Comes Out - Utility Myth - Live at the Anthill,2023-01-20,18.1,254.0,,youtube,,,,https://www.youtube.com/watch?v=RZt_Rr7glmY,RZt_Rr7glmY,6WLTKololTh2mazWbveqh1,96.7,-554.6,B/Cb,-5.546,0.0,37.0,35.2,1.21,88.4,40.3,113,audio_features,spotify:track:6WLTKololTh2mazWbveqh1,https://api.spotify.com/v1/tracks/6WLTKololTh2mazWbveqh1,https://api.spotify.com/v1/audio-analysis/6WLTKololTh2mazWbveqh1,03:40,4.0,https://i.scdn.co/image/ab67616d0000b2731bac98b98c5f3c47918d02d2,2019-12-27,2019.0,False,2.0,https://p.scdn.co/mp3-preview/75380574ca6a4096aea44bffed33606cfd0b2ad4?cid=484c8fc1e0c54669ac770f80991a8280,1,300
The Pom-Poms - Full Circle [Alternative/Synth-pop] (2018),Full Circle,The Pom-Poms,,,Full Circle,The Pom-Poms,"alternative, synth-pop","'escape room', 'hyperpop'",Full Circle,2023-01-23,48.8,240.0,,youtube,,,,https://www.youtube.com/watch?v=wsUeWf_y_5s,wsUeWf_y_5s,7GSfkeT2OcsPln1L8onHXm,80.2,-837.5,F,-8.375,0.0,70.6,6.79,5.43,31.5,16.3,137,audio_features,spotify:track:7GSfkeT2OcsPln1L8onHXm,https://api.spotify.com/v1/tracks/7GSfkeT2OcsPln1L8onHXm,https://api.spotify.com/v1/audio-analysis/7GSfkeT2OcsPln1L8onHXm,03:41,4.0,https://i.scdn.co/image/ab67616d0000b273788ef20d2b3def556b5ad5b2,2018-09-28,2018.0,True,48.0,https://p.scdn.co/mp3-preview/3e118352cfab75d904878105f28c14c0c114f6c4?cid=484c8fc1e0c54669ac770f80991a8280,40,20006
"Repulsion - Black Breath [death/thrash metal/grindcore, USA] (1989)",Black Breath,Repulsion,,,Black Breath,Repulsion,"death, thrash metal, grindcore, usa","'american grindcore', 'crust punk', 'death metal', 'deathgrind', 'goregrind', 'grindcore', 'thrash core', 'voidgrind'",Black Breath,2023-01-23,10.5,232.0,,youtube,,,,https://www.youtube.com/watch?v=rPv6RqKgqHk,rPv6RqKgqHk,1C2uL5Zc9J3USenpEw5VbJ,99.8,-169.8,Ab,-1.698,1.0,40.4,13.6,0.0,86.3,5.86,115,audio_features,spotify:track:1C2uL5Zc9J3USenpEw5VbJ,https://api.spotify.com/v1/tracks/1C2uL5Zc9J3USenpEw5VbJ,https://api.spotify.com/v1/audio-analysis/1C2uL5Zc9J3USenpEw5VbJ,02:16,4.0,https://i.scdn.co/image/ab67616d0000b273505deb74491880b010891985,2003-02-04,2003.0,False,32.0,https://p.scdn.co/mp3-preview/d0a69cbd80137b95072a43747d3e847afdb67ffc?cid=484c8fc1e0c54669ac770f80991a8280,28,34817
Faith No More - Surprise! You’re Dead! [Rock/Hard Rock],Surprise! You’re Dead!,Faith No More,Surprise Youre Dead,Faith No More,Surprise! You're Dead!,Faith No More,"rock, hard rock","'alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'hard rock', 'nu metal', 'rap metal', 'rap rock', 'rock'",Faith No More - Surprise You're Dead [Official Music Video],2023-01-24,70.7,197.0,,youtube,,,,https://www.youtube.com/watch?v=eG4AawcYdSE,eG4AawcYdSE,1Iw3wchVrb4rahrtYqcdW6,93.8,-722.1,E,-7.221,0.0,49.3,8.19,0.0,1.59,12.1,94,audio_features,spotify:track:1Iw3wchVrb4rahrtYqcdW6,https://api.spotify.com/v1/tracks/1Iw3wchVrb4rahrtYqcdW6,https://api.spotify.com/v1/audio-analysis/1Iw3wchVrb4rahrtYqcdW6,02:26,4.0,https://i.scdn.co/image/ab67616d0000b273e081ef6de656ee714788ea0d,1989-01-01,1989.0,False,49.0,https://p.scdn.co/mp3-preview/cfc15b825396045616d942345d0bef300a19a97c?cid=484c8fc1e0c54669ac770f80991a8280,64,1623622
Farhad Mehrad -- Shahbane [1970s Iranian Psychadelic Rock] (1974),Shahbane,Farhad Mehrad,Shahbaneh فرهاد مهراد - شبانه,Farhad Mehrad,Shabaneh 2,Farhad Mehrad,1970s iranian psychadelic rock,"'classic persian pop', 'persian alternative'",Farhad Mehrad - Shahbaneh فرهاد مهراد - شبانه,2023-01-23,53.4,195.0,,youtube,,,,https://www.youtube.com/watch?v=fgPkNMOpIdw,fgPkNMOpIdw,3CyC1jkJInuqblMB9H7ECC,48.8,-778.3,Bb,-7.783,0.0,37.8,2.93,67.5,0.0,10.1,149,audio_features,spotify:track:3CyC1jkJInuqblMB9H7ECC,https://api.spotify.com/v1/tracks/3CyC1jkJInuqblMB9H7ECC,https://api.spotify.com/v1/audio-analysis/3CyC1jkJInuqblMB9H7ECC,04:33,3.0,https://i.scdn.co/image/ab67616d0000b273ae02b7f7a7aa5f26371d273a,1990-01-01,1990.0,False,28.0,https://p.scdn.co/mp3-preview/bca1df5d71d9905216b17c5b5276836ad94d555b?cid=484c8fc1e0c54669ac770f80991a8280,36,37008
"Crosby, Stills and Nash - Suite: Judy Blue Eyes [Folk/Rock]",Suite: Judy Blue Eyes,"Crosby, Stills and Nash",Judy Blue Eyes,Suite,Suite: Judy Blue Eyes - 2005 Remaster,"Crosby, Stills & Nash","folk, rock","'album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock'",Suite: Judy Blue Eyes (2005 Remaster),2023-01-24,30.0,189.0,,youtube,,,,https://www.youtube.com/watch?v=OvGfQCsfzUo,OvGfQCsfzUo,2PuUFT13yCzUOZun94WOXv,36.4,-1312.6,A,-13.126,1.0,45.8,4.31,46.7,0.0,19.7,154,audio_features,spotify:track:2PuUFT13yCzUOZun94WOXv,https://api.spotify.com/v1/tracks/2PuUFT13yCzUOZun94WOXv,https://api.spotify.com/v1/audio-analysis/2PuUFT13yCzUOZun94WOXv,07:24,4.0,https://i.scdn.co/image/ab67616d0000b273a32339b8818323380682a889,1969-05-29,1969.0,False,63.0,https://p.scdn.co/mp3-preview/7caf425ad0f847b8e3ba33598d1d25ad06c3dd87?cid=484c8fc1e0c54669ac770f80991a8280,64,1688136
The Hot House West Swing Orchestra – I’m an old cowhand [swing/big band] (2023),I’m an old cowhand,The Hot House West Swing Orchestra,,,I'm an Old Cowhand,Sonny Rollins,"swing, big band","'bebop', 'big band', 'contemporary post-bop', 'free jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone'",I'm an Old Cowhand– The Hot House West Swing Orchestra,2023-01-20,72.1,147.0,,youtube,,,,https://www.youtube.com/watch?v=cVmQr6jsZxQ,cVmQr6jsZxQ,6VRSZGxuhPGOCgUUAnAaUw,23.8,-1667.7,C,-16.677,1.0,53.8,13.6,10.5,4.82,10.4,171,audio_features,spotify:track:6VRSZGxuhPGOCgUUAnAaUw,https://api.spotify.com/v1/tracks/6VRSZGxuhPGOCgUUAnAaUw,https://api.spotify.com/v1/audio-analysis/6VRSZGxuhPGOCgUUAnAaUw,05:43,4.0,https://i.scdn.co/image/ab67616d0000b273233cb613eefd330f8e8aefc6,1957-01-01,1957.0,False,42.0,,52,316022
Billy Strings - Dust in a baggie [Folk],Dust in a baggie,Billy Strings,Billy Strings,Dust in a Baggie,Dust in a Baggie,Billy Strings,folk,"'jam band', 'jamgrass'",Dust in a Baggie - Billy Strings,2023-01-25,65.3,136.0,,youtube,,,,https://www.youtube.com/watch?v=VFEZOjtrwls,VFEZOjtrwls,2Lk8XTulavagQOrYqFpGB8,77.6,-705.1,G,-7.051,1.0,51.9,3.09,25.2,0.0,15.7,137,audio_features,spotify:track:2Lk8XTulavagQOrYqFpGB8,https://api.spotify.com/v1/tracks/2Lk8XTulavagQOrYqFpGB8,https://api.spotify.com/v1/audio-analysis/2Lk8XTulavagQOrYqFpGB8,02:54,4.0,https://i.scdn.co/image/ab67616d0000b27388e576ba8eb066866bfacf39,2016-06-10,2016.0,False,58.0,https://p.scdn.co/mp3-preview/bbfa2c8dbeff75993feaf7fc5e681e9aaae4ee24?cid=484c8fc1e0c54669ac770f80991a8280,60,267133
OK Glass -- Chemtrail Mist [alternative rock] (2021),Chemtrail Mist,OK Glass,,,Chemtrail Mist,OK Glass,alternative rock,,CHEMTRAIL MIST by OK GLASS,2023-01-21,77.4,127.0,,youtube,,,,https://www.youtube.com/watch?v=Zqo2GsBC10Q,Zqo2GsBC10Q,5TL5VLJjxT5QfXwiW0jVyk,54.8,-837.8,G,-8.378,0.0,81.5,4.83,53.6,0.0,8.68,122,audio_features,spotify:track:5TL5VLJjxT5QfXwiW0jVyk,https://api.spotify.com/v1/tracks/5TL5VLJjxT5QfXwiW0jVyk,https://api.spotify.com/v1/audio-analysis/5TL5VLJjxT5QfXwiW0jVyk,01:56,4.0,https://i.scdn.co/image/ab67616d0000b2736c9ec4348d50adf793447274,2021-01-13,2021.0,False,5.0,https://p.scdn.co/mp3-preview/b378f157a37c130f1a4878ff8b612c793effd16e?cid=484c8fc1e0c54669ac770f80991a8280,6,235
