r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link_x,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,track_id,sp_song,sp_artist,id,sp_link_y,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview,sp_genres,sp_artist_popularity,sp_follower_count
The Ting Tings - That's Not My Name [Indie Pop],The Ting Tings - That's Not My Name (Official Video),2023-03-11,0.88,5167.0,The Ting Tings,Thats Not My Name,The Ting Tings,Thats Not My Name,indie pop,youtube,,https://www.youtube.com/watch?v=v1c2OfAzDTI,v1c2OfAzDTI,,,,,That's Not My Name,The Ting Tings,2DNdEpV9UnsYjL6w1Dp1aS,,0.755,0.901,9.0,-3.152,1.0,0.0893,0.0451,0.0373,0.363,0.959,145.042,audio_features,spotify:track:2DNdEpV9UnsYjL6w1Dp1aS,https://api.spotify.com/v1/tracks/2DNdEpV9UnsYjL6w1Dp1aS,https://api.spotify.com/v1/audio-analysis/2DNdEpV9UnsYjL6w1Dp1aS,310573.0,4.0,https://i.scdn.co/image/ab67616d0000b273ec6fe061998b64d43e81987c,2008-07-29,2008.0,False,45.0,https://p.scdn.co/mp3-preview/7581d37ad411cfa1c671605798429c2adc0c3052?cid=484c8fc1e0c54669ac770f80991a8280,"'alternative dance', 'dance pop', 'dance-punk', 'electropop', 'new rave'",53,392052
Brockhoff -- Sharks [indie rock] (2022),BROCKHOFF - Sharks [Official Video],2023-03-10,0.95,1116.0,Brockhoff,Sharks,BROCKHOFF,Sharks,indie rock,youtube,,https://www.youtube.com/watch?v=C6YGoQq5WK8,C6YGoQq5WK8,,,,,Sharks,BROCKHOFF,4QZa3y2uKeSl92MkYKZLlf,,0.499,0.806,2.0,-7.753,1.0,0.0285,7.76e-05,0.679,0.0665,0.61,141.966,audio_features,spotify:track:4QZa3y2uKeSl92MkYKZLlf,https://api.spotify.com/v1/tracks/4QZa3y2uKeSl92MkYKZLlf,https://api.spotify.com/v1/audio-analysis/4QZa3y2uKeSl92MkYKZLlf,168970.0,4.0,https://i.scdn.co/image/ab67616d0000b273eae32dd89705e30e93adea46,2022-04-22,2022.0,False,30.0,https://p.scdn.co/mp3-preview/7d01575314d72a0402d2c8cb00948bf7a1be6fab?cid=484c8fc1e0c54669ac770f80991a8280,,25,2346
Billy Strings - Ain't Nothing to Me [Bluegrass],Ain't Nothing to Me - Billy Strings,2023-03-13,0.95,345.0,Billy Strings,Aint Nothing to Me,,,bluegrass,youtube,,https://www.youtube.com/watch?v=qWNIpAtgWGw,qWNIpAtgWGw,,,,,Way Downtown,Billy Strings,6sXXLZRRKvblCsVPQGg0Se,,0.512,0.783,4.0,-7.437,1.0,0.0306,0.477,0.00047,0.275,0.952,138.128,audio_features,spotify:track:6sXXLZRRKvblCsVPQGg0Se,https://api.spotify.com/v1/tracks/6sXXLZRRKvblCsVPQGg0Se,https://api.spotify.com/v1/audio-analysis/6sXXLZRRKvblCsVPQGg0Se,187013.0,4.0,https://i.scdn.co/image/ab67616d0000b273f7cd8ba9fe341b6afa6f49c8,2022-11-18,2022.0,False,41.0,,"'jam band', 'jamgrass'",62,278080
The Offspring - Come Out And Play [Alternative/Punk],"The Offspring - ""Come Out And Play""",2023-03-12,0.94,235.0,The Offspring,Come Out And Play,The Offspring,Come Out And Play,"alternative, punk",youtube,,https://www.youtube.com/watch?v=1jOk8dk-qaU,1jOk8dk-qaU,,,,,Come Out and Play,The Offspring,5JJDu0Z5DKe7mR31MGksSg,,0.519,0.77,7.0,-8.788,1.0,0.0809,0.0675,3.48e-06,0.0762,0.921,158.29,audio_features,spotify:track:5JJDu0Z5DKe7mR31MGksSg,https://api.spotify.com/v1/tracks/5JJDu0Z5DKe7mR31MGksSg,https://api.spotify.com/v1/audio-analysis/5JJDu0Z5DKe7mR31MGksSg,197800.0,4.0,https://i.scdn.co/image/ab67616d0000b2730158cbde70672dd821972907,1994-04-08,1994.0,False,69.0,https://p.scdn.co/mp3-preview/03dbbaa0e6d23eb0009d40f5896f67873132ff0f?cid=484c8fc1e0c54669ac770f80991a8280,"'alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk'",78,4932315
Prince and The Revolution - Purple Rain [Pop],"Prince and The Revolution - Purple Rain (Live in Syracuse, March 30, 1985)",2023-03-11,0.91,227.0,Prince and The Revolution,Purple Rain,Prince and The Revolution,Purple Rain,pop,youtube,,https://www.youtube.com/watch?v=bm03wqLY3Nc,bm03wqLY3Nc,,,,,Purple Rain,Prince,54X78diSLoUDI3joC2bjMz,,0.367,0.452,10.0,-10.422,1.0,0.0307,0.0353,0.00228,0.689,0.189,113.066,audio_features,spotify:track:54X78diSLoUDI3joC2bjMz,https://api.spotify.com/v1/tracks/54X78diSLoUDI3joC2bjMz,https://api.spotify.com/v1/audio-analysis/54X78diSLoUDI3joC2bjMz,520787.0,4.0,https://i.scdn.co/image/ab67616d0000b273d52bfb90ee8dfeda8378b99b,1984-06-25,1984.0,False,72.0,https://p.scdn.co/mp3-preview/0f35470724b760a0d96d34e7be3fe8ddb6dcd6f4?cid=484c8fc1e0c54669ac770f80991a8280,"'funk', 'funk rock', 'minneapolis sound', 'synth funk'",73,6644900
Sol Althea -- Aluna [electro pop] (2020),Sol Althea - Aluna,2023-03-12,0.92,213.0,Sol Althea,Aluna,Sol Althea,Aluna,electro pop,youtube,,https://www.youtube.com/watch?v=I_j7PWtUfxg,I_j7PWtUfxg,,,,,Aluna,Sol Althea,0ityftvFzPVMrY1xqyrooH,,0.686,0.751,8.0,-8.999,1.0,0.0556,0.149,0.0102,0.315,0.216,95.009,audio_features,spotify:track:0ityftvFzPVMrY1xqyrooH,https://api.spotify.com/v1/tracks/0ityftvFzPVMrY1xqyrooH,https://api.spotify.com/v1/audio-analysis/0ityftvFzPVMrY1xqyrooH,212000.0,4.0,https://i.scdn.co/image/ab67616d0000b27360d39dbe0d1c3bdb7df80893,2020-06-26,2020.0,False,0.0,https://p.scdn.co/mp3-preview/404fb4334cf809b9b835baf96fcb5cdffd612fa3?cid=484c8fc1e0c54669ac770f80991a8280,,11,65
"Subway Suck - I Sold My Ass For Rock 'n' Roll [Trondheim, Norway ; Punk] (1977)",Subway Suck - I Sold My Ass For Rock'n'Roll,2023-03-09,0.92,207.0,Subway Suck,I Sold My Ass For Rock n Roll,Subway Suck,I Sold My Ass For Rock'n'Roll,"trondheim, norway ; punk",youtube,,https://www.youtube.com/watch?v=ipTJzgD5cWk,ipTJzgD5cWk,,,,,I Sold My Soul To The Devil For A Glock With A Switch,Bleed The Wicked Menace,4fQk2VpLdYFIp0A2JkD4ZM,,0.711,0.531,6.0,-9.397,1.0,0.304,0.428,6.56e-06,0.137,0.296,140.051,audio_features,spotify:track:4fQk2VpLdYFIp0A2JkD4ZM,https://api.spotify.com/v1/tracks/4fQk2VpLdYFIp0A2JkD4ZM,https://api.spotify.com/v1/audio-analysis/4fQk2VpLdYFIp0A2JkD4ZM,82940.0,4.0,https://i.scdn.co/image/ab67616d0000b2730b7f14b72bb91cd530cd2b39,2023-01-21,2023.0,True,28.0,https://p.scdn.co/mp3-preview/9535eceeed7d6ff81caadbac95fe6149af39de92?cid=484c8fc1e0c54669ac770f80991a8280,'dark trap',54,4572
TRUSTcompany - Downfall [Metal],TRUSTcompany - Downfall (Official Video),2023-03-12,0.9,185.0,TRUSTcompany,Downfall,TRUSTcompany,Downfall,metal,youtube,,https://www.youtube.com/watch?v=BE_0m5OkyN4,BE_0m5OkyN4,,,,,Downfall,TRUSTcompany,76xddM2irVQCbuBoVbaElZ,,0.31,0.94,6.0,-3.395,1.0,0.106,0.000106,2.21e-06,0.205,0.454,128.682,audio_features,spotify:track:76xddM2irVQCbuBoVbaElZ,https://api.spotify.com/v1/tracks/76xddM2irVQCbuBoVbaElZ,https://api.spotify.com/v1/audio-analysis/76xddM2irVQCbuBoVbaElZ,191373.0,5.0,https://i.scdn.co/image/ab67616d0000b27388b917f8858ff133bf8ab09a,2002-07-22,2002.0,False,59.0,,"'alabama metal', 'alternative metal', 'christian rock', 'industrial metal', 'nu metal', 'post-grunge', 'rap rock'",51,126161
Willro -- Neptune [SynthPop] (2023),willro - Neptune (Audio Only),2023-03-10,0.92,172.0,Willro,Neptune,willro,Neptune,synthpop,youtube,,https://www.youtube.com/watch?v=eZFsvXxXuNk,eZFsvXxXuNk,,,,,Neptune,willro,76EPrXnYlY3Nbfm8kNfzal,,0.453,0.495,0.0,-10.056,1.0,0.127,0.632,0.000112,0.102,0.329,181.97,audio_features,spotify:track:76EPrXnYlY3Nbfm8kNfzal,https://api.spotify.com/v1/tracks/76EPrXnYlY3Nbfm8kNfzal,https://api.spotify.com/v1/audio-analysis/76EPrXnYlY3Nbfm8kNfzal,151648.0,3.0,https://i.scdn.co/image/ab67616d0000b273e64d2562c173db69b883ae8b,2023-03-10,2023.0,False,17.0,https://p.scdn.co/mp3-preview/8d23d1e7087302d0b2ea62cf558db754e32abb92?cid=484c8fc1e0c54669ac770f80991a8280,,33,6703
Mestizo -- Arroyo [Jazz / Rap] (2023),MESTIZO - ARROYO (STUDIO SESSION),2023-03-12,0.88,156.0,Mestizo,Arroyo,MESTIZO,ARROYO,"jazz, rap",youtube,,https://www.youtube.com/watch?v=4qD5SxTQk8o,4qD5SxTQk8o,,,,,Arroyo,Mestizo,6afVSCTZBOCcVizpeNj3Cw,,0.438,0.576,10.0,-10.565,0.0,0.341,0.0449,0.0068,0.14,0.253,187.855,audio_features,spotify:track:6afVSCTZBOCcVizpeNj3Cw,https://api.spotify.com/v1/tracks/6afVSCTZBOCcVizpeNj3Cw,https://api.spotify.com/v1/audio-analysis/6afVSCTZBOCcVizpeNj3Cw,278708.0,4.0,https://i.scdn.co/image/ab67616d0000b2739646a6de6c2ea439e292bc29,2023-01-18,2023.0,False,26.0,https://p.scdn.co/mp3-preview/da9231620f80465ef8619cf55ed233eee4d13ea5?cid=484c8fc1e0c54669ac770f80991a8280,,44,155
