sp_song,sp_artist,r_title,r_media_title,r_post_song,r_post_artist,r_media_song,r_media_artist,id,sp_link,r_score,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,sp_artwork_640px,sp_release_date,sp_release_year,sp_explicit,sp_popularity,sp_audio_preview
Flagpole Sitta,Harvey Danger,Flagpole Sitta - Harvey Danger [Rock]. This song will never get old for me.,Harvey Danger - Flagpole Sitta (Official Music Video),Harvey Danger,Flagpole Sitta,Flagpole Sitta,Harvey Danger,7cz70nyRXlCJOE85whEkgU,,8206.0,0.361,0.901,4,-4.133,0,0.0443,0.00152,0.000263,0.286,0.482,144.97,audio_features,spotify:track:7cz70nyRXlCJOE85whEkgU,https://api.spotify.com/v1/tracks/7cz70nyRXlCJOE85whEkgU,https://api.spotify.com/v1/audio-analysis/7cz70nyRXlCJOE85whEkgU,217267,4,https://i.scdn.co/image/ab67616d0000b273868d99be4de6929eeac899ba,1997-01-01,1997,False,62,
Flagpole Sitta,Harvey Danger,Flagpole Sitta - Harvey Danger [Rock]. This song will never get old for me.,Harvey Danger - Flagpole Sitta (Official Music Video),Harvey Danger,Flagpole Sitta,Flagpole Sitta,Harvey Danger,7cz70nyRXlCJOE85whEkgU,,8206.0,0.361,0.901,4,-4.133,0,0.0443,0.00152,0.000263,0.286,0.482,144.97,audio_features,spotify:track:7cz70nyRXlCJOE85whEkgU,https://api.spotify.com/v1/tracks/7cz70nyRXlCJOE85whEkgU,https://api.spotify.com/v1/audio-analysis/7cz70nyRXlCJOE85whEkgU,217267,4,https://i.scdn.co/image/ab67616d0000b273868d99be4de6929eeac899ba,1997-01-01,1997,False,62,
Loud Pipes,Ratatat,Ratatat - Loud Pipes [Instrumental],Loud Pipes,Loud Pipes,Ratatat,,,3qkFIjYRInFasy2jeDZPgm,,5338.0,0.718,0.703,7,-7.16,0,0.0382,0.108,0.817,0.208,0.849,87.974,audio_features,spotify:track:3qkFIjYRInFasy2jeDZPgm,https://api.spotify.com/v1/tracks/3qkFIjYRInFasy2jeDZPgm,https://api.spotify.com/v1/audio-analysis/3qkFIjYRInFasy2jeDZPgm,226533,4,https://i.scdn.co/image/ab67616d0000b273e2eac6132cf6ce947b1bf730,2006-08-22,2006,False,53,https://p.scdn.co/mp3-preview/fb42a9a15491d0ab893ba9e882cf8fd182f23798?cid=484c8fc1e0c54669ac770f80991a8280
"Protect Ya Neck (feat. RZA, Method Man, Inspectah Deck, Raekwon, U-God, Ol' Dirty Bastard, Ghostface Killah & GZA)",Wu-Tang Clan,Protect Ya Neck - Wu-Tang Clan [East Coast Hip Hop],Protect Ya Neck,Wu-Tang Clan,Protect Ya Neck,,,1Sgj10byiGzPpI2IrXSFEn,,597.0,0.817,0.552,8,-10.8,0,0.385,0.0318,7.01e-06,0.826,0.808,102.011,audio_features,spotify:track:1Sgj10byiGzPpI2IrXSFEn,https://api.spotify.com/v1/tracks/1Sgj10byiGzPpI2IrXSFEn,https://api.spotify.com/v1/audio-analysis/1Sgj10byiGzPpI2IrXSFEn,291067,4,https://i.scdn.co/image/ab67616d0000b2735901aaa980d3e714bf01171c,1993-11-09,1993,True,64,https://p.scdn.co/mp3-preview/f3bd6e0e0fa351131d48d0d3cf3c19b59969d850?cid=484c8fc1e0c54669ac770f80991a8280
The Red,Chevelle,Chevelle - The Red [Alternative Metal],Chevelle - The Red (Official HD Video),The Red,Chevelle,The Red,Chevelle,1gyee1JuFFiP476LQpRMYU,,566.0,0.509,0.843,1,-3.318,0,0.0488,0.000671,0.000803,0.348,0.332,140.055,audio_features,spotify:track:1gyee1JuFFiP476LQpRMYU,https://api.spotify.com/v1/tracks/1gyee1JuFFiP476LQpRMYU,https://api.spotify.com/v1/audio-analysis/1gyee1JuFFiP476LQpRMYU,238400,3,https://i.scdn.co/image/ab67616d0000b273bd444869348f556430c21890,2002-01-01,2002,False,66,https://p.scdn.co/mp3-preview/217d527b14f68d25d89c9a46ba70dfd22d38a40b?cid=484c8fc1e0c54669ac770f80991a8280
The Red,Chevelle,Chevelle - The Red [Alternative Metal],Chevelle - The Red (Official HD Video),The Red,Chevelle,The Red,Chevelle,1gyee1JuFFiP476LQpRMYU,,566.0,0.509,0.843,1,-3.318,0,0.0488,0.000671,0.000803,0.348,0.332,140.055,audio_features,spotify:track:1gyee1JuFFiP476LQpRMYU,https://api.spotify.com/v1/tracks/1gyee1JuFFiP476LQpRMYU,https://api.spotify.com/v1/audio-analysis/1gyee1JuFFiP476LQpRMYU,238400,3,https://i.scdn.co/image/ab67616d0000b273bd444869348f556430c21890,2002-01-01,2002,False,66,https://p.scdn.co/mp3-preview/217d527b14f68d25d89c9a46ba70dfd22d38a40b?cid=484c8fc1e0c54669ac770f80991a8280
Black Cat,Betty Machete and the Angry Cougars,Betty Machete and the Angry Cougars — Don’t Stop [punk](2023),Angry Cougars - Don't Stop video,Don’t Stop,Betty Machete and the Angry Cougars,Don't Stop,Angry Cougars,3gzLRPmJkrrEiHH3XXNUJK,,265.0,0.352,0.975,0,-6.019,1,0.0582,6.66e-06,0.811,0.432,0.552,108.753,audio_features,spotify:track:3gzLRPmJkrrEiHH3XXNUJK,https://api.spotify.com/v1/tracks/3gzLRPmJkrrEiHH3XXNUJK,https://api.spotify.com/v1/audio-analysis/3gzLRPmJkrrEiHH3XXNUJK,85382,4,https://i.scdn.co/image/ab67616d0000b2733960e4e0d037e1698cc6500c,2022-10-31,2022,False,2,https://p.scdn.co/mp3-preview/1be67c6406e9da20a6f8646991e94280e0462de4?cid=484c8fc1e0c54669ac770f80991a8280
Black Cat,Betty Machete and the Angry Cougars,Betty Machete and the Angry Cougars — Don’t Stop [punk](2023),Angry Cougars - Don't Stop video,Don’t Stop,Betty Machete and the Angry Cougars,Don't Stop,Angry Cougars,3gzLRPmJkrrEiHH3XXNUJK,,265.0,0.352,0.975,0,-6.019,1,0.0582,6.66e-06,0.811,0.432,0.552,108.753,audio_features,spotify:track:3gzLRPmJkrrEiHH3XXNUJK,https://api.spotify.com/v1/tracks/3gzLRPmJkrrEiHH3XXNUJK,https://api.spotify.com/v1/audio-analysis/3gzLRPmJkrrEiHH3XXNUJK,85382,4,https://i.scdn.co/image/ab67616d0000b2733960e4e0d037e1698cc6500c,2022-10-31,2022,False,2,https://p.scdn.co/mp3-preview/1be67c6406e9da20a6f8646991e94280e0462de4?cid=484c8fc1e0c54669ac770f80991a8280
"Ex-Human, Now Beast",Dozer,"Dozer - Ex-Human, Now Beast [Stoner Rock] (2023)","Dozer ""Ex-Human, Now Beast"" Official Music Video","Ex-Human, Now Beast",Dozer,"Ex-Human, Now Beast",Dozer,50WKLFqJQ9kSsmgyc8VrfH,,247.0,0.246,0.912,4,-5.778,0,0.085,0.000131,0.796,0.206,0.448,125.185,audio_features,spotify:track:50WKLFqJQ9kSsmgyc8VrfH,https://api.spotify.com/v1/tracks/50WKLFqJQ9kSsmgyc8VrfH,https://api.spotify.com/v1/audio-analysis/50WKLFqJQ9kSsmgyc8VrfH,269293,5,https://i.scdn.co/image/ab67616d0000b273ff79b6dc3669ce3f47116647,2023-02-21,2023,False,25,https://p.scdn.co/mp3-preview/b2f1db6f6969d88402ba95c364d5e96e69a5e88b?cid=484c8fc1e0c54669ac770f80991a8280
"Ex-Human, Now Beast",Dozer,"Dozer - Ex-Human, Now Beast [Stoner Rock] (2023)","Dozer ""Ex-Human, Now Beast"" Official Music Video","Ex-Human, Now Beast",Dozer,"Ex-Human, Now Beast",Dozer,50WKLFqJQ9kSsmgyc8VrfH,,247.0,0.246,0.912,4,-5.778,0,0.085,0.000131,0.796,0.206,0.448,125.185,audio_features,spotify:track:50WKLFqJQ9kSsmgyc8VrfH,https://api.spotify.com/v1/tracks/50WKLFqJQ9kSsmgyc8VrfH,https://api.spotify.com/v1/audio-analysis/50WKLFqJQ9kSsmgyc8VrfH,269293,5,https://i.scdn.co/image/ab67616d0000b273ff79b6dc3669ce3f47116647,2023-02-21,2023,False,25,https://p.scdn.co/mp3-preview/b2f1db6f6969d88402ba95c364d5e96e69a5e88b?cid=484c8fc1e0c54669ac770f80991a8280
