r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
Souls Of Mischief - 93’ Til Infinity [90s hip-hop],93 'Til Infinity,2022-09-23,0.96,1210.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': ""93 'Til Infinity"", 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/b9bKj69a2ss?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""93 \'Til Infinity""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'version': '1.0', 'author_name': 'Souls of Mischief - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/b9bKj69a2ss/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCrQvCPpaNN_C-C3jfKEu0Qw'}, 'type': 'youtube.com'}",Souls Of Mischief,93’ Til Infinity,,,90s hip hop,youtube,,https://www.youtube.com/watch?v=b9bKj69a2ss,b9bKj69a2ss,,,,93 'Til Infinity,Souls of Mischief - Topic,2017-01-26T02:15:11Z,PT4M47S,19532,https://i.ytimg.com/vi/b9bKj69a2ss/hqdefault.jpg,423,1,"['Souls', 'Of', 'Mischief', '93', ""'Til"", 'Infinity', '(Expanded)']",19.5K,423,1,04:47,2017-01-26,1.21K
"Mone Kamishiraishi -- Choice [Bluegrass, J-pop] (2022)",チョイス,2022-09-20,0.94,499.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'チョイス', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/uEFq-mgVNCA?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""チョイス""></iframe>', 'author_name': 'Mone Kamishiraishi - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/uEFq-mgVNCA/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCof7dOTnyxaidkKkcIFuflQ'}}",Mone Kamishiraishi,Choice,,,"bluegrass, j-pop",youtube,,https://www.youtube.com/watch?v=uEFq-mgVNCA,uEFq-mgVNCA,,,,チョイス,Mone Kamishiraishi - Topic,2022-07-12T10:07:29Z,PT3M31S,52447,https://i.ytimg.com/vi/uEFq-mgVNCA/hqdefault.jpg,790,0,"['上白石萌音', 'Mone Kamishiraishi', 'カミシライシモネ', 'name', 'Name', 'ネーム', 'チョイス', 'Choice']",52.4K,790,0,03:31,2022-07-12,499
"Bibars Appesh, Astemir Marshenkulov, Bashir Hatsuk, Shan Issac -- Si Paq [Circassian Folk Music] (2022)",Си Пакъ. Черкесская песня,2022-09-23,0.94,490.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'Си Пакъ. Черкесская песня', 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/efh2PIDFMRc?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Си Пакъ. Черкесская песня""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'version': '1.0', 'author_name': 'ВЕК', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/efh2PIDFMRc/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/vekchannel'}, 'type': 'youtube.com'}","Bibars Appesh, Astemir Marshenkulov, Bashir Hatsuk, Shan Issac",Si Paq,,,circassian folk music,youtube,,https://www.youtube.com/watch?v=efh2PIDFMRc,efh2PIDFMRc,,,,Си Пакъ. Черкесская песня,ВЕК,2022-09-22T11:35:45Z,PT3M17S,8167,https://i.ytimg.com/vi/efh2PIDFMRc/hqdefault.jpg,1028,139,"['си пак', 'черкесская песня', 'си пакъ', 'Si Paq', 'Siy Paq', 'черкесские песни', 'circassian music', 'circassian song', 'адыгейские песни', 'черкесы', 'adiga music', 'çerkez', 'çerkes', 'Çerkes müziği', 'Çerkes şarkısı', 'circassian folk', 'кавказская песня', 'suriye müziği', 'Syrian music', 'caucasian song', 'Kafkas şarkısı', 'Щхьэгуащэ', 'اغنية شركسية', 'الموسيقى الشركسية', 'еуэри', 'Yewari']",8.17K,1.03K,139,03:17,2022-09-22,490
"柏木玲子 Reiko Kashiwagi - Rain In The City [Jazz, Fusion, Synth-Pop] (1984)","柏木玲子 Reiko Kashiwagi - Rain In The City [Japan] Jazz, Fusion, Synth-Pop (1984)",2022-09-19,0.94,389.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': '柏木玲子 Reiko Kashiwagi - Rain In The City [Japan] Jazz, Fusion, Synth-Pop (1984)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/elFR0iCQxZE?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""柏木玲子 Reiko Kashiwagi - Rain In The City [Japan] Jazz, Fusion, Synth-Pop (1984)""></iframe>', 'author_name': 'Music for empty rooms', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/elFR0iCQxZE/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/Musicforemptyrooms'}}",柏木玲子 Reiko Kashiwagi,Rain In The City,柏木玲子 Reiko Kashiwagi,Rain In The City,"jazz, fusion, synth-pop",youtube,,https://www.youtube.com/watch?v=elFR0iCQxZE,elFR0iCQxZE,,,,"柏木玲子 Reiko Kashiwagi - Rain In The City [Japan] Jazz, Fusion, Synth-Pop (1984)",Music for empty rooms,2022-09-19T17:00:19Z,PT3M36S,4531,https://i.ytimg.com/vi/elFR0iCQxZE/hqdefault.jpg,348,25,"['obscure music', 'vintage', 'obscure records', 'the homecoming', 'vintage obscure music', 'rare records', 'obscure jazz', 'jazz', 'library music', 'rare library', 'lp', 'obscure funk', 'funk', 'loner folk', 'obscure experimental', 'obscure psych', 'ambient', 'samples', 'sample', 'jazz sample', 'andre navarro II', 'andre navarro', 'soul sample', '70s', 'soul', 'free sample', 'beat sample', 'beat samples', 'psych', 'prog', 'trap sample', 'free beat', 'Xerf Xpec', 'XerfXpec', 'digging', 'crate', 'xerf xpec', 'xerfxpec', 'musicforemptyrooms', 'music for empty rooms']",4.53K,348,25,03:36,2022-09-19,389
"Earth, Wind & Fire - September [R&B] (Live - Japan 1990)","Earth, Wind & Fire - September (Live)",2022-09-21,0.95,320.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Earth, Wind & Fire - September (Live)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/Rm_9mxZV10U?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Earth, Wind & Fire - September (Live)""></iframe>', 'author_name': 'EarthWindandFireVEVO', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/Rm_9mxZV10U/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/EarthWindandFireVEVO'}}","Earth, Wind & Fire",September,"Earth, Wind & Fire",September,r&b,youtube,,https://www.youtube.com/watch?v=Rm_9mxZV10U,Rm_9mxZV10U,,,,"Earth, Wind & Fire - September (Live)",EarthWindandFireVEVO,2016-11-08T07:00:01Z,PT3M41S,2964979,https://i.ytimg.com/vi/Rm_9mxZV10U/hqdefault.jpg,35629,1263,"['Earth', 'Wind', 'Fire', 'September', 'Eagle', 'Rock']",2.96M,35.6K,1.26K,03:41,2016-11-08,320
Monty Python - Always Look on the Bright Side of Life [Funny],Monty Python - Always Look on the Bright Side of Life,2022-09-22,0.89,273.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Monty Python - Always Look on the Bright Side of Life', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/jHPOzQzk9Qo?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Monty Python - Always Look on the Bright Side of Life""></iframe>', 'author_name': 'thebrat307101', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/jHPOzQzk9Qo/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/thebrat307101'}}",Monty Python,Always Look on the Bright Side of Life,Monty Python,Always Look on the Bright Side of Life,funny,youtube,,https://www.youtube.com/watch?v=jHPOzQzk9Qo,jHPOzQzk9Qo,,,,Monty Python - Always Look on the Bright Side of Life,thebrat307101,2006-07-29T03:31:03Z,PT3M17S,15304481,https://i.ytimg.com/vi/jHPOzQzk9Qo/hqdefault.jpg,91066,6578,"['Monty', 'Python', 'Life', 'Of', 'Brian', 'Eric', 'Idle', 'Graham', 'Chapman']",15.3M,91.1K,6.58K,03:17,2006-07-29,273
"Lonnie Johnson - ""Mr. Johnson's Blues No. 2"" [Prewar Urban Blues] (1929)",Mr Johnson's Blues No. 2,2022-09-19,0.94,266.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""Mr Johnson's Blues No. 2"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/Ork5lOoyxnI?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Mr Johnson\'s Blues No. 2""></iframe>', 'author_name': 'Lonnie Johnson - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/Ork5lOoyxnI/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UC11_nfqWfu0m0tsob-o4t9A'}}",Lonnie Johnson,Mr. Johnsons Blues No. 2,,,prewar urban blues,youtube,,https://www.youtube.com/watch?v=Ork5lOoyxnI,Ork5lOoyxnI,,,,Mr Johnson's Blues No. 2,Lonnie Johnson - Topic,2014-11-06T17:19:24Z,PT2M58S,873,https://i.ytimg.com/vi/Ork5lOoyxnI/hqdefault.jpg,17,0,"['Lonnie', 'Johnson', 'Vol.', '(1929', '1930)', 'Mr', ""Johnson's"", 'Blues', 'No.']",873,17,0,02:58,2014-11-06,266
Butthole Surfers - Who Was In My Room Last Night [Rock] (1993),Butthole Surfers - Who Was In My Room Last Night HQ,2022-09-21,0.91,219.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Butthole Surfers - Who Was In My Room Last Night HQ', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/GP7R7aUYCz0?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Butthole Surfers - Who Was In My Room Last Night HQ""></iframe>', 'author_name': 'HQ Rare Music Videos', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/GP7R7aUYCz0/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/user/Raffallo15'}}",Butthole Surfers,Who Was In My Room Last Night,Butthole Surfers,Who Was In My Room Last Night,rock,youtube,,https://www.youtube.com/watch?v=GP7R7aUYCz0,GP7R7aUYCz0,,,,Butthole Surfers - Who Was In My Room Last Night HQ,HQ Rare Music Videos,2010-12-02T07:45:06Z,PT3M26S,182896,https://i.ytimg.com/vi/GP7R7aUYCz0/hqdefault.jpg,3238,155,"['butthole surfers', 'who was in my room last night', 'high quality', '1993']",183K,3.24K,155,03:26,2010-12-02,219
Call it - Uzaqda qal [darkwave] (2021),Call It - Uzaqda Qal (Music Video),2022-09-20,0.9,173.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Call It - Uzaqda Qal (Music Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/6ivH5450wMQ?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Call It - Uzaqda Qal (Music Video)""></iframe>', 'author_name': 'ASIT RECORDS', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/6ivH5450wMQ/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCdoIOVX_aYNKrJkVBo4ZdZQ'}}",Call it,Uzaqda qal,Call It,Uzaqda Qal,darkwave,youtube,,https://www.youtube.com/watch?v=6ivH5450wMQ,6ivH5450wMQ,,,,Call It - Uzaqda Qal (Music Video),ASIT RECORDS,2021-12-20T18:17:20Z,PT3M33S,13496,https://i.ytimg.com/vi/6ivH5450wMQ/hqdefault.jpg,637,113,"['callit', 'call it', 'phase42', 'unseen', 'javeed', 'bababa', 'asit', 'asitrecords', 'uzaqdaqal', 'uzaqda qal', 'baku', 'azerbaijan', 'music']",13.5K,637,113,03:33,2021-12-20,173
Madvillain - America's Most Blunted [hip-hop],Madvillain - America's Most Blunted,2022-09-23,0.93,152.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""Madvillain - America's Most Blunted"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/jytxkJUM_7U?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Madvillain - America\'s Most Blunted""></iframe>', 'author_name': 'Stones Throw', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/jytxkJUM_7U/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/stonesthrow'}}",Madvillain,Americas Most Blunted,Madvillain,America's Most Blunted,hip hop,youtube,,https://www.youtube.com/watch?v=jytxkJUM_7U,jytxkJUM_7U,,,,Madvillain - America's Most Blunted,Stones Throw,2008-08-15T02:33:07Z,PT3M55S,1498445,https://i.ytimg.com/vi/jytxkJUM_7U/hqdefault.jpg,11551,1108,"['mf', 'doom', 'mfdoom', 'madlib', 'madvillain', 'stonesthrow', 'hip-hop']",1.5M,11.6K,1.11K,03:55,2008-08-15,152
